elapsed_s,VPC_RESERVED_42,VPC_RESERVED_43,VPC_RESERVED_44,VPC_BE_BUSY_CYCLES,VPC_BE_WORKING_CYCLES,VPC_BE_STALL_CYCLES_TSE_BE
0.001393,0,0,0,0,0,0
0.002874,0,0,0,0,0,0
0.004319,0,0,0,0,0,0
0.005820,0,0,0,0,0,0
0.007253,0,0,0,0,0,0
0.008680,0,0,0,0,0,0
0.010124,0,0,0,0,0,0
0.011559,0,0,0,0,0,0
0.013063,0,0,0,0,0,0
0.014473,0,0,0,0,0,0
0.016015,0,0,0,0,0,0
0.017470,0,0,0,0,0,0
0.018847,0,0,0,0,0,0
0.020223,0,0,0,0,0,0
0.021634,0,0,0,0,0,0
0.023003,0,0,0,0,0,0
0.024364,0,0,0,0,0,0
0.025765,0,0,0,0,0,0
0.027130,0,0,0,0,0,0
0.028495,0,0,0,0,0,0
0.029883,0,0,0,0,0,0
0.031288,0,0,0,0,0,0
0.032635,0,0,0,0,0,0
0.033984,0,0,0,0,0,0
0.035334,0,0,0,0,0,0
0.036680,0,0,0,0,0,0
0.038071,0,0,0,0,0,0
0.039438,0,0,0,0,0,0
0.040868,0,0,0,0,0,0
0.042256,0,0,0,0,0,0
0.043609,0,0,0,0,0,0
0.045053,0,0,0,0,0,0
0.046360,0,0,0,0,0,0
0.047663,0,0,0,0,0,0
0.049016,0,0,0,0,0,0
0.050320,0,0,0,0,0,0
0.051622,0,0,0,0,0,0
0.052980,0,0,0,0,0,0
0.054397,0,0,0,0,0,0
0.055703,0,0,0,0,0,0
0.057057,0,0,0,0,0,0
0.058361,0,0,0,0,0,0
0.059667,0,0,0,0,0,0
0.061042,0,0,0,0,0,0
0.062420,0,0,0,0,0,0
0.063832,0,0,0,0,0,0
0.065220,0,0,0,0,0,0
0.066578,0,0,0,0,0,0
0.067939,0,0,0,0,0,0
0.069292,0,0,0,0,0,0
0.070642,0,0,0,0,0,0
0.071989,0,0,0,0,0,0
0.073340,0,0,0,0,0,0
0.074752,0,0,0,0,0,0
0.076191,0,0,0,2502,882,0
0.077596,0,0,0,0,0,0
0.079030,0,0,0,0,0,0
0.080433,0,0,0,0,0,0
0.081883,0,0,0,0,0,0
0.083278,0,0,0,0,0,0
0.084666,0,0,0,0,0,0
0.086118,0,0,0,1503,981,0
0.087542,0,0,0,8535,4476,0
0.088791,0,0,0,7665,4332,0
0.090041,0,0,0,7449,4251,0
0.091290,0,0,0,7806,4578,0
0.092540,0,0,0,7665,4251,0
0.094753,0,0,0,13752,7848,0
0.096005,0,0,0,7449,4251,0
0.098277,0,0,0,14100,8088,0
0.099535,0,0,0,7665,4332,0
