elapsed_s,RAS_NEVER_COUNT,RAS_BUSY_CYCLES,RAS_SUPERTILE_ACTIVE_CYCLES,RAS_STALL_CYCLES_LRZ
0.001105,0,0,0,0
0.002876,0,0,0,0
0.004344,0,0,0,0
0.005789,0,0,0,0
0.007230,0,0,0,0
0.008718,0,0,0,0
0.010202,0,0,0,0
0.011642,0,0,0,0
0.013118,0,0,0,0
0.014558,0,0,0,0
0.015996,0,0,0,0
0.017435,0,0,0,0
0.018874,0,0,0,0
0.020377,0,0,0,0
0.021817,0,0,0,0
0.023255,0,0,0,0
0.024695,0,0,0,0
0.026236,0,0,0,0
0.027648,0,0,0,0
0.029129,0,0,0,0
0.030552,0,0,0,0
0.032010,0,0,0,0
0.033420,0,0,0,0
0.034829,0,0,0,0
0.036285,0,0,0,0
0.037696,0,0,0,0
0.039105,0,0,0,0
0.040562,0,0,0,0
0.042043,0,0,0,0
0.043564,0,0,0,0
0.045132,0,0,0,0
0.046657,0,0,0,0
0.048059,0,0,0,0
0.049460,0,0,0,0
0.050860,0,0,0,0
0.052270,0,0,0,0
0.053669,0,0,0,0
0.055066,0,0,0,0
0.056463,0,0,0,0
0.057915,0,0,0,0
0.059391,0,0,0,0
0.060949,0,0,0,0
0.062432,0,0,0,0
0.063913,0,0,0,0
0.065288,0,0,0,0
0.066655,0,0,0,0
0.068070,0,0,0,0
0.069436,0,0,0,0
0.070802,0,0,0,0
0.072245,0,0,0,0
0.073682,0,0,0,0
0.075114,0,0,0,0
0.076534,0,0,0,0
0.077955,0,0,0,0
0.079375,0,0,0,0
0.080826,0,0,0,0
0.082246,0,0,0,0
0.083664,0,0,0,0
0.085086,0,0,0,0
0.086509,0,252,0,0
0.087927,0,0,0,0
0.089361,0,0,0,0
0.090778,0,0,0,0
0.092215,0,0,0,0
0.093619,0,0,0,0
0.095009,0,0,0,0
0.096809,0,0,0,0
0.098229,0,0,0,0
0.099650,0,0,0,0
0.101113,0,1779,0,0
0.102432,0,0,0,0
0.103827,0,0,0,0
0.105213,0,0,0,0
0.106643,0,0,0,0
0.108565,0,0,0,0
0.109952,0,0,0,0
0.111335,0,0,0,0
0.112716,0,0,0,0
0.114102,0,0,0,0
0.115479,0,0,0,0
0.116928,0,0,0,0
0.118314,0,0,0,0
0.119692,0,0,0,0
0.121084,0,0,0,0
0.122509,0,0,0,0
0.123885,0,0,0,0
0.125259,0,0,0,0
0.126636,0,0,0,0
0.128101,0,0,0,0
0.129971,0,0,0,0
0.131359,0,0,0,0
0.132747,0,0,0,0
0.134128,0,0,0,0
0.135507,0,0,0,0
0.136909,0,0,0,0
0.138330,0,0,0,0
0.139709,0,0,0,0
0.141194,0,0,0,0
0.142581,0,0,0,0
0.143969,0,0,0,0
0.145355,0,0,0,0
0.146740,0,0,0,0
0.148128,0,0,0,0
0.149514,0,0,0,0
0.151028,0,0,0,0
0.152467,0,0,0,0
0.153905,0,0,0,0
0.155294,0,0,0,0
0.156684,0,0,0,0
0.158070,0,0,0,0
0.159456,0,0,0,0
0.161029,0,0,0,0
0.162569,0,0,0,0
0.164000,0,0,0,0
0.165435,0,0,0,0
0.166950,0,0,0,0
0.168368,0,0,0,0
0.169933,0,0,0,0
0.171481,0,0,0,0
0.173034,0,0,0,0
0.174595,0,0,0,0
0.176146,0,0,0,0
0.177694,0,0,0,0
0.179242,0,0,0,0
0.180819,0,0,0,0
0.182266,0,0,0,0
0.183682,0,0,0,0
0.185209,0,0,0,0
0.186674,0,0,0,0
0.188197,0,0,0,0
0.189750,0,0,0,0
0.191299,0,0,0,0
0.192851,0,0,0,0
0.194402,0,0,0,0
0.195969,0,0,0,0
0.197521,0,0,0,0
0.199071,0,0,0,0
0.200622,0,0,0,0
0.202175,0,0,0,0
0.203814,0,0,0,0
0.205224,0,0,0,0
0.206627,0,0,0,0
0.208148,0,0,0,0
0.209699,0,0,0,0
0.211250,0,0,0,0
0.212801,0,0,0,0
0.214358,0,0,0,0
0.215800,0,0,0,0
0.217201,0,0,0,0
0.218626,0,0,0,0
0.220004,0,0,0,0
0.221383,0,0,0,0
0.222758,0,0,0,0
0.224136,0,0,0,0
0.225514,0,0,0,0
0.226891,0,0,0,0
0.228279,0,0,0,0
0.229657,0,0,0,0
0.231034,0,0,0,0
0.232410,0,0,0,0
0.233838,0,0,0,0
0.235193,0,0,0,0
0.236546,0,0,0,0
0.237899,0,0,0,0
0.239260,0,0,0,0
0.240615,0,0,0,0
0.241970,0,0,0,0
0.243324,0,0,0,0
0.244677,0,0,0,0
0.246031,0,0,0,0
0.247386,0,0,0,0
0.248740,0,0,0,0
0.250137,0,0,0,0
0.251477,0,0,0,0
0.252876,0,0,0,0
0.254217,0,0,0,0
0.255556,0,0,0,0
0.257045,0,0,0,0
0.258386,0,0,0,0
0.259750,0,0,0,0
0.261095,0,0,0,0
0.262434,0,0,0,0
0.263772,0,0,0,0
0.265114,0,0,0,0
0.266457,0,0,0,0
0.267881,0,0,0,0
0.269253,0,0,0,0
0.270616,0,0,0,0
0.271981,0,0,0,0
0.273342,0,0,0,0
0.274759,0,0,0,0
0.276171,0,0,0,0
0.277477,0,0,0,0
0.278888,0,0,0,0
0.280300,0,0,0,0
0.281712,0,0,0,0
0.283128,0,0,0,0
0.284562,0,0,0,0
0.285949,0,0,0,0
0.287629,0,0,0,0
0.289236,0,693,0,0
0.290548,0,0,0,0
0.293293,0,0,0,0
0.294688,0,0,0,0
0.296191,0,0,0,0
0.297707,0,0,0,0
0.299073,0,810,0,0
0.300280,0,969,0,0
0.301628,0,0,0,0
0.302971,0,0,0,0
0.304311,0,0,0,0
0.305668,0,0,0,0
0.307013,0,0,0,0
0.308356,0,0,0,0
0.309698,0,0,0,0
0.311032,0,0,0,0
0.312369,0,0,0,0
0.313725,0,0,0,0
0.315237,0,0,0,0
0.319508,0,0,0,0
0.320930,0,0,0,0
0.322312,0,0,0,0
0.323695,0,0,0,0
0.326397,0,0,0,0
0.327840,0,0,0,0
0.329221,0,0,0,0
0.330648,0,0,0,0
0.332169,0,0,0,0
0.333563,0,0,0,0
0.334907,0,0,0,0
0.336246,0,0,0,0
0.337583,0,0,0,0
0.338933,0,0,0,0
0.340270,0,0,0,0
0.341606,0,0,0,0
0.342942,0,0,0,0
0.344280,0,0,0,0
0.345751,0,0,0,0
0.347312,0,0,0,0
0.348863,0,0,0,0
0.350302,0,0,0,0
0.351739,0,0,0,0
0.353126,0,0,0,0
0.354511,0,0,0,0
0.355898,0,0,0,0
0.357283,0,0,0,0
0.358666,0,0,0,0
0.360183,0,0,0,0
0.361664,0,0,0,0
0.363054,0,0,0,0
0.364441,0,0,0,0
0.365832,0,0,0,0
0.367232,0,0,0,0
0.368627,0,0,0,0
0.370012,0,0,0,0
0.371525,0,0,0,0
0.372966,0,0,0,0
0.374484,0,0,0,0
0.376036,0,0,0,0
0.377630,0,0,0,0
0.379179,0,0,0,0
0.380730,0,0,0,0
0.382280,0,0,0,0
0.383845,0,0,0,0
0.385395,0,0,0,0
0.386943,0,0,0,0
0.388496,0,0,0,0
0.390047,0,0,0,0
0.391596,0,0,0,0
0.393028,0,0,0,0
0.394475,0,0,0,0
0.395995,0,0,0,0
0.397546,0,0,0,0
0.399095,0,0,0,0
0.400647,0,0,0,0
0.402198,0,0,0,0
0.403760,0,0,0,0
0.405205,0,0,0,0
0.406594,0,0,0,0
0.408111,0,0,0,0
0.409704,0,0,0,0
0.411252,0,0,0,0
0.412802,0,0,0,0
0.414229,0,0,0,0
0.415635,0,0,0,0
0.417041,0,0,0,0
0.418419,0,0,0,0
0.419810,0,0,0,0
0.421188,0,0,0,0
0.422566,0,0,0,0
0.423944,0,0,0,0
0.425362,0,0,0,0
0.426752,0,0,0,0
0.428129,0,0,0,0
0.429508,0,0,0,0
0.430883,0,0,0,0
0.432355,0,0,0,0
0.433733,0,0,0,0
0.435110,0,0,0,0
0.436487,0,0,0,0
0.437873,0,0,0,0
0.439249,0,0,0,0
0.440627,0,0,0,0
0.442055,0,0,0,0
0.443410,0,0,0,0
0.444763,0,0,0,0
0.446116,0,0,0,0
0.447469,0,0,0,0
0.449088,0,0,0,0
0.450442,0,0,0,0
0.451796,0,0,0,0
0.453150,0,0,0,0
0.454504,0,0,0,0
0.455955,0,0,0,0
0.457346,0,0,0,0
0.458686,0,0,0,0
0.460034,0,0,0,0
0.461374,0,0,0,0
0.462714,0,0,0,0
0.464053,0,0,0,0
0.465393,0,0,0,0
0.466730,0,0,0,0
0.468069,0,0,0,0
0.469409,0,0,0,0
0.470754,0,0,0,0
0.472094,0,0,0,0
0.473463,0,0,0,0
0.474875,0,0,0,0
0.476285,0,0,0,0
0.477696,0,0,0,0
0.479106,0,0,0,0
0.480516,0,0,0,0
0.481951,0,0,0,0
0.483335,0,0,0,0
0.484699,0,0,0,0
0.485952,0,0,0,0
0.487313,0,0,0,0
0.488675,0,0,0,0
0.490052,0,0,0,0
0.491414,0,0,0,0
0.492846,0,0,0,0
0.494252,0,0,0,0
0.496119,0,252,0,0
0.497413,0,0,0,0
0.498804,0,0,0,0
0.500187,0,0,0,0
0.501569,0,0,0,0
0.502968,0,0,0,0
0.504350,0,0,0,0
0.505748,0,888,0,0
0.507120,0,909,0,0
0.508508,0,0,0,0
0.509895,0,0,0,0
0.511279,0,0,0,0
0.512665,0,0,0,0
0.514064,0,0,0,0
0.515450,0,0,0,0
0.516994,0,0,0,0
0.518381,0,0,0,0
0.519939,0,0,0,0
0.521401,0,0,0,0
0.522781,0,0,0,0
0.527796,0,0,0,0
0.529909,0,0,0,0
0.531325,0,0,0,0
0.533114,0,0,0,0
0.534515,0,0,0,0
0.536186,0,0,0,0
0.537761,0,0,0,0
0.539146,0,0,0,0
0.540532,0,0,0,0
0.541916,0,0,0,0
0.543301,0,0,0,0
0.544702,0,0,0,0
0.546080,0,0,0,0
0.547460,0,0,0,0
0.548906,0,0,0,0
0.550290,0,0,0,0
0.551673,0,0,0,0
0.553136,0,0,0,0
0.554550,0,0,0,0
0.555945,0,0,0,0
0.557329,0,0,0,0
0.558713,0,0,0,0
0.560098,0,0,0,0
0.561613,0,0,0,0
0.563163,0,0,0,0
0.564712,0,0,0,0
0.566150,0,0,0,0
0.567667,0,0,0,0
0.569327,0,0,0,0
0.570876,0,0,0,0
0.572426,0,0,0,0
0.573977,0,0,0,0
0.575525,0,0,0,0
0.577092,0,0,0,0
0.578640,0,0,0,0
0.580192,0,0,0,0
0.581743,0,0,0,0
0.583292,0,0,0,0
0.584842,0,0,0,0
0.586394,0,0,0,0
0.587958,0,0,0,0
0.589392,0,0,0,0
0.590927,0,0,0,0
0.592351,0,0,0,0
0.593869,0,0,0,0
0.595417,0,0,0,0
0.596930,0,0,0,0
0.598332,0,0,0,0
0.599853,0,0,0,0
0.601457,0,0,0,0
0.603006,0,0,0,0
0.604558,0,0,0,0
0.606109,0,0,0,0
0.607658,0,0,0,0
0.609226,0,0,0,0
0.610775,0,0,0,0
0.612326,0,0,0,0
0.613876,0,0,0,0
0.615425,0,0,0,0
0.617067,0,0,0,0
0.618822,0,0,0,0
0.620236,0,0,0,0
0.621621,0,0,0,0
0.623001,0,0,0,0
0.624378,0,0,0,0
0.625756,0,0,0,0
0.627133,0,0,0,0
0.628512,0,0,0,0
0.629893,0,0,0,0
0.631279,0,0,0,0
0.632657,0,0,0,0
0.634086,0,0,0,0
0.635441,0,0,0,0
0.636903,0,0,0,0
0.638257,0,0,0,0
0.639610,0,0,0,0
0.640976,0,0,0,0
0.642337,0,0,0,0
0.643689,0,0,0,0
0.645033,0,0,0,0
0.646386,0,0,0,0
0.647773,0,0,0,0
0.649127,0,0,0,0
0.650505,0,0,0,0
0.651943,0,0,0,0
0.653289,0,0,0,0
0.654628,0,0,0,0
0.655969,0,0,0,0
0.657310,0,0,0,0
0.658650,0,0,0,0
0.659990,0,0,0,0
0.661330,0,0,0,0
0.662670,0,0,0,0
0.664025,0,0,0,0
0.665395,0,0,0,0
0.666806,0,0,0,0
0.668215,0,0,0,0
0.669626,0,0,0,0
0.670928,0,0,0,0
0.672337,0,0,0,0
0.673746,0,0,0,0
0.675167,0,0,0,0
0.676587,0,0,0,0
0.678000,0,0,0,0
0.679366,0,0,0,0
0.680806,0,0,0,0
0.682184,0,0,0,0
0.683546,0,0,0,0
0.684993,0,0,0,0
0.686399,0,0,0,0
0.688075,0,0,0,0
0.689497,0,252,0,0
0.690993,0,0,0,0
0.692383,0,0,0,0
0.693768,0,0,0,0
0.695147,0,0,0,0
0.697051,0,0,0,0
0.698481,0,0,0,0
0.699868,0,1860,0,0
0.701311,0,0,0,0
0.702696,0,0,0,0
0.704082,0,0,0,0
0.705467,0,0,0,0
0.706869,0,0,0,0
0.709010,0,0,0,0
0.710397,0,0,0,0
0.712015,0,0,0,0
0.713435,0,0,0,0
0.714815,0,0,0,0
0.718526,0,0,0,0
0.719915,0,0,0,0
0.725477,0,0,0,0
0.726860,0,0,0,0
0.728243,0,0,0,0
0.729682,0,0,0,0
0.731082,0,0,0,0
0.732462,0,0,0,0
0.733842,0,0,0,0
0.735221,0,0,0,0
0.736601,0,0,0,0
0.737982,0,0,0,0
0.739362,0,0,0,0
0.740744,0,0,0,0
0.742254,0,0,0,0
0.743638,0,0,0,0
0.745023,0,0,0,0
0.747110,0,0,0,0
0.748516,0,0,0,0
0.749927,0,0,0,0
0.751321,0,0,0,0
0.752719,0,0,0,0
0.754132,0,0,0,0
0.755646,0,0,0,0
0.757043,0,0,0,0
0.758562,0,0,0,0
0.759946,0,0,0,0
0.761365,0,0,0,0
0.762755,0,0,0,0
0.764162,0,0,0,0
0.766064,0,0,0,0
0.767952,0,0,0,0
0.769421,0,0,0,0
0.771584,0,0,0,0
0.773098,0,0,0,0
0.774482,0,0,0,0
0.775885,0,0,0,0
0.777309,0,0,0,0
0.778689,0,0,0,0
0.780072,0,0,0,0
0.781459,0,0,0,0
0.782844,0,0,0,0
0.784242,0,0,0,0
0.785628,0,0,0,0
0.787012,0,0,0,0
0.788396,0,0,0,0
0.789781,0,0,0,0
0.791166,0,0,0,0
0.792553,0,0,0,0
0.794068,0,0,0,0
0.795632,0,0,0,0
0.797189,0,0,0,0
0.798739,0,0,0,0
0.800294,0,0,0,0
0.801837,0,0,0,0
0.803377,0,0,0,0
0.804797,0,0,0,0
0.806201,0,0,0,0
0.807588,0,0,0,0
0.809018,0,0,0,0
0.810445,0,0,0,0
0.811832,0,0,0,0
0.813211,0,0,0,0
0.814601,0,0,0,0
0.816098,0,0,0,0
0.817496,0,0,0,0
0.818873,0,0,0,0
0.820251,0,0,0,0
0.821631,0,0,0,0
0.823008,0,0,0,0
0.824386,0,0,0,0
0.825802,0,0,0,0
0.827180,0,0,0,0
0.828566,0,0,0,0
0.829944,0,0,0,0
0.831321,0,0,0,0
0.832698,0,0,0,0
0.834074,0,0,0,0
0.835450,0,0,0,0
0.836958,0,0,0,0
0.838334,0,0,0,0
0.839814,0,0,0,0
0.841315,0,0,0,0
0.842670,0,0,0,0
0.844024,0,0,0,0
0.845377,0,0,0,0
0.846731,0,0,0,0
0.848086,0,0,0,0
0.849441,0,0,0,0
0.850807,0,0,0,0
0.852191,0,0,0,0
0.853546,0,0,0,0
0.854901,0,0,0,0
0.856256,0,0,0,0
0.857647,0,0,0,0
0.859004,0,0,0,0
0.860380,0,0,0,0
0.861749,0,0,0,0
0.863110,0,0,0,0
0.864522,0,0,0,0
0.865893,0,0,0,0
0.867254,0,0,0,0
0.868615,0,0,0,0
0.869974,0,0,0,0
0.871333,0,0,0,0
0.872755,0,0,0,0
0.874175,0,0,0,0
0.875546,0,0,0,0
0.876799,0,0,0,0
0.878160,0,0,0,0
0.879521,0,0,0,0
0.880890,0,0,0,0
0.882252,0,0,0,0
0.883617,0,0,0,0
0.884978,0,693,0,0
0.886340,0,0,0,0
0.887702,0,0,0,0
0.888973,0,0,0,0
0.890352,0,0,0,0
0.891714,0,0,0,0
0.893122,0,0,0,0
0.894533,0,0,0,0
0.896027,0,0,0,0
0.897422,0,0,0,0
0.898809,0,1824,0,0
0.900228,0,0,0,0
0.901616,0,0,0,0
0.903003,0,0,0,0
0.905113,0,0,0,0
0.906558,0,0,0,0
0.907944,0,0,0,0
0.909328,0,0,0,0
0.910703,0,0,0,0
0.912163,0,0,0,0
0.913544,0,0,0,0
0.914923,0,0,0,0
0.916302,0,0,0,0
0.917687,0,0,0,0
0.919064,0,0,0,0
0.920440,0,0,0,0
0.921817,0,0,0,0
0.923193,0,0,0,0
0.924571,0,0,0,0
0.925949,0,0,0,0
0.927328,0,0,0,0
0.928716,0,0,0,0
0.930096,0,0,0,0
0.931474,0,0,0,0
0.932904,0,0,0,0
0.934283,0,0,0,0
0.935983,0,0,0,0
0.937538,0,0,0,0
0.938959,0,0,0,0
0.940362,0,0,0,0
0.941867,0,0,0,0
0.943408,0,0,0,0
0.945099,0,0,0,0
0.946647,0,0,0,0
0.948199,0,0,0,0
0.949761,0,0,0,0
0.951309,0,0,0,0
0.952860,0,0,0,0
0.954410,0,0,0,0
0.955962,0,0,0,0
0.957513,0,0,0,0
0.959062,0,0,0,0
0.960626,0,0,0,0
0.962177,0,0,0,0
0.963793,0,0,0,0
0.965407,0,0,0,0
0.966927,0,0,0,0
0.968545,0,0,0,0
0.969970,0,0,0,0
0.971500,0,0,0,0
0.973054,0,0,0,0
0.974603,0,0,0,0
0.976155,0,0,0,0
0.977706,0,0,0,0
0.979255,0,0,0,0
0.980806,0,0,0,0
0.982244,0,0,0,0
0.983767,0,0,0,0
0.985224,0,0,0,0
0.986775,0,0,0,0
0.988326,0,0,0,0
0.989875,0,0,0,0
0.991405,0,0,0,0
0.993057,0,0,0,0
0.994607,0,0,0,0
0.996105,0,0,0,0
0.997657,0,0,0,0
0.999207,0,0,0,0
1.000760,0,0,0,0
1.002314,0,0,0,0
1.003880,0,0,0,0
1.005433,0,0,0,0
1.006983,0,0,0,0
1.008537,0,0,0,0
1.010091,0,0,0,0
1.011642,0,0,0,0
1.013200,0,0,0,0
1.014763,0,0,0,0
1.016317,0,0,0,0
1.017913,0,0,0,0
1.019463,0,0,0,0
1.021019,0,0,0,0
1.022570,0,0,0,0
1.024123,0,0,0,0
1.025689,0,0,0,0
1.027240,0,0,0,0
1.028791,0,0,0,0
1.030344,0,0,0,0
1.031898,0,0,0,0
1.033493,0,0,0,0
1.035044,0,0,0,0
1.036611,0,0,0,0
1.038163,0,0,0,0
1.039713,0,0,0,0
1.041187,0,0,0,0
1.042579,0,0,0,0
1.044099,0,0,0,0
1.045652,0,0,0,0
1.047215,0,0,0,0
1.048767,0,0,0,0
1.050321,0,0,0,0
