elapsed_s,RAS_FULLY_COVERED_SUPER_TILES,RAS_FULLY_COVERED_8X4_TILES,RAS_PRIM_KILLED_INVISILBE,RAS_SUPERTILE_GEN_ACTIVE_CYCLES
0.001111,0,0,0,0
0.002776,0,0,0,0
0.004262,0,0,0,0
0.005745,0,0,0,0
0.007227,0,0,0,0
0.008723,0,0,0,0
0.010207,0,0,0,0
0.011794,0,0,0,0
0.013315,0,0,0,0
0.014810,0,0,0,0
0.016472,0,0,0,0
0.017975,0,0,0,0
0.019473,0,0,0,0
0.020916,0,0,0,0
0.022355,0,0,0,0
0.023821,0,0,0,0
0.025298,0,0,0,0
0.026757,0,0,0,0
0.028217,0,0,0,0
0.029687,0,0,0,0
0.031145,0,0,0,0
0.032607,0,0,0,0
0.034063,0,0,0,0
0.035646,0,0,0,0
0.037105,0,0,0,0
0.038768,0,0,0,0
0.040297,0,0,0,0
0.041825,0,0,0,0
0.043408,0,0,0,0
0.044943,0,0,0,0
0.046468,0,0,0,0
0.047923,0,0,0,0
0.049375,0,0,0,0
0.050832,0,0,0,0
0.052283,0,0,0,0
0.053736,0,0,0,0
0.055190,0,0,0,0
0.056664,0,0,0,0
0.058117,0,0,0,0
0.059565,0,0,0,0
0.060996,0,0,0,0
0.062380,0,0,0,0
0.063783,0,0,0,0
0.065171,0,0,0,0
0.066597,0,0,0,0
0.067997,0,0,0,0
0.069371,0,0,0,0
0.070719,0,0,0,0
0.072093,0,0,0,0
0.073512,0,0,0,0
0.074910,0,0,0,246
0.076497,0,0,0,0
0.077843,0,0,0,0
0.079233,0,0,0,0
0.080575,0,0,0,0
0.081922,0,0,0,0
0.083288,0,0,0,0
0.084631,0,0,0,0
0.085973,0,0,0,426
0.087173,0,0,0,294
0.088532,0,0,0,0
0.089930,0,0,0,0
0.091317,0,0,0,0
0.092707,0,0,0,0
0.094106,0,0,0,0
0.097298,0,0,0,0
0.098678,0,0,0,0
0.100056,0,0,0,0
0.101435,0,0,0,0
0.102920,0,0,0,0
0.104356,0,0,0,0
0.105736,0,0,0,0
0.110331,0,0,0,0
0.111839,0,0,0,0
0.113225,0,0,0,0
0.114720,0,0,0,0
0.116418,0,0,0,0
0.117851,0,0,0,0
0.119269,0,0,0,0
0.120668,0,0,0,0
0.122052,0,0,0,0
0.123533,0,0,0,0
0.124907,0,0,0,0
0.126246,0,0,0,0
0.127586,0,0,0,0
0.128923,0,0,0,0
0.130316,0,0,0,0
0.131648,0,0,0,0
0.132977,0,0,0,0
0.134356,0,0,0,0
0.135704,0,0,0,0
0.137109,0,0,0,0
0.138497,0,0,0,0
0.140013,0,0,0,0
0.141564,0,0,0,0
0.143012,0,0,0,0
0.144560,0,0,0,0
0.146124,0,0,0,0
0.147680,0,0,0,0
0.149232,0,0,0,0
0.150786,0,0,0,0
0.152382,0,0,0,0
0.153934,0,0,0,0
0.155547,0,0,0,0
0.157110,0,0,0,0
0.158665,0,0,0,0
0.160217,0,0,0,0
0.161767,0,0,0,0
0.163319,0,0,0,0
0.164871,0,0,0,0
0.166426,0,0,0,0
0.168034,0,0,0,0
0.169586,0,0,0,0
0.171138,0,0,0,0
0.172691,0,0,0,0
0.174242,0,0,0,0
