elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001103,5889,0,0,0
0.002873,5766,0,0,0
0.004336,5550,0,0,0
0.005774,5862,0,0,0
0.007399,5964,0,0,0
0.008887,5373,0,0,0
0.010331,6087,0,0,0
0.011771,5694,0,0,0
0.013209,5820,0,0,0
0.014648,6201,0,0,0
0.016176,5784,0,0,0
0.017592,5364,0,0,0
0.019067,5796,0,0,0
0.020520,6102,0,0,0
0.021934,6000,0,0,0
0.023389,6105,0,0,0
0.024800,5400,0,0,0
0.026259,5730,0,0,0
0.027707,5736,0,0,0
0.029136,5790,0,0,0
0.030548,6108,0,0,0
0.032016,5439,0,0,0
0.033412,5313,0,0,0
0.034857,5460,0,0,0
0.036255,6102,0,0,0
0.037654,5316,0,0,0
0.039289,6102,0,0,0
0.040727,5649,0,0,0
0.042131,5691,0,0,0
0.043537,5040,0,0,0
0.044991,5166,0,0,0
0.046487,5073,0,0,0
0.047946,4587,0,0,0
0.049315,4509,0,0,0
0.050763,4581,0,0,0
0.052134,4599,0,0,0
0.053499,4578,0,0,0
0.054931,5796,0,0,0
0.056406,5475,0,0,0
0.057879,5325,0,0,0
0.059339,5418,0,0,0
0.060824,5541,0,0,0
0.062293,4566,0,0,0
0.063736,4632,0,0,0
0.065132,4974,0,0,0
0.066479,4788,0,0,0
0.067842,4599,0,0,0
0.069188,4587,0,0,0
0.070556,4599,0,0,0
0.071903,4614,0,0,0
0.073244,4962,0,0,0
0.074587,4626,0,0,0
0.075936,4593,0,0,0
0.077281,5265,0,0,0
0.078641,311349,0,0,0
0.080007,4323,0,0,0
0.081437,4311,0,0,0
0.082827,4335,0,0,0
0.084220,4323,0,0,0
0.085607,4323,0,0,0
0.086996,4275,0,0,0
0.088398,44256,0,0,0
0.089661,23706,0,0,0
0.091049,13239,0,0,0
0.092446,13680,0,0,0
0.093832,14805,0,0,0
0.095332,13617,0,0,0
0.096718,13917,0,0,0
0.098102,13416,0,0,0
0.099544,13176,0,0,0
0.101051,14904,0,0,0
0.103100,13518,0,0,0
