elapsed_s,RAS_STGEN_BOTTLENECK_CYCLES,RAS_MTGEN_BOTTLENECK_CYCLES,RAS_TGEN_BOTTLENECK_CYCLES
0.001097,0,0,0
0.002734,0,0,0
0.004202,0,0,0
0.005671,0,0,0
0.007139,0,0,0
0.008607,0,0,0
0.010084,0,0,0
0.011550,0,0,0
0.013014,0,0,0
0.015453,0,0,0
0.016914,0,0,0
0.019060,0,0,0
0.020784,0,0,0
0.022230,0,0,0
0.023674,0,0,0
0.025118,0,0,0
0.026623,0,0,0
0.028067,0,0,0
0.029626,0,0,0
0.031151,0,0,0
0.032663,0,0,0
0.034175,0,0,0
0.035710,0,0,0
0.037221,0,0,0
0.038794,0,0,0
0.040317,0,0,0
0.041839,0,0,0
0.043351,0,0,0
0.044863,0,0,0
0.046365,0,0,0
0.047774,0,0,0
0.049183,0,0,0
0.050629,0,0,0
0.052112,0,0,0
0.053584,0,0,0
0.055043,0,0,0
0.056397,0,0,0
0.057714,0,0,0
0.059029,0,0,0
0.060342,0,0,0
0.061650,0,0,0
0.062987,0,0,0
0.064372,0,0,0
0.065758,72,0,0
0.067336,0,0,0
0.068716,0,0,0
0.071557,0,0,0
0.072937,0,0,0
0.074325,0,0,0
0.075859,66,0,0
0.077746,54,0,0
0.082601,0,0,0
0.083982,0,0,0
0.085373,0,0,0
0.086746,0,0,0
0.088120,0,0,0
0.089476,0,0,0
0.090857,0,0,0
0.092234,0,0,0
0.093737,0,0,0
0.095186,0,0,0
0.096554,0,0,0
0.097889,0,0,0
0.099222,0,0,0
0.100556,0,0,0
0.101888,0,0,0
0.103218,0,0,0
0.104553,0,0,0
0.105886,0,0,0
0.107229,0,0,0
0.108561,0,0,0
0.109892,0,0,0
0.111235,0,0,0
0.112610,0,0,0
0.113985,0,0,0
0.115361,0,0,0
0.116736,0,0,0
0.118120,0,0,0
0.119500,0,0,0
0.120880,0,0,0
0.122262,0,0,0
0.123641,0,0,0
0.125019,0,0,0
0.126397,0,0,0
0.127905,0,0,0
0.129464,0,0,0
0.131009,0,0,0
0.132551,0,0,0
0.134099,0,0,0
0.135644,0,0,0
0.137188,0,0,0
0.138736,0,0,0
0.140293,0,0,0
0.141841,0,0,0
0.143429,0,0,0
0.144975,0,0,0
0.146519,0,0,0
0.148063,0,0,0
0.149611,0,0,0
0.151170,0,0,0
0.152713,0,0,0
0.154259,0,0,0
0.155802,0,0,0
0.157259,0,0,0
0.158748,0,0,0
0.160302,0,0,0
0.161863,0,0,0
0.163408,0,0,0
0.164951,0,0,0
0.166496,0,0,0
0.168042,0,0,0
0.169589,0,0,0
0.171136,0,0,0
0.172693,0,0,0
0.174240,0,0,0
0.175788,0,0,0
0.177332,0,0,0
0.178882,0,0,0
0.180426,0,0,0
0.181973,0,0,0
0.183532,0,0,0
0.185078,0,0,0
0.186491,0,0,0
0.188005,0,0,0
0.189550,0,0,0
0.191140,0,0,0
0.192549,0,0,0
0.194144,0,0,0
0.195530,0,0,0
0.196904,0,0,0
0.198278,0,0,0
0.199653,0,0,0
0.201026,0,0,0
0.202399,0,0,0
0.203773,0,0,0
0.205155,0,0,0
0.206621,0,0,0
0.208042,0,0,0
0.209393,0,0,0
0.210743,0,0,0
0.212092,0,0,0
0.213475,0,0,0
0.214824,0,0,0
0.216180,0,0,0
0.217681,0,0,0
0.219264,0,0,0
0.220614,0,0,0
0.221962,0,0,0
0.223347,0,0,0
0.224682,0,0,0
0.226017,0,0,0
0.227358,0,0,0
0.228694,0,0,0
0.230030,0,0,0
0.231365,0,0,0
0.232701,0,0,0
0.234038,0,0,0
0.235374,0,0,0
0.236708,0,0,0
0.238047,0,0,0
0.239411,0,0,0
0.240818,0,0,0
0.242224,0,0,0
0.243630,0,0,0
0.244927,0,0,0
0.246333,0,0,0
