group,chunk,csv_file,csv_path,counter,width,region_index,region_start_s,region_end_s,samples,total,max,mean,active_mean,active_samples
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_NEVER_COUNT,128,1,0.062135,2.23042,1393,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_ALWAYS_COUNT,128,1,0.062135,2.23042,1393,665936637.0,4329594.0,478059.32304379035,478059.32304379035,1393
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_BUSY_GFX_CORE_IDLE,128,1,0.062135,2.23042,1393,7576402.0,340158.0,5438.910265613783,5438.910265613783,1393
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_BUSY_CYCLES,128,1,0.062135,2.23042,1393,18066257.0,940854.0,12969.315865039483,12969.315865039483,1393
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_NUM_PREEMPTIONS,128,1,0.062135,2.23042,1393,30.0,3.0,0.021536252692031587,1.2,25
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREEMPTION_REACTION_DELAY,128,1,0.062135,2.23042,1393,150131.0,90788.0,107.77530509691314,6005.24,25
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREEMPTION_SWITCH_OUT_TIME,128,1,0.062135,2.23042,1393,1198334.0,128212.0,860.254127781766,47933.36,25
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREEMPTION_SWITCH_IN_TIME,128,1,0.062135,2.23042,1393,875214.0,80880.0,628.2943287867911,35008.56,25
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_DEAD_DRAWS_IN_BIN_RENDER,128,1,0.062135,2.23042,1393,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREDICATED_DRAWS_KILLED,128,1,0.062135,2.23042,1393,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_MODE_SWITCH,128,1,0.062135,2.23042,1393,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_ZPASS_DONE,128,1,0.062135,2.23042,1393,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_CONTEXT_DONE,128,1,0.062135,2.23042,1393,2983.0,202.0,2.141421392677674,74.575,40
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_CACHE_FLUSH,128,1,0.062135,2.23042,1393,137.0,8.0,0.09834888729361091,3.8055555555555554,36
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_NEVER_COUNT,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_ALWAYS_COUNT,256,2,2.278811,2.285523,4,2745149.0,1549544.0,686287.25,686287.25,4
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_BUSY_GFX_CORE_IDLE,256,2,2.278811,2.285523,4,8318.0,2094.0,2079.5,2079.5,4
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_BUSY_CYCLES,256,2,2.278811,2.285523,4,8314.0,2093.0,2078.5,2078.5,4
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_NUM_PREEMPTIONS,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREEMPTION_REACTION_DELAY,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREEMPTION_SWITCH_OUT_TIME,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREEMPTION_SWITCH_IN_TIME,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_DEAD_DRAWS_IN_BIN_RENDER,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_PREDICATED_DRAWS_KILLED,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_MODE_SWITCH,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_ZPASS_DONE,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
CP,1,CP_chunk001.csv,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv,CP_CONTEXT_DONE,256,2,2.278811,2.285523,4,0.0,0.0,0.0,0.0,0
