elapsed_s,RB_VRS_4X2_QUADS,RB_VRS_4X4_QUADS,RB_STALL_CYCLES_HLSQ_INFO,RB_HLSQ_ACTIVE_INFO,RB_STALL_CYCLES_HLSQ_ATTR,RB_HLSQ_ACTIVE_ATTR,RB_STALL_CYCLES_ZMODE_SWITCH,RB_TOTAL_PASS_PIXELS
0.001097,0,0,0,0,0,0,0,0
0.002622,0,0,0,0,0,0,0,0
0.004082,0,0,0,0,0,0,0,0
0.005588,0,0,0,0,0,0,0,0
0.007041,0,0,0,0,0,0,0,0
0.008493,0,0,0,0,0,0,0,0
0.009955,0,0,0,0,0,0,0,0
0.011406,0,0,0,0,0,0,0,0
0.012857,0,0,0,0,0,0,0,0
0.014310,0,0,0,0,0,0,0,0
0.015761,0,0,0,0,0,0,0,0
0.017237,0,0,0,0,0,0,0,0
0.018702,0,0,0,0,0,0,0,0
0.020114,0,0,0,0,0,0,0,0
0.021512,0,0,0,0,0,0,0,0
0.022899,0,0,0,0,0,0,0,0
0.024324,0,0,0,0,0,0,0,0
0.025701,0,0,0,0,0,0,0,0
0.027078,0,0,0,0,0,0,0,0
0.028502,0,0,0,0,0,0,0,0
0.029878,0,0,0,0,0,0,0,0
0.031266,0,0,0,0,0,0,0,0
0.032736,0,0,0,0,0,0,0,0
0.034097,0,0,0,0,0,0,0,0
0.035458,0,0,0,0,0,0,0,0
0.036868,0,0,0,0,0,0,0,0
0.038229,0,0,0,0,0,0,0,0
0.039588,0,0,0,0,0,0,0,0
0.040999,0,0,0,0,0,0,0,0
0.042370,0,0,0,0,0,0,0,0
0.043731,0,0,0,0,0,0,0,0
0.045140,0,0,0,0,0,0,0,0
0.046502,0,0,0,0,0,0,0,0
0.047864,0,0,0,0,0,0,0,0
0.049264,0,0,0,0,0,0,0,0
0.050586,0,0,0,0,0,0,0,0
0.051905,0,0,0,0,0,0,0,0
0.053277,0,0,0,0,0,0,0,0
0.054596,0,0,0,0,0,0,0,0
0.056015,0,0,0,0,0,0,0,0
0.057444,0,0,0,0,0,0,0,0
0.058773,0,0,0,0,0,0,0,0
0.060092,0,0,0,0,0,0,0,0
0.061464,0,0,0,0,0,0,0,0
0.062846,0,0,0,0,0,0,0,0
0.064313,0,0,0,0,0,0,0,0
0.065688,0,0,0,0,0,0,0,0
0.067000,0,0,0,0,0,0,0,0
0.068327,0,0,0,0,0,0,0,0
0.069616,0,0,0,0,0,0,0,0
0.070919,0,0,0,0,0,0,0,0
0.072215,0,0,0,0,0,0,0,0
0.073601,0,0,0,0,0,0,0,0
0.074991,0,0,0,0,0,0,0,0
0.076355,0,0,0,0,0,0,0,0
0.077722,0,0,0,0,0,0,0,0
0.079115,0,0,0,0,0,0,0,0
0.080339,0,0,0,0,0,0,0,0
0.081769,0,0,0,0,0,0,0,0
0.083019,0,0,0,0,0,0,0,0
0.084533,0,0,0,0,0,0,0,0
0.085914,0,0,0,0,0,0,0,0
0.087278,0,0,0,0,0,0,0,0
0.088727,0,0,0,0,0,0,0,0
0.090088,0,0,0,0,0,0,0,0
0.091583,0,0,0,0,0,0,0,0
0.092941,0,0,0,0,0,0,0,0
0.094363,0,0,0,0,0,0,0,0
0.095539,0,0,0,0,0,0,0,0
0.096752,0,0,0,0,0,0,0,0
0.097950,0,0,0,0,0,0,0,0
0.099152,0,0,0,0,0,0,0,0
0.100348,0,0,0,0,0,0,0,0
