elapsed_s,RB_NEVER_COUNT,RB_BUSY_CYCLES,RB_STALL_CYCLES_HLSQ,RB_STALL_CYCLES_FIFO0_FULL,RB_STALL_CYCLES_FIFO1_FULL,RB_STALL_CYCLES_FIFO2_FULL,RB_STARVE_CYCLES_SP,RB_STARVE_CYCLES_LRZ_TILE
0.001208,0,0,0,0,0,0,0,0
0.002780,0,0,0,0,0,0,0,0
0.004337,0,0,0,0,0,0,0,0
0.005881,0,0,0,0,0,0,0,0
0.007487,0,0,0,0,0,0,0,0
0.009031,0,0,0,0,0,0,0,0
0.010602,0,0,0,0,0,0,0,0
0.012265,0,0,0,0,0,0,0,0
0.013806,0,0,0,0,0,0,0,0
0.015470,0,0,0,0,0,0,0,0
0.017028,0,0,0,0,0,0,0,0
0.018770,0,0,0,0,0,0,0,0
0.020388,0,0,0,0,0,0,0,0
0.021987,0,0,0,0,0,0,0,0
0.023738,0,0,0,0,0,0,0,0
0.025299,0,0,0,0,0,0,0,0
0.026848,0,0,0,0,0,0,0,0
0.028457,0,0,0,0,0,0,0,0
0.030001,0,0,0,0,0,0,0,0
0.031536,0,0,0,0,0,0,0,0
0.032999,0,0,0,0,0,0,0,0
0.034405,0,0,0,0,0,0,0,0
0.035813,0,0,0,0,0,0,0,0
0.037304,0,0,0,0,0,0,0,0
0.038729,0,0,0,0,0,0,0,0
0.040220,0,0,0,0,0,0,0,0
0.041599,0,0,0,0,0,0,0,0
0.043129,0,0,0,0,0,0,0,0
0.044643,0,0,0,0,0,0,0,0
0.046158,0,0,0,0,0,0,0,0
0.047672,0,0,0,0,0,0,0,0
0.049189,0,0,0,0,0,0,0,0
0.050708,0,0,0,0,0,0,0,0
0.052314,0,0,0,0,0,0,0,0
0.053842,0,0,0,0,0,0,0,0
0.055428,0,0,0,0,0,0,0,0
0.057011,0,0,0,0,0,0,0,0
0.058592,0,0,0,0,0,0,0,0
0.060115,0,0,0,0,0,0,0,0
0.061580,0,0,0,0,0,0,0,0
0.063070,0,0,0,0,0,0,0,0
0.064435,0,0,0,0,0,0,0,0
0.065868,0,0,0,0,0,0,0,0
0.067301,0,0,0,0,0,0,0,0
0.068733,0,0,0,0,0,0,0,0
0.070165,0,0,0,0,0,0,0,0
0.071620,0,0,0,0,0,0,0,0
0.073052,0,0,0,0,0,0,0,0
0.074509,0,0,0,0,0,0,0,0
0.075890,0,0,0,0,0,0,0,0
0.077309,0,0,0,0,0,0,0,0
0.078695,0,0,0,0,0,0,0,0
0.080179,0,0,0,0,0,0,0,0
0.081561,0,0,0,0,0,0,0,0
0.082932,0,0,0,0,0,0,0,0
0.084301,0,0,0,0,0,0,0,0
0.085743,0,0,0,0,0,0,0,0
0.087116,0,0,0,0,0,0,0,0
0.088561,0,4188,0,0,0,0,0,1320
0.089980,0,0,0,0,0,0,0,0
0.092350,0,0,0,0,0,0,0,0
0.093758,0,0,0,0,0,0,0,0
0.095215,0,0,0,0,0,0,0,0
0.096630,0,0,0,0,0,0,0,0
0.098035,0,0,0,0,0,0,0,0
0.099504,0,233167,0,0,0,0,0,2430
0.100766,0,1609749,0,0,0,0,0,5814
0.102026,0,1496438,0,0,0,0,0,6012
0.106044,0,5040120,0,0,0,0,0,18948
0.107622,0,1912591,0,0,0,0,0,7446
0.108883,0,1587718,0,0,0,0,0,5694
0.110145,0,1531822,0,0,0,0,0,6132
0.111408,0,1588270,0,0,0,0,0,5694
0.112673,0,1552675,0,0,0,0,0,6132
0.113937,0,1591061,0,0,0,0,0,5694
0.115203,0,1576083,0,0,0,0,0,6132
0.116466,0,1574030,0,0,0,0,0,5694
0.117730,0,1562570,0,0,0,0,0,6114
0.118995,0,1555097,0,0,0,0,0,5694
0.120301,0,1614735,0,0,0,0,0,6132
0.121565,0,1525431,0,0,0,0,0,6132
0.122828,0,1604595,0,0,0,0,0,6132
0.124155,0,459623,0,0,0,0,0,1782
0.125563,0,0,0,0,0,0,0,0
0.127052,0,0,0,0,0,0,0,0
0.128467,0,0,0,0,0,0,0,0
0.129882,0,0,0,0,0,0,0,0
0.131294,0,0,0,0,0,0,0,0
0.132701,0,0,0,0,0,0,0,0
0.134106,0,0,0,0,0,0,0,0
0.135576,0,0,0,0,0,0,0,0
0.136983,0,0,0,0,0,0,0,0
0.138382,0,0,0,0,0,0,0,0
0.139784,0,0,0,0,0,0,0,0
0.141188,0,0,0,0,0,0,0,0
0.142588,0,0,0,0,0,0,0,0
0.144119,0,0,0,0,0,0,0,0
0.148212,0,0,0,0,0,0,0,0
0.149622,0,0,0,0,0,0,0,0
0.151043,0,0,0,0,0,0,0,0
0.152706,0,0,0,0,0,0,0,0
0.154119,0,0,0,0,0,0,0,0
0.155483,0,0,0,0,0,0,0,0
0.156848,0,0,0,0,0,0,0,0
0.158227,0,0,0,0,0,0,0,0
0.159587,0,0,0,0,0,0,0,0
0.160947,0,0,0,0,0,0,0,0
0.162308,0,0,0,0,0,0,0,0
0.163668,0,0,0,0,0,0,0,0
0.165029,0,0,0,0,0,0,0,0
0.166390,0,0,0,0,0,0,0,0
0.167878,0,0,0,0,0,0,0,0
0.169477,0,0,0,0,0,0,0,0
0.171050,0,0,0,0,0,0,0,0
0.173083,0,0,0,0,0,0,0,0
0.174653,0,0,0,0,0,0,0,0
0.176286,0,0,0,0,0,0,0,0
0.177855,0,0,0,0,0,0,0,0
0.179427,0,0,0,0,0,0,0,0
0.180886,0,0,0,0,0,0,0,0
0.182427,0,0,0,0,0,0,0,0
0.184042,0,0,0,0,0,0,0,0
0.185613,0,0,0,0,0,0,0,0
0.187185,0,0,0,0,0,0,0,0
0.188755,0,0,0,0,0,0,0,0
0.190325,0,0,0,0,0,0,0,0
0.191912,0,0,0,0,0,0,0,0
0.193482,0,0,0,0,0,0,0,0
0.195054,0,0,0,0,0,0,0,0
0.196625,0,0,0,0,0,0,0,0
0.198194,0,0,0,0,0,0,0,0
0.199810,0,0,0,0,0,0,0,0
0.201381,0,0,0,0,0,0,0,0
0.202963,0,0,0,0,0,0,0,0
0.204556,0,0,0,0,0,0,0,0
0.206125,0,0,0,0,0,0,0,0
0.207697,0,0,0,0,0,0,0,0
0.209268,0,0,0,0,0,0,0,0
0.210836,0,0,0,0,0,0,0,0
0.212589,0,0,0,0,0,0,0,0
0.214171,0,0,0,0,0,0,0,0
0.215786,0,0,0,0,0,0,0,0
0.217357,0,0,0,0,0,0,0,0
0.218926,0,0,0,0,0,0,0,0
0.220501,0,0,0,0,0,0,0,0
0.222070,0,0,0,0,0,0,0,0
0.223642,0,0,0,0,0,0,0,0
0.225228,0,0,0,0,0,0,0,0
0.226796,0,0,0,0,0,0,0,0
0.228371,0,0,0,0,0,0,0,0
0.229940,0,0,0,0,0,0,0,0
0.231557,0,0,0,0,0,0,0,0
0.233129,0,0,0,0,0,0,0,0
0.234698,0,0,0,0,0,0,0,0
0.236231,0,0,0,0,0,0,0,0
0.237976,0,0,0,0,0,0,0,0
0.239489,0,0,0,0,0,0,0,0
0.240906,0,0,0,0,0,0,0,0
0.242365,0,0,0,0,0,0,0,0
0.243775,0,0,0,0,0,0,0,0
0.245182,0,0,0,0,0,0,0,0
0.246602,0,0,0,0,0,0,0,0
0.248270,0,0,0,0,0,0,0,0
0.249838,0,0,0,0,0,0,0,0
0.251410,0,0,0,0,0,0,0,0
0.252980,0,0,0,0,0,0,0,0
0.254550,0,0,0,0,0,0,0,0
0.256120,0,0,0,0,0,0,0,0
0.257704,0,0,0,0,0,0,0,0
0.259277,0,0,0,0,0,0,0,0
0.260848,0,0,0,0,0,0,0,0
0.262418,0,0,0,0,0,0,0,0
0.264032,0,0,0,0,0,0,0,0
0.265604,0,0,0,0,0,0,0,0
0.267175,0,0,0,0,0,0,0,0
0.268760,0,0,0,0,0,0,0,0
0.270328,0,0,0,0,0,0,0,0
0.271899,0,0,0,0,0,0,0,0
0.273470,0,0,0,0,0,0,0,0
0.275041,0,0,0,0,0,0,0,0
0.276613,0,0,0,0,0,0,0,0
0.278181,0,0,0,0,0,0,0,0
0.279810,0,0,0,0,0,0,0,0
0.281381,0,0,0,0,0,0,0,0
0.282950,0,0,0,0,0,0,0,0
0.284384,0,0,0,0,0,0,0,0
0.285797,0,0,0,0,0,0,0,0
0.287335,0,0,0,0,0,0,0,0
0.288933,0,0,0,0,0,0,0,0
0.290516,0,0,0,0,0,0,0,0
0.292088,0,0,0,0,0,0,0,0
0.293659,0,0,0,0,0,0,0,0
0.295232,0,0,0,0,0,0,0,0
0.296848,0,0,0,0,0,0,0,0
0.298418,0,0,0,0,0,0,0,0
