elapsed_s,RB_2D_ALIVE_CYCLES,RB_2D_STARVE_CYCLES_SP,RB_2D_VALID_PIXELS,RB_3D_PIXELS,RB_BLENDER_WORKING_CYCLES,RB_ZPROC_WORKING_CYCLES,RB_CPROC_WORKING_CYCLES,RB_SAMPLER_WORKING_CYCLES
0.001094,0,0,0,0,0,0,0,0
0.002573,0,0,0,0,0,0,0,0
0.004029,0,0,0,0,0,0,0,0
0.005533,0,0,0,0,0,0,0,0
0.006983,0,0,0,0,0,0,0,0
0.008435,0,0,0,0,0,0,0,0
0.009898,0,0,0,0,0,0,0,0
0.011349,0,0,0,0,0,0,0,0
0.012883,0,0,0,0,0,0,0,0
0.014335,0,0,0,0,0,0,0,0
0.015829,0,0,0,0,0,0,0,0
0.017321,0,0,0,0,0,0,0,0
0.018774,0,0,0,0,0,0,0,0
0.020292,0,0,0,0,0,0,0,0
0.021680,0,0,0,0,0,0,0,0
0.023064,0,0,0,0,0,0,0,0
0.024494,0,0,0,0,0,0,0,0
0.025874,0,0,0,0,0,0,0,0
0.027252,0,0,0,0,0,0,0,0
0.028678,0,0,0,0,0,0,0,0
0.030056,0,0,0,0,0,0,0,0
0.031444,0,0,0,0,0,0,0,0
0.032929,0,0,0,0,0,0,0,0
0.034316,0,0,0,0,0,0,0,0
0.035698,0,0,0,0,0,0,0,0
0.037068,0,0,0,0,0,0,0,0
0.038387,0,0,0,0,0,0,0,0
0.039769,0,0,0,0,0,0,0,0
0.041112,0,0,0,0,0,0,0,0
0.042487,0,0,0,0,0,0,0,0
0.043815,0,0,0,0,0,0,0,0
0.045135,0,0,0,0,0,0,0,0
0.046457,0,0,0,0,0,0,0,0
0.047779,0,0,0,0,0,0,0,0
0.049099,0,0,0,0,0,0,0,0
0.050420,0,0,0,0,0,0,0,0
0.051739,0,0,0,0,0,0,0,0
0.053122,0,0,0,0,0,0,0,0
0.054558,0,0,0,0,0,0,0,0
0.056012,0,0,0,0,0,0,0,0
0.057374,0,0,0,0,0,0,0,0
0.058739,0,0,0,0,0,0,0,0
0.060104,0,0,0,0,0,0,0,0
0.061483,0,0,0,0,0,0,0,0
0.062851,0,0,0,0,0,0,0,0
0.064232,0,0,0,0,0,0,0,0
0.065598,0,0,0,0,0,0,0,0
0.066961,0,0,0,0,0,0,0,0
0.069491,0,0,0,0,0,0,0,0
0.070928,0,0,0,0,0,1386,2982,660
0.072363,0,0,0,0,0,0,0,0
0.073781,0,0,0,0,0,0,0,0
0.075205,0,0,0,0,0,0,0,0
0.076615,0,0,0,0,0,0,0,0
0.078023,0,0,0,0,0,0,0,0
0.079427,0,0,0,0,0,0,0,0
0.080908,0,0,0,0,0,1290,2727,792
0.082482,0,0,0,0,0,6552,1614083,3252
0.083905,0,0,0,0,0,7020,1734144,3690
0.085168,0,0,0,0,0,6534,1597679,3444
0.086429,0,0,0,0,0,6084,1499244,3198
0.087690,0,0,0,0,0,6552,1622390,3444
0.088993,0,0,0,0,0,6552,1615037,3444
0.090255,0,0,0,0,0,6084,1504622,3198
0.091518,0,0,0,0,0,6552,1609166,3444
0.093581,0,0,0,0,0,10296,2542841,5412
0.094847,0,0,0,0,0,6084,1501618,3390
0.096112,0,0,0,0,0,6552,1606470,3252
0.097377,0,0,0,0,0,6084,1533906,3390
0.098642,0,0,0,0,0,6534,1600973,3252
0.099910,0,0,0,0,0,6432,1548326,3390
0.101176,0,0,0,0,0,6204,1583488,3252
0.102440,0,0,0,0,0,6432,1538788,3390
0.103705,0,0,0,0,0,6672,1688638,3498
