elapsed_s,RBBM_US_PC_BUSY,RBBM_US_COM_BUSY,RBBM_US_DCOM_BUSY,RBBM_US_VBIF_BUSY
0.001095,0,0,0,3221
0.002545,0,0,0,3115
0.003965,0,0,0,3209
0.005384,0,0,0,7303
0.006797,0,0,0,3171
0.008440,0,0,0,3195
0.009849,0,0,0,3164
0.011244,0,0,0,3170
0.012636,0,0,0,7061
0.014029,0,0,0,3223
0.015493,0,0,0,6980
0.016858,0,0,0,3209
0.018192,0,0,0,7307
0.019526,0,0,0,6845
0.020866,0,0,0,7368
0.022193,0,0,0,3045
0.023612,0,0,0,3073
0.024903,0,0,0,2813
0.026193,0,0,0,2738
0.027483,0,0,0,2540
0.028773,0,0,0,2715
0.030062,0,0,0,2724
0.031403,0,0,0,6050
0.032669,0,0,0,1981
0.033922,0,0,0,1978
0.035245,0,0,0,1955
0.036579,0,0,0,1997
0.037915,0,0,0,1985
0.039253,0,0,0,1927
0.041269,0,0,0,2125
0.042694,0,0,0,2089
0.044081,0,0,0,2155
0.045466,0,0,0,2107
0.046886,0,0,0,2017
0.048484,0,0,0,1474
0.049886,0,0,0,1429
0.051282,0,0,0,1418
0.052687,0,0,0,1404
0.054077,0,0,0,1404
0.056052,0,0,0,1467
0.057449,312,281,0,14838
0.058844,0,0,0,1679
0.060229,0,0,0,1465
0.061614,0,0,0,1470
0.063012,0,0,0,1438
0.064400,0,0,0,1334
0.065788,0,0,0,1314
0.067173,40191,197,0,41744
0.068788,941410,180,0,208744
0.070028,939014,190,0,190783
0.071398,1074095,210,0,220298
0.072662,937117,180,0,188550
0.073904,949680,180,0,197428
0.075145,936297,190,0,193340
0.076383,951075,180,0,189232
0.077621,934737,180,0,199587
0.078859,945215,190,0,192051
0.080098,952245,180,0,189459
0.081335,928532,190,0,198988
0.082573,951289,180,0,191193
0.083930,1042346,200,0,208048
0.085185,619665,227,0,137686
0.086450,0,0,0,2356
0.087850,0,0,0,2030
0.089238,0,0,0,2080
0.090623,0,0,0,2034
