elapsed_s,PC_US_STALL_CYCLES_UCHE0,PC_US_STALL_CYCLES_UCHE1,PC_US_UCHE_0_TRANS,PC_US_UCHE_1_TRANS,PC_US_BV_STALLED_BY_ATTR,PC_US_BV_STARVED_BY_RARB,PC_US_VPC_PRIM_COUNT_STALLS_BR,PC_US_VPC_PRIM_COUNT_STALLS_BV
0.015274,0,0,0,0,0,0,0,0
0.016737,0,0,0,0,0,0,0,0
0.018175,0,0,0,0,0,0,0,0
0.019629,0,0,0,0,0,0,0,0
0.021067,0,0,0,0,0,0,0,0
0.022507,0,0,0,0,0,0,0,0
0.023946,0,0,0,0,0,0,0,0
0.025386,0,0,0,0,0,0,0,0
0.026835,0,0,0,0,0,0,0,0
0.035270,0,0,0,0,0,0,0,0
0.036673,0,0,0,0,0,0,0,0
0.038118,0,0,0,0,0,0,0,0
0.039558,0,0,0,0,0,0,0,0
0.040999,0,0,0,0,0,0,0,0
0.042460,0,0,0,0,0,0,0,0
0.043899,0,0,0,0,0,0,0,0
0.045334,0,0,0,0,0,0,0,0
0.046771,0,0,0,0,0,0,0,0
0.048216,0,0,0,0,0,0,0,0
0.049665,0,0,0,0,0,0,0,0
0.051120,0,0,0,0,0,0,0,0
0.052552,0,0,0,0,0,0,0,0
0.053991,0,0,0,0,0,0,0,0
0.055431,0,0,0,0,0,0,0,0
0.056869,0,0,0,0,0,0,0,0
0.058391,0,0,0,0,0,0,0,0
0.059954,0,0,0,0,0,0,0,0
0.061419,0,0,0,0,0,0,0,0
0.062909,0,0,0,0,0,0,0,0
0.064347,0,0,0,0,0,0,0,0
0.065785,0,0,0,0,0,0,0,0
0.067207,0,0,0,0,0,0,0,0
0.068654,0,0,0,0,0,0,0,0
0.070104,0,0,0,0,0,0,0,0
0.071541,0,0,0,0,0,0,0,0
0.072999,0,0,0,0,0,0,0,0
0.074437,0,0,0,0,0,0,0,0
0.075874,0,0,0,0,0,0,0,0
0.077313,0,0,0,0,0,0,0,0
0.078757,0,0,0,0,0,0,0,0
0.080197,0,0,0,0,0,0,0,0
0.081635,0,0,0,0,0,0,0,0
0.083072,0,0,0,0,0,0,0,0
0.084432,0,0,0,0,0,0,0,0
0.085876,0,0,0,0,0,0,0,0
0.087315,0,0,0,0,0,0,0,0
0.088759,0,0,0,0,0,0,0,0
0.090196,0,0,0,0,0,0,0,0
0.091654,0,0,0,0,0,0,0,0
0.093093,0,0,0,0,0,0,0,0
0.094531,0,0,0,0,0,0,0,0
0.095970,0,0,0,0,0,0,0,0
0.097506,0,0,0,0,0,0,0,0
0.098957,0,0,0,0,0,0,0,0
0.101332,0,0,0,0,0,0,0,0
0.102784,0,0,0,0,0,0,0,0
0.108354,0,0,0,0,0,0,0,0
0.109800,0,0,0,0,0,0,0,0
0.111242,0,0,0,0,0,0,0,0
0.119299,0,0,0,0,0,0,0,0
0.123298,0,0,0,0,0,0,0,0
0.124748,0,0,0,0,0,0,0,0
0.126292,0,0,0,0,0,0,0,0
0.128361,0,0,0,0,0,0,0,0
0.129851,0,0,0,0,0,0,0,0
0.131353,0,0,0,0,0,0,0,0
0.136856,0,0,0,0,0,0,0,0
0.138332,0,0,0,0,0,0,0,0
0.139773,0,0,0,0,0,0,0,0
0.141498,0,0,0,0,0,0,0,0
0.142702,0,0,0,0,0,0,0,0
0.144124,0,0,0,0,0,0,0,0
0.145550,0,0,0,0,0,0,0,0
0.146971,0,0,0,0,0,0,0,0
0.148330,0,0,0,0,0,0,0,0
0.149760,0,0,0,0,0,0,0,0
0.151194,0,0,0,0,0,0,0,0
0.152523,0,0,0,0,0,0,0,0
0.153953,0,0,0,0,0,0,0,0
0.155382,0,0,0,0,0,0,0,0
0.156812,0,0,0,0,0,0,0,0
0.158242,0,0,0,0,0,0,0,0
0.159671,0,0,0,0,0,0,0,0
0.161101,0,0,0,0,0,0,0,0
0.162440,0,0,0,0,0,0,0,0
0.163879,0,0,0,0,0,0,0,0
0.165309,0,0,0,0,0,0,0,0
0.166738,0,0,0,0,0,0,0,0
0.171210,0,0,0,0,0,0,0,0
0.172553,0,0,0,0,0,0,0,0
0.173992,0,0,0,0,0,0,0,0
0.175513,0,0,0,0,0,0,0,0
0.176900,0,0,0,0,0,0,0,0
0.178346,0,0,0,0,0,0,0,0
0.179775,0,0,0,0,0,0,0,0
0.187210,0,0,0,0,0,0,0,0
0.191268,0,0,0,0,0,0,0,0
0.192700,0,0,0,0,0,0,0,0
0.194130,0,0,0,0,0,0,0,0
0.195476,0,0,0,0,0,0,0,0
0.196821,0,0,0,0,0,0,0,0
0.198249,0,0,0,0,0,0,0,0
0.199680,0,0,0,0,0,0,0,0
0.201109,0,0,0,0,0,0,0,0
0.202555,0,0,0,0,0,0,0,0
0.203877,0,0,0,0,0,0,0,0
0.205307,0,0,0,0,0,0,0,0
0.206627,0,0,0,0,0,0,0,0
0.208058,0,0,0,0,0,0,0,0
0.209487,0,0,0,0,0,0,0,0
0.210938,0,0,0,0,0,0,0,0
0.212371,0,0,0,0,0,0,0,0
0.213799,0,0,0,0,0,0,0,0
0.215193,0,0,0,0,0,0,0,0
0.216622,0,0,0,0,0,0,0,0
0.218050,0,0,0,0,0,0,0,0
0.219496,0,0,0,0,0,0,0,0
0.220931,0,0,0,0,0,0,0,0
0.222361,0,0,0,0,0,0,0,0
0.223791,0,0,0,0,0,0,0,0
0.225219,0,0,0,0,0,0,0,0
0.226664,0,0,0,0,0,0,0,0
0.228094,0,0,0,0,0,0,0,0
0.229523,0,0,0,0,0,0,0,0
0.230957,0,0,0,0,0,0,0,0
0.233330,0,0,0,0,0,0,0,0
0.234762,0,0,0,0,0,0,0,0
0.236192,0,0,0,0,0,0,0,0
0.237621,0,0,0,0,0,0,0,0
0.239050,0,0,0,0,0,0,0,0
0.240480,0,0,0,0,0,0,0,0
0.241806,0,0,0,0,0,0,0,0
0.243208,0,0,0,0,0,0,0,0
0.244652,0,0,0,0,0,0,0,0
0.246082,0,0,0,0,0,0,0,0
0.247512,0,0,0,0,0,0,0,0
0.248941,0,0,0,0,0,0,0,0
0.250387,0,0,0,0,0,0,0,0
0.251822,0,0,0,0,0,0,0,0
0.253251,0,0,0,0,0,0,0,0
0.254572,0,0,0,0,0,0,0,0
0.256002,0,0,0,0,0,0,0,0
0.257431,0,0,0,0,0,0,0,0
0.258860,0,0,0,0,0,0,0,0
