elapsed_s,PC_S_TESS_SETUP_ACTIVE,PC_S_TESS_PID_ACTIVE,PC_S_TESS_PRIM_GEN_ACTIVE,PC_S_TESS_FACTOR_TRANS,PC_S_TESS_PC_UV_TRANS,PC_S_TESS_PC_UV_PATCHES,PC_S_MESH_VS_WAVES
0.004300,0,0,0,0,0,0,0
0.006083,0,0,0,0,0,0,0
0.007562,0,0,0,0,0,0,0
0.009041,0,0,0,0,0,0,0
0.010523,0,0,0,0,0,0,0
0.011983,0,0,0,0,0,0,0
0.013425,0,0,0,0,0,0,0
0.014867,0,0,0,0,0,0,0
0.016306,0,0,0,0,0,0,0
0.017768,0,0,0,0,0,0,0
0.019247,0,0,0,0,0,0,0
0.020710,0,0,0,0,0,0,0
0.022173,0,0,0,0,0,0,0
0.023621,0,0,0,0,0,0,0
0.025064,0,0,0,0,0,0,0
0.026544,0,0,0,0,0,0,0
0.027985,0,0,0,0,0,0,0
0.029482,0,0,0,0,0,0,0
0.030948,0,0,0,0,0,0,0
0.032413,0,0,0,0,0,0,0
0.033882,0,0,0,0,0,0,0
0.035323,0,0,0,0,0,0,0
0.036811,0,0,0,0,0,0,0
0.038283,0,0,0,0,0,0,0
0.039750,0,0,0,0,0,0,0
0.041211,0,0,0,0,0,0,0
0.042688,0,0,0,0,0,0,0
0.044138,0,0,0,0,0,0,0
0.045616,0,0,0,0,0,0,0
0.047077,0,0,0,0,0,0,0
0.048561,0,0,0,0,0,0,0
0.049933,0,0,0,0,0,0,0
0.051427,0,0,0,0,0,0,0
0.052828,0,0,0,0,0,0,0
0.054292,0,0,0,0,0,0,0
0.055774,0,0,0,0,0,0,0
0.057174,0,0,0,0,0,0,0
0.058641,0,0,0,0,0,0,0
0.060130,0,0,0,0,0,0,0
0.061568,0,0,0,0,0,0,0
0.063043,0,0,0,0,0,0,0
0.064504,0,0,0,0,0,0,0
0.065953,0,0,0,0,0,0,0
0.067415,0,0,0,0,0,0,0
0.068861,0,0,0,0,0,0,0
0.070351,0,0,0,0,0,0,0
0.071806,0,0,0,0,0,0,0
0.073256,0,0,0,0,0,0,0
0.074717,0,0,0,0,0,0,0
0.076167,0,0,0,0,0,0,0
0.077540,0,0,0,0,0,0,0
0.078991,0,0,0,0,0,0,0
0.080442,0,0,0,0,0,0,0
0.081895,0,0,0,0,0,0,0
0.083356,0,0,0,0,0,0,0
0.084732,0,0,0,0,0,0,0
0.086193,0,0,0,0,0,0,0
0.087646,0,0,0,0,0,0,0
0.089013,0,0,0,0,0,0,0
0.090411,0,0,0,0,0,0,0
0.091884,0,0,0,0,0,0,0
0.093337,0,0,0,0,0,0,0
0.094697,0,0,0,0,0,0,0
0.096098,0,0,0,0,0,0,0
0.097546,0,0,0,0,0,0,0
0.098948,0,0,0,0,0,0,0
0.100360,0,0,0,0,0,0,0
0.101726,0,0,0,0,0,0,0
0.103132,0,0,0,0,0,0,0
0.104581,0,0,0,0,0,0,0
0.105741,0,0,0,0,0,0,0
0.106906,0,0,0,0,0,0,0
0.108116,0,0,0,0,0,0,0
0.109448,0,0,0,0,0,0,0
0.110781,0,0,0,0,0,0,0
0.112071,0,0,0,0,0,0,0
0.113411,0,0,0,0,0,0,0
0.114723,0,0,0,0,0,0,0
0.116011,0,0,0,0,0,0,0
