elapsed_s,PC_US_BV_STALLED_BY_UCHE_FEEDBACK,PC_US_VSD_RARB_DVIZ_FULL,PC_US_VSD_RARB_PVIZ_FULL,PC_US_VSD_RARB_TVIZ_FULL,PC_US_DP0_RARB_FULL,PC_US_DP1_RARB_FULL,PC_US_DP0_LIVE_PRIM,PC_US_DP1_LIVE_PRIM
0.001068,0,0,0,0,0,0,0,0
0.002714,0,0,0,0,0,0,0,0
0.004744,0,0,0,0,0,0,0,0
0.007832,0,0,0,0,0,0,0,0
0.010860,0,0,0,0,0,0,0,0
0.015807,0,0,0,0,0,0,0,0
0.022637,0,0,0,0,0,0,0,0
0.031464,0,0,0,0,0,0,0,0
0.032947,0,0,0,0,0,0,0,0
0.035227,0,0,0,0,0,0,0,0
0.036675,0,0,0,0,0,0,0,0
0.038461,0,0,0,0,0,0,0,0
0.039818,0,0,0,0,0,0,0,0
0.041309,0,0,0,0,0,0,0,0
0.042671,0,0,0,0,0,0,0,0
0.044717,0,0,0,0,0,0,0,0
0.046191,0,0,0,0,0,0,0,0
0.047629,0,0,0,0,0,0,0,0
0.049095,0,0,0,0,0,0,0,0
0.051725,0,0,0,0,0,0,0,0
0.058863,0,0,0,0,0,0,0,0
0.060305,0,0,0,0,0,0,0,0
0.066603,0,0,0,0,0,0,0,0
0.067972,0,0,0,0,0,0,0,0
0.069414,0,0,0,0,0,0,0,0
0.072038,0,0,0,0,0,0,0,0
0.078622,0,0,0,0,0,0,0,0
0.087033,0,0,0,0,0,0,0,0
0.091716,0,0,0,0,0,0,0,0
0.093160,0,0,0,0,0,0,0,0
0.094906,0,0,0,0,0,0,0,0
0.096403,0,0,0,0,0,0,0,0
0.103821,0,0,0,0,0,0,0,0
0.105318,0,0,0,0,0,0,0,0
0.106805,0,0,0,0,0,0,0,0
0.108289,0,0,0,0,0,0,0,0
0.109798,0,0,0,0,0,0,0,0
0.111283,0,0,0,0,0,0,0,0
0.112751,0,0,0,0,0,0,0,0
0.113955,0,0,0,0,0,0,0,0
0.115389,0,0,0,0,0,0,0,0
0.116774,0,0,0,0,0,0,0,0
0.118221,0,0,0,0,0,0,0,0
0.119687,0,0,0,0,0,0,0,0
0.121143,0,0,0,0,0,0,0,0
0.122602,0,0,0,0,0,0,0,0
0.124046,0,0,0,0,0,0,0,0
0.125479,0,0,0,0,0,0,0,0
0.126927,0,0,0,0,0,0,0,0
0.128358,0,0,0,0,0,0,0,0
0.129790,0,0,0,0,0,0,0,0
0.131221,0,0,0,0,0,0,0,0
0.132650,0,0,0,0,0,0,0,0
0.134096,0,0,0,0,0,0,0,0
0.135531,0,0,0,0,0,0,0,0
0.136962,0,0,0,0,0,0,0,0
0.138284,0,0,0,0,0,0,0,0
0.139725,0,0,0,0,0,0,0,0
0.141157,0,0,0,0,0,0,0,0
0.142623,0,0,0,0,0,0,0,0
0.144055,0,0,0,0,0,0,0,0
0.145484,0,0,0,0,0,0,0,0
0.146919,0,0,0,0,0,0,0,0
0.148349,0,0,0,0,0,0,0,0
0.149794,0,0,0,0,0,0,0,0
0.151225,0,0,0,0,0,0,0,0
0.152653,0,0,0,0,0,0,0,0
0.154083,0,0,0,0,0,0,0,0
0.155513,0,0,0,0,0,0,0,0
0.156948,0,0,0,0,0,0,0,0
0.158377,0,0,0,0,0,0,0,0
0.159743,0,0,0,0,0,0,0,0
0.161218,0,0,0,0,0,0,0,0
0.162648,0,0,0,0,0,0,0,0
0.164077,0,0,0,0,0,0,0,0
0.165506,0,0,0,0,0,0,0,0
0.166842,0,0,0,0,0,0,0,0
0.168276,0,0,0,0,0,0,0,0
0.169706,0,0,0,0,0,0,0,0
0.171135,0,0,0,0,0,0,0,0
0.172564,0,0,0,0,0,0,0,0
0.174010,0,0,0,0,0,0,0,0
0.175441,0,0,0,0,0,0,0,0
0.176870,0,0,0,0,0,0,0,0
0.178193,0,0,0,0,0,0,0,0
0.179627,0,0,0,0,0,0,0,0
0.181056,0,0,0,0,0,0,0,0
0.182500,0,0,0,0,0,0,0,0
0.183935,0,0,0,0,0,0,0,0
0.185364,0,0,0,0,0,0,0,0
0.186710,0,0,0,0,0,0,0,0
0.188140,0,0,0,0,0,0,0,0
0.189568,0,0,0,0,0,0,0,0
0.190909,0,0,0,0,0,0,0,0
0.192341,0,0,0,0,0,0,0,0
0.193770,0,0,0,0,0,0,0,0
0.195199,0,0,0,0,0,0,0,0
0.196520,0,0,0,0,0,0,0,0
0.197964,0,0,0,0,0,0,0,0
0.199393,0,0,0,0,0,0,0,0
0.200715,0,0,0,0,0,0,0,0
0.202147,0,0,0,0,0,0,0,0
0.203583,0,0,0,0,0,0,0,0
0.205011,0,0,0,0,0,0,0,0
0.206440,0,0,0,0,0,0,0,0
0.207823,0,0,0,0,0,0,0,0
0.209252,0,0,0,0,0,0,0,0
0.210685,0,0,0,0,0,0,0,0
0.212114,0,0,0,0,0,0,0,0
0.213547,0,0,0,0,0,0,0,0
0.214891,0,0,0,0,0,0,0,0
0.216434,0,0,0,0,0,0,0,0
0.219177,0,0,0,0,0,0,0,0
0.220498,0,0,0,0,0,0,0,0
0.221943,0,0,0,0,0,0,0,0
0.223372,0,0,0,0,0,0,0,0
0.224805,0,0,0,0,0,0,0,0
0.226124,0,0,0,0,0,0,0,0
0.227553,0,0,0,0,0,0,0,0
0.228982,0,0,0,0,0,0,0,0
0.230425,0,0,0,0,0,0,0,0
0.231828,0,0,0,0,0,0,0,0
0.233257,0,0,0,0,0,0,0,0
0.234687,0,0,0,0,0,0,0,0
0.236010,0,0,0,0,0,0,0,0
0.237439,0,0,0,0,0,0,0,0
0.238883,0,0,0,0,0,0,0,0
0.240313,0,0,0,0,0,0,0,0
0.241742,0,0,0,0,0,0,0,0
0.243171,0,0,0,0,0,0,0,0
0.244600,0,0,0,0,0,0,0,0
0.246048,0,0,0,0,0,0,0,0
0.247478,0,0,0,0,0,0,0,0
0.248907,0,0,0,0,0,0,0,0
0.250227,0,0,0,0,0,0,0,0
0.251547,0,0,0,0,0,0,0,0
0.252976,0,0,0,0,0,0,0,0
0.254420,0,0,0,0,0,0,0,0
0.255829,0,0,0,0,0,0,0,0
0.257262,0,0,0,0,0,0,0,0
0.258691,0,0,0,0,0,0,0,0
0.260120,0,0,0,0,0,0,0,0
0.261548,0,0,0,0,0,0,0,0
0.262883,0,0,0,0,0,0,0,0
0.264322,0,0,0,0,0,0,0,0
0.265752,0,0,0,0,0,0,0,0
0.267182,0,0,0,0,0,0,0,0
0.268506,0,0,0,0,0,0,0,0
0.269935,0,0,0,0,0,0,0,0
0.271372,0,0,0,0,0,0,0,0
0.272806,0,0,0,0,0,0,0,0
0.274234,0,0,0,0,0,0,0,0
0.275680,0,0,0,0,0,0,0,0
0.277109,0,0,0,0,0,0,0,0
0.278558,0,0,0,0,0,0,0,0
0.279931,0,0,0,0,0,0,0,0
0.281252,0,0,0,0,0,0,0,0
0.282682,0,0,0,0,0,0,0,0
0.284110,0,0,0,0,0,0,0,0
0.285431,0,0,0,0,0,0,0,0
0.286874,0,0,0,0,0,0,0,0
0.288304,0,0,0,0,0,0,0,0
0.289737,0,0,0,0,0,0,0,0
0.291059,0,0,0,0,0,0,0,0
0.292506,0,0,0,0,0,0,0,0
0.293843,0,0,0,0,0,0,0,0
0.295272,0,0,0,0,0,0,0,0
0.296593,0,0,0,0,0,0,0,0
0.298021,0,0,0,0,0,0,0,0
0.299342,0,0,0,0,0,0,0,0
0.300671,0,0,0,0,0,0,0,0
0.302115,0,0,0,0,0,0,0,0
0.303545,0,0,0,0,0,0,0,0
0.304973,0,0,0,0,0,0,0,0
0.306402,0,0,0,0,0,0,0,0
0.307814,0,0,0,0,0,0,0,0
0.309243,0,0,0,0,0,0,0,0
0.310675,0,0,0,0,0,0,0,0
0.313586,0,0,0,0,0,0,0,0
0.315016,0,0,0,0,0,0,0,0
0.316445,0,0,0,0,0,0,0,0
0.317890,0,0,0,0,0,0,0,0
0.319325,0,0,0,0,0,0,0,0
0.320758,0,0,0,0,0,0,0,0
0.322185,0,0,0,0,0,0,0,0
0.323614,0,0,0,0,0,0,0,0
0.325043,0,0,0,0,0,0,0,0
0.326472,0,0,0,0,0,0,0,0
0.327831,0,0,0,0,0,0,0,0
0.329220,0,0,0,0,0,0,0,0
0.330648,0,0,0,0,0,0,0,0
0.332082,0,0,0,0,0,0,0,0
0.333510,0,0,0,0,0,0,0,0
0.334939,0,0,0,0,0,0,0,0
0.336259,0,0,0,0,0,0,0,0
0.337688,0,0,0,0,0,0,0,0
0.339009,0,0,0,0,0,0,0,0
0.340438,0,0,0,0,0,0,0,0
0.341883,0,0,0,0,0,0,0,0
0.343317,0,0,0,0,0,0,0,0
0.344745,0,0,0,0,0,0,0,0
0.346174,0,0,0,0,0,0,0,0
0.347606,0,0,0,0,0,0,0,0
0.348927,0,0,0,0,0,0,0,0
0.350371,0,0,0,0,0,0,0,0
0.351747,0,0,0,0,0,0,0,0
0.353178,0,0,0,0,0,0,0,0
