elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.003591,0,0,0,0,0,0,0,4644
0.007370,0,0,0,0,0,0,0,4623
0.010605,0,0,0,0,0,0,0,4629
0.012128,0,0,0,0,0,0,0,4917
0.015865,0,0,0,0,0,0,0,4881
0.019983,0,0,0,0,0,0,0,5124
0.021488,0,0,0,0,0,0,0,5163
0.022988,0,0,0,0,0,0,0,5055
0.026834,0,0,0,0,0,0,0,5148
0.039177,0,0,0,0,0,0,0,4923
0.046749,0,0,0,0,0,0,0,4977
0.048652,0,0,0,0,0,0,0,4932
0.050872,0,0,0,0,0,0,0,5040
0.052381,0,0,0,0,0,0,0,4929
0.056586,0,0,0,0,0,0,0,5076
0.060452,0,0,0,0,0,0,0,5283
0.063863,0,0,0,0,0,0,0,4863
0.066018,0,0,0,0,0,0,0,4962
0.068339,0,0,0,0,0,0,0,5295
0.070926,0,0,0,0,0,0,0,5061
0.072443,0,0,0,0,0,0,0,4956
0.073978,0,0,0,0,0,0,0,4989
0.078183,0,0,0,0,0,0,0,4920
0.083291,0,0,0,0,0,0,0,4965
0.084821,0,0,0,0,0,0,0,5172
0.086325,0,0,0,0,0,0,0,4962
0.087915,0,0,0,0,0,0,0,4965
0.091157,0,0,0,0,0,0,0,5352
0.092697,0,0,0,0,0,0,0,5418
0.094240,0,0,0,0,0,0,0,5349
0.096376,0,0,0,0,0,0,0,5187
0.097926,0,0,0,0,0,0,0,5322
0.099471,0,0,0,0,0,0,0,5013
0.104432,0,0,0,0,0,0,0,5055
0.107091,0,0,0,0,0,0,0,10509
0.119010,0,0,0,0,0,0,0,5265
0.121820,0,0,0,0,0,0,0,4776
0.124102,0,0,0,0,0,0,0,5496
0.126277,0,0,0,0,0,0,0,4863
0.131245,0,0,0,0,0,0,0,4719
0.134774,0,0,0,0,0,0,0,4644
0.136249,0,0,0,0,0,0,0,4683
0.137718,0,0,0,0,0,0,0,4686
0.139093,0,0,0,0,0,0,0,4977
0.140636,0,0,0,0,0,0,0,5088
0.142185,0,0,0,0,0,0,0,4899
0.144361,0,0,0,0,0,0,0,19356
0.145618,0,0,0,0,0,0,0,0
0.146883,0,0,0,0,0,0,0,0
0.148162,0,0,0,0,0,0,0,12861
0.150757,0,0,0,0,0,0,0,12573
0.158863,0,0,0,0,0,0,0,12375
0.166928,0,0,0,0,0,0,0,12141
0.176436,0,0,0,0,0,0,0,14184
0.177873,0,0,0,0,0,0,0,11721
0.179420,0,0,0,0,0,0,0,11802
0.180815,0,0,0,0,0,0,0,13020
0.182202,0,0,0,0,0,0,0,13527
0.183825,0,0,0,0,0,0,0,13275
0.185209,0,0,0,0,0,0,0,12573
0.186595,0,0,0,0,0,0,0,11970
0.188048,0,0,0,0,0,0,0,13995
0.190759,0,0,0,0,0,0,0,12180
0.193350,0,0,0,0,0,0,0,13461
0.194959,0,0,0,0,0,0,0,13677
0.196529,0,0,0,0,0,0,0,13230
0.198102,0,0,0,0,0,0,0,13611
0.199696,0,0,0,0,0,0,0,12111
0.201236,0,0,0,0,0,0,0,13701
0.202815,0,0,0,0,0,0,0,12822
0.204390,0,0,0,0,0,0,0,13686
0.205936,0,0,0,0,0,0,0,13662
0.207509,0,0,0,0,0,0,0,13611
0.209036,0,0,0,0,0,0,0,11910
0.210641,0,0,0,0,0,0,0,14793
0.212244,0,0,0,0,0,0,0,11898
0.213827,0,0,0,0,0,0,0,13710
0.215403,0,0,0,0,0,0,0,13029
0.216953,0,0,0,0,0,0,0,12579
0.218344,0,0,0,0,0,0,0,12177
0.219744,0,0,0,0,0,0,0,11028
0.221115,0,0,0,0,0,0,0,10887
0.222405,0,0,0,0,0,0,0,10905
0.223747,0,0,0,0,0,0,0,10818
0.225037,0,0,0,0,0,0,0,11115
0.226382,0,0,0,0,0,0,0,11007
0.227724,0,0,0,0,0,0,0,11811
0.229107,0,0,0,0,0,0,0,11835
0.230493,0,0,0,0,0,0,0,13002
0.231891,0,0,0,0,0,0,0,11634
0.233226,0,0,0,0,0,0,0,12129
0.234621,0,0,0,0,0,0,0,12069
0.236025,0,0,0,0,0,0,0,11955
