elapsed_s,CCHE_GMEM0_LOCAL_RD_REQUEST,CCHE_GMEM0_LOCAL_WR_REQUEST,CCHE_GMEM1_LOCAL_RD_REQUEST,CCHE_GMEM1_LOCAL_WR_REQUEST,CCHE_GMEM0_REMOTE_RD_REQUEST,CCHE_GMEM0_REMOTE_WR_REQUEST,CCHE_GMEM1_REMOTE_RD_REQUEST,CCHE_GMEM1_REMOTE_WR_REQUEST,CCHE_STALL_CYCLES_TP,CCHE_ATOMIC_REQUESTS_SP_TOTAL,CCHE_ATOMIC_PACKING_BEAT_SP_TOTAL
0.001100,0,0,0,0,0,0,0,0,0,0,0
0.002728,0,0,0,0,0,0,0,0,0,0,0
0.004321,0,0,0,0,0,0,0,0,0,0,0
0.005979,0,0,0,0,0,0,0,0,0,0,0
0.007570,0,0,0,0,0,0,0,0,0,0,0
0.009159,0,0,0,0,0,0,0,0,0,0,0
0.010821,0,0,0,0,0,0,0,0,0,0,0
0.012418,0,0,0,0,0,0,0,0,0,0,0
0.014177,0,0,0,0,0,0,0,0,0,0,0
0.015789,0,0,0,0,0,0,0,0,0,0,0
0.017343,0,0,0,0,0,0,0,0,0,0,0
0.019067,0,0,0,0,0,0,0,0,0,0,0
0.020614,0,0,0,0,0,0,0,0,0,0,0
0.022185,0,0,0,0,0,0,0,0,0,0,0
0.023732,0,0,0,0,0,0,0,0,0,0,0
0.025280,0,0,0,0,0,0,0,0,0,0,0
0.026896,0,0,0,0,0,0,0,0,0,0,0
0.028451,0,0,0,0,0,0,0,0,0,0,0
0.029996,0,0,0,0,0,0,0,0,0,0,0
0.031603,0,0,0,0,0,0,0,0,0,0,0
0.033174,0,0,0,0,0,0,0,0,0,0,0
0.034769,0,0,0,0,0,0,0,0,0,0,0
0.036315,0,0,0,0,0,0,0,0,0,0,0
0.037864,0,0,0,0,0,0,0,0,0,0,0
0.039411,0,0,0,0,0,0,0,0,0,0,0
0.040962,0,0,0,0,0,0,0,0,0,0,0
0.042502,0,0,0,0,0,0,0,0,0,0,0
0.044032,0,0,0,0,0,0,0,0,0,0,0
0.045547,0,0,0,0,0,0,0,0,0,0,0
0.047138,0,0,0,0,0,0,0,0,0,0,0
0.048656,0,0,0,0,0,0,0,0,0,0,0
0.050177,0,0,0,0,0,0,0,0,0,0,0
0.051697,0,0,0,0,0,0,0,0,0,0,0
0.053216,0,0,0,0,0,0,0,0,0,0,0
0.054794,0,0,0,0,0,0,0,0,0,0,0
0.056339,0,0,0,0,0,0,0,0,0,0,0
0.057861,0,0,0,0,0,0,0,0,0,0,0
0.059372,0,0,0,0,0,0,0,0,0,0,0
0.060948,0,0,0,0,0,0,0,0,0,0,0
0.062451,0,0,0,0,0,0,0,0,0,0,0
0.064024,0,0,0,0,0,0,0,0,0,0,0
0.065603,0,0,0,0,0,0,0,0,0,0,0
0.067192,0,0,0,0,0,0,0,0,0,0,0
0.068588,0,0,0,0,0,0,0,0,0,0,0
0.070039,0,0,0,0,0,0,0,0,0,0,0
0.071443,0,0,0,0,0,0,0,0,0,0,0
0.072837,0,0,0,0,0,0,0,0,0,0,0
0.074310,0,0,0,0,0,0,0,0,0,0,0
0.075709,0,0,0,0,0,0,0,0,0,0,0
0.077134,0,0,0,0,0,0,0,0,0,0,0
0.078485,0,0,0,0,0,0,0,0,0,0,0
0.079855,0,0,0,0,0,0,0,0,0,0,0
0.081223,0,0,0,0,0,0,0,0,0,0,0
0.082585,0,0,0,0,0,0,0,0,0,0,0
0.083944,0,0,0,0,0,0,0,0,0,0,0
0.085298,0,0,0,0,0,0,0,0,0,0,0
0.086666,0,0,0,0,0,0,0,0,0,0,0
0.088040,0,0,0,0,0,0,0,0,0,0,0
0.089416,0,0,0,0,0,0,0,0,0,0,0
0.090799,0,0,0,0,0,0,0,0,0,0,0
0.092185,0,0,0,0,0,0,0,0,0,0,0
0.093576,0,0,0,0,0,0,0,0,0,0,0
0.095040,0,0,0,0,0,0,0,0,0,0,0
0.096423,0,0,0,0,0,0,0,0,0,0,0
0.097824,0,0,0,0,0,0,0,0,0,0,0
0.099222,0,0,0,0,0,0,0,0,0,0,0
0.100603,0,0,0,0,0,0,0,0,0,0,0
0.101984,0,0,0,0,0,0,0,0,0,0,0
0.103509,0,0,0,0,0,0,0,0,0,0,0
0.104745,0,0,0,0,0,0,0,0,0,0,0
0.105978,0,0,0,0,0,0,0,0,0,0,0
0.107265,0,0,0,0,0,0,0,0,0,0,0
0.108498,0,0,0,0,0,0,0,0,0,0,0
0.109730,0,0,0,0,0,0,0,0,0,0,0
0.110972,0,0,0,0,0,0,0,0,0,0,0
0.112205,0,0,0,0,0,0,0,0,0,0,0
0.113444,0,0,0,0,0,0,0,0,0,0,0
0.114676,0,0,0,0,0,0,0,0,0,0,0
0.115912,0,0,0,0,0,0,0,0,0,0,0
0.117145,0,0,0,0,0,0,0,0,0,0,0
0.118380,0,0,0,0,0,0,0,0,0,0,0
0.119613,0,0,0,0,0,0,0,0,0,0,0
0.120844,0,0,0,0,0,0,0,0,0,0,0
0.122079,0,0,0,0,0,0,0,0,0,0,0
0.123313,0,0,0,0,0,0,0,0,0,0,0
0.124549,0,0,0,0,0,0,0,0,0,0,0
0.125783,0,0,0,0,0,0,0,0,0,0,0
0.127017,0,0,0,0,0,0,0,0,0,0,0
0.128251,0,0,0,0,0,0,0,0,0,0,0
0.129484,0,0,0,0,0,0,0,0,0,0,0
0.130719,0,0,0,0,0,0,0,0,0,0,0
0.131952,0,0,0,0,0,0,0,0,0,0,0
0.133185,0,0,0,0,0,0,0,0,0,0,0
0.134420,0,0,0,0,0,0,0,0,0,0,0
0.135653,0,0,0,0,0,0,0,0,0,0,0
0.136886,0,0,0,0,0,0,0,0,0,0,0
0.138120,0,0,0,0,0,0,0,0,0,0,0
0.139676,0,0,0,0,0,0,0,0,0,0,0
0.141218,0,0,0,0,0,0,0,0,0,0,0
0.142587,0,0,0,0,0,0,0,0,0,0,0
0.144031,0,0,0,0,0,0,0,0,0,0,0
0.145482,0,0,0,0,0,0,0,0,0,0,0
0.146912,0,0,0,0,0,0,0,0,0,0,0
0.148342,0,0,0,0,0,0,0,0,0,0,0
0.149768,0,0,0,0,0,0,0,0,0,0,0
0.151273,0,0,0,0,0,0,0,0,0,0,0
0.152716,0,0,0,0,0,0,0,0,0,0,0
0.154147,0,0,0,0,0,0,0,0,0,0,0
0.155621,0,0,0,0,0,0,0,0,0,0,0
0.157036,0,0,0,0,0,0,0,0,0,0,0
0.158521,0,0,0,0,0,0,0,0,0,0,0
0.162008,0,0,0,0,0,0,0,0,0,0,0
0.163465,0,0,0,0,0,0,0,0,0,0,0
0.164882,0,0,0,0,0,0,0,0,0,0,0
0.166301,0,0,0,0,0,0,0,0,0,0,0
0.167750,0,0,0,0,0,0,0,0,0,0,0
0.169171,0,0,0,0,0,0,0,0,0,0,0
0.170628,0,0,0,0,0,0,0,0,0,0,0
0.172095,0,0,0,0,0,0,0,0,0,0,0
0.173527,0,0,0,0,0,0,0,0,0,0,0
0.175028,0,0,0,0,0,0,0,0,0,0,0
0.176454,0,0,0,0,0,0,0,0,0,0,0
0.177881,0,0,0,0,0,0,0,0,0,0,0
0.179418,0,0,0,0,0,0,0,0,0,0,0
0.180843,0,0,0,0,0,0,0,0,0,0,0
0.182269,0,0,0,0,0,0,0,0,0,0,0
0.183701,0,0,0,0,0,0,0,0,0,0,0
0.185125,0,0,0,0,0,0,0,0,0,0,0
0.186588,0,0,0,0,0,0,0,0,0,0,0
0.188013,0,0,0,0,0,0,0,0,0,0,0
0.189437,0,0,0,0,0,0,0,0,0,0,0
0.190862,0,0,0,0,0,0,0,0,0,0,0
0.192416,0,0,0,0,0,0,0,0,0,0,0
0.193946,0,0,0,0,0,0,0,0,0,0,0
0.195499,0,0,0,0,0,0,0,0,0,0,0
0.197078,0,0,0,0,0,0,0,0,0,0,0
0.198534,0,0,0,0,0,0,0,0,0,0,0
0.200089,0,0,0,0,0,0,0,0,0,0,0
0.201675,0,0,0,0,0,0,0,0,0,0,0
0.203266,0,0,0,0,0,0,0,0,0,0,0
0.204865,0,0,0,0,0,0,0,0,0,0,0
0.206454,0,0,0,0,0,0,0,0,0,0,0
0.208040,0,0,0,0,0,0,0,0,0,0,0
0.209626,0,0,0,0,0,0,0,0,0,0,0
0.211216,0,0,0,0,0,0,0,0,0,0,0
0.212802,0,0,0,0,0,0,0,0,0,0,0
0.214391,0,0,0,0,0,0,0,0,0,0,0
0.215990,0,0,0,0,0,0,0,0,0,0,0
0.217576,0,0,0,0,0,0,0,0,0,0,0
0.219169,0,0,0,0,0,0,0,0,0,0,0
0.220754,0,0,0,0,0,0,0,0,0,0,0
0.222343,0,0,0,0,0,0,0,0,0,0,0
0.223807,0,0,0,0,0,0,0,0,0,0,0
0.225367,0,0,0,0,0,0,0,0,0,0,0
0.226967,0,0,0,0,0,0,0,0,0,0,0
0.228553,0,0,0,0,0,0,0,0,0,0,0
0.230022,0,0,0,0,0,0,0,0,0,0,0
0.231585,0,0,0,0,0,0,0,0,0,0,0
0.233174,0,0,0,0,0,0,0,0,0,0,0
0.234808,0,0,0,0,0,0,0,0,0,0,0
0.236398,0,0,0,0,0,0,0,0,0,0,0
0.238004,0,0,0,0,0,0,0,0,0,0,0
0.239593,0,0,0,0,0,0,0,0,0,0,0
0.241181,0,0,0,0,0,0,0,0,0,0,0
0.242770,0,0,0,0,0,0,0,0,0,0,0
0.244360,0,0,0,0,0,0,0,0,0,0,0
0.245951,0,0,0,0,0,0,0,0,0,0,0
0.247542,0,0,0,0,0,0,0,0,0,0,0
0.249143,0,0,0,0,0,0,0,0,0,0,0
0.250774,0,0,0,0,0,0,0,0,0,0,0
0.252362,0,0,0,0,0,0,0,0,0,0,0
0.253950,0,0,0,0,0,0,0,0,0,0,0
0.255540,0,0,0,0,0,0,0,0,0,0,0
0.257128,0,0,0,0,0,0,0,0,0,0,0
0.258717,0,0,0,0,0,0,0,0,0,0,0
0.260321,0,0,0,0,0,0,0,0,0,0,0
0.261913,0,0,0,0,0,0,0,0,0,0,0
0.263502,0,0,0,0,0,0,0,0,0,0,0
0.265092,0,0,0,0,0,0,0,0,0,0,0
0.266728,0,0,0,0,0,0,0,0,0,0,0
0.268317,0,0,0,0,0,0,0,0,0,0,0
0.269908,0,0,0,0,0,0,0,0,0,0,0
0.271512,0,0,0,0,0,0,0,0,0,0,0
0.274003,0,0,0,0,0,0,0,0,0,0,0
0.275422,0,0,0,0,0,0,0,0,0,0,0
0.276865,0,0,0,0,0,0,0,0,0,0,0
0.278304,0,0,0,0,0,0,0,0,0,0,0
0.279733,0,0,0,0,0,0,0,0,0,0,0
0.281158,0,0,0,0,0,0,0,0,0,0,0
0.282594,0,0,0,0,0,0,0,0,0,0,0
0.284114,0,0,0,0,0,0,0,0,0,0,0
0.285539,0,0,0,0,0,0,0,0,0,0,0
0.287012,0,0,0,0,0,0,0,0,0,0,0
0.288436,0,0,0,0,0,0,0,0,0,0,0
0.289863,0,0,0,0,0,0,0,0,0,0,0
0.291289,0,0,0,0,0,0,0,0,0,0,0
0.292722,0,0,0,0,0,0,0,0,0,0,0
0.294148,0,0,0,0,0,0,0,0,0,0,0
0.295573,0,0,0,0,0,0,0,0,0,0,0
0.296997,0,0,0,0,0,0,0,0,0,0,0
0.298463,0,0,0,0,0,0,0,0,0,0,0
0.299883,0,0,0,0,0,0,0,0,0,0,0
0.301427,0,0,0,0,0,0,0,0,0,0,0
0.302901,0,0,0,0,0,0,0,0,0,0,0
0.304462,0,0,0,0,0,0,0,0,0,0,0
0.306053,0,0,0,0,0,0,0,0,0,0,0
0.307643,0,0,0,0,0,0,0,0,0,0,0
0.309232,0,0,0,0,0,0,0,0,0,0,0
0.310822,0,0,0,0,0,0,0,0,0,0,0
0.312411,0,0,0,0,0,0,0,0,0,0,0
0.314015,0,0,0,0,0,0,0,0,0,0,0
0.315649,0,0,0,0,0,0,0,0,0,0,0
0.317237,0,0,0,0,0,0,0,0,0,0,0
