elapsed_s,VPC_BE_PS_BUSY_CYCLES,VPC_BE_PS_WORKING_CYCLES,VPC_BE_STALL_CYCLES_CCHE,VPC_BE_STARVE_CYCLES_CCHE,VPC_BE_LM_FULL_WAIT_FOR_INTP_END,VPC_BE_CCHE_REQBUF_FULL
0.001094,0,0,0,7941294,0,0
0.002295,0,0,0,4360110,0,0
0.003467,0,0,0,4268430,0,0
0.004640,0,0,0,4267344,0,0
0.005808,0,0,0,4255506,0,0
0.007039,0,0,0,4476840,0,0
0.008198,0,0,0,4218420,0,0
0.009479,0,0,0,4706526,0,0
0.010720,0,0,0,4486068,0,0
0.011855,0,0,0,4135962,0,0
0.013200,0,0,0,4927962,0,0
0.014350,0,0,0,4157520,0,0
0.015547,0,0,0,4793826,0,0
0.016828,0,0,0,4663506,0,0
0.018101,0,0,0,4636134,0,0
0.019373,0,0,0,4634364,0,0
0.020646,0,0,0,4635828,0,0
0.021924,0,0,0,4655046,0,0
0.023235,0,0,0,4727532,0,0
0.024478,0,0,0,4521990,0,0
0.025720,0,0,0,4523664,0,0
0.026960,0,0,0,4454172,0,0
0.028165,0,0,0,4392432,0,0
0.029371,0,0,0,4393128,0,0
0.030578,0,0,0,4392294,0,0
0.031783,0,0,0,4388322,0,0
0.032991,0,0,0,4398660,0,0
0.034196,0,0,0,4387674,0,0
0.035403,0,0,0,4495752,0,0
0.036670,0,0,0,4578816,0,0
0.037913,0,0,0,4527162,0,0
0.039176,0,0,0,4597662,0,0
0.040420,0,0,0,4530150,0,0
0.041662,0,0,0,4524150,0,0
0.042921,0,0,0,4626390,0,0
0.044206,0,0,0,4673652,0,0
0.045468,0,0,0,4599024,0,0
0.046900,0,0,0,5613288,0,0
0.048322,0,0,0,4898046,0,0
0.049628,0,0,0,4653660,0,0
0.052203,0,0,0,9670374,0,0
0.053565,0,0,0,4682886,0,0
0.054912,0,0,0,4888056,0,0
0.056182,0,0,0,4614888,0,0
0.057448,0,0,0,4660842,0,0
0.058728,0,0,0,4612098,0,0
0.059993,0,0,0,4602054,0,0
0.061241,0,0,0,4465818,0,0
0.062460,282,351,0,4433292,0,0
0.063621,0,0,0,4214910,0,0
0.064779,0,0,0,4219122,0,0
0.065933,0,0,0,4200072,0,0
0.067106,0,0,0,4376700,0,0
0.068325,0,0,0,4445724,0,0
0.069545,0,0,0,4442172,0,0
0.070769,0,0,0,4528116,0,0
0.072069,0,0,0,4687788,0,0
0.073343,0,0,0,4620252,0,0
0.074726,0,0,0,5147634,0,0
0.076049,234,345,0,5192736,0,0
0.077330,675,846,0,8371716,0,0
0.078581,600,786,0,8255802,0,0
0.079876,675,846,0,8550426,0,0
0.081127,600,786,0,8251590,0,0
0.082376,600,768,0,8499216,0,0
0.084104,900,1134,0,11158134,0,0
0.085356,600,786,0,8249826,0,0
0.086685,675,864,0,9527736,0,0
0.088052,675,846,0,8288814,0,0
0.089306,600,786,0,8273226,0,0
0.090562,600,768,0,8291454,0,0
0.091816,675,846,0,8274024,0,0
0.093070,600,786,0,8274546,0,0
0.094324,600,768,0,8294604,0,0
0.095581,675,846,0,8277480,0,0
0.096834,600,786,0,8271636,0,0
0.098087,600,768,0,8268216,0,0
0.099341,675,846,0,8277450,0,0
0.100724,675,882,0,9273528,0,0
0.102140,675,864,0,9348240,0,0
0.103478,675,864,0,8710416,0,0
0.104739,600,768,0,8297256,0,0
0.105994,675,846,0,8285628,0,0
0.107251,600,786,0,8294622,0,0
0.108505,600,768,0,8273220,0,0
0.109759,675,864,0,8274006,0,0
0.111020,600,768,0,8319456,0,0
0.112273,600,768,0,8271642,0,0
0.113654,750,960,0,9267990,0,0
0.115209,576,717,0,10155138,0,0
0.116488,0,0,0,8400378,0,0
0.117756,0,0,0,8363418,0,0
0.119028,0,0,0,8404704,0,0
0.120298,0,0,0,8378250,0,0
0.121565,0,0,0,8359464,0,0
0.122830,0,0,0,8353098,0,0
0.124098,0,0,0,8365188,0,0
0.125363,0,0,0,8353080,0,0
0.126641,0,0,0,8738316,0,0
0.127956,0,0,0,8375292,0,0
0.129222,0,0,0,8350788,0,0
0.130922,0,0,0,11256042,0,0
0.132199,0,0,0,8421246,0,0
0.133468,0,0,0,8335746,0,0
0.134729,0,0,0,8589570,0,0
0.136033,0,0,0,8338530,0,0
0.137305,0,0,0,8402322,0,0
0.138567,0,0,0,8317740,0,0
0.139827,0,0,0,8315934,0,0
0.141086,0,0,0,8308884,0,0
0.142346,0,0,0,8698800,0,0
0.143671,0,0,0,8411100,0,0
0.144942,0,0,0,8342664,0,0
0.146203,0,0,0,8327802,0,0
0.147801,0,0,0,10535796,0,0
0.149062,0,0,0,8329914,0,0
0.150323,0,0,0,8777364,0,0
0.151691,0,0,0,8577534,0,0
0.152953,0,0,0,8316270,0,0
0.154213,0,0,0,8329986,0,0
0.155576,0,0,0,8990616,0,0
0.156838,0,0,0,8335110,0,0
0.158110,0,0,0,8392182,0,0
0.159406,0,0,0,8554488,0,0
0.160669,0,0,0,8329884,0,0
0.161930,0,0,0,8326146,0,0
0.163192,0,0,0,8325306,0,0
0.164453,0,0,0,8324286,0,0
0.165714,0,0,0,8322690,0,0
0.167011,0,0,0,8576196,0,0
0.168286,0,0,0,8415696,0,0
0.169680,0,0,0,9344484,0,0
0.171225,0,0,0,10082232,0,0
0.172499,0,0,0,8370372,0,0
0.173762,0,0,0,8336340,0,0
0.175069,0,0,0,8629038,0,0
0.176464,0,0,0,9359040,0,0
0.177892,0,0,0,9417312,0,0
0.179212,0,0,0,8585970,0,0
0.180485,0,0,0,8393880,0,0
0.181752,0,0,0,8356860,0,0
0.183063,0,0,0,8654178,0,0
0.184329,0,0,0,8347206,0,0
0.185593,0,0,0,8342772,0,0
0.186859,0,0,0,8363166,0,0
0.188124,0,0,0,8346714,0,0
0.189399,0,0,0,8415792,0,0
0.190715,0,0,0,8916600,0,0
0.192016,0,0,0,8352936,0,0
0.193281,0,0,0,8347164,0,0
0.194548,0,0,0,8367384,0,0
0.195814,0,0,0,8347416,0,0
0.197077,0,0,0,8335362,0,0
0.198341,0,0,0,8363004,0,0
0.199653,0,0,0,8640336,0,0
0.200918,0,0,0,8346996,0,0
0.202182,0,0,0,8342808,0,0
0.203448,0,0,0,8355882,0,0
0.204712,0,0,0,8344608,0,0
0.205976,0,0,0,8344674,0,0
0.207276,0,0,0,8581164,0,0
0.208541,0,0,0,8349360,0,0
0.209815,0,0,0,8402652,0,0
0.211080,0,0,0,8350242,0,0
0.212345,0,0,0,8349186,0,0
0.213609,0,0,0,8346708,0,0
0.214908,0,0,0,8571636,0,0
0.216173,0,0,0,8345652,0,0
0.217437,0,0,0,8343822,0,0
0.218703,0,0,0,8352690,0,0
0.219975,0,0,0,8402064,0,0
0.221240,0,0,0,8346516,0,0
0.222506,0,0,0,8356026,0,0
0.223805,0,0,0,8571390,0,0
0.225069,0,0,0,8339046,0,0
0.226332,0,0,0,8351298,0,0
0.227598,0,0,0,8347584,0,0
0.228863,0,0,0,8345910,0,0
0.230136,0,0,0,8401440,0,0
0.231436,0,0,0,8579208,0,0
0.232700,0,0,0,8343816,0,0
0.233965,0,0,0,8349792,0,0
0.235231,0,0,0,8354964,0,0
0.236496,0,0,0,8351316,0,0
0.237760,0,0,0,8339298,0,0
0.239058,0,0,0,8569530,0,0
0.240332,0,0,0,8406396,0,0
0.241596,0,0,0,8345112,0,0
0.242862,0,0,0,8355072,0,0
0.244127,0,0,0,8348730,0,0
0.245392,0,0,0,8346078,0,0
0.246658,0,0,0,8578788,0,0
0.247956,0,0,0,8343630,0,0
0.249353,0,0,0,9467814,0,0
0.250677,0,0,0,8502378,0,0
0.251944,0,0,0,8358072,0,0
0.253210,0,0,0,8351544,0,0
0.254477,0,0,0,8362392,0,0
0.255776,0,0,0,8575584,0,0
0.257041,0,0,0,8352168,0,0
0.258306,0,0,0,8354466,0,0
0.259573,0,0,0,8350734,0,0
0.260846,0,0,0,8399862,0,0
0.262110,0,0,0,8341878,0,0
0.263410,0,0,0,8586168,0,0
0.264676,0,0,0,8347776,0,0
0.265940,0,0,0,8343264,0,0
0.267206,0,0,0,8351574,0,0
0.268470,0,0,0,8346888,0,0
0.269734,0,0,0,8337468,0,0
0.271041,0,0,0,8626800,0,0
0.272305,0,0,0,8344878,0,0
0.273592,0,0,0,8493936,0,0
0.274858,0,0,0,8354850,0,0
0.276122,0,0,0,8341368,0,0
0.277518,0,0,0,9518442,0,0
0.278965,0,0,0,9778098,0,0
0.280313,0,0,0,8373216,0,0
0.281587,0,0,0,8406030,0,0
0.282854,0,0,0,8363316,0,0
0.284120,0,0,0,8354910,0,0
0.285385,0,0,0,8350488,0,0
