elapsed_s,VPC_NEVER_COUNT,VPC_FE_BUSY_CYCLES,VPC_FE_WORKING_CYCLES,VPC_FE_STALL_CYCLES_VFD_WACK,VPC_FE_STARVE_CYCLES_SP,VPC_FE_PC_PRIMITIVES
0.001094,0,0,0,0,0,0
0.002560,0,0,0,0,0,0
0.004024,0,0,0,0,0,0
0.005462,0,0,0,0,0,0
0.006941,0,0,0,0,0,0
0.008484,0,0,0,0,0,0
0.009969,0,0,0,0,0,0
0.011431,0,0,0,0,0,0
0.012866,0,0,0,0,0,0
0.014298,0,0,0,0,0,0
0.015796,0,0,0,0,0,0
0.017232,0,0,0,0,0,0
0.018634,0,0,0,0,0,0
0.020071,0,0,0,0,0,0
0.021444,0,0,0,0,0,0
0.022805,0,0,0,0,0,0
0.024252,0,0,0,0,0,0
0.025625,0,0,0,0,0,0
0.026989,0,0,0,0,0,0
0.028363,0,0,0,0,0,0
0.029727,0,0,0,0,0,0
0.031101,0,0,0,0,0,0
0.032466,0,0,0,0,0,0
0.033797,0,0,0,0,0,0
0.035101,0,0,0,0,0,0
0.036418,0,0,0,0,0,0
0.037724,0,0,0,0,0,0
0.039029,0,0,0,0,0,0
0.040349,0,0,0,0,0,0
0.041616,0,0,0,0,0,0
0.042880,0,0,0,0,0,0
0.044156,0,0,0,0,0,0
0.045421,0,0,0,0,0,0
0.046685,0,0,0,0,0,0
0.047950,0,0,0,0,0,0
0.049222,0,0,0,0,0,0
0.050487,0,0,0,0,0,0
0.051777,0,0,0,0,0,0
0.053132,0,0,0,0,0,0
0.054482,0,0,0,0,0,0
0.055834,0,0,0,0,0,0
0.057385,0,0,0,0,0,0
0.058784,0,0,0,0,0,0
0.060255,0,0,0,0,0,0
0.061635,0,0,0,0,0,0
0.063015,0,0,0,0,0,0
0.064557,0,0,0,0,0,0
0.066008,0,0,0,0,0,0
0.067413,0,0,0,0,0,0
0.068843,0,1575,519,0,0,0
0.070404,0,0,0,0,0,0
0.071802,0,0,0,0,0,0
0.073398,0,0,0,0,0,0
0.074794,0,0,0,0,0,0
0.076188,0,0,0,0,0,0
0.077582,0,0,0,0,0,0
0.078973,0,0,0,0,0,0
0.080393,0,0,0,0,0,0
0.081804,0,6681,3481,0,0,0
0.083054,0,3564,2956,0,0,0
0.084343,0,3396,3187,0,0,0
0.085596,0,3672,3078,0,0,0
0.086846,0,3558,2956,0,0,0
0.088598,0,4956,4301,0,0,0
0.089850,0,3555,3083,0,0,0
0.091102,0,3399,2950,0,0,0
0.092338,0,3403,2951,0,0,0
0.093593,0,3810,3312,0,0,0
0.094846,0,3417,2961,0,0,0
0.096146,0,3810,3310,0,0,0
0.097400,0,3402,2949,0,0,0
0.098653,0,3698,3209,0,0,0
0.099906,0,3546,3079,0,0,0
0.101159,0,3415,2966,0,0,0
0.102411,0,3678,3190,0,0,0
0.103666,0,3579,3098,0,0,0
0.104917,0,4284,3713,0,0,0
0.106596,0,4152,3595,0,0,0
0.108013,0,3966,3444,0,0,0
0.109429,0,4113,3567,0,0,0
0.110718,0,3552,3084,0,0,0
0.112024,0,3717,3349,0,0,0
0.113280,0,3551,2952,0,0,0
0.114533,0,3426,2972,0,0,0
0.115788,0,3831,3322,0,0,0
0.117040,0,3426,2970,0,0,0
0.118293,0,3702,3209,0,0,0
0.119859,0,3897,3180,0,0,0
0.121541,0,0,0,0,0,0
0.122938,0,0,0,0,0,0
0.124566,0,0,0,0,0,0
0.125959,0,0,0,0,0,0
0.127350,0,0,0,0,0,0
0.128780,0,0,0,0,0,0
0.130170,0,0,0,0,0,0
0.131571,0,0,0,0,0,0
0.132963,0,0,0,0,0,0
0.134353,0,0,0,0,0,0
0.135745,0,0,0,0,0,0
0.137136,0,0,0,0,0,0
0.138527,0,0,0,0,0,0
0.139918,0,0,0,0,0,0
0.141308,0,0,0,0,0,0
0.142708,0,0,0,0,0,0
0.144149,0,0,0,0,0,0
0.145516,0,0,0,0,0,0
0.146881,0,0,0,0,0,0
0.148324,0,0,0,0,0,0
0.149688,0,0,0,0,0,0
0.151053,0,0,0,0,0,0
0.153604,0,0,0,0,0,0
0.154975,0,0,0,0,0,0
0.156423,0,0,0,0,0,0
0.157788,0,0,0,0,0,0
0.159189,0,0,0,0,0,0
0.160592,0,0,0,0,0,0
0.161943,0,0,0,0,0,0
0.163323,0,0,0,0,0,0
0.164678,0,0,0,0,0,0
0.166025,0,0,0,0,0,0
0.167541,0,0,0,0,0,0
0.168891,0,0,0,0,0,0
0.170240,0,0,0,0,0,0
0.172833,0,0,0,0,0,0
0.174185,0,0,0,0,0,0
0.175948,0,0,0,0,0,0
0.177344,0,0,0,0,0,0
0.178710,0,0,0,0,0,0
0.180076,0,0,0,0,0,0
0.181442,0,0,0,0,0,0
0.182808,0,0,0,0,0,0
0.184174,0,0,0,0,0,0
0.185547,0,0,0,0,0,0
0.186913,0,0,0,0,0,0
0.188335,0,0,0,0,0,0
0.189700,0,0,0,0,0,0
0.191066,0,0,0,0,0,0
0.192477,0,0,0,0,0,0
0.193873,0,0,0,0,0,0
0.195270,0,0,0,0,0,0
0.196673,0,0,0,0,0,0
0.198194,0,0,0,0,0,0
0.199757,0,0,0,0,0,0
0.201318,0,0,0,0,0,0
0.202876,0,0,0,0,0,0
0.204441,0,0,0,0,0,0
0.206001,0,0,0,0,0,0
0.207620,0,0,0,0,0,0
0.209181,0,0,0,0,0,0
0.210740,0,0,0,0,0,0
0.212297,0,0,0,0,0,0
0.214331,0,0,0,0,0,0
0.215978,0,0,0,0,0,0
0.217382,0,0,0,0,0,0
0.218791,0,0,0,0,0,0
0.220188,0,0,0,0,0,0
0.223396,0,0,0,0,0,0
0.224843,0,0,0,0,0,0
0.226239,0,0,0,0,0,0
0.227634,0,0,0,0,0,0
0.229035,0,0,0,0,0,0
0.230426,0,0,0,0,0,0
0.232127,0,0,0,0,0,0
0.233529,0,0,0,0,0,0
0.234927,0,0,0,0,0,0
0.237585,0,0,0,0,0,0
0.238990,0,0,0,0,0,0
0.240484,0,0,0,0,0,0
0.241882,0,0,0,0,0,0
0.243281,0,0,0,0,0,0
0.244673,0,0,0,0,0,0
0.246063,0,0,0,0,0,0
0.247455,0,0,0,0,0,0
0.248981,0,0,0,0,0,0
0.250541,0,0,0,0,0,0
0.252116,0,0,0,0,0,0
0.253678,0,0,0,0,0,0
0.255242,0,0,0,0,0,0
0.256850,0,0,0,0,0,0
0.258411,0,0,0,0,0,0
