elapsed_s,VPC_US_STARVE_CYCLES_TSE_FE,VPC_US_PTUS_FULL,VPC_US_COMP_INVIS_PRIM_COUNT,VPC_US_STALL_CYCLES_VSC,VPC_US_STALL_CYCLES_VPC_BE,VPC_US_STALL_CYCLES_UCHE
0.001094,0,0,0,0,0,0
0.002561,0,0,0,0,0,0
0.004001,0,0,0,0,0,0
0.005436,0,0,0,0,0,0
0.006868,0,0,0,0,0,0
0.008461,0,0,0,0,0,0
0.009912,0,0,0,0,0,0
0.011396,0,0,0,0,0,0
0.012860,0,0,0,0,0,0
0.014269,0,0,0,0,0,0
0.015710,0,0,0,0,0,0
0.017158,0,0,0,0,0,0
0.018528,0,0,0,0,0,0
0.019975,0,0,0,0,0,0
0.021382,0,0,0,0,0,0
0.022772,0,0,0,0,0,0
0.024212,0,0,0,0,0,0
0.025598,0,0,0,0,0,0
0.026981,0,0,0,0,0,0
0.028397,0,0,0,0,0,0
0.029764,0,0,0,0,0,0
0.031139,0,0,0,0,0,0
0.032502,0,0,0,0,0,0
0.033865,0,0,0,0,0,0
0.035226,0,0,0,0,0,0
0.036731,0,0,0,0,0,0
0.038098,0,0,0,0,0,0
0.039449,0,0,0,0,0,0
0.040801,0,0,0,0,0,0
0.042161,0,0,0,0,0,0
0.043510,0,0,0,0,0,0
0.044860,0,0,0,0,0,0
0.046174,0,0,0,0,0,0
0.047590,0,0,0,0,0,0
0.048893,0,0,0,0,0,0
0.050198,0,0,0,0,0,0
0.051503,0,0,0,0,0,0
0.052812,0,0,0,0,0,0
0.054116,0,0,0,0,0,0
0.055442,0,0,0,0,0,0
0.056794,0,0,0,0,0,0
0.058148,0,0,0,0,0,0
0.059503,0,0,0,0,0,0
0.062036,0,0,0,0,0,0
0.063580,0,0,0,0,0,0
0.064991,0,0,0,0,0,0
0.066476,0,0,0,0,0,0
0.068021,0,0,0,0,0,0
0.069495,0,0,0,0,0,0
0.070862,0,0,0,0,0,0
0.072291,0,0,0,0,0,0
0.073661,0,0,0,0,0,0
0.075029,78,0,0,0,0,0
0.076569,0,0,0,0,0,0
0.077977,0,0,0,0,0,0
0.079373,0,0,0,0,0,0
0.080769,0,0,0,0,0,0
0.082162,0,0,0,0,0,0
0.083595,0,0,0,0,0,0
0.085052,60,0,0,0,0,0
0.086769,168,0,0,0,0,0
0.088018,168,0,0,0,0,0
0.089267,186,0,0,0,0,0
0.090517,171,0,0,0,0,0
0.091814,186,0,0,0,0,0
0.093063,171,0,0,0,0,0
0.094313,168,0,0,0,0,0
0.095612,207,0,0,0,0,0
0.096976,171,0,0,0,0,0
0.098228,168,0,0,0,0,0
0.099484,189,0,0,0,0,0
0.100778,168,0,0,0,0,0
0.102033,186,0,0,0,0,0
0.103309,171,0,0,0,0,0
0.104562,186,0,0,0,0,0
0.105946,192,0,0,0,0,0
0.107239,186,0,0,0,0,0
0.108539,171,0,0,0,0,0
0.109793,186,0,0,0,0,0
0.111047,171,0,0,0,0,0
0.112534,210,0,0,0,0,0
0.113788,168,0,0,0,0,0
0.115041,189,0,0,0,0,0
0.116330,168,0,0,0,0,0
0.117583,189,0,0,0,0,0
0.118835,168,0,0,0,0,0
0.120088,186,0,0,0,0,0
0.121340,171,0,0,0,0,0
0.122592,168,0,0,0,0,0
0.123881,216,0,0,0,0,0
0.125330,0,0,0,0,0,0
0.126729,0,0,0,0,0,0
0.128314,0,0,0,0,0,0
0.129716,0,0,0,0,0,0
0.131116,0,0,0,0,0,0
0.132568,0,0,0,0,0,0
0.133963,0,0,0,0,0,0
0.135376,0,0,0,0,0,0
0.136780,0,0,0,0,0,0
0.138181,0,0,0,0,0,0
0.139629,0,0,0,0,0,0
0.141034,0,0,0,0,0,0
0.142437,0,0,0,0,0,0
0.145821,0,0,0,0,0,0
0.147218,0,0,0,0,0,0
0.148609,0,0,0,0,0,0
0.150002,0,0,0,0,0,0
0.151521,0,0,0,0,0,0
0.152924,0,0,0,0,0,0
0.154275,0,0,0,0,0,0
0.155641,0,0,0,0,0,0
0.157030,0,0,0,0,0,0
0.158429,0,0,0,0,0,0
0.160774,0,0,0,0,0,0
0.162213,0,0,0,0,0,0
0.163640,0,0,0,0,0,0
0.165030,0,0,0,0,0,0
0.166421,0,0,0,0,0,0
0.167813,0,0,0,0,0,0
0.169213,0,0,0,0,0,0
0.170603,0,0,0,0,0,0
0.172026,0,0,0,0,0,0
0.173418,0,0,0,0,0,0
0.174807,0,0,0,0,0,0
0.176354,0,0,0,0,0,0
0.177874,0,0,0,0,0,0
0.179317,0,0,0,0,0,0
0.180890,0,0,0,0,0,0
0.182448,0,0,0,0,0,0
0.184376,0,0,0,0,0,0
0.185828,0,0,0,0,0,0
0.187237,0,0,0,0,0,0
0.188634,0,0,0,0,0,0
0.190038,0,0,0,0,0,0
0.191435,0,0,0,0,0,0
0.192833,0,0,0,0,0,0
0.194411,0,0,0,0,0,0
0.196019,0,0,0,0,0,0
0.197582,0,0,0,0,0,0
0.199143,0,0,0,0,0,0
0.200728,0,0,0,0,0,0
0.202133,0,0,0,0,0,0
0.203706,0,0,0,0,0,0
0.205269,0,0,0,0,0,0
0.206830,0,0,0,0,0,0
0.208449,0,0,0,0,0,0
0.210002,0,0,0,0,0,0
0.211444,0,0,0,0,0,0
0.213017,0,0,0,0,0,0
0.214576,0,0,0,0,0,0
0.216137,0,0,0,0,0,0
