elapsed_s,VPC_BE_STALL_CYCLES_HLSQ_PRIM_ALLOC,VPC_BE_STALL_CYCLES_SP_LM,VPC_BE_NUM_PA_REQ,VPC_BE_NUM_LM_REQ_HIT,VPC_BE_NUM_ATTR_REQ_LM,VPC_BE_LM_TRANSACTION
0.001135,0,0,0,0,0,0
0.002848,0,0,0,0,0,0
0.004579,0,0,0,0,0,0
0.006069,0,0,0,0,0,0
0.007505,0,0,0,0,0,0
0.008960,0,0,0,0,0,0
0.010531,0,0,0,0,0,0
0.012038,0,0,0,0,0,0
0.014363,0,0,0,0,0,0
0.015819,0,0,0,0,0,0
0.017205,0,0,0,0,0,0
0.019062,0,0,0,0,0,0
0.020502,0,0,0,0,0,0
0.021876,0,0,0,0,0,0
0.023252,0,0,0,0,0,0
0.024702,0,0,0,0,0,0
0.026110,0,0,0,0,0,0
0.027534,0,0,0,0,0,0
0.028945,0,0,0,0,0,0
0.030400,0,0,0,0,0,0
0.031768,0,0,0,0,0,0
0.033124,0,0,0,0,0,0
0.034479,0,0,0,0,0,0
0.035844,0,0,0,0,0,0
0.037200,0,0,0,0,0,0
0.038565,0,0,0,0,0,0
0.039876,0,0,0,0,0,0
0.041188,0,0,0,0,0,0
0.042502,0,0,0,0,0,0
0.043814,0,0,0,0,0,0
0.045233,0,0,0,0,0,0
0.046558,0,0,0,0,0,0
0.047870,0,0,0,0,0,0
0.049187,0,0,0,0,0,0
0.050519,0,0,0,0,0,0
0.051909,0,0,0,0,0,0
0.053339,0,0,0,0,0,0
0.054946,0,0,0,0,0,0
0.056342,0,0,0,0,0,0
0.057754,0,0,0,0,0,0
0.059158,0,0,0,0,0,0
0.060556,0,0,0,0,0,0
0.061993,0,0,0,0,0,0
0.063400,0,0,0,0,0,0
0.064798,0,0,0,0,0,0
0.066233,0,0,0,0,0,0
0.067554,0,0,0,0,0,0
0.068947,0,0,0,0,0,0
0.070333,0,0,0,0,0,0
0.071730,0,0,0,0,0,0
0.073124,0,0,0,0,0,0
0.074531,0,0,0,0,0,0
0.075926,0,0,0,0,0,0
0.077319,0,0,0,0,0,0
0.078699,0,0,0,0,0,0
0.080607,0,0,0,0,0,0
0.082697,0,0,0,0,0,0
0.083948,0,0,0,0,0,0
0.085197,0,0,0,0,0,0
0.086448,0,0,0,0,0,0
0.087703,0,0,0,0,0,0
0.088956,0,0,0,0,0,0
0.090209,0,0,0,0,0,0
0.091462,0,0,0,0,0,0
0.092718,0,0,0,0,0,0
0.094013,0,0,0,0,0,0
0.095267,0,0,0,0,0,0
0.096520,0,0,0,0,0,0
0.097775,0,0,0,0,0,0
0.099029,0,0,0,0,0,0
0.100283,0,0,0,0,0,0
0.101616,0,0,0,0,0,0
0.102868,0,0,0,0,0,0
0.104245,0,0,0,0,0,0
0.105630,0,0,0,0,0,0
0.106895,0,0,0,0,0,0
0.108151,0,0,0,0,0,0
0.109405,0,0,0,0,0,0
0.110704,0,0,0,0,0,0
0.114296,0,0,0,0,0,0
0.115605,0,0,0,0,0,0
0.117191,0,0,0,0,0,0
0.118790,0,0,0,0,0,0
0.120193,0,0,0,0,0,0
0.121617,0,0,0,0,0,0
0.123089,0,0,0,0,0,0
0.124456,0,0,0,0,0,0
0.125814,0,0,0,0,0,0
0.127249,0,0,0,0,0,0
0.128648,0,0,0,0,0,0
0.130045,0,0,0,0,0,0
0.131438,0,0,0,0,0,0
0.132830,0,0,0,0,0,0
0.136421,0,0,0,0,0,0
0.141606,0,0,0,0,0,0
0.143126,0,0,0,0,0,0
0.144487,0,0,0,0,0,0
0.145860,0,0,0,0,0,0
0.147184,0,0,0,0,0,0
0.148516,0,0,0,0,0,0
0.149840,0,0,0,0,0,0
0.151228,0,0,0,0,0,0
0.152577,0,0,0,0,0,0
0.153924,0,0,0,0,0,0
0.155272,0,0,0,0,0,0
0.156621,0,0,0,0,0,0
0.157982,0,0,0,0,0,0
0.159385,0,0,0,0,0,0
0.160777,0,0,0,0,0,0
0.162168,0,0,0,0,0,0
0.163560,0,0,0,0,0,0
0.164951,0,0,0,0,0,0
0.166571,0,0,0,0,0,0
0.167970,0,0,0,0,0,0
0.169367,0,0,0,0,0,0
0.170776,0,0,0,0,0,0
0.172173,0,0,0,0,0,0
0.173572,0,0,0,0,0,0
0.175002,0,0,0,0,0,0
0.176398,0,0,0,0,0,0
0.177795,0,0,0,0,0,0
0.179385,0,0,0,0,0,0
0.180831,0,0,0,0,0,0
0.182273,0,0,0,0,0,0
0.183675,0,0,0,0,0,0
0.185073,0,0,0,0,0,0
0.186473,0,0,0,0,0,0
0.187871,0,0,0,0,0,0
0.189267,0,0,0,0,0,0
0.190666,0,0,0,0,0,0
0.192200,0,0,0,0,0,0
0.193773,0,0,0,0,0,0
0.195333,0,0,0,0,0,0
0.196892,0,0,0,0,0,0
0.198498,0,0,0,0,0,0
0.200061,0,0,0,0,0,0
0.201624,0,0,0,0,0,0
0.203199,0,0,0,0,0,0
0.204759,0,0,0,0,0,0
0.206365,0,0,0,0,0,0
0.207926,0,0,0,0,0,0
0.209485,0,0,0,0,0,0
0.210921,0,0,0,0,0,0
0.212452,0,0,0,0,0,0
0.214072,0,0,0,0,0,0
0.215635,0,0,0,0,0,0
0.217196,0,0,0,0,0,0
0.218822,0,0,0,0,0,0
0.220383,0,0,0,0,0,0
0.221990,0,0,0,0,0,0
0.223552,0,0,0,0,0,0
0.225830,0,0,0,0,0,0
0.230852,0,0,0,0,0,0
0.232301,0,0,0,0,0,0
0.233657,0,0,0,0,0,0
0.235023,0,0,0,0,0,0
0.236373,0,0,0,0,0,0
0.237722,0,0,0,0,0,0
0.239158,0,0,0,0,0,0
0.240563,0,0,0,0,0,0
0.241963,0,0,0,0,0,0
0.243486,0,0,0,0,0,0
0.245045,0,0,0,0,0,0
0.246536,0,0,0,0,0,0
0.248068,0,0,0,0,0,0
0.249630,0,0,0,0,0,0
0.251189,0,0,0,0,0,0
0.252748,0,0,0,0,0,0
0.254352,0,0,0,0,0,0
0.255913,0,0,0,0,0,0
0.257485,0,0,0,0,0,0
0.258922,0,0,0,0,0,0
0.260325,0,0,0,0,0,0
0.261725,0,0,0,0,0,0
0.263162,0,0,0,0,0,0
0.264558,0,0,0,0,0,0
0.265955,0,0,0,0,0,0
0.267361,0,0,0,0,0,0
0.268756,0,0,0,0,0,0
0.270188,0,0,0,0,0,0
0.271583,0,0,0,0,0,0
0.272978,0,0,0,0,0,0
0.274375,0,0,0,0,0,0
0.275899,0,0,0,0,0,0
0.277457,0,0,0,0,0,0
0.279036,0,0,0,0,0,0
0.280595,0,0,0,0,0,0
0.282156,0,0,0,0,0,0
0.283716,0,0,0,0,0,0
0.285275,0,0,0,0,0,0
0.286839,0,0,0,0,0,0
0.288398,0,0,0,0,0,0
0.289972,0,0,0,0,0,0
0.291533,0,0,0,0,0,0
0.293091,0,0,0,0,0,0
0.294694,0,0,0,0,0,0
0.296299,0,0,0,0,0,0
0.297859,0,0,0,0,0,0
0.299298,0,0,0,0,0,0
0.300847,0,0,0,0,0,0
0.302453,0,0,0,0,0,0
0.304015,0,0,0,0,0,0
