elapsed_s,RBBM_S_RAS_BUSY
0.001092,0
0.002521,0
0.003926,0
0.005297,0
0.006618,0
0.007934,0
0.009294,0
0.010600,0
0.011894,0
0.013235,0
0.014530,0
0.015824,0
0.017164,0
0.018448,0
0.019731,0
0.021021,0
0.022304,0
0.023585,0
0.024906,0
0.026149,0
0.027392,0
0.028634,0
0.029877,0
0.031123,0
0.032381,0
0.033676,0
0.035074,0
0.036806,0
0.038182,0
0.039551,0
0.041758,0
0.043554,0
0.044928,0
0.046308,0
0.047687,0
0.049056,0
0.050422,0
0.051794,0
0.053171,0
0.054684,0
0.055927,0
0.058056,0
0.059421,0
0.060785,0
0.062155,0
0.063534,0
0.064903,0
0.066124,0
0.067486,0
0.068855,0
0.070223,0
0.071589,0
0.072956,0
0.074334,0
0.075700,0
0.077069,0
0.078435,0
0.079801,0
0.081293,0
0.082658,0
0.084020,0
0.088286,0
0.089792,0
0.091160,0
0.092531,0
0.094055,0
0.095411,0
0.096755,0
0.098156,0
0.099519,0
0.100882,0
0.102245,0
0.103650,0
0.105017,0
0.106395,0
0.107893,0
0.109426,0
0.110958,0
0.112531,0
0.114106,0
0.115636,0
0.117180,0
0.118723,0
0.120147,0
0.121653,0
0.123185,0
0.124717,0
0.126249,0
0.127792,0
0.129326,0
0.130857,0
0.132387,0
0.133922,0
0.135451,0
0.137026,0
0.138573,0
0.140102,0
0.141633,0
0.143164,0
0.144740,0
0.146273,0
0.147803,0
0.149350,0
0.150881,0
0.152454,0
0.153989,0
0.155605,0
0.157081,0
0.158462,0
0.159849,0
0.161266,0
0.162638,0
0.164008,0
0.165508,0
0.167040,0
0.168615,0
0.170162,0
0.171694,0
0.173228,0
0.174761,0
0.176292,0
0.177829,0
0.179363,0
0.180911,0
0.182445,0
0.183977,0
0.185381,0
0.186884,0
0.188415,0
0.190021,0
0.191564,0
0.193142,0
0.194676,0
0.196208,0
0.197741,0
0.199273,0
0.200850,0
0.202397,0
0.203929,0
0.205462,0
0.206995,0
0.208631,0
0.210121,0
0.211652,0
0.213200,0
0.214733,0
0.216265,0
0.217848,0
0.219379,0
0.220913,0
0.222445,0
0.223991,0
0.225524,0
0.227057,0
0.228680,0
0.230055,0
0.231432,0
0.232977,0
0.234524,0
0.236055,0
0.237588,0
0.239121,0
0.240699,0
0.242233,0
0.243765,0
0.245312,0
0.246846,0
0.248419,0
0.249977,0
0.251509,0
0.253189,0
0.254615,0
0.256004,0
0.257380,0
0.258751,0
0.260120,0
0.262016,0
0.264074,0
0.265480,0
0.266851,0
0.268211,0
0.269661,0
0.271026,0
0.272424,0
0.273821,0
0.275183,0
0.276547,0
0.277906,0
0.279402,0
0.280981,0
0.282411,0
0.283771,0
0.285142,0
0.286459,0
0.287770,0
0.289139,0
0.290435,0
0.291729,0
0.293022,0
0.294317,0
0.295610,0
0.296948,0
0.298227,0
0.299513,0
0.300791,0
0.302071,0
0.303349,0
0.304637,0
0.305987,0
0.307227,0
0.308576,0
0.309828,0
0.311177,0
0.312539,0
0.313949,0
0.315810,0
0.317324,0
0.318702,0
0.320081,0
0.321492,0
0.322860,0
0.324325,0
0.325845,0
0.327229,0
0.328664,0
0.330036,0
0.331415,0
0.332915,0
0.334443,0
0.335817,0
0.337187,0
0.338553,0
0.339915,0
0.341280,0
0.342653,0
0.344130,0
0.345535,0
0.346902,0
0.348271,0
0.349638,0
0.351007,0
0.352415,0
0.353761,0
0.355130,0
0.356655,0
0.358091,0
0.359748,0
0.362449,0
0.363823,0
0.365186,0
0.366549,0
0.367913,0
0.371602,0
0.373834,0
0.375253,0
0.376623,0
0.377987,0
0.379294,0
0.380597,0
0.381894,0
0.383192,0
0.384502,0
0.385917,0
0.387280,0
0.388664,0
0.390161,0
0.391940,0
0.393410,0
0.394787,0
