elapsed_s,RBBM_S_PC_BUSY,RBBM_S_TESS_BUSY,RBBM_S_TSEFE_BUSY,RBBM_S_TSEBE_BUSY
0.001072,0,0,0,12
0.007531,0,0,0,0
0.008971,0,0,0,0
0.010275,0,0,0,0
0.011583,0,0,0,0
0.012940,0,0,0,0
0.014249,0,0,0,0
0.015609,0,0,0,0
0.016917,0,0,0,0
0.018229,0,0,0,0
0.019494,0,0,0,0
0.020810,0,0,0,0
0.022077,0,0,0,0
0.023342,0,0,0,0
0.024657,0,0,0,0
0.025926,0,0,0,0
0.027217,0,0,0,0
0.028580,0,0,0,0
0.029976,0,0,0,0
0.031329,0,0,0,0
0.032684,0,0,0,0
0.034096,0,0,0,0
0.035560,0,0,0,0
0.038321,0,0,0,0
0.039755,0,0,0,0
0.041299,0,0,0,0
0.042734,0,0,0,0
0.044127,0,0,0,0
0.045638,0,0,0,0
0.047012,0,0,0,0
0.048365,0,0,0,0
0.049740,0,0,0,0
0.051094,0,0,0,0
0.053040,0,0,0,0
0.055191,0,0,0,0
0.056581,0,0,0,0
0.058009,0,0,0,0
0.059470,0,0,0,0
0.060763,0,0,0,0
0.062156,0,0,0,0
0.063538,0,0,0,0
0.064916,0,0,0,0
0.066454,0,0,0,0
0.067779,0,0,0,0
0.069255,0,0,0,0
0.070658,0,0,0,0
0.072043,0,0,0,0
0.073548,0,0,0,0
0.075113,0,0,0,0
0.077429,0,0,0,0
0.078669,0,0,0,0
0.079908,0,0,0,0
0.081570,0,0,0,0
0.082860,0,0,0,0
0.084104,0,0,0,0
0.085359,0,0,0,0
0.086602,0,0,0,0
0.087845,0,0,0,0
0.089129,0,0,0,0
0.090417,0,0,0,0
0.091805,0,0,0,0
0.093188,0,0,0,0
0.094571,0,0,0,0
0.095951,0,0,0,0
0.097792,0,0,0,0
0.099229,0,0,0,0
0.100633,0,0,0,0
0.102032,0,0,0,0
0.103497,0,0,0,0
0.105096,0,0,0,0
0.106509,0,0,0,0
0.107964,0,0,0,0
0.109724,0,0,0,0
0.111123,0,0,0,0
0.112607,0,0,0,0
0.114098,0,0,0,0
0.115480,0,0,0,0
0.118937,0,0,0,0
0.120464,0,0,0,0
0.121893,0,0,0,0
0.123373,0,0,0,0
0.124817,0,0,0,0
0.126246,0,0,0,0
0.127670,0,0,0,0
0.129068,0,0,0,0
0.130473,0,0,0,0
0.131899,0,0,0,0
0.133446,0,0,0,0
0.134892,0,0,0,0
0.136425,0,0,0,0
0.137922,0,0,0,0
0.139391,0,0,0,0
0.140836,0,0,0,0
0.142243,0,0,0,0
0.143669,0,0,0,0
0.145080,0,0,0,0
0.146468,0,0,0,0
0.147856,0,0,0,0
0.149236,0,0,0,0
0.150598,0,0,0,0
0.151988,0,0,0,0
0.171566,0,0,0,0
0.172956,0,0,0,0
0.174405,0,0,0,0
0.175740,0,0,0,0
0.177118,0,0,0,0
0.178484,0,0,0,0
0.179841,0,0,0,0
0.181195,0,0,0,0
0.182552,0,0,0,0
0.183916,0,0,0,0
0.185434,0,0,0,0
0.186829,0,0,0,0
0.188277,0,0,0,0
0.189826,0,0,0,0
0.191206,0,0,0,0
0.192588,0,0,0,0
0.193983,0,0,0,0
0.195403,0,0,0,0
0.196790,0,0,0,0
0.198174,0,0,0,0
0.199558,0,0,0,0
0.200943,0,0,0,0
0.202500,0,0,0,0
0.204050,0,0,0,0
0.205620,0,0,0,0
0.207326,0,0,0,0
0.208781,0,0,0,0
0.210226,0,0,0,0
0.211614,0,0,0,0
0.213006,0,0,0,0
0.214396,0,0,0,0
0.215794,0,0,0,0
0.217311,0,0,0,0
0.218906,0,0,0,0
0.220459,0,0,0,0
0.222012,0,0,0,0
0.223562,0,0,0,0
0.225115,0,0,0,0
0.226722,0,0,0,0
0.228277,0,0,0,0
0.229829,0,0,0,0
0.231378,0,0,0,0
0.232931,0,0,0,0
0.234526,0,0,0,0
0.236077,0,0,0,0
0.237647,0,0,0,0
0.239198,0,0,0,0
0.240752,0,0,0,0
0.242347,0,0,0,0
0.243898,0,0,0,0
0.245454,0,0,0,0
0.247004,0,0,0,0
0.248571,0,0,0,0
0.250167,0,0,0,0
0.251718,0,0,0,0
0.253269,0,0,0,0
0.254819,0,0,0,0
0.256374,0,0,0,0
0.257926,0,0,0,0
0.259535,0,0,0,0
0.261086,0,0,0,0
0.262638,0,0,0,0
0.264285,0,0,0,0
0.265785,0,0,0,0
0.267222,0,0,0,0
0.268740,0,0,0,0
0.270305,0,0,0,0
0.271855,0,0,0,0
0.273468,0,0,0,0
0.275022,0,0,0,0
0.276575,0,0,0,0
0.278128,0,0,0,0
0.279679,0,0,0,0
0.281244,0,0,0,0
0.282839,0,0,0,0
0.284394,0,0,0,0
0.285945,0,0,0,0
0.287495,0,0,0,0
0.289048,0,0,0,0
0.290633,0,0,0,0
0.292337,0,0,0,0
0.293885,0,0,0,0
0.295436,0,0,0,0
0.296989,0,0,0,0
0.298585,0,0,0,0
0.300135,0,0,0,0
0.301722,0,0,0,0
0.303275,0,0,0,0
0.304695,0,0,0,0
0.306260,0,0,0,0
0.307810,0,0,0,0
0.309362,0,0,0,0
0.310914,0,0,0,0
0.312468,0,0,0,0
0.314034,0,0,0,0
0.315585,0,0,0,0
0.317137,0,0,0,0
0.318690,0,0,0,0
0.320243,0,0,0,0
0.321795,0,0,0,0
0.323391,0,0,0,0
0.324959,0,0,0,0
0.326510,0,0,0,0
0.328061,0,0,0,0
0.329617,0,0,0,0
0.331168,0,0,0,0
0.332721,0,0,0,0
0.334272,0,0,0,0
0.335837,0,0,0,0
0.337450,0,0,0,0
0.339003,0,0,0,0
0.340556,0,0,0,0
0.342108,0,0,0,0
0.343659,0,0,0,0
0.345212,0,0,0,0
0.346820,0,0,0,0
0.348374,0,0,0,0
0.349927,0,0,0,0
0.351477,0,0,0,0
0.353031,0,0,0,0
0.354626,0,0,0,0
0.356261,0,0,0,0
0.357718,0,0,0,0
0.359111,0,0,0,0
0.360630,0,0,0,0
