elapsed_s,RAS_FULLY_COVERED_SUPER_TILES,RAS_FULLY_COVERED_8X4_TILES,RAS_PRIM_KILLED_INVISILBE,RAS_SUPERTILE_GEN_ACTIVE_CYCLES
0.001179,0,0,0,0
0.002855,0,0,0,0
0.004352,0,0,0,0
0.005877,0,0,0,0
0.007416,0,0,0,0
0.008870,0,0,0,0
0.010449,0,0,0,0
0.011985,0,0,0,0
0.013473,0,0,0,0
0.014896,0,0,0,0
0.016352,0,0,0,0
0.017787,0,0,0,0
0.019220,0,0,0,0
0.020666,0,0,0,0
0.022140,0,0,0,0
0.023645,0,0,0,0
0.025150,0,0,0,0
0.026645,0,0,0,0
0.028139,0,0,0,0
0.029678,0,0,0,0
0.031114,0,0,0,0
0.032561,0,0,0,0
0.034061,0,0,0,0
0.035482,0,0,0,0
0.036922,0,0,0,0
0.038340,0,0,0,0
0.039758,0,0,0,0
0.041258,0,0,0,0
0.042690,0,0,0,0
0.044115,0,0,0,0
0.045538,0,0,0,0
0.046958,0,0,0,0
0.048401,0,0,0,0
0.049871,0,0,0,0
0.051297,0,0,0,0
0.052719,0,0,0,0
0.054112,0,0,0,0
0.055535,0,0,0,0
0.056985,0,0,0,0
0.058404,0,0,0,0
0.059829,0,0,0,0
0.061630,0,0,0,0
0.063472,0,0,0,0
0.064948,0,0,0,0
0.066582,0,0,0,0
0.068169,0,0,0,0
0.069648,0,0,0,0
0.071143,0,0,0,0
0.072638,0,0,0,0
0.074179,0,0,0,0
0.075677,0,0,0,0
0.077312,0,0,0,0
0.078842,0,0,0,0
0.080381,0,0,0,0
0.081914,0,0,0,0
0.083413,0,0,0,0
0.084921,0,0,0,0
0.086381,0,0,0,0
0.087906,0,0,0,0
0.089369,0,0,0,0
0.090898,0,0,0,0
0.092384,0,0,0,0
0.093949,0,0,0,84
0.095937,0,0,0,0
0.097517,0,0,0,0
0.099010,0,0,0,0
0.100509,0,0,0,0
0.101996,0,0,0,0
0.103424,0,0,0,0
0.104913,0,0,0,0
0.106360,0,0,0,0
0.107779,0,0,0,0
0.109198,0,0,0,0
0.110621,0,0,0,0
0.112045,0,0,0,0
0.113570,0,0,0,0
0.115043,0,0,0,0
0.116530,0,0,0,0
0.118800,0,0,0,0
0.120415,0,0,0,0
0.121946,0,0,0,0
0.123749,0,0,0,228
0.125144,0,0,0,1368
0.126295,0,0,0,1188
0.127460,0,0,0,708
0.128936,0,0,0,0
0.130582,0,0,0,0
0.132047,0,0,0,0
0.133672,0,0,0,0
0.135136,0,0,0,0
0.136666,0,0,0,0
0.138220,0,0,0,0
0.139682,0,0,0,0
0.141213,0,0,0,0
0.142680,0,0,0,0
0.144207,0,0,0,0
0.145670,0,0,0,0
0.147132,0,0,0,0
0.148609,0,0,0,0
0.150332,0,0,0,0
0.151791,0,0,0,0
0.153314,0,0,0,0
0.154776,0,0,0,0
0.156651,0,0,0,0
0.159442,0,0,0,0
0.160871,0,0,0,0
0.162333,0,0,0,0
0.163757,0,0,0,0
0.165384,0,0,0,0
0.166874,0,0,0,0
0.168324,0,0,0,0
0.169801,0,0,0,0
0.171257,0,0,0,0
0.172715,0,0,0,0
0.176496,0,0,0,0
0.177954,0,0,0,0
0.179463,0,0,0,0
0.180936,0,0,0,0
0.182473,0,0,0,0
0.184077,0,0,0,0
0.185537,0,0,0,0
0.187002,0,0,0,0
0.188467,0,0,0,0
0.189936,0,0,0,0
0.191414,0,0,0,0
0.193079,0,0,0,0
0.194788,0,0,0,0
0.196496,0,0,0,0
0.198205,0,0,0,0
0.199911,0,0,0,0
0.201356,0,0,0,0
0.202857,0,0,0,0
0.204514,0,0,0,0
0.206031,0,0,0,0
0.207696,0,0,0,0
0.209407,0,0,0,0
0.211115,0,0,0,0
0.212821,0,0,0,0
0.214382,0,0,0,0
0.216056,0,0,0,0
0.217766,0,0,0,0
0.219289,0,0,0,0
0.221113,0,0,0,0
