elapsed_s,HLSQ_BV_STALL_CYCLES,HLSQ_VSBR_DEREF_CYCLES,HLSQ_FS_DEREF_CYCLES,HLSQ_LPAC_DEREF_CYCLES,HLSQ_BV_DEREF_CYCLES,HLSQ_VSBR_S2W_CYCLES
0.001163,0,0,0,0,0,0
0.002633,0,0,0,0,0,0
0.004068,0,0,0,0,0,0
0.005504,0,0,0,0,0,0
0.006938,0,0,0,0,0,0
0.008369,0,0,0,0,0,0
0.009825,0,0,0,0,0,0
0.011257,0,0,0,0,0,0
0.012769,0,0,0,0,0,0
0.014202,0,0,0,0,0,0
0.015636,0,0,0,0,0,0
0.017136,0,0,0,0,0,0
0.018546,0,0,0,0,0,0
0.019967,0,0,0,0,0,0
0.021376,0,0,0,0,0,0
0.022786,0,0,0,0,0,0
0.024194,0,0,0,0,0,0
0.025604,0,0,0,0,0,0
0.027012,0,0,0,0,0,0
0.028419,0,0,0,0,0,0
0.029913,0,0,0,0,0,0
0.031330,0,0,0,0,0,0
0.032806,0,0,0,0,0,0
0.034245,0,0,0,0,0,0
0.035599,0,0,0,0,0,0
0.036954,0,0,0,0,0,0
0.038308,0,0,0,0,0,0
0.039662,0,0,0,0,0,0
0.041016,0,0,0,0,0,0
0.042378,0,0,0,0,0,0
0.043732,0,0,0,0,0,0
0.045086,0,0,0,0,0,0
0.046441,0,0,0,0,0,0
0.047794,0,0,0,0,0,0
0.049160,0,0,0,0,0,0
0.050472,0,0,0,0,0,0
0.051785,0,0,0,0,0,0
0.053149,0,0,0,0,0,0
0.054543,0,0,0,0,0,0
0.055932,0,0,0,0,0,0
0.057453,0,0,0,0,0,0
0.058870,0,0,0,0,0,0
0.060260,0,0,0,0,0,0
0.061682,0,0,0,0,0,0
0.063044,0,0,0,0,0,0
0.064423,0,0,0,0,0,0
0.067514,0,0,0,0,0,0
0.068946,2,44,53,0,8,0
0.070353,0,0,0,0,0,0
0.071752,0,0,0,0,0,0
0.073147,0,0,0,0,0,0
0.074557,0,0,0,0,0,0
0.075952,0,0,0,0,0,0
0.077347,0,0,0,0,0,0
0.078745,0,0,0,0,0,0
0.080140,12,74,327,0,36,0
0.083682,0,296,288,0,0,0
0.084935,0,96,96,0,0,0
0.086405,0,120,120,0,0,0
0.087656,0,96,96,0,0,0
0.088908,0,108,108,0,0,0
0.090165,0,84,96,0,0,0
0.091300,0,108,96,0,0,0
0.092552,0,96,96,0,0,0
0.093808,0,108,108,0,0,0
0.095061,0,96,96,0,0,0
0.096313,0,108,108,0,0,0
0.097612,0,108,108,0,0,0
0.098865,0,96,96,0,0,0
0.100118,0,108,108,0,0,0
0.101371,0,96,96,0,0,0
0.102623,0,108,108,0,0,0
0.103873,0,96,96,0,0,0
0.105105,0,108,108,0,0,0
0.106461,0,108,108,0,0,0
0.107846,0,108,120,0,0,0
0.109266,0,120,108,0,0,0
0.110557,0,108,108,0,0,0
0.111817,0,96,96,0,0,0
0.113119,0,108,108,0,0,0
0.114375,0,108,108,0,0,0
0.115628,0,96,96,0,0,0
0.116884,0,108,108,0,0,0
0.118171,0,68,72,0,0,0
0.119571,0,0,0,0,0,0
0.121148,0,0,0,0,0,0
0.122601,0,0,0,0,0,0
0.124030,0,0,0,0,0,0
0.125429,0,0,0,0,0,0
0.126826,0,0,0,0,0,0
0.128221,0,0,0,0,0,0
0.129685,0,0,0,0,0,0
0.131176,0,0,0,0,0,0
0.132873,0,0,0,0,0,0
0.134574,0,0,0,0,0,0
0.136741,0,0,0,0,0,0
0.140700,0,0,0,0,0,0
0.142104,0,0,0,0,0,0
0.143504,0,0,0,0,0,0
0.144892,0,0,0,0,0,0
0.146473,0,0,0,0,0,0
0.147875,0,0,0,0,0,0
0.149228,0,0,0,0,0,0
0.150593,0,0,0,0,0,0
0.151941,0,0,0,0,0,0
0.153289,0,0,0,0,0,0
0.154638,0,0,0,0,0,0
0.155987,0,0,0,0,0,0
0.157382,0,0,0,0,0,0
0.158731,0,0,0,0,0,0
0.160108,0,0,0,0,0,0
0.161484,0,0,0,0,0,0
0.162884,0,0,0,0,0,0
0.164275,0,0,0,0,0,0
0.166059,0,0,0,0,0,0
0.167456,0,0,0,0,0,0
0.168855,0,0,0,0,0,0
0.170382,0,0,0,0,0,0
0.171831,0,0,0,0,0,0
0.173365,0,0,0,0,0,0
0.174928,0,0,0,0,0,0
0.176488,0,0,0,0,0,0
0.178051,0,0,0,0,0,0
0.179603,0,0,0,0,0,0
0.181036,0,0,0,0,0,0
0.182583,0,0,0,0,0,0
0.184144,0,0,0,0,0,0
0.185706,0,0,0,0,0,0
0.187266,0,0,0,0,0,0
0.188829,0,0,0,0,0,0
0.190391,0,0,0,0,0,0
0.191950,0,0,0,0,0,0
0.193568,0,0,0,0,0,0
0.195131,0,0,0,0,0,0
0.196694,0,0,0,0,0,0
0.198254,0,0,0,0,0,0
0.199813,0,0,0,0,0,0
0.201375,0,0,0,0,0,0
0.202936,0,0,0,0,0,0
0.204509,0,0,0,0,0,0
0.206075,0,0,0,0,0,0
0.207634,0,0,0,0,0,0
0.209241,0,0,0,0,0,0
0.210802,0,0,0,0,0,0
0.212361,0,0,0,0,0,0
0.213926,0,0,0,0,0,0
0.215500,0,0,0,0,0,0
0.217062,0,0,0,0,0,0
0.218622,0,0,0,0,0,0
0.220183,0,0,0,0,0,0
0.222084,0,0,0,0,0,0
0.223565,0,0,0,0,0,0
0.225039,0,0,0,0,0,0
0.226455,0,0,0,0,0,0
0.227854,0,0,0,0,0,0
0.229252,0,0,0,0,0,0
0.230650,0,0,0,0,0,0
0.232175,0,0,0,0,0,0
0.233737,0,0,0,0,0,0
0.235299,0,0,0,0,0,0
0.236874,0,0,0,0,0,0
0.238435,0,0,0,0,0,0
0.239995,0,0,0,0,0,0
0.241600,0,0,0,0,0,0
0.243161,0,0,0,0,0,0
0.244725,0,0,0,0,0,0
0.246286,0,0,0,0,0,0
0.247860,0,0,0,0,0,0
0.249422,0,0,0,0,0,0
0.250982,0,0,0,0,0,0
0.252541,0,0,0,0,0,0
0.253975,0,0,0,0,0,0
0.255506,0,0,0,0,0,0
0.257112,0,0,0,0,0,0
0.258687,0,0,0,0,0,0
0.260247,0,0,0,0,0,0
0.261859,0,0,0,0,0,0
0.263420,0,0,0,0,0,0
0.264983,0,0,0,0,0,0
0.266542,0,0,0,0,0,0
0.268102,0,0,0,0,0,0
0.269675,0,0,0,0,0,0
0.271472,0,0,0,0,0,0
0.273067,0,0,0,0,0,0
0.274630,0,0,0,0,0,0
0.276189,0,0,0,0,0,0
0.277749,0,0,0,0,0,0
0.279308,0,0,0,0,0,0
0.280824,0,0,0,0,0,0
0.282256,0,0,0,0,0,0
0.283853,0,0,0,0,0,0
0.285358,0,0,0,0,0,0
0.286762,0,0,0,0,0,0
0.288160,0,0,0,0,0,0
0.289600,0,0,0,0,0,0
0.291010,0,0,0,0,0,0
0.292408,0,0,0,0,0,0
0.293922,0,0,0,0,0,0
0.295480,0,0,0,0,0,0
0.297041,0,0,0,0,0,0
0.298601,0,0,0,0,0,0
0.300160,0,0,0,0,0,0
0.301732,0,0,0,0,0,0
0.303291,0,0,0,0,0,0
0.304867,0,0,0,0,0,0
0.306288,0,0,0,0,0,0
0.307687,0,0,0,0,0,0
0.309216,0,0,0,0,0,0
0.310777,0,0,0,0,0,0
0.312225,0,0,0,0,0,0
0.313758,0,0,0,0,0,0
0.315320,0,0,0,0,0,0
0.316882,0,0,0,0,0,0
0.318442,0,0,0,0,0,0
0.319989,0,0,0,0,0,0
0.321441,0,0,0,0,0,0
0.322982,0,0,0,0,0,0
0.324544,0,0,0,0,0,0
0.326151,0,0,0,0,0,0
0.327712,0,0,0,0,0,0
0.329277,0,0,0,0,0,0
0.330838,0,0,0,0,0,0
0.332398,0,0,0,0,0,0
0.333977,0,0,0,0,0,0
0.335539,0,0,0,0,0,0
0.337147,0,0,0,0,0,0
0.338710,0,0,0,0,0,0
0.340271,0,0,0,0,0,0
0.341896,0,0,0,0,0,0
0.343458,0,0,0,0,0,0
0.345035,0,0,0,0,0,0
0.346597,0,0,0,0,0,0
0.348158,0,0,0,0,0,0
0.349720,0,0,0,0,0,0
0.351283,0,0,0,0,0,0
0.352846,0,0,0,0,0,0
0.354453,0,0,0,0,0,0
0.356028,0,0,0,0,0,0
0.357590,0,0,0,0,0,0
0.359154,0,0,0,0,0,0
0.360718,0,0,0,0,0,0
0.362127,0,0,0,0,0,0
0.363532,0,0,0,0,0,0
0.365062,0,0,0,0,0,0
0.366636,0,0,0,0,0,0
0.368197,0,0,0,0,0,0
0.369803,0,0,0,0,0,0
0.371367,0,0,0,0,0,0
0.372930,0,0,0,0,0,0
0.374492,0,0,0,0,0,0
0.376053,0,0,0,0,0,0
0.377629,0,0,0,0,0,0
0.379192,0,0,0,0,0,0
0.380756,0,0,0,0,0,0
0.382309,0,0,0,0,0,0
0.383860,0,0,0,0,0,0
0.385330,0,0,0,0,0,0
0.386862,0,0,0,0,0,0
0.388436,0,0,0,0,0,0
0.390052,0,0,0,0,0,0
0.391613,0,0,0,0,0,0
0.393178,0,0,0,0,0,0
0.394740,0,0,0,0,0,0
0.396301,0,0,0,0,0,0
0.397911,0,0,0,0,0,0
0.399483,0,0,0,0,0,0
0.401092,0,0,0,0,0,0
0.402654,0,0,0,0,0,0
0.404214,0,0,0,0,0,0
0.405777,0,0,0,0,0,0
0.407339,0,0,0,0,0,0
0.408903,0,0,0,0,0,0
0.410480,0,0,0,0,0,0
0.412041,0,0,0,0,0,0
0.413603,0,0,0,0,0,0
0.415165,0,0,0,0,0,0
0.416729,0,0,0,0,0,0
