elapsed_s,HLSQ_VSDP_BR_QUERY_BUSY,HLSQ_VSDP_BV_QUERY_BUSY,HLSQ_VSDP_BR_QUERY_FAIL,HLSQ_VSDP_BV_QUERY_FAIL,HLSQ_VS_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI
0.001117,0,0,0,0,0,0
0.002550,0,0,0,0,0,0
0.003956,0,0,0,0,0,0
0.005365,0,0,0,0,0,0
0.006756,0,0,0,0,0,0
0.008152,0,0,0,0,0,0
0.009640,0,0,0,0,0,0
0.011064,0,0,0,0,0,0
0.012601,0,0,0,0,0,0
0.014159,0,0,0,0,0,0
0.015642,0,0,0,0,0,0
0.017070,0,0,0,0,0,0
0.018469,0,0,0,0,0,0
0.019871,0,0,0,0,0,0
0.021309,0,0,0,0,0,0
0.022713,0,0,0,0,0,0
0.024106,0,0,0,0,0,0
0.025478,0,0,0,0,0,0
0.026832,0,0,0,0,0,0
0.028251,0,0,0,0,0,0
0.029560,0,0,0,0,0,0
0.030870,0,0,0,0,0,0
0.032293,0,0,0,0,0,0
0.033584,0,0,0,0,0,0
0.034847,0,0,0,0,0,0
0.036109,0,0,0,0,0,0
0.037385,0,0,0,0,0,0
0.038647,0,0,0,0,0,0
0.039910,0,0,0,0,0,0
0.041244,0,0,0,0,0,0
0.042508,0,0,0,0,0,0
0.043770,0,0,0,0,0,0
0.045056,0,0,0,0,0,0
0.046440,0,0,0,0,0,0
0.047787,0,0,0,0,0,0
0.049137,0,0,0,0,0,0
0.050617,0,0,0,0,0,0
0.052212,0,0,0,0,0,0
0.053622,0,0,0,0,0,0
0.055028,0,0,0,0,0,0
0.056483,0,0,0,0,0,0
0.057887,0,0,0,0,0,0
0.059315,0,0,0,0,0,0
0.060797,0,0,0,0,0,0
0.062199,0,0,0,0,0,0
0.063598,0,0,0,0,0,0
0.065160,0,0,0,0,0,0
0.066555,0,0,0,0,0,0
0.067947,0,0,0,0,0,0
0.069364,0,0,0,0,0,0
0.070819,0,0,0,0,0,0
0.073560,0,0,0,0,0,0
0.074812,0,0,0,0,0,0
0.076061,0,0,0,0,0,0
0.077472,0,0,0,0,0,0
0.079126,0,0,0,0,0,0
0.080691,0,0,0,0,0,0
0.081942,0,0,0,0,0,0
0.083192,0,0,0,0,0,0
0.084459,0,0,0,0,0,0
0.085715,0,0,0,0,0,0
0.086929,0,0,0,0,0,0
0.088143,0,0,0,0,0,0
0.089372,0,0,0,0,0,0
0.090629,0,0,0,0,0,0
0.091883,0,0,0,0,0,0
0.093136,0,0,0,0,0,0
0.094519,0,0,0,0,0,0
0.095935,0,0,0,0,0,0
0.097337,0,0,0,0,0,0
0.098595,0,0,0,0,0,0
0.099854,0,0,0,0,0,0
0.101111,0,0,0,0,0,0
0.102366,0,0,0,0,0,0
0.103619,0,0,0,0,0,0
0.104911,0,0,0,0,0,0
0.106163,0,0,0,0,0,0
0.107415,0,0,0,0,0,0
0.108670,0,0,0,0,0,0
0.110080,0,0,0,0,0,0
0.111361,0,0,0,0,0,0
0.112757,0,0,0,0,0,0
0.114150,0,0,0,0,0,0
0.115541,0,0,0,0,0,0
0.116933,0,0,0,0,0,0
0.118325,0,0,0,0,0,0
0.119713,0,0,0,0,0,0
0.121154,0,0,0,0,0,0
0.122529,0,0,0,0,0,0
0.123894,0,0,0,0,0,0
0.125288,0,0,0,0,0,0
0.126652,0,0,0,0,0,0
0.128016,0,0,0,0,0,0
0.129446,0,0,0,0,0,0
0.130795,0,0,0,0,0,0
0.132213,0,0,0,0,0,0
0.133569,0,0,0,0,0,0
0.134919,0,0,0,0,0,0
0.136347,0,0,0,0,0,0
0.137718,0,0,0,0,0,0
0.139137,0,0,0,0,0,0
0.140447,0,0,0,0,0,0
0.141865,0,0,0,0,0,0
0.143283,0,0,0,0,0,0
0.144710,0,0,0,0,0,0
0.146135,0,0,0,0,0,0
0.147561,0,0,0,0,0,0
0.148987,0,0,0,0,0,0
0.150413,0,0,0,0,0,0
0.151875,0,0,0,0,0,0
0.153342,0,0,0,0,0,0
0.154765,0,0,0,0,0,0
0.156166,0,0,0,0,0,0
0.157675,0,0,0,0,0,0
0.159067,0,0,0,0,0,0
0.160600,0,0,0,0,0,0
0.162049,0,0,0,0,0,0
0.163442,0,0,0,0,0,0
0.164843,0,0,0,0,0,0
0.166235,0,0,0,0,0,0
0.167626,0,0,0,0,0,0
0.169057,0,0,0,0,0,0
0.170575,0,0,0,0,0,0
0.172275,0,0,0,0,0,0
0.173837,0,0,0,0,0,0
0.175410,0,0,0,0,0,0
0.177014,0,0,0,0,0,0
0.178574,0,0,0,0,0,0
0.180200,0,0,0,0,0,0
0.181825,0,0,0,0,0,0
0.183384,0,0,0,0,0,0
0.184992,0,0,0,0,0,0
0.186568,0,0,0,0,0,0
0.188195,0,0,0,0,0,0
0.189820,0,0,0,0,0,0
0.191380,0,0,0,0,0,0
0.192987,0,0,0,0,0,0
0.194550,0,0,0,0,0,0
0.196110,0,0,0,0,0,0
0.197759,0,0,0,0,0,0
0.199164,0,0,0,0,0,0
0.200737,0,0,0,0,0,0
0.202300,0,0,0,0,0,0
0.203861,0,0,0,0,0,0
0.205426,0,0,0,0,0,0
0.206986,0,0,0,0,0,0
0.208608,0,0,0,0,0,0
0.210171,0,0,0,0,0,0
0.211733,0,0,0,0,0,0
0.213295,0,0,0,0,0,0
0.214857,0,0,0,0,0,0
0.216421,0,0,0,0,0,0
0.218028,0,0,0,0,0,0
0.219602,0,0,0,0,0,0
0.221163,0,0,0,0,0,0
0.222726,0,0,0,0,0,0
0.224291,0,0,0,0,0,0
0.225897,0,0,0,0,0,0
0.227457,0,0,0,0,0,0
0.229019,0,0,0,0,0,0
0.230471,0,0,0,0,0,0
0.232004,0,0,0,0,0,0
0.233572,0,0,0,0,0,0
0.235133,0,0,0,0,0,0
0.236698,0,0,0,0,0,0
0.238250,0,0,0,0,0,0
0.239803,0,0,0,0,0,0
0.241377,0,0,0,0,0,0
0.242909,0,0,0,0,0,0
0.244473,0,0,0,0,0,0
0.246035,0,0,0,0,0,0
0.247596,0,0,0,0,0,0
0.249201,0,0,0,0,0,0
0.250764,0,0,0,0,0,0
0.252341,0,0,0,0,0,0
0.253903,0,0,0,0,0,0
0.255463,0,0,0,0,0,0
0.257068,0,0,0,0,0,0
0.258630,0,0,0,0,0,0
0.260194,0,0,0,0,0,0
0.261756,0,0,0,0,0,0
0.263330,0,0,0,0,0,0
0.264937,0,0,0,0,0,0
0.266499,0,0,0,0,0,0
0.268060,0,0,0,0,0,0
0.269623,0,0,0,0,0,0
0.271184,0,0,0,0,0,0
0.272792,0,0,0,0,0,0
0.274369,0,0,0,0,0,0
0.275930,0,0,0,0,0,0
0.277495,0,0,0,0,0,0
0.279056,0,0,0,0,0,0
0.280663,0,0,0,0,0,0
0.282225,0,0,0,0,0,0
0.283786,0,0,0,0,0,0
