elapsed_s,HLSQ_SPTROC_STCHE_MISS_INC_VS,HLSQ_SPTROC_STCHE_MISS_INC_FS,HLSQ_SPTROC_STCHE_MISS_INC_BV,HLSQ_SPTROC_STCHE_MISS_INC_LPAC,HLSQ_VSBR_S2W_CYCLES_SP,HLSQ_FS_S2W_CYCLES_SP
0.001097,0,0,0,0,0,0
0.002632,0,0,0,0,0,0
0.004069,0,0,0,0,0,0
0.005505,0,0,0,0,0,0
0.006946,0,0,0,0,0,0
0.008379,0,0,0,0,0,0
0.009825,0,0,0,0,0,0
0.011258,0,0,0,0,0,0
0.012773,0,0,0,0,0,0
0.014206,0,0,0,0,0,0
0.015680,0,0,0,0,0,0
0.017122,0,0,0,0,0,0
0.018519,0,0,0,0,0,0
0.019983,0,0,0,0,0,0
0.021374,0,0,0,0,0,0
0.022764,0,0,0,0,0,0
0.024201,0,0,0,0,0,0
0.025590,0,0,0,0,0,0
0.026980,0,0,0,0,0,0
0.028418,0,0,0,0,0,0
0.029807,0,0,0,0,0,0
0.031215,0,0,0,0,0,0
0.032731,0,0,0,0,0,0
0.034143,0,0,0,0,0,0
0.035732,0,0,0,0,0,0
0.037168,0,0,0,0,0,0
0.038554,0,0,0,0,0,0
0.039989,0,0,0,0,0,0
0.041394,0,0,0,0,0,0
0.042785,0,0,0,0,0,0
0.044246,0,0,0,0,0,0
0.045610,0,0,0,0,0,0
0.046970,0,0,0,0,0,0
0.048378,0,0,0,0,0,0
0.049746,0,0,0,0,0,0
0.051111,0,0,0,0,0,0
0.052502,0,0,0,0,0,0
0.053866,0,0,0,0,0,0
0.055233,0,0,0,0,0,0
0.056743,0,0,0,0,0,0
0.058130,0,0,0,0,0,0
0.059504,0,0,0,0,0,0
0.060917,0,0,0,0,0,0
0.062266,0,0,0,0,0,0
0.063624,0,0,0,0,0,0
0.064970,0,0,0,0,0,0
0.066319,0,0,0,0,0,0
0.067665,0,0,0,0,0,0
0.069013,0,0,0,0,0,0
0.070361,0,0,0,0,0,0
0.071708,0,0,0,0,0,0
0.073058,0,0,0,0,0,0
0.074414,0,0,0,0,0,0
0.075802,0,0,0,0,0,0
0.077109,0,0,0,0,0,0
0.078414,0,0,0,0,0,0
0.079773,0,0,0,0,0,0
0.081113,0,0,0,0,0,0
0.082487,0,0,0,0,0,0
0.083840,0,0,0,0,0,0
0.085116,0,0,0,0,0,0
0.086382,0,0,0,0,0,0
0.087803,0,0,0,0,0,0
0.089129,0,0,0,0,0,0
0.090460,0,0,0,0,0,0
0.091799,0,0,0,0,0,0
0.093070,0,0,0,0,0,0
0.094337,0,0,0,0,0,0
0.095745,0,0,0,0,0,0
0.097101,0,0,0,0,0,0
0.098458,0,0,0,0,0,0
0.099891,0,0,0,0,0,0
0.101353,0,0,0,0,0,0
0.102757,0,0,0,0,0,0
0.104287,0,0,0,0,0,0
0.105685,0,0,0,0,0,0
0.107102,0,0,0,0,0,0
0.108543,0,0,0,0,0,0
0.110007,0,0,0,0,0,0
0.111438,0,0,0,0,0,0
0.112879,0,0,0,0,0,0
0.114316,0,0,0,0,0,0
0.115830,0,0,0,0,0,0
0.117296,0,0,0,0,0,2454
0.118548,0,0,0,0,0,2256
0.120794,0,0,0,0,0,4230
0.122044,0,0,0,0,0,2256
0.123295,0,0,0,0,0,2538
0.124591,0,0,0,0,0,2256
0.125845,0,0,0,0,0,2256
0.127098,0,0,0,0,0,2538
0.128562,0,0,0,0,0,2538
0.129814,0,0,0,0,0,2538
0.131064,0,0,0,0,0,2256
0.132315,0,0,0,0,0,2256
0.133697,0,0,0,0,0,2820
0.135111,0,0,0,0,0,2538
0.136404,0,0,0,0,0,2538
