elapsed_s,SP_TTU_GPR_WR_REQ,SP_GPR_CACHE_SRC0_GPR_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC1_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC2_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,SP_UCHE_READ_BURST,SP_UCHE_WRITE_BURST,SP_LDST_GMEM_REQ_NUM
0.001060,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002940,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004598,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006334,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007923,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009646,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011462,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013079,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014671,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016267,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018013,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019706,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021475,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023131,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024686,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026240,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027794,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029430,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030996,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032550,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034102,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035653,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037350,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038889,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040547,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042169,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043795,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045511,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047119,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048728,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050334,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051941,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053442,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054862,0,0,0,0,0,0,0,0,0,0,0,0,0
0.056327,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057812,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059283,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060746,0,0,0,0,0,0,0,0,0,0,0,0,0
0.062213,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063700,0,0,0,0,0,0,0,0,0,0,0,0,0
0.065211,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066680,0,0,0,0,0,0,0,0,0,0,0,0,0
0.068145,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069614,0,0,0,0,0,0,0,0,0,0,0,0,0
0.071039,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072522,0,0,0,720,0,0,0,0,0,0,0,0,0
0.074212,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075631,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077036,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078439,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079839,0,0,0,0,0,0,0,0,0,0,0,0,0
0.081344,0,0,0,0,0,0,0,0,0,0,0,0,0
0.082746,0,0,0,68814,46469,62539,82413,193093,203123,267888,268301,24,24
0.084449,162123,205184,0,591690,42036,477666,173759,512759,423034,437940,357844,0,0
0.085870,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087262,0,0,0,0,0,0,0,0,0,0,0,0,0
0.088657,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090052,0,0,0,0,0,0,0,0,0,0,0,0,0
0.091446,0,0,0,0,0,0,0,0,0,0,0,0,0
0.092840,0,0,0,0,0,0,0,0,0,0,0,0,0
0.094301,0,0,0,0,0,0,0,0,0,0,0,0,0
0.095695,0,0,0,0,0,0,0,0,0,0,0,0,0
0.097088,0,0,0,0,0,0,0,0,0,0,0,0,0
0.098475,0,0,0,0,0,0,0,0,0,0,0,0,0
0.099861,0,0,0,0,0,0,0,0,0,0,0,0,0
0.101306,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102694,0,0,0,0,0,0,0,0,0,0,0,0,0
0.104080,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105487,0,0,0,0,0,0,0,0,0,0,0,0,0
0.106872,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108255,0,0,0,0,0,0,0,0,0,0,0,0,0
0.109641,0,0,0,0,0,0,0,0,0,0,0,0,0
0.111026,0,0,0,0,0,0,0,0,0,0,0,0,0
0.112412,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113796,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115183,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116589,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118081,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119469,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120855,0,0,0,0,0,0,0,0,0,0,0,0,0
