elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_11_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_12_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_13_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_14_WORKING_CC_L2
0.001099,0,0,0,0
0.002551,0,0,0,0
0.003972,0,0,0,0
0.005390,0,0,0,0
0.006803,0,0,0,0
0.008218,0,0,0,0
0.009639,0,0,0,0
0.011024,0,0,0,0
0.012404,0,0,0,0
0.013781,0,0,0,0
0.015218,0,0,0,0
0.016600,0,0,0,0
0.017969,0,0,0,0
0.019379,0,0,0,0
0.020745,0,0,0,0
0.022180,0,0,0,0
0.023528,0,0,0,0
0.024876,0,0,0,0
0.026390,0,0,0,0
0.027869,0,0,0,0
0.029228,0,0,0,0
0.030579,0,0,0,0
0.031920,0,0,0,0
0.033251,0,0,0,0
0.034582,0,0,0,0
0.035913,0,0,0,0
0.037243,0,0,0,0
0.038622,0,0,0,0
0.039952,0,0,0,0
0.041284,0,0,0,0
0.042626,0,0,0,0
0.043958,0,0,0,0
0.045438,0,0,0,0
0.047006,0,0,0,0
0.048318,0,0,0,0
0.049609,0,0,0,0
0.050949,0,0,0,0
0.052239,0,0,0,0
0.053589,0,0,0,0
0.054878,0,0,0,0
0.056135,0,0,0,0
0.057392,0,0,0,0
0.058649,0,0,0,0
0.059905,0,0,0,0
0.061164,0,0,0,0
0.062599,0,0,0,0
0.063936,0,0,0,0
0.065285,0,0,0,0
0.066628,0,0,0,0
0.067974,0,0,0,0
0.069329,0,0,0,0
0.070672,0,0,0,0
0.072014,0,0,0,0
0.073359,0,0,0,0
0.074770,0,0,0,0
0.076413,0,0,0,0
0.077752,0,0,0,0
0.079160,0,0,0,0
0.080579,0,0,0,0
0.081967,0,0,0,0
0.083355,0,0,0,0
0.084744,0,0,0,0
0.086239,0,0,0,0
0.087655,0,0,0,0
0.088895,0,0,0,0
0.090306,0,0,0,0
0.094436,0,0,0,0
0.095730,0,0,0,0
0.096970,0,0,0,0
0.098344,0,0,0,0
0.099589,0,0,0,0
0.100791,0,0,0,0
0.102178,0,0,0,0
0.103603,0,0,0,0
0.104972,0,0,0,0
0.106383,0,0,0,0
0.107637,0,0,0,0
0.108890,0,0,0,0
0.110300,0,0,0,0
0.111577,0,0,0,0
0.112837,0,0,0,0
0.114269,0,0,0,0
0.115695,0,0,0,0
0.117157,0,0,0,0
0.118587,0,0,0,0
0.120049,0,0,0,0
0.121524,0,0,0,0
0.122955,0,0,0,0
0.124335,0,0,0,0
0.125798,0,0,0,0
0.127391,0,0,0,0
0.128763,0,0,0,0
0.130189,0,0,0,0
0.131637,0,0,0,0
0.132985,0,0,0,0
0.134380,0,0,0,0
0.135727,0,0,0,0
0.137068,0,0,0,0
0.138410,0,0,0,0
0.139751,0,0,0,0
0.141092,0,0,0,0
0.142433,0,0,0,0
0.143842,0,0,0,0
0.145348,0,0,0,0
0.146782,0,0,0,0
0.148304,0,0,0,0
0.149854,0,0,0,0
0.151282,0,0,0,0
0.152801,0,0,0,0
0.154355,0,0,0,0
0.155907,0,0,0,0
0.157470,0,0,0,0
0.159064,0,0,0,0
0.160615,0,0,0,0
0.162168,0,0,0,0
0.163719,0,0,0,0
0.165268,0,0,0,0
0.166821,0,0,0,0
0.168262,0,0,0,0
0.169782,0,0,0,0
0.171304,0,0,0,0
0.172697,0,0,0,0
0.174085,0,0,0,0
0.175517,0,0,0,0
0.176903,0,0,0,0
0.178302,0,0,0,0
0.179689,0,0,0,0
0.181203,0,0,0,0
0.182755,0,0,0,0
0.184306,0,0,0,0
0.185856,0,0,0,0
0.187407,0,0,0,0
0.188961,0,0,0,0
0.190379,0,0,0,0
0.191942,0,0,0,0
0.193492,0,0,0,0
0.195043,0,0,0,0
0.196594,0,0,0,0
0.198146,0,0,0,0
0.199711,0,0,0,0
0.201262,0,0,0,0
0.202814,0,0,0,0
0.204366,0,0,0,0
0.205916,0,0,0,0
0.207476,0,0,0,0
0.209025,0,0,0,0
0.210593,0,0,0,0
0.212144,0,0,0,0
0.213694,0,0,0,0
0.215245,0,0,0,0
0.216796,0,0,0,0
0.218349,0,0,0,0
0.219900,0,0,0,0
0.221338,0,0,0,0
0.222905,0,0,0,0
0.224457,0,0,0,0
0.226006,0,0,0,0
0.227562,0,0,0,0
0.229112,0,0,0,0
0.230665,0,0,0,0
0.232231,0,0,0,0
0.233781,0,0,0,0
0.235290,0,0,0,0
0.236811,0,0,0,0
0.238363,0,0,0,0
0.239958,0,0,0,0
0.241508,0,0,0,0
0.243071,0,0,0,0
0.244622,0,0,0,0
0.246176,0,0,0,0
0.247727,0,0,0,0
0.249276,0,0,0,0
0.250828,0,0,0,0
0.252370,0,0,0,0
0.253924,0,0,0,0
0.255493,0,0,0,0
0.257041,0,0,0,0
0.258593,0,0,0,0
0.260142,0,0,0,0
0.261690,0,0,0,0
0.263238,0,0,0,0
0.264812,0,0,0,0
0.266248,0,0,0,0
0.271472,0,0,0,0
0.272909,0,0,0,0
0.274255,0,0,0,0
0.275612,0,0,0,0
0.276952,0,0,0,0
0.278290,0,0,0,0
0.279630,0,0,0,0
0.280969,0,0,0,0
0.282309,0,0,0,0
0.283648,0,0,0,0
0.284985,0,0,0,0
0.286336,0,0,0,0
0.287995,0,0,0,0
0.289417,0,0,0,0
0.290934,0,0,0,0
0.292483,0,0,0,0
0.294030,0,0,0,0
0.295582,0,0,0,0
0.297144,0,0,0,0
0.298694,0,0,0,0
0.300242,0,0,0,0
0.301790,0,0,0,0
0.303400,0,0,0,0
0.304948,0,0,0,0
0.306499,0,0,0,0
