elapsed_s,RAS_SLICE_BLOCK_EMPTY,RAS_SAMPLE_MASK_GEN_LANE_0_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_1_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_2_WORKING_CC_L2
0.001098,0,0,0,0
0.002555,0,0,0,0
0.003978,0,0,0,0
0.005448,0,0,0,0
0.006866,0,0,0,0
0.008279,0,0,0,0
0.009696,0,0,0,0
0.011119,0,0,0,0
0.012543,0,0,0,0
0.013958,0,0,0,0
0.015371,0,0,0,0
0.016786,0,0,0,0
0.018412,0,0,0,0
0.019811,0,0,0,0
0.021264,0,0,0,0
0.022634,0,0,0,0
0.024000,0,0,0,0
0.025523,0,0,0,0
0.026895,0,0,0,0
0.028268,0,0,0,0
0.029706,0,0,0,0
0.031078,0,0,0,0
0.032465,0,0,0,0
0.033838,0,0,0,0
0.035208,0,0,0,0
0.036611,0,0,0,0
0.038057,0,0,0,0
0.039407,0,0,0,0
0.040755,0,0,0,0
0.042098,0,0,0,0
0.043453,0,0,0,0
0.044845,0,0,0,0
0.046195,0,0,0,0
0.047543,0,0,0,0
0.048892,0,0,0,0
0.050241,0,0,0,0
0.051587,0,0,0,0
0.053018,0,0,0,0
0.054315,0,0,0,0
0.055718,0,0,0,0
0.057004,0,0,0,0
0.058292,0,0,0,0
0.059580,0,0,0,0
0.060916,0,0,0,0
0.062206,0,0,0,0
0.063496,0,0,0,0
0.064790,0,0,0,0
0.066080,0,0,0,0
0.067370,0,0,0,0
0.068731,0,0,0,0
0.070097,0,0,0,0
0.071476,0,0,0,0
0.072845,0,0,0,0
0.074184,0,0,0,0
0.075533,0,0,0,0
0.076873,0,0,0,0
0.078219,0,0,0,0
0.079557,0,0,0,0
0.080902,0,0,0,0
0.082240,0,0,0,0
0.083582,0,0,0,0
0.085036,0,0,0,0
0.086477,0,0,0,0
0.087874,0,0,0,0
0.089264,0,0,0,0
0.090650,0,0,0,0
0.092035,0,0,0,0
0.093530,0,0,0,0
0.094920,0,0,0,0
0.096159,0,0,0,0
0.098632,0,0,0,0
0.099873,0,0,0,0
0.102048,0,0,0,0
0.103289,0,0,0,0
0.104673,0,0,0,0
0.105972,0,0,0,0
0.107216,0,0,0,0
0.108463,0,0,0,0
0.109691,0,0,0,0
0.111061,0,0,0,0
0.112316,0,0,0,0
0.113569,0,0,0,0
0.114822,0,0,0,0
0.116182,0,0,0,0
0.117493,0,0,0,0
0.118866,0,0,0,0
0.120248,0,0,0,0
0.121621,0,0,0,0
0.123085,0,0,0,0
0.124528,0,0,0,0
0.125951,0,0,0,0
0.127376,0,0,0,0
0.128800,0,0,0,0
0.130222,0,0,0,0
0.131541,0,0,0,0
0.132987,0,0,0,0
0.134336,0,0,0,0
0.135682,0,0,0,0
