elapsed_s,PC_US_STALL_CYCLES_COMPUTE_GFX,PC_US_STALL_CYCLES_GFX_COMPUTE,PC_US_PREDRAW_STALLS,PC_US_DP0_INPUT_STALLS,PC_US_DP1_INPUT_STALLS,PC_US_BR_STALLS_BV_WORKLOAD,PC_US_BV_STALLS_BR_WORKLOAD,PC_US_PASSPAIR_STALL
0.008861,0,0,0,0,0,0,0,0
0.010345,0,0,0,0,0,0,0,0
0.011821,0,0,0,0,0,0,0,0
0.013271,0,0,0,0,0,0,0,0
0.014722,0,0,0,0,0,0,0,0
0.016181,0,0,0,0,0,0,0,0
0.017725,0,0,0,0,0,0,0,0
0.019178,0,0,0,0,0,0,0,0
0.020676,0,0,0,0,0,0,0,0
0.022131,0,0,0,0,0,0,0,0
0.023580,0,0,0,0,0,0,0,0
0.025029,0,0,0,0,0,0,0,0
0.026479,0,0,0,0,0,0,0,0
0.027953,0,0,0,0,0,0,0,0
0.029404,0,0,0,0,0,0,0,0
0.030862,0,0,0,0,0,0,0,0
0.032315,0,0,0,0,0,0,0,0
0.033769,0,0,0,0,0,0,0,0
0.035219,0,0,0,0,0,0,0,0
0.036681,0,0,0,0,0,0,0,0
0.038130,0,0,0,0,0,0,0,0
0.039581,0,0,0,0,0,0,0,0
0.041038,0,0,0,0,0,0,0,0
0.042488,0,0,0,0,0,0,0,0
0.043937,0,0,0,0,0,0,0,0
0.045386,0,0,0,0,0,0,0,0
0.046834,0,0,0,0,0,0,0,0
0.048283,0,0,0,0,0,0,0,0
0.049806,0,0,0,0,0,0,0,0
0.051273,0,0,0,0,0,0,0,0
0.052722,0,0,0,0,0,0,0,0
0.054173,0,0,0,0,0,0,0,0
0.055622,0,0,0,0,0,0,0,0
0.057072,0,0,0,0,0,0,0,0
0.058523,0,0,0,0,0,0,0,0
0.059995,0,0,0,0,0,0,0,0
0.061453,0,0,0,0,0,0,0,0
0.062904,0,0,0,0,0,0,0,0
0.064354,0,0,0,0,0,0,0,0
0.065764,0,0,0,0,0,0,0,0
0.067213,0,0,0,0,0,0,0,0
0.068666,0,0,0,0,0,0,0,0
0.070115,0,0,0,0,0,0,0,0
0.071572,0,0,0,0,0,0,0,0
0.073025,0,0,0,0,0,0,0,0
0.074524,0,0,0,0,0,0,0,0
0.076022,0,0,0,0,0,0,0,0
0.077519,0,0,0,0,0,0,0,0
0.079013,0,0,0,0,0,0,0,0
0.080446,0,0,0,0,0,0,0,0
0.081924,0,0,0,0,0,0,0,0
0.083337,0,0,0,0,0,0,0,0
0.084842,0,0,0,0,0,0,0,0
0.086337,0,0,0,0,0,0,0,0
0.087834,0,0,0,0,0,0,0,0
0.089332,0,0,0,0,0,0,0,0
0.090880,0,0,0,0,0,0,0,0
0.092743,0,0,0,0,0,0,0,0
0.094756,0,0,0,0,0,0,0,0
0.118123,0,0,0,0,0,0,0,0
0.119616,0,0,0,0,0,0,0,0
0.121133,0,0,0,0,0,0,0,0
0.122682,0,0,0,0,0,0,0,0
0.124207,0,0,0,0,0,0,0,0
0.125795,0,0,0,0,0,0,0,0
0.127245,0,0,0,0,0,0,0,0
0.128694,0,0,0,0,0,0,0,0
0.130151,0,0,0,0,0,0,0,0
0.131602,0,0,0,0,0,0,0,0
0.133073,0,0,0,0,0,0,0,0
0.134573,0,0,0,0,0,0,0,0
0.136070,0,0,0,0,0,0,0,0
0.137578,0,0,0,0,0,0,0,0
0.138836,0,0,0,0,0,0,0,0
0.140298,0,0,0,0,0,0,0,0
0.141832,0,0,0,0,0,0,0,0
0.143283,0,0,0,0,0,0,0,0
0.144789,0,0,0,0,0,0,0,0
0.146296,0,0,0,0,0,0,0,0
0.147809,0,0,0,0,0,0,0,0
0.149355,0,0,0,0,0,0,0,0
0.150809,0,0,0,0,0,0,0,0
0.152261,0,0,0,0,0,0,0,0
0.153828,0,0,0,0,0,0,0,0
0.155275,0,0,0,0,0,0,0,0
0.156721,0,0,0,0,0,0,0,0
0.158174,0,0,0,0,0,0,0,0
0.159624,0,0,0,0,0,0,0,0
0.161084,0,0,0,0,0,0,0,0
0.162539,0,0,0,0,0,0,0,0
0.164008,0,0,0,0,0,0,0,0
0.165461,0,0,0,0,0,0,0,0
0.166912,0,0,0,0,0,0,0,0
0.168388,0,0,0,0,0,0,0,0
0.169839,0,0,0,0,0,0,0,0
0.171295,385441,0,0,0,0,0,0,0
0.172505,1009858,0,0,0,0,0,0,0
0.173775,10216,0,0,0,0,0,0,0
0.175218,0,0,0,0,0,0,0,0
0.176547,0,0,0,0,0,0,0,0
0.177970,0,0,0,0,0,0,0,0
0.179410,0,0,0,0,0,0,0,0
0.180881,0,0,0,0,0,0,0,0
0.182326,0,0,0,0,0,0,0,0
0.183769,0,0,0,0,0,0,0,0
0.185112,0,0,0,0,0,0,0,0
0.186583,0,0,0,0,0,0,0,0
0.187967,0,0,0,0,0,0,0,0
0.189347,0,0,0,0,0,0,0,0
0.190727,0,0,0,0,0,0,0,0
0.192109,0,0,0,0,0,0,0,0
0.193488,0,0,0,0,0,0,0,0
0.194824,0,0,0,0,0,0,0,0
0.196219,0,0,0,0,0,0,0,0
0.197594,0,0,0,0,0,0,0,0
0.198972,0,0,0,0,0,0,0,0
0.200356,0,0,0,0,0,0,0,0
0.201764,0,0,0,0,0,0,0,0
0.203207,0,0,0,0,0,0,0,0
0.204673,0,0,0,0,0,0,0,0
0.206050,0,0,0,0,0,0,0,0
0.207552,0,0,0,0,0,0,0,0
0.208935,0,0,0,0,0,0,0,0
0.210271,0,0,0,0,0,0,0,0
0.211744,0,0,0,0,0,0,0,0
0.213194,0,0,0,0,0,0,0,0
0.214575,0,0,0,0,0,0,0,0
0.216031,0,0,0,0,0,0,0,0
0.217474,0,0,0,0,0,0,0,0
0.218808,0,0,0,0,0,0,0,0
0.220268,0,0,0,0,0,0,0,0
0.221786,0,0,0,0,0,0,0,0
0.223227,0,0,0,0,0,0,0,0
0.224643,0,0,0,0,0,0,0,0
0.226094,0,0,0,0,0,0,0,0
0.227549,0,0,0,0,0,0,0,0
0.228897,0,0,0,0,0,0,0,0
0.230338,0,0,0,0,0,0,0,0
0.231779,0,0,0,0,0,0,0,0
0.233220,0,0,0,0,0,0,0,0
0.234552,0,0,0,0,0,0,0,0
0.235909,0,0,0,0,0,0,0,0
0.237357,0,0,0,0,0,0,0,0
0.238798,0,0,0,0,0,0,0,0
0.240239,0,0,0,0,0,0,0,0
0.241706,0,0,0,0,0,0,0,0
0.243146,0,0,0,0,0,0,0,0
0.244604,0,0,0,0,0,0,0,0
0.246045,0,0,0,0,0,0,0,0
0.247493,0,0,0,0,0,0,0,0
0.248934,0,0,0,0,0,0,0,0
0.250374,0,0,0,0,0,0,0,0
0.251814,0,0,0,0,0,0,0,0
0.253255,0,0,0,0,0,0,0,0
0.254696,0,0,0,0,0,0,0,0
0.256136,0,0,0,0,0,0,0,0
0.257583,0,0,0,0,0,0,0,0
0.259024,0,0,0,0,0,0,0,0
0.260389,0,0,0,0,0,0,0,0
