elapsed_s,PC_RESERVED_56,PC_RESERVED_57,PC_RESERVED_58,PC_RESERVED_59,PC_S_BUSY_CYCLES,PC_S_WORKING_CYCLES,PC_S_STALL_CYCLES_VFD,PC_S_STALL_CYCLES_VPC_FE
0.001073,0,0,0,0,0,0,0,0
0.009568,0,0,0,0,0,0,0,0
0.010999,0,0,0,0,0,0,0,0
0.012461,0,0,0,0,0,0,0,0
0.013935,0,0,0,0,0,0,0,0
0.021816,0,0,0,0,0,0,0,0
0.023204,0,0,0,0,0,0,0,0
0.026685,0,0,0,0,0,0,0,0
0.028135,0,0,0,0,0,0,0,0
0.029612,0,0,0,0,0,0,0,0
0.031051,0,0,0,0,0,0,0,0
0.032529,0,0,0,0,0,0,0,0
0.033988,0,0,0,0,0,0,0,0
0.035439,0,0,0,0,0,0,0,0
0.036913,0,0,0,0,0,0,0,0
0.038355,0,0,0,0,0,0,0,0
0.039806,0,0,0,0,0,0,0,0
0.041259,0,0,0,0,0,0,0,0
0.042692,0,0,0,0,0,0,0,0
0.044151,0,0,0,0,0,0,0,0
0.045617,0,0,0,0,0,0,0,0
0.047010,0,0,0,0,0,0,0,0
0.048473,0,0,0,0,0,0,0,0
0.049926,0,0,0,0,0,0,0,0
0.051379,0,0,0,0,0,0,0,0
0.052853,0,0,0,0,0,0,0,0
0.054310,0,0,0,0,0,0,0,0
0.055765,0,0,0,0,0,0,0,0
0.057216,0,0,0,0,0,0,0,0
0.058698,0,0,0,0,0,0,0,0
0.060197,0,0,0,0,0,0,0,0
0.061668,0,0,0,0,0,0,0,0
0.063190,0,0,0,0,0,0,0,0
0.064694,0,0,0,0,0,0,0,0
0.066193,0,0,0,0,0,0,0,0
0.067747,0,0,0,0,0,0,0,0
0.069310,0,0,0,0,0,0,0,0
0.070894,0,0,0,0,0,0,0,0
0.072372,0,0,0,0,0,0,0,0
0.073851,0,0,0,0,0,0,0,0
0.075336,0,0,0,0,0,0,0,0
0.076813,0,0,0,0,0,0,0,0
0.078291,0,0,0,0,0,0,0,0
0.079765,0,0,0,0,0,0,0,0
0.081244,0,0,0,0,0,0,0,0
0.082711,0,0,0,0,0,0,0,0
0.084192,0,0,0,0,0,0,0,0
0.085668,0,0,0,0,0,0,0,0
0.087164,0,0,0,0,0,0,0,0
0.088640,0,0,0,0,0,0,0,0
0.090123,0,0,0,0,0,0,0,0
0.091596,0,0,0,0,0,0,0,0
0.093083,0,0,0,0,0,0,0,0
0.094559,0,0,0,0,0,0,0,0
0.096084,0,0,0,0,0,0,0,0
0.097575,0,0,0,0,0,0,0,0
0.099030,0,0,0,0,0,0,0,0
0.100540,0,0,0,0,0,0,0,0
0.102013,0,0,0,0,0,0,0,0
0.103470,0,0,0,0,0,0,0,0
0.104920,0,0,0,0,0,0,0,0
0.106378,0,0,0,0,0,0,0,0
0.107829,0,0,0,0,0,0,0,0
0.109280,0,0,0,0,0,0,0,0
0.110781,0,0,0,0,0,0,0,0
0.112284,0,0,0,0,0,0,0,0
0.113779,0,0,0,0,0,0,0,0
0.115274,0,0,0,0,0,0,0,0
0.116809,0,0,0,0,0,0,0,0
0.118309,0,0,0,0,0,0,0,0
0.119807,0,0,0,0,0,0,0,0
0.121302,0,0,0,0,0,0,0,0
0.122800,0,0,0,0,0,0,0,0
0.124297,0,0,0,0,0,0,0,0
0.125799,0,0,0,0,0,0,0,0
0.127304,0,0,0,0,0,0,0,0
0.130641,0,0,0,0,0,0,0,0
0.132140,0,0,0,0,0,0,0,0
0.133640,0,0,0,0,0,0,0,0
0.135111,0,0,0,0,0,0,0,0
0.136560,0,0,0,0,0,0,0,0
0.138020,0,0,0,0,0,0,0,0
0.139469,0,0,0,0,0,0,0,0
0.140959,0,0,0,0,0,0,0,0
0.142409,0,0,0,0,0,0,0,0
0.143860,0,0,0,0,0,0,0,0
0.145310,0,0,0,0,0,0,0,0
0.146760,0,0,0,0,0,0,0,0
0.148216,0,0,0,0,0,0,0,0
0.149665,0,0,0,0,0,0,0,0
0.151116,0,0,0,0,0,0,0,0
0.152566,0,0,0,0,0,0,0,0
0.154020,0,0,0,0,0,0,0,0
0.155470,0,0,0,0,0,0,0,0
0.156939,0,0,0,0,0,0,0,0
0.158394,0,0,0,0,0,0,0,0
0.159845,0,0,0,0,0,0,0,0
0.161342,0,0,0,0,0,0,0,0
0.162790,0,0,0,0,0,0,0,0
0.164240,0,0,0,0,0,0,0,0
0.165667,0,0,0,0,0,0,0,0
0.167118,0,0,0,0,0,0,0,0
0.168576,0,0,0,0,0,0,0,0
0.170027,0,0,0,0,0,0,0,0
0.173605,0,0,0,0,0,0,0,0
0.175066,0,0,0,0,0,0,0,0
0.176515,0,0,0,0,0,0,0,0
0.177965,0,0,0,0,0,0,0,0
0.179432,0,0,0,0,0,0,0,0
0.180962,0,0,0,0,0,0,0,0
0.182460,0,0,0,0,0,0,0,0
0.183959,0,0,0,0,0,0,0,0
0.185456,0,0,0,0,0,0,0,0
0.186947,0,0,0,0,0,0,0,0
0.188444,0,0,0,0,0,0,0,0
0.189975,0,0,0,0,0,0,0,0
0.191456,0,0,0,0,0,0,0,0
0.192920,0,0,0,0,0,0,0,0
0.194372,0,0,0,0,0,0,0,0
0.195827,0,0,0,0,0,0,0,0
0.197300,0,0,0,0,0,0,0,0
0.209566,0,0,0,0,0,0,0,0
0.211031,0,0,0,0,0,0,0,0
0.212482,0,0,0,0,0,0,0,0
0.214735,0,0,0,0,0,0,0,0
0.217162,0,0,0,0,0,0,0,0
0.226764,0,0,0,0,0,0,0,0
0.228261,0,0,0,0,0,0,0,0
0.229756,0,0,0,0,0,0,0,0
0.231253,0,0,0,0,0,0,0,0
0.232752,0,0,0,0,0,0,0,0
0.234249,0,0,0,0,0,0,0,0
0.235744,0,0,0,0,0,0,0,0
0.237247,0,0,0,0,0,0,0,0
0.238793,0,0,0,0,0,0,0,0
0.240290,0,0,0,0,0,0,0,0
0.241721,0,0,0,0,0,0,0,0
0.243240,0,0,0,0,0,0,0,0
0.244765,0,0,0,0,0,0,0,0
0.246262,0,0,0,0,0,0,0,0
0.247765,0,0,0,0,0,0,0,0
0.249265,0,0,0,0,0,0,0,0
0.250737,0,0,0,0,0,0,0,0
0.252237,0,0,0,0,0,0,0,0
0.253733,0,0,0,0,0,0,0,0
0.255231,0,0,0,0,0,0,0,0
0.256734,0,0,0,0,0,0,0,0
0.258238,0,0,0,0,0,0,0,0
0.259736,0,0,0,0,0,0,0,0
0.261269,0,0,0,0,0,0,0,0
0.262798,0,0,0,0,0,0,0,0
0.264295,0,0,0,0,0,0,0,0
0.265796,0,0,0,0,0,0,0,0
0.267295,0,0,0,0,0,0,0,0
0.268799,0,0,0,0,0,0,0,0
0.270299,0,0,0,0,0,0,0,0
0.271801,0,0,0,0,0,0,0,0
0.273345,0,0,0,0,133,852,0,0
0.274673,0,0,0,0,867,396,0,0
0.276242,0,0,0,0,0,0,0,0
0.277796,0,0,0,0,0,0,0,0
0.279292,0,0,0,0,0,0,0,0
0.280769,0,0,0,0,0,0,0,0
0.282247,0,0,0,0,0,0,0,0
0.283752,0,0,0,0,0,0,0,0
0.285227,0,0,0,0,0,0,0,0
0.286772,0,0,0,0,0,0,0,0
0.382817,0,0,0,0,1761,2319,48,0
0.384038,0,0,0,0,3243,4041,132,0
0.389609,0,0,0,0,744,798,12,0
0.391051,0,0,0,0,0,0,0,0
0.392511,0,0,0,0,0,0,0,0
0.393959,0,0,0,0,0,0,0,0
0.397419,0,0,0,0,0,0,0,0
0.403776,0,0,0,0,0,0,0,0
0.405114,0,0,0,0,0,0,0,0
0.406560,0,0,0,0,0,0,0,0
0.408002,0,0,0,0,0,0,0,0
0.409443,0,0,0,0,0,0,0,0
0.410784,0,0,0,0,0,0,0,0
0.419373,0,0,0,0,0,0,0,0
0.420838,0,0,0,0,0,0,0,0
0.422280,0,0,0,0,0,0,0,0
0.423720,0,0,0,0,0,0,0,0
0.429661,0,0,0,0,0,0,0,0
0.432702,0,0,0,0,0,0,0,0
0.434139,0,0,0,0,0,0,0,0
0.435472,0,0,0,0,0,0,0,0
0.436924,0,0,0,0,0,0,0,0
0.438366,0,0,0,0,0,0,0,0
0.439807,0,0,0,0,0,0,0,0
0.441160,0,0,0,0,0,0,0,0
0.442621,0,0,0,0,0,0,0,0
0.444061,0,0,0,0,0,0,0,0
0.445510,0,0,0,0,0,0,0,0
0.446899,0,0,0,0,0,0,0,0
0.448339,0,0,0,0,0,0,0,0
0.449677,0,0,0,0,0,0,0,0
0.451118,0,0,0,0,0,0,0,0
0.452462,0,0,0,0,0,0,0,0
0.453815,0,0,0,0,0,0,0,0
0.455255,0,0,0,0,0,0,0,0
0.456695,0,0,0,0,0,0,0,0
0.458030,0,0,0,0,0,0,0,0
0.459471,0,0,0,0,0,0,0,0
0.460918,0,0,0,0,0,0,0,0
0.462358,0,0,0,0,0,0,0,0
0.463830,0,0,0,0,0,0,0,0
0.465271,0,0,0,0,0,0,0,0
0.466675,0,0,0,0,0,0,0,0
0.468132,0,0,0,0,0,0,0,0
0.469601,0,0,0,0,0,0,0,0
0.471044,0,0,0,0,0,0,0,0
0.472483,0,0,0,0,0,0,0,0
0.473932,0,0,0,0,0,0,0,0
0.475285,0,0,0,0,0,0,0,0
0.476745,0,0,0,0,0,0,0,0
0.478186,0,0,0,0,0,0,0,0
0.479625,0,0,0,0,0,0,0,0
0.481065,0,0,0,0,0,0,0,0
0.482506,0,0,0,0,0,0,0,0
0.483836,0,0,0,0,0,0,0,0
0.485302,0,0,0,0,0,0,0,0
0.486746,0,0,0,0,0,0,0,0
0.488186,0,0,0,0,0,0,0,0
0.489521,0,0,0,0,0,0,0,0
0.490965,0,0,0,0,0,0,0,0
0.492407,0,0,0,0,0,0,0,0
0.493855,0,0,0,0,0,0,0,0
0.495302,0,0,0,0,0,0,0,0
0.496743,0,0,0,0,0,0,0,0
0.498184,0,0,0,0,0,0,0,0
0.499624,0,0,0,0,0,0,0,0
0.501083,0,0,0,0,0,0,0,0
0.502523,0,0,0,0,0,0,0,0
0.503963,0,0,0,0,0,0,0,0
0.505410,0,0,0,0,0,0,0,0
0.506855,0,0,0,0,0,0,0,0
0.508189,0,0,0,0,0,0,0,0
0.509628,0,0,0,0,0,0,0,0
0.511068,0,0,0,0,0,0,0,0
