elapsed_s,PC_NEVER_COUNT,PC_US_BUSY_CYCLES,PC_US_WORKING_CYCLES,PC_US_UCHE_OUTSTANDING_TRANS,PC_US_PASS1_TF_STALL_CYCLES,PC_US_STARVE_CYCLES_FOR_INDEX,PC_US_STARVE_CYCLES_FOR_TF,PC_US_STARVE_CYCLES_FOR_VIZ_STREAM
0.001064,0,0,0,0,0,0,0,0
0.005958,0,0,0,0,0,0,0,0
0.007396,0,0,0,0,0,0,0,0
0.012808,0,0,0,0,0,0,0,0
0.020813,0,0,0,0,0,0,0,0
0.022293,0,0,0,0,0,0,0,0
0.023780,0,0,0,0,0,0,0,0
0.025271,0,0,0,0,0,0,0,0
0.029973,0,0,0,0,0,0,0,0
0.031461,0,0,0,0,0,0,0,0
0.032951,0,0,0,0,0,0,0,0
0.040851,0,0,0,0,0,0,0,0
0.042390,0,0,0,0,0,0,0,0
0.043826,0,0,0,0,0,0,0,0
0.045263,0,0,0,0,0,0,0,0
0.046698,0,0,0,0,0,0,0,0
0.048154,0,0,0,0,0,0,0,0
0.049611,0,0,0,0,0,0,0,0
0.053972,0,0,0,0,0,0,0,0
0.055473,0,0,0,0,0,0,0,0
0.056962,0,0,0,0,0,0,0,0
0.058404,0,0,0,0,0,0,0,0
0.059844,0,0,0,0,0,0,0,0
0.185496,0,3,13,0,0,0,0,0
0.194652,0,0,0,0,0,0,0,0
0.196099,0,0,0,0,0,0,0,0
0.197578,0,0,0,0,0,0,0,0
0.199059,0,0,0,0,0,0,0,0
0.200542,0,0,0,0,0,0,0,0
0.203260,0,0,0,0,0,0,0,0
0.211350,0,0,0,0,0,0,0,0
0.212800,0,0,0,0,0,0,0,0
0.214242,0,0,0,0,0,0,0,0
0.220724,0,0,0,0,0,0,0,0
0.222126,0,0,0,0,0,0,0,0
0.223978,0,0,0,0,0,0,0,0
0.225417,0,0,0,0,0,0,0,0
0.230773,0,0,0,0,0,0,0,0
0.232213,0,0,0,0,0,0,0,0
0.233651,0,0,0,0,0,0,0,0
0.235089,0,0,0,0,0,0,0,0
0.236714,0,0,0,0,0,0,0,0
0.248917,0,362,496,0,0,0,0,0
0.265029,0,0,0,0,0,0,0,0
0.270386,0,837306,2177,0,0,0,0,0
0.364800,0,571980,1254,0,0,0,0,0
0.366245,0,0,0,0,0,0,0,0
0.367676,0,0,0,0,0,0,0,0
0.369009,0,0,0,0,0,0,0,0
0.370440,0,0,0,0,0,0,0,0
0.371872,0,0,0,0,0,0,0,0
0.373304,0,0,0,0,0,0,0,0
0.374747,0,0,0,0,0,0,0,0
0.376204,0,0,0,0,0,0,0,0
0.377636,0,0,0,0,0,0,0,0
0.379068,0,0,0,0,0,0,0,0
0.380496,0,0,0,0,0,0,0,0
0.381895,0,0,0,0,0,0,0,0
0.383323,0,0,0,0,0,0,0,0
0.384768,0,0,0,0,0,0,0,0
0.386197,0,0,0,0,0,0,0,0
0.387626,0,0,0,0,0,0,0,0
0.390066,0,0,0,0,0,0,0,0
0.391497,0,0,0,0,0,0,0,0
0.392925,0,0,0,0,0,0,0,0
0.394357,0,0,0,0,0,0,0,0
0.395787,0,0,0,0,0,0,0,0
0.399380,0,0,0,0,0,0,0,0
0.412601,0,0,0,0,0,0,0,0
0.416503,0,0,0,0,0,0,0,0
0.432871,0,0,0,0,0,0,0,0
0.434330,0,0,0,0,0,0,0,0
0.435773,0,0,0,0,0,0,0,0
0.437214,0,0,0,0,0,0,0,0
0.438655,0,0,0,0,0,0,0,0
0.440002,0,0,0,0,0,0,0,0
0.441445,0,0,0,0,0,0,0,0
0.442935,0,0,0,0,0,0,0,0
0.444556,0,0,0,0,0,0,0,0
0.445920,0,0,0,0,0,0,0,0
0.447361,0,0,0,0,0,0,0,0
0.448839,0,0,0,0,0,0,0,0
0.450281,0,0,0,0,0,0,0,0
0.451722,0,0,0,0,0,0,0,0
0.453164,0,0,0,0,0,0,0,0
0.454613,0,0,0,0,0,0,0,0
0.456073,0,0,0,0,0,0,0,0
0.457514,0,0,0,0,0,0,0,0
0.458955,0,0,0,0,0,0,0,0
0.460395,0,0,0,0,0,0,0,0
0.461838,0,0,0,0,0,0,0,0
0.463280,0,0,0,0,0,0,0,0
0.464729,0,0,0,0,0,0,0,0
0.466169,0,0,0,0,0,0,0,0
0.467612,0,0,0,0,0,0,0,0
0.469053,0,0,0,0,0,0,0,0
0.470495,0,0,0,0,0,0,0,0
0.471938,0,0,0,0,0,0,0,0
0.473380,0,0,0,0,0,0,0,0
0.474828,0,0,0,0,0,0,0,0
0.476454,0,0,0,0,0,0,0,0
0.477911,0,0,0,0,0,0,0,0
0.479351,0,0,0,0,0,0,0,0
0.480824,0,0,0,0,0,0,0,0
0.482293,0,0,0,0,0,0,0,0
0.483733,0,0,0,0,0,0,0,0
0.485181,0,0,0,0,0,0,0,0
0.486622,0,0,0,0,0,0,0,0
0.488082,0,0,0,0,0,0,0,0
0.489523,0,0,0,0,0,0,0,0
0.490964,0,0,0,0,0,0,0,0
0.492404,0,0,0,0,0,0,0,0
0.499496,0,0,0,0,0,0,0,0
0.500947,0,0,0,0,0,0,0,0
0.502581,0,0,0,0,0,0,0,0
0.504138,0,0,0,0,0,0,0,0
0.505468,0,0,0,0,0,0,0,0
0.506909,0,0,0,0,0,0,0,0
0.508349,0,0,0,0,0,0,0,0
0.509791,0,0,0,0,0,0,0,0
0.511241,0,0,0,0,0,0,0,0
0.512685,0,0,0,0,0,0,0,0
0.514044,0,0,0,0,0,0,0,0
0.515378,0,0,0,0,0,0,0,0
0.516804,0,0,0,0,0,0,0,0
0.518274,0,0,0,0,0,0,0,0
