elapsed_s,PC_US_STARVE_CYCLES_DI,PC_US_VIS_STREAMS_LOADED,PC_US_INSTANCES,PC_US_DEAD_PRIM,PC_US_SLICE_LIVE_PRIM,PC_US_3D_DRAWCALLS,PC_US_2D_DRAWCALLS,PC_US_NON_DRAWCALL_GLOBAL_EVENTS
0.001071,0,0,0,0,0,0,0,0
0.007053,0,0,0,0,0,0,0,0
0.013095,0,0,0,0,0,0,0,0
0.014571,0,0,0,0,0,0,0,0
0.023993,0,0,0,0,0,0,0,0
0.031837,0,0,0,0,0,0,0,0
0.039841,0,0,0,0,0,0,0,0
0.041497,0,0,0,0,0,0,0,0
0.042977,0,0,0,0,0,0,0,0
0.044468,0,0,0,0,0,0,0,0
0.046136,0,0,0,0,0,0,0,0
0.047573,0,0,0,0,0,0,0,0
0.048951,0,0,0,0,0,0,0,0
0.050576,0,0,0,0,0,0,0,0
0.056971,0,0,0,0,0,0,0,0
0.058406,0,0,0,0,0,0,0,0
0.059851,0,0,0,0,0,0,0,0
0.061335,0,0,0,0,0,0,0,0
0.065079,0,0,0,0,0,0,0,0
0.066629,0,0,0,0,0,0,0,0
0.068177,0,0,0,0,0,0,0,0
0.069629,0,0,0,0,0,0,0,0
0.071079,0,0,0,0,0,0,0,0
0.072529,0,0,0,0,0,0,0,0
0.073979,0,0,0,0,0,0,0,0
0.075556,0,0,0,0,0,0,0,26
0.076994,0,0,0,0,0,0,0,0
0.078510,0,0,0,0,0,0,0,0
0.080009,0,0,0,0,0,0,0,0
0.081438,0,0,0,0,0,0,0,0
0.082935,0,0,0,0,0,0,0,0
0.084355,0,0,0,0,0,0,0,0
0.085851,0,0,0,0,0,0,0,0
0.087348,0,0,0,0,0,0,0,0
0.088855,0,0,0,0,0,0,0,0
0.090354,0,0,0,0,0,0,0,0
0.092001,0,0,0,0,0,0,0,0
0.093498,0,0,0,0,0,0,0,0
0.097602,0,0,0,0,0,0,0,0
0.099068,0,0,0,0,0,0,0,0
0.100583,0,0,0,0,0,0,0,0
0.102091,0,0,0,0,0,0,0,0
0.103564,0,0,0,0,0,0,0,0
0.104966,0,0,0,0,0,0,0,58
0.106180,0,0,0,0,0,0,0,110
0.107390,0,0,0,0,0,0,0,20
0.109404,0,0,0,0,0,0,0,0
0.110922,0,0,0,0,0,0,0,0
0.112366,0,0,0,0,0,0,0,0
0.113783,0,0,0,0,0,0,0,0
0.115283,0,0,0,0,0,0,0,0
0.116661,0,0,0,0,0,0,0,0
0.118398,0,0,0,0,0,0,0,0
0.120522,0,0,0,0,0,0,0,0
0.122035,0,0,0,0,0,0,0,0
0.123529,0,0,0,0,0,0,0,0
0.125250,0,0,0,0,0,0,0,0
0.126693,0,0,0,0,0,0,0,0
0.128027,0,0,0,0,0,0,0,0
0.129766,0,0,0,0,0,0,0,0
0.131151,0,0,0,0,0,0,0,0
0.132542,0,0,0,0,0,0,0,0
0.133925,0,0,0,0,0,0,0,0
0.135412,0,0,0,0,0,0,0,0
0.137434,0,0,0,0,0,0,0,0
0.138875,0,0,0,0,0,0,0,0
0.148590,0,0,0,0,0,0,0,0
0.168996,0,0,0,0,0,0,0,0
0.206787,0,0,0,0,0,0,0,0
0.208234,0,0,0,0,0,0,0,0
0.209677,0,0,0,0,0,0,0,0
0.211136,0,0,0,0,0,0,0,0
0.212577,0,0,0,0,0,0,0,0
0.214017,0,0,0,0,0,0,0,0
0.215466,0,0,0,0,0,0,0,0
0.216955,0,0,0,0,0,0,0,0
0.218397,0,0,0,0,0,0,0,0
0.220779,0,0,0,0,0,0,0,0
0.222220,0,0,0,0,0,0,0,0
0.230376,0,0,0,0,0,0,0,0
0.235960,0,0,0,0,0,0,0,0
0.237396,0,0,0,0,0,0,0,0
0.238827,0,0,0,0,0,0,0,0
0.240257,0,0,0,0,0,0,0,0
0.241687,0,0,0,0,0,0,0,0
0.259860,0,0,0,0,0,0,0,0
0.261297,0,0,0,0,0,0,0,0
