elapsed_s,LRZ_NEVER_COUNT,LRZ_BUSY_CYCLES,LRZ_STARVE_CYCLES_RAS
0.001105,0,0,1032872
0.002865,0,0,553068
0.004316,0,0,501422
0.005810,0,0,523003
0.007285,0,0,513707
0.008708,0,0,497486
0.010159,0,0,508370
0.011582,0,0,497027
0.013022,0,0,503407
0.014439,0,0,496592
0.015997,0,0,551425
0.017446,0,0,500857
0.018871,0,0,499506
0.020311,0,0,502480
0.021738,0,0,502135
0.023156,0,0,489479
0.024557,0,0,489316
0.025957,0,0,489063
0.027354,0,0,488953
0.028752,0,0,489042
0.030149,0,0,488750
0.031558,0,0,492818
0.032955,0,0,488626
0.034351,0,0,488366
0.035817,0,0,517534
0.037284,0,0,508569
0.038796,0,0,529185
0.040232,0,0,538718
0.041778,0,0,541414
0.043449,0,0,589213
0.045005,0,0,539722
0.046546,0,0,560812
0.048148,0,0,538480
0.049687,0,0,537626
0.051223,0,0,537299
0.052766,0,0,539993
0.054352,0,0,548633
0.055863,0,0,529497
0.057377,0,0,528621
0.058885,0,0,528745
0.060401,0,0,529111
0.061912,0,0,528458
0.063431,0,0,805977
0.064843,0,0,1137812
0.066254,0,0,1137727
0.067669,0,0,1138540
0.069086,0,0,1152787
0.070520,0,0,1137322
0.071879,0,0,1105604
0.073245,0,0,1099097
0.074613,0,0,1103763
0.075978,0,0,1099382
0.077342,0,0,1098677
0.078705,0,0,1039874
0.080056,0,0,789742
0.081472,0,0,750814
0.082924,0,0,772863
0.084322,0,0,744169
0.085728,0,0,748341
0.087145,0,0,723265
0.088515,0,0,727734
0.089879,0,0,727847
0.091246,0,0,729425
0.092615,0,0,729607
0.093981,0,0,726711
0.095415,0,0,945233
0.096842,0,0,1115820
0.098186,4799,4765,1370094
0.099404,0,0,1630522
0.100745,0,0,1626328
0.102106,0,0,1662113
0.103739,0,0,3976782
0.106792,0,0,1677865
0.108192,0,0,1696909
0.109572,0,0,1664088
0.111077,0,0,2917924
0.113357,0,0,1669750
0.114733,0,0,1696781
0.116133,0,0,1661464
0.117504,0,0,1720362
0.119072,0,0,1891885
0.120461,0,0,1640097
0.121804,0,0,1624400
0.123139,0,0,1613688
0.124472,0,0,1613455
0.125803,0,0,1612225
0.127135,0,0,1613569
0.128468,0,0,1615099
0.129816,0,0,1632535
0.131149,0,0,1614038
0.132483,0,0,1615774
0.133835,0,0,1640587
0.135414,0,0,1893721
0.136913,0,0,1859766
0.138458,0,0,1870435
0.139889,0,0,1709021
0.141278,0,0,1679357
0.142661,0,0,1701723
0.144067,0,0,1674354
0.145448,0,0,1672173
0.146832,0,0,1676238
0.148213,0,0,1671570
0.149593,0,0,1672772
0.150987,0,0,1687624
0.152368,4,0,1671470
0.153878,0,0,1859455
0.155428,0,0,1870829
0.156965,0,0,1860680
0.158500,0,0,1858352
0.160127,0,0,1974920
0.161682,0,0,1882244
0.163228,0,0,1873423
0.164773,0,0,1870473
0.166359,0,0,1921293
0.167903,0,0,1870273
0.169448,0,0,1869547
0.170994,0,0,1873951
0.172553,0,0,1887606
0.174096,0,0,1869084
0.175644,0,0,1875508
0.177190,0,0,1871176
0.178733,0,0,1874550
0.180283,0,0,1870033
0.181869,0,0,1921919
0.183304,0,0,1711559
0.184820,0,0,1860732
0.186363,0,0,1868823
0.187907,0,0,1870755
0.189451,0,0,1870421
0.190998,0,0,2219020
0.192708,0,0,1702508
0.194110,0,0,1692802
0.195625,0,0,1864231
0.197171,0,0,1871426
0.198717,0,0,1878125
0.200268,0,0,1871752
0.201812,2,0,1870220
0.203360,0,0,1875461
0.205040,0,0,2237324
0.206646,0,0,1729531
0.208055,0,0,1692444
0.209441,0,0,1675536
0.210824,0,0,1807099
0.212449,0,0,1879632
0.213882,0,0,1697008
0.215294,0,0,1698109
0.216624,0,0,1609041
0.217949,14,0,1604210
0.219322,0,0,1663472
0.220648,0,0,1605487
0.221972,0,0,1603156
0.223345,0,0,1661302
0.224668,0,0,1605016
0.226005,0,0,1618879
0.227379,0,0,1661991
0.228703,0,0,1604531
0.230076,0,0,1646476
0.231426,0,0,1633063
0.232727,0,0,1576160
0.234027,0,0,1574548
0.235376,0,0,1632923
0.236686,0,0,1586128
0.237986,0,0,1574551
0.239335,0,0,1633015
0.240635,0,0,1574240
0.241934,0,0,1573974
0.243282,0,0,1633107
0.244584,0,0,1575958
0.245918,0,0,1714218
0.247335,0,0,1709216
0.248690,0,0,1642814
0.250047,0,0,1641578
0.251452,0,0,1701675
0.252807,0,0,1642130
0.254164,0,0,1642929
0.255570,0,0,1702287
0.256926,0,0,1642227
0.258285,0,0,1654537
0.259697,0,0,1572028
0.261022,0,0,1685203
0.262400,0,0,1729063
0.263841,0,0,1669750
0.265231,3,0,1687315
0.266625,0,0,1684575
0.268242,0,0,1961226
0.269648,0,0,1691208
0.271030,0,0,1691938
0.272426,0,0,1675868
0.273806,0,0,1668593
0.278900,0,0,6174431
0.280311,0,0,1729114
0.281672,9087,8907,1464622
0.282903,0,0,1875753
0.284482,0,0,1706237
0.285852,0,0,1636534
0.287199,0,0,1628581
0.288542,0,0,1624887
0.289881,0,0,1619702
0.291293,0,0,1711956
0.292630,0,0,1611728
0.293978,0,0,1633190
0.296225,0,0,2718359
0.297599,0,0,1662340
0.298971,0,0,1661021
0.300343,0,0,1662042
0.301726,0,0,1677047
0.303101,0,0,1665550
0.304475,0,0,1664617
0.305850,0,0,1663986
0.307242,0,0,1772120
0.308672,0,0,1649849
0.310109,0,0,1743033
0.311494,0,0,1671153
0.312885,0,0,1683268
0.314258,0,0,1662485
0.315635,0,0,1668680
0.317010,0,0,1664513
0.318383,0,0,1662220
0.319761,0,0,1671122
0.321269,0,0,1860442
0.322894,0,0,2042266
0.324513,0,0,1884474
0.326101,0,0,1923807
0.327649,0,0,1873276
0.329194,0,0,1870750
0.330737,0,0,1875752
0.332287,0,0,1870283
0.333831,0,0,1870180
0.335391,2,0,1888561
0.336936,0,0,1871128
0.338479,0,0,1870726
0.340091,0,0,1925939
0.341478,0,0,1725689
0.342904,0,0,1677278
0.344286,14,0,1672837
0.345684,0,0,1693902
0.347067,0,0,1670540
0.348442,0,0,1663544
0.349942,0,0,1845811
0.351355,0,0,1689036
0.352872,0,0,1863909
0.354420,0,0,1876103
0.355849,0,0,1703154
0.357332,0,0,1824659
0.358883,0,0,1876478
0.360430,0,0,1872649
0.361975,0,0,1870811
0.363521,0,0,1874154
0.365068,0,0,1871966
0.366626,0,0,2399740
0.368597,0,0,1873974
0.370141,0,0,1870907
0.371687,0,0,1872796
0.373233,0,0,1870228
0.374778,0,0,1925288
0.376368,0,0,1871501
0.377924,0,0,1884613
0.379471,0,0,1874925
0.381019,0,0,1872391
