elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001129,0,245367,4326,3427
0.002648,0,245799,4346,3038
0.004106,0,236648,4177,7671
0.005547,0,223192,3946,7183
0.006933,0,235720,4187,2872
0.008383,0,228356,4000,2822
0.009798,0,225309,3954,3657
0.011264,0,214682,3790,2754
0.012661,0,221443,3886,3202
0.014100,0,213585,3771,2741
0.015514,0,217468,3828,2675
0.016995,0,206376,3632,3082
0.018435,0,215593,3802,3094
0.019841,0,218353,3812,2963
0.021225,0,211109,3724,2758
0.022564,0,208534,3688,2873
0.023906,0,207392,3620,2698
0.025323,0,208566,3646,3598
0.026679,0,266604,4724,3062
0.028191,0,214062,3765,3123
0.029545,0,252301,4444,2510
0.030915,0,185237,3332,2117
0.032190,0,236378,4228,2259
0.033596,0,236159,4245,2182
0.034963,0,236849,4256,2170
0.036330,0,259005,4666,2201
0.037822,0,194642,3485,2087
0.039173,0,189679,3393,2140
0.040524,0,196264,3517,1943
0.041894,0,208959,3753,2101
0.043293,0,205787,3686,1996
0.044771,0,204691,3670,1729
0.046178,0,207415,3718,1733
0.047574,0,210380,3772,1726
0.049174,0,217502,3903,1717
0.050594,0,210092,3768,1720
0.052008,0,205842,3689,1751
0.053397,0,206839,3707,1674
0.054789,0,205916,3691,1707
0.056174,0,204148,3660,1699
0.057567,0,396550,7177,72644
0.059219,0,204619,3668,1802
0.060668,0,1733200,31618,1673
0.065012,0,204943,3672,1720
0.066397,0,204954,3674,1779
0.067925,0,337767,4531,155286
0.069365,0,1395327,12178,1395256
0.070605,0,1364041,11904,1364023
0.071845,0,1363518,11900,1363519
0.073132,0,1415566,12354,1415584
0.074371,0,1364511,11909,1364510
0.075611,0,1363928,11903,1363911
0.076976,0,1553773,13560,1553816
0.078265,0,1365231,11915,1365231
0.079505,0,1363825,11903,1363870
0.080876,0,1574845,13743,1574757
0.082181,0,1491871,13020,1304422
0.083588,0,420916,3568,2939
0.085018,0,415652,3557,2643
0.086407,0,420602,3601,2514
0.087794,0,689544,5949,2501
0.089475,0,417152,3568,2505
0.090861,0,418264,3581,2503
0.092245,0,415487,3556,2644
0.093771,0,425949,3645,2519
0.095163,0,423039,3619,2683
0.096556,0,400092,3422,2514
0.097937,0,413096,3533,2511
0.099316,0,414200,3545,2533
0.100791,0,422847,3618,2500
0.102169,0,412450,3530,2497
0.103546,0,412278,3528,2503
0.104980,0,407591,3486,2511
0.106359,0,452139,3876,2507
0.107776,0,399522,3415,2501
0.109161,0,411657,3522,2501
0.110541,0,423763,3627,2500
0.111921,0,955372,8268,2506
0.113809,0,412774,3532,2510
0.115198,0,422857,3618,2508
0.116676,0,473937,4067,2661
0.118109,0,424060,3629,2503
0.119490,0,414595,3547,2508
0.120871,0,462203,3963,2645
0.122286,0,415276,3552,2571
0.123792,0,427449,3659,2502
0.125510,0,416216,3561,2511
0.126898,0,413836,3540,2607
0.128280,0,539366,4635,2510
0.129822,0,418791,3584,2501
0.131207,0,418695,3584,2507
0.132594,0,426782,3652,2616
0.133978,0,416339,3563,2505
0.135373,0,407463,3485,2507
0.136760,0,456008,3909,2512
0.138179,0,415996,3560,2498
0.139690,0,428507,3668,2507
0.141240,0,442563,3791,2506
0.142789,0,428812,3671,2508
0.144335,0,445034,3812,2509
0.145779,0,419498,3590,2627
