elapsed_s,VPC_BE_PS_BUSY_CYCLES,VPC_BE_PS_WORKING_CYCLES,VPC_BE_STALL_CYCLES_CCHE,VPC_BE_STARVE_CYCLES_CCHE,VPC_BE_LM_FULL_WAIT_FOR_INTP_END,VPC_BE_CCHE_REQBUF_FULL
0.001097,0,0,0,7199052,0,0
0.002596,0,0,0,4770120,0,0
0.003841,0,0,0,3868764,0,0
0.005038,0,0,0,3766056,0,0
0.006277,0,0,0,3899760,0,0
0.007467,0,0,0,3747852,0,0
0.008654,0,0,0,3739464,0,0
0.009879,0,0,0,4119948,0,0
0.011181,0,0,0,3873840,0,0
0.012435,0,0,0,3912720,0,0
0.013658,0,0,0,3849078,0,0
0.014881,0,0,0,3852672,0,0
0.016103,0,0,0,3850554,0,0
0.017370,0,0,0,4017570,0,0
0.018607,0,0,0,3954882,0,0
0.019872,0,0,0,3897312,0,0
0.021104,0,0,0,3882210,0,0
0.022326,0,0,0,3851364,0,0
0.023550,0,0,0,3851856,0,0
0.024771,0,0,0,3847932,0,0
0.026038,0,0,0,4008858,0,0
0.027350,0,0,0,4114848,0,0
0.028552,0,0,0,3771474,0,0
0.029746,0,0,0,3762126,0,0
0.030936,0,0,0,4018452,0,0
0.032200,0,0,0,3986484,0,0
0.033444,0,0,0,3919350,0,0
0.034708,0,0,0,3980352,0,0
0.035953,0,0,0,3919854,0,0
0.037197,0,0,0,3919362,0,0
0.038438,0,0,0,3853302,0,0
0.039642,0,0,0,3790314,0,0
0.040845,0,0,0,3792546,0,0
0.042048,0,0,0,3787632,0,0
0.043254,0,0,0,3807894,0,0
0.044462,0,0,0,3795930,0,0
0.045665,0,0,0,3791754,0,0
0.046891,0,0,0,3944394,0,0
0.048155,0,0,0,3982014,0,0
0.049417,0,0,0,3977532,0,0
0.050699,0,0,0,3969834,0,0
0.051861,0,0,0,3645564,0,0
0.053067,0,0,0,3794736,0,0
0.054284,0,0,0,3895002,0,0
0.055480,0,0,0,3764466,0,0
0.056675,0,0,0,3765972,0,0
0.057921,0,0,0,4027380,0,0
0.059199,0,0,0,3926496,0,0
0.060444,0,0,0,3915660,0,0
0.061687,0,0,0,3916584,0,0
0.062930,0,0,0,3937062,0,0
0.064181,0,0,0,3919032,0,0
0.065429,0,0,0,3928686,0,0
0.066693,282,351,0,3984270,0,0
0.067938,0,0,0,3921306,0,0
0.069182,0,0,0,3919782,0,0
0.070446,0,0,0,4068450,0,0
0.071750,0,0,0,4103658,0,0
0.073053,0,0,0,4099608,0,0
0.074415,0,0,0,4411440,0,0
0.075745,0,0,0,4088526,0,0
0.077012,0,0,0,3985710,0,0
0.078326,0,0,0,4087470,0,0
0.079551,0,0,0,3859038,0,0
0.080779,384,534,0,4924086,0,0
0.082198,1800,2304,0,8735250,0,0
0.083452,1650,2112,0,7965930,0,0
0.084658,1650,2094,0,7960398,0,0
0.085864,1650,2112,0,7962582,0,0
0.087069,1575,2034,0,7939710,0,0
0.088271,1650,2112,0,7932402,0,0
0.089473,1650,2112,0,7929522,0,0
0.090733,1725,2208,0,8321640,0,0
0.091989,1725,2190,0,8292240,0,0
0.093241,1650,2130,0,8261598,0,0
0.094495,1725,2208,0,8289348,0,0
0.095751,726,909,0,8294634,0,0
0.097019,0,0,0,8365008,0,0
0.098285,0,0,0,8611500,0,0
0.099592,0,0,0,9752322,0,0
0.101068,0,0,0,8340498,0,0
0.102332,0,0,0,8359890,0,0
0.103598,0,0,0,8344716,0,0
0.104861,0,0,0,8337108,0,0
0.106125,0,0,0,8339832,0,0
0.107449,0,0,0,8749680,0,0
0.108715,0,0,0,8359740,0,0
0.111176,0,0,0,16804272,0,0
0.112531,0,0,0,8377338,0,0
0.113794,0,0,0,8797650,0,0
0.115130,0,0,0,8341230,0,0
0.116393,0,0,0,8341782,0,0
0.117665,0,0,0,8393328,0,0
0.119069,0,0,0,27658962,0,0
0.123124,0,0,0,8378574,0,0
0.124388,0,0,0,8327502,0,0
0.125651,0,0,0,8339130,0,0
0.126913,0,0,0,8322780,0,0
0.128192,0,0,0,8436456,0,0
0.129453,0,0,0,8333790,0,0
0.130754,0,0,0,8587770,0,0
0.132017,0,0,0,8334456,0,0
0.133279,0,0,0,8327964,0,0
0.134541,0,0,0,8332812,0,0
0.135806,0,0,0,8346156,0,0
0.137068,0,0,0,8325444,0,0
0.138374,0,0,0,8625948,0,0
0.139636,0,0,0,8323110,0,0
0.141024,0,0,0,9313818,0,0
0.142327,0,0,0,8482866,0,0
0.143600,0,0,0,8384190,0,0
0.144995,0,0,0,9353694,0,0
0.146301,0,0,0,8490336,0,0
0.147574,0,0,0,10644018,0,0
0.149346,0,0,0,9453306,0,0
0.150620,0,0,0,8388066,0,0
0.151887,0,0,0,8368542,0,0
0.153154,0,0,0,8355006,0,0
0.154458,0,0,0,8608038,0,0
0.155724,0,0,0,8354124,0,0
0.156989,0,0,0,8343072,0,0
0.158255,0,0,0,8355972,0,0
0.159538,0,0,0,8475720,0,0
0.160804,0,0,0,8348634,0,0
