elapsed_s,VPC_FE_TSE_FE_TRANSACTIONS,VPC_FE_STALL_CYCLES_CCU,VPC_FE_NUM_WM_HIT,VPC_FE_STALL_DQ_WACK,VPC_FE_STALL_CYCLES_PRG_END_FE,VPC_FE_STALL_CYCLES_PRG_END_VPCVS
0.001109,0,0,0,0,0,0
0.002655,0,0,0,0,0,0
0.004170,0,0,0,0,0,0
0.005738,0,0,0,0,0,0
0.007420,0,0,0,0,0,0
0.009149,0,0,0,0,0,0
0.010768,0,0,0,0,0,0
0.012290,0,0,0,0,0,0
0.013967,0,0,0,0,0,0
0.015599,0,0,0,0,0,0
0.017114,0,0,0,0,0,0
0.020115,0,0,0,0,0,0
0.021663,0,0,0,0,0,0
0.023404,0,0,0,0,0,0
0.024915,0,0,0,0,0,0
0.026426,0,0,0,0,0,0
0.027938,0,0,0,0,0,0
0.029448,0,0,0,0,0,0
0.031038,0,0,0,0,0,0
0.032580,0,0,0,0,0,0
0.034124,0,0,0,0,0,0
0.035634,0,0,0,0,0,0
0.037143,0,0,0,0,0,0
0.038644,0,0,0,0,0,0
0.040127,0,0,0,0,0,0
0.041613,0,0,0,0,0,0
0.043111,0,0,0,0,0,0
0.044592,0,0,0,0,0,0
0.046082,0,0,0,0,0,0
0.047569,0,0,0,0,0,0
0.049054,0,0,0,0,0,0
0.050544,0,0,0,0,0,0
0.052032,0,0,0,0,0,0
0.053528,0,0,0,0,0,0
0.055173,0,0,0,0,0,0
0.056611,0,0,0,0,0,0
0.058168,0,0,0,0,0,0
0.059633,0,0,0,0,0,0
0.061099,0,0,0,0,0,0
0.062564,0,0,0,0,0,0
0.064039,0,0,0,0,0,0
0.065506,0,0,0,0,0,0
0.066959,0,0,0,0,0,0
0.068424,0,0,0,0,0,0
0.069945,0,0,0,0,0,0
0.071286,0,0,0,0,0,0
0.072766,0,0,0,0,0,0
0.074242,0,0,0,0,0,0
0.075637,0,0,0,0,0,0
0.077011,0,0,0,0,0,0
0.078434,0,0,0,0,0,0
0.079806,0,0,0,0,0,0
0.081180,0,0,0,0,0,0
0.082553,0,0,0,0,0,0
0.083925,0,0,0,0,0,0
0.085301,0,0,0,0,0,0
0.086731,0,0,0,0,0,0
0.088124,0,0,0,0,0,0
0.089501,0,0,0,0,0,0
0.090879,0,0,0,0,0,0
0.092374,0,0,0,0,0,0
0.094132,0,0,0,0,0,0
0.095658,0,0,0,0,0,0
0.096969,0,0,0,0,0,0
0.098437,0,0,0,0,0,0
0.099855,0,0,0,0,0,0
0.101270,0,0,0,0,0,0
0.102522,0,0,0,0,0,0
0.103666,0,0,0,0,0,0
0.104810,0,0,0,0,0,0
0.106002,0,0,0,0,0,0
0.107146,0,0,0,0,0,0
0.108289,0,0,0,0,0,0
0.109433,0,0,0,0,0,0
0.110576,0,0,0,0,0,0
0.111719,0,0,0,0,0,0
0.112863,0,0,0,0,0,0
0.114007,0,0,0,0,0,0
0.115151,0,0,0,0,0,0
0.116343,0,0,0,0,0,0
0.117714,0,0,0,0,0,0
0.119139,0,0,0,0,0,0
0.120462,0,0,0,0,0,0
0.121783,0,0,0,0,0,0
0.123118,0,0,0,0,0,0
0.124439,0,0,0,0,0,0
0.125761,0,0,0,0,0,0
0.127093,0,0,0,0,0,0
0.128415,0,0,0,0,0,0
0.129737,0,0,0,0,0,0
0.131061,0,0,0,0,0,0
0.132382,0,0,0,0,0,0
0.133704,0,0,0,0,0,0
0.135064,0,0,0,0,0,0
0.136352,0,0,0,0,0,0
0.137644,0,0,0,0,0,0
0.138945,0,0,0,0,0,0
0.140232,0,0,0,0,0,0
0.141517,0,0,0,0,0,0
0.142803,0,0,0,0,0,0
0.144149,0,0,0,0,0,0
0.145497,0,0,0,0,0,0
0.146840,0,0,0,0,0,0
0.148186,0,0,0,0,0,0
0.149520,0,0,0,0,0,0
0.150859,0,0,0,0,0,0
0.152211,0,0,0,0,0,0
0.153561,0,0,0,0,0,0
0.154966,0,0,0,0,0,0
0.156319,0,0,0,0,0,0
0.157672,0,0,0,0,0,0
0.159103,0,0,0,0,0,0
0.160422,0,0,0,0,0,0
0.161730,0,0,0,0,0,0
0.163040,0,0,0,0,0,0
0.164346,0,0,0,0,0,0
0.165653,0,0,0,0,0,0
0.166971,0,0,0,0,0,0
0.168362,0,0,0,0,0,0
0.169763,0,0,0,0,0,0
0.171234,0,0,0,0,0,0
0.172629,0,0,0,0,0,0
0.174027,0,0,0,0,0,0
0.175422,0,0,0,0,0,0
0.176817,0,0,0,0,0,0
0.178215,0,0,0,0,0,0
0.179741,0,0,0,0,0,0
0.181188,0,0,0,0,0,0
0.182686,0,0,0,0,0,0
0.184088,0,0,0,0,0,0
0.185484,0,0,0,0,0,0
0.186940,0,0,0,0,0,0
0.188338,0,0,0,0,0,0
0.189867,0,0,0,0,0,0
0.191442,0,0,0,0,0,0
