elapsed_s,VPC_RESERVED_42,VPC_RESERVED_43,VPC_RESERVED_44,VPC_BE_BUSY_CYCLES,VPC_BE_WORKING_CYCLES,VPC_BE_STALL_CYCLES_TSE_BE
0.001104,0,0,0,0,0,0
0.002570,0,0,0,0,0,0
0.004009,0,0,0,0,0,0
0.005502,0,0,0,0,0,0
0.007268,0,0,0,0,0,0
0.008745,0,0,0,0,0,0
0.010394,0,0,0,0,0,0
0.011985,0,0,0,0,0,0
0.013429,0,0,0,0,0,0
0.014861,0,0,0,0,0,0
0.016296,0,0,0,0,0,0
0.017915,0,0,0,0,0,0
0.019366,0,0,0,0,0,0
0.020847,0,0,0,0,0,0
0.022289,0,0,0,0,0,0
0.023680,0,0,0,0,0,0
0.025071,0,0,0,0,0,0
0.026513,0,0,0,0,0,0
0.027907,0,0,0,0,0,0
0.029300,0,0,0,0,0,0
0.030738,0,0,0,0,0,0
0.032164,0,0,0,0,0,0
0.033573,0,0,0,0,0,0
0.034968,0,0,0,0,0,0
0.036352,0,0,0,0,0,0
0.037736,0,0,0,0,0,0
0.039211,0,0,0,0,0,0
0.040600,0,0,0,0,0,0
0.041991,0,0,0,0,0,0
0.043451,0,0,0,0,0,0
0.044817,0,0,0,0,0,0
0.046181,0,0,0,0,0,0
0.047548,0,0,0,0,0,0
0.048912,0,0,0,0,0,0
0.050278,0,0,0,0,0,0
0.051645,0,0,0,0,0,0
0.053009,0,0,0,0,0,0
0.054433,0,0,0,0,0,0
0.055804,0,0,0,0,0,0
0.057170,0,0,0,0,0,0
0.058582,0,0,0,0,0,0
0.059893,0,0,0,0,0,0
0.061198,0,0,0,0,0,0
0.062502,0,0,0,0,0,0
0.063808,0,0,0,0,0,0
0.065117,0,0,0,0,0,0
0.066534,0,0,0,0,0,0
0.067840,0,0,0,0,0,0
0.069145,0,0,0,0,0,0
0.070448,0,0,0,0,0,0
0.071711,0,0,0,0,0,0
0.072972,0,0,0,0,0,0
0.074309,0,0,0,0,0,0
0.075606,0,0,0,0,0,0
0.076968,0,0,0,0,0,0
0.078329,0,0,0,0,0,0
0.079686,0,0,0,0,0,0
0.081035,0,0,0,0,0,0
0.082383,0,0,0,0,0,0
0.083789,0,0,0,0,0,0
0.085149,0,0,0,0,0,0
0.086633,0,0,0,2502,882,0
0.087798,0,0,0,0,0,0
0.089218,0,0,0,0,0,0
0.090635,0,0,0,0,0,0
0.092095,0,0,0,0,0,0
0.093537,0,0,0,0,0,0
0.095063,0,0,0,0,0,0
0.096502,0,0,0,0,0,0
0.098087,0,0,0,0,0,0
0.102188,0,0,0,10557,5775,0
0.103440,0,0,0,12765,7383,0
0.104692,0,0,0,12210,7302,0
0.106511,0,0,0,18654,10593,0
0.107763,0,0,0,12426,7143,0
0.109014,0,0,0,12765,7623,0
0.110303,0,0,0,12765,7143,0
0.111555,0,0,0,12765,7383,0
0.112808,0,0,0,12549,7302,0
0.114091,0,0,0,12981,7464,0
0.115347,0,0,0,12549,7302,0
0.116579,0,0,0,2151,1077,0
