elapsed_s,VPC_FE_SP_COMPONENTS,VPC_FE_STALL_CYCLES_VPCRAM_POS,VPC_FE_VS_BUSY_CYCLES,VPC_FE_VS_WORKING_CYCLES,VPC_FE_NUM_VPCRAM_READ_POS,VPC_FE_WIT_FULL_CYCLES
0.001110,0,0,0,0,0,0
0.002720,0,0,0,0,0,0
0.004237,0,0,0,0,0,0
0.005750,0,0,0,0,0,0
0.007272,0,0,0,0,0,0
0.008782,0,0,0,0,0,0
0.010306,0,0,0,0,0,0
0.011819,0,0,0,0,0,0
0.013330,0,0,0,0,0,0
0.014844,0,0,0,0,0,0
0.016356,0,0,0,0,0,0
0.018002,0,0,0,0,0,0
0.019585,0,0,0,0,0,0
0.021056,0,0,0,0,0,0
0.022545,0,0,0,0,0,0
0.023985,0,0,0,0,0,0
0.025424,0,0,0,0,0,0
0.026913,0,0,0,0,0,0
0.028380,0,0,0,0,0,0
0.029823,0,0,0,0,0,0
0.031315,0,0,0,0,0,0
0.032756,0,0,0,0,0,0
0.034285,0,0,0,0,0,0
0.035779,0,0,0,0,0,0
0.037280,0,0,0,0,0,0
0.038665,0,0,0,0,0,0
0.040067,0,0,0,0,0,0
0.041458,0,0,0,0,0,0
0.042852,0,0,0,0,0,0
0.044319,0,0,0,0,0,0
0.045849,0,0,0,0,0,0
0.047296,0,0,0,0,0,0
0.048676,0,0,0,0,0,0
0.050096,0,0,0,0,0,0
0.051375,0,0,0,0,0,0
0.052756,0,0,0,0,0,0
0.054186,0,0,0,0,0,0
0.055490,0,0,0,0,0,0
0.056792,0,0,0,0,0,0
0.058142,0,0,0,0,0,0
0.059528,0,0,0,0,0,0
0.060898,0,0,0,0,0,0
0.062332,0,0,0,0,0,0
0.063667,0,0,0,0,0,0
0.064981,0,0,0,0,0,0
0.066343,0,0,0,0,0,0
0.067697,0,0,0,0,0,0
0.069072,0,0,1917,312,0,0
0.070626,0,0,0,0,0,0
0.071984,0,0,0,0,0,0
0.073336,0,0,0,0,0,0
0.074700,0,0,0,0,0,0
0.076053,0,0,0,0,0,0
0.077408,0,0,0,0,0,0
0.078764,0,0,0,0,0,0
0.080115,0,0,4101,678,0,0
0.081883,0,0,8865,4290,0,0
0.083091,0,0,8760,4290,0,0
0.084298,0,0,8760,4290,0,0
0.085504,0,0,8622,4290,0,0
0.086708,0,0,8763,4254,0,0
0.087914,0,0,8505,4131,0,0
0.089119,0,0,8757,4290,0,0
0.090324,0,0,8766,4290,0,0
0.091528,0,0,8763,4290,0,0
0.092732,0,0,8613,4290,0,0
0.093941,0,0,8763,4254,0,0
0.095148,0,0,6822,3288,0,0
0.096379,0,0,0,0,0,0
0.097731,0,0,0,0,0,0
0.099158,0,0,0,0,0,0
0.100584,0,0,0,0,0,0
0.102068,0,0,0,0,0,0
0.103560,0,0,0,0,0,0
0.104954,0,0,0,0,0,0
0.106359,0,0,0,0,0,0
0.107757,0,0,0,0,0,0
0.109180,0,0,0,0,0,0
0.110587,0,0,0,0,0,0
0.111984,0,0,0,0,0,0
0.113379,0,0,0,0,0,0
0.116583,0,0,0,0,0,0
0.118122,0,0,0,0,0,0
0.119534,0,0,0,0,0,0
0.120922,0,0,0,0,0,0
0.124651,0,0,0,0,0,0
0.126116,0,0,0,0,0,0
0.127512,0,0,0,0,0,0
0.128926,0,0,0,0,0,0
0.130451,0,0,0,0,0,0
0.131855,0,0,0,0,0,0
0.133210,0,0,0,0,0,0
0.134763,0,0,0,0,0,0
0.136121,0,0,0,0,0,0
0.137475,0,0,0,0,0,0
0.138836,0,0,0,0,0,0
0.140213,0,0,0,0,0,0
0.141562,0,0,0,0,0,0
0.142910,0,0,0,0,0,0
0.144260,0,0,0,0,0,0
0.145607,0,0,0,0,0,0
0.147139,0,0,0,0,0,0
0.148713,0,0,0,0,0,0
0.150277,0,0,0,0,0,0
0.151852,0,0,0,0,0,0
0.153411,0,0,0,0,0,0
0.154845,0,0,0,0,0,0
0.156249,0,0,0,0,0,0
0.157648,0,0,0,0,0,0
0.159050,0,0,0,0,0,0
0.160448,0,0,0,0,0,0
0.161858,0,0,0,0,0,0
0.163260,0,0,0,0,0,0
0.164785,0,0,0,0,0,0
0.166348,0,0,0,0,0,0
0.167909,0,0,0,0,0,0
0.169468,0,0,0,0,0,0
0.171028,0,0,0,0,0,0
0.172480,0,0,0,0,0,0
0.174013,0,0,0,0,0,0
0.175575,0,0,0,0,0,0
0.177135,0,0,0,0,0,0
0.178593,0,0,0,0,0,0
0.180151,0,0,0,0,0,0
0.181711,0,0,0,0,0,0
0.183284,0,0,0,0,0,0
0.184836,0,0,0,0,0,0
0.186266,0,0,0,0,0,0
0.187797,0,0,0,0,0,0
0.189357,0,0,0,0,0,0
0.190918,0,0,0,0,0,0
0.192480,0,0,0,0,0,0
0.194054,0,0,0,0,0,0
0.195661,0,0,0,0,0,0
0.197220,0,0,0,0,0,0
0.198782,0,0,0,0,0,0
0.200344,0,0,0,0,0,0
0.201903,0,0,0,0,0,0
0.203540,0,0,0,0,0,0
0.204954,0,0,0,0,0,0
0.206360,0,0,0,0,0,0
0.207758,0,0,0,0,0,0
0.209157,0,0,0,0,0,0
0.210597,0,0,0,0,0,0
0.212102,0,0,0,0,0,0
0.213661,0,0,0,0,0,0
0.215240,0,0,0,0,0,0
0.216798,0,0,0,0,0,0
0.218362,0,0,0,0,0,0
0.219922,0,0,0,0,0,0
0.221481,0,0,0,0,0,0
0.223042,0,0,0,0,0,0
0.224602,0,0,0,0,0,0
0.226177,0,0,0,0,0,0
0.227784,0,0,0,0,0,0
0.229343,0,0,0,0,0,0
0.230904,0,0,0,0,0,0
0.232465,0,0,0,0,0,0
0.234027,0,0,0,0,0,0
0.235585,0,0,0,0,0,0
0.237158,0,0,0,0,0,0
0.238720,0,0,0,0,0,0
0.240281,0,0,0,0,0,0
0.241840,0,0,0,0,0,0
0.243406,0,0,0,0,0,0
0.244966,0,0,0,0,0,0
0.246527,0,0,0,0,0,0
0.248101,0,0,0,0,0,0
0.249657,0,0,0,0,0,0
0.251221,0,0,0,0,0,0
0.252779,0,0,0,0,0,0
0.254342,0,0,0,0,0,0
0.255894,0,0,0,0,0,0
0.257443,0,0,0,0,0,0
0.258886,0,0,0,0,0,0
0.260416,0,0,0,0,0,0
0.261976,0,0,0,0,0,0
0.263536,0,0,0,0,0,0
0.265096,0,0,0,0,0,0
0.266656,0,0,0,0,0,0
0.268216,0,0,0,0,0,0
0.269787,0,0,0,0,0,0
0.271352,0,0,0,0,0,0
0.272910,0,0,0,0,0,0
0.274456,0,0,0,0,0,0
0.275986,0,0,0,0,0,0
0.277537,0,0,0,0,0,0
0.279091,0,0,0,0,0,0
0.280665,0,0,0,0,0,0
0.282226,0,0,0,0,0,0
0.283785,0,0,0,0,0,0
0.285343,0,0,0,0,0,0
0.286952,0,0,0,0,0,0
0.288511,0,0,0,0,0,0
0.290072,0,0,0,0,0,0
0.291691,0,0,0,0,0,0
0.293249,0,0,0,0,0,0
0.294809,0,0,0,0,0,0
0.296369,0,0,0,0,0,0
0.298009,0,0,0,0,0,0
0.299511,0,0,0,0,0,0
0.300913,0,0,0,0,0,0
0.302449,0,0,0,0,0,0
0.304010,0,0,0,0,0,0
0.305567,0,0,0,0,0,0
0.307177,0,0,0,0,0,0
0.308733,0,0,0,0,0,0
0.310174,0,0,0,0,0,0
0.311710,0,0,0,0,0,0
0.313283,0,0,0,0,0,0
0.314844,0,0,0,0,0,0
0.316405,0,0,0,0,0,0
0.317968,0,0,0,0,0,0
0.319530,0,0,0,0,0,0
0.321089,0,0,0,0,0,0
0.322695,0,0,0,0,0,0
0.324270,0,0,0,0,0,0
0.325830,0,0,0,0,0,0
0.327394,0,0,0,0,0,0
0.328953,0,0,0,0,0,0
0.330515,0,0,0,0,0,0
0.332076,0,0,0,0,0,0
0.333635,0,0,0,0,0,0
0.335213,0,0,0,0,0,0
0.336771,0,0,0,0,0,0
0.338377,0,0,0,0,0,0
0.339938,0,0,0,0,0,0
0.341497,0,0,0,0,0,0
0.343056,0,0,0,0,0,0
0.344617,0,0,0,0,0,0
0.346193,0,0,0,0,0,0
0.347753,0,0,0,0,0,0
0.349311,0,0,0,0,0,0
0.350872,0,0,0,0,0,0
0.352432,0,0,0,0,0,0
0.353995,0,0,0,0,0,0
0.355555,0,0,0,0,0,0
0.357127,0,0,0,0,0,0
0.358689,0,0,0,0,0,0
0.360241,0,0,0,0,0,0
0.361792,0,0,0,0,0,0
0.363359,0,0,0,0,0,0
0.364760,0,0,0,0,0,0
0.366289,0,0,0,0,0,0
0.367862,0,0,0,0,0,0
0.369420,0,0,0,0,0,0
0.371021,0,0,0,0,0,0
0.372582,0,0,0,0,0,0
0.374144,0,0,0,0,0,0
0.375705,0,0,0,0,0,0
0.377265,0,0,0,0,0,0
0.378841,0,0,0,0,0,0
0.380402,0,0,0,0,0,0
0.381964,0,0,0,0,0,0
0.383526,0,0,0,0,0,0
0.385085,0,0,0,0,0,0
0.386690,0,0,0,0,0,0
0.388251,0,0,0,0,0,0
0.389824,0,0,0,0,0,0
0.391389,0,0,0,0,0,0
0.392949,0,0,0,0,0,0
0.394510,0,0,0,0,0,0
0.396071,0,0,0,0,0,0
0.397630,0,0,0,0,0,0
0.399195,0,0,0,0,0,0
0.400766,0,0,0,0,0,0
0.402371,0,0,0,0,0,0
0.403933,0,0,0,0,0,0
0.405493,0,0,0,0,0,0
0.407053,0,0,0,0,0,0
0.408605,0,0,0,0,0,0
0.410217,0,0,0,0,0,0
0.411784,0,0,0,0,0,0
0.413343,0,0,0,0,0,0
0.414902,0,0,0,0,0,0
0.416462,0,0,0,0,0,0
0.418023,0,0,0,0,0,0
0.419626,0,0,0,0,0,0
0.421185,0,0,0,0,0,0
0.422759,0,0,0,0,0,0
0.424319,0,0,0,0,0,0
0.425902,0,0,0,0,0,0
0.427487,0,0,0,0,0,0
0.429046,0,0,0,0,0,0
0.430608,0,0,0,0,0,0
0.432169,0,0,0,0,0,0
0.433742,0,0,0,0,0,0
0.435303,0,0,0,0,0,0
0.436861,0,0,0,0,0,0
0.438423,0,0,0,0,0,0
0.439984,0,0,0,0,0,0
0.441543,0,0,0,0,0,0
0.442977,0,0,0,0,0,0
0.444518,0,0,0,0,0,0
0.446080,0,0,0,0,0,0
0.447641,0,0,0,0,0,0
0.449200,0,0,0,0,0,0
0.450805,0,0,0,0,0,0
0.452365,0,0,0,0,0,0
0.453996,0,0,0,0,0,0
0.455564,0,0,0,0,0,0
0.457123,0,0,0,0,0,0
0.458685,0,0,0,0,0,0
0.460246,0,0,0,0,0,0
0.461805,0,0,0,0,0,0
0.463364,0,0,0,0,0,0
0.464914,0,0,0,0,0,0
0.466402,0,0,0,0,0,0
0.467933,0,0,0,0,0,0
0.469492,0,0,0,0,0,0
0.471052,0,0,0,0,0,0
0.472612,0,0,0,0,0,0
0.474174,0,0,0,0,0,0
0.475734,0,0,0,0,0,0
0.477307,0,0,0,0,0,0
0.478869,0,0,0,0,0,0
0.480430,0,0,0,0,0,0
0.481992,0,0,0,0,0,0
0.483552,0,0,0,0,0,0
0.485111,0,0,0,0,0,0
0.486673,0,0,0,0,0,0
0.488125,0,0,0,0,0,0
0.489656,0,0,0,0,0,0
0.491220,0,0,0,0,0,0
0.492779,0,0,0,0,0,0
0.494341,0,0,0,0,0,0
0.495902,0,0,0,0,0,0
0.497462,0,0,0,0,0,0
0.499078,0,0,0,0,0,0
0.500639,0,0,0,0,0,0
0.502201,0,0,0,0,0,0
0.503752,0,0,0,0,0,0
0.505303,0,0,0,0,0,0
0.506925,0,0,0,0,0,0
0.508338,0,0,0,0,0,0
0.509772,0,0,0,0,0,0
0.511138,0,0,0,0,0,0
0.512541,0,0,0,0,0,0
0.513940,0,0,0,0,0,0
0.515378,0,0,0,0,0,0
0.516902,0,0,0,0,0,0
0.518463,0,0,0,0,0,0
0.520038,0,0,0,0,0,0
0.521595,0,0,0,0,0,0
0.523217,0,0,0,0,0,0
0.524775,0,0,0,0,0,0
0.526335,0,0,0,0,0,0
0.527894,0,0,0,0,0,0
0.529452,0,0,0,0,0,0
0.531068,0,0,0,0,0,0
0.532628,0,0,0,0,0,0
0.534188,0,0,0,0,0,0
0.535747,0,0,0,0,0,0
0.537305,0,0,0,0,0,0
0.538742,0,0,0,0,0,0
0.540309,0,0,0,0,0,0
0.541880,0,0,0,0,0,0
0.543270,0,0,0,0,0,0
0.544670,0,0,0,0,0,0
0.546197,0,0,0,0,0,0
0.547801,0,0,0,0,0,0
0.549358,0,0,0,0,0,0
0.550917,0,0,0,0,0,0
0.552491,0,0,0,0,0,0
0.554051,0,0,0,0,0,0
0.555609,0,0,0,0,0,0
0.557181,0,0,0,0,0,0
0.558743,0,0,0,0,0,0
0.560305,0,0,0,0,0,0
0.561866,0,0,0,0,0,0
0.563294,0,0,0,0,0,0
0.564698,0,0,0,0,0,0
0.566226,0,0,0,0,0,0
0.567778,0,0,0,0,0,0
0.569328,0,0,0,0,0,0
0.570761,0,0,0,0,0,0
0.572293,0,0,0,0,0,0
0.573866,0,0,0,0,0,0
0.575250,0,0,0,0,0,0
0.576652,0,0,0,0,0,0
0.578181,0,0,0,0,0,0
0.579788,0,0,0,0,0,0
0.581348,0,0,0,0,0,0
0.582909,0,0,0,0,0,0
0.584485,0,0,0,0,0,0
0.586047,0,0,0,0,0,0
0.587607,0,0,0,0,0,0
0.589203,0,0,0,0,0,0
0.590767,0,0,0,0,0,0
0.592329,0,0,0,0,0,0
0.593889,0,0,0,0,0,0
0.595489,0,0,0,0,0,0
0.597049,0,0,0,0,0,0
0.598612,0,0,0,0,0,0
0.600174,0,0,0,0,0,0
0.601734,0,0,0,0,0,0
0.603298,0,0,0,0,0,0
0.604858,0,0,0,0,0,0
0.606434,0,0,0,0,0,0
0.607995,0,0,0,0,0,0
0.609555,0,0,0,0,0,0
0.611109,0,0,0,0,0,0
0.612641,0,0,0,0,0,0
0.614205,0,0,0,0,0,0
0.615767,0,0,0,0,0,0
0.617340,0,0,0,0,0,0
0.618903,0,0,0,0,0,0
0.620465,0,0,0,0,0,0
0.622029,0,0,0,0,0,0
0.623590,0,0,0,0,0,0
0.625150,0,0,0,0,0,0
0.626756,0,0,0,0,0,0
0.628332,0,0,0,0,0,0
0.629893,0,0,0,0,0,0
0.631476,0,0,0,0,0,0
0.633037,0,0,0,0,0,0
0.634599,0,0,0,0,0,0
0.636162,0,0,0,0,0,0
0.637722,0,0,0,0,0,0
0.639301,0,0,0,0,0,0
0.640862,0,0,0,0,0,0
0.642468,0,0,0,0,0,0
0.644029,0,0,0,0,0,0
0.645590,0,0,0,0,0,0
0.647212,0,0,0,0,0,0
0.648772,0,0,0,0,0,0
0.650349,0,0,0,0,0,0
0.651911,0,0,0,0,0,0
0.653470,0,0,0,0,0,0
0.655033,0,0,0,0,0,0
0.656594,0,0,0,0,0,0
0.658157,0,0,0,0,0,0
0.659764,0,0,0,0,0,0
0.661338,0,0,0,0,0,0
0.662899,0,0,0,0,0,0
0.664460,0,0,0,0,0,0
0.666023,0,0,0,0,0,0
0.667584,0,0,0,0,0,0
0.669144,0,0,0,0,0,0
0.670549,0,0,0,0,0,0
0.671987,0,0,0,0,0,0
0.673362,0,0,0,0,0,0
0.674777,0,0,0,0,0,0
0.676134,0,0,0,0,0,0
0.677531,0,0,0,0,0,0
0.678925,0,0,0,0,0,0
0.680458,0,0,0,0,0,0
0.682048,0,0,0,0,0,0
0.683499,0,0,0,0,0,0
0.684900,0,0,0,0,0,0
0.686428,0,0,0,0,0,0
0.687986,0,0,0,0,0,0
0.689543,0,0,0,0,0,0
0.691017,0,0,0,0,0,0
0.692546,0,0,0,0,0,0
0.694120,0,0,0,0,0,0
0.695559,0,0,0,0,0,0
0.697002,0,0,0,0,0,0
0.698530,0,0,0,0,0,0
0.700097,0,0,0,0,0,0
0.701655,0,0,0,0,0,0
0.703219,0,0,0,0,0,0
0.704790,0,0,0,0,0,0
0.706398,0,0,0,0,0,0
0.707957,0,0,0,0,0,0
0.709513,0,0,0,0,0,0
0.710951,0,0,0,0,0,0
0.712488,0,0,0,0,0,0
0.714050,0,0,0,0,0,0
0.715623,0,0,0,0,0,0
0.717184,0,0,0,0,0,0
0.718746,0,0,0,0,0,0
0.720307,0,0,0,0,0,0
0.721866,0,0,0,0,0,0
0.723299,0,0,0,0,0,0
0.724829,0,0,0,0,0,0
0.726404,0,0,0,0,0,0
0.727966,0,0,0,0,0,0
0.729525,0,0,0,0,0,0
0.731087,0,0,0,0,0,0
0.732647,0,0,0,0,0,0
0.734211,0,0,0,0,0,0
0.735772,0,0,0,0,0,0
0.737344,0,0,0,0,0,0
0.738949,0,0,0,0,0,0
0.740511,0,0,0,0,0,0
0.742073,0,0,0,0,0,0
0.743633,0,0,0,0,0,0
0.745193,0,0,0,0,0,0
0.746755,0,0,0,0,0,0
0.748330,0,0,0,0,0,0
0.749889,0,0,0,0,0,0
0.751469,0,0,0,0,0,0
0.753029,0,0,0,0,0,0
0.754636,0,0,0,0,0,0
0.756197,0,0,0,0,0,0
0.757757,0,0,0,0,0,0
0.759388,0,0,0,0,0,0
0.760948,0,0,0,0,0,0
0.762510,0,0,0,0,0,0
0.764071,0,0,0,0,0,0
0.765630,0,0,0,0,0,0
0.767194,0,0,0,0,0,0
0.768753,0,0,0,0,0,0
0.770373,0,0,0,0,0,0
0.771934,0,0,0,0,0,0
0.773493,0,0,0,0,0,0
0.775054,0,0,0,0,0,0
0.776606,0,0,0,0,0,0
0.778209,0,0,0,0,0,0
0.779607,0,0,0,0,0,0
0.781020,0,0,0,0,0,0
0.782550,0,0,0,0,0,0
0.784111,0,0,0,0,0,0
0.785670,0,0,0,0,0,0
0.787237,0,0,0,0,0,0
0.788796,0,0,0,0,0,0
0.790360,0,0,0,0,0,0
0.791936,0,0,0,0,0,0
0.793495,0,0,0,0,0,0
0.795056,0,0,0,0,0,0
0.796617,0,0,0,0,0,0
0.798179,0,0,0,0,0,0
0.799741,0,0,0,0,0,0
0.801301,0,0,0,0,0,0
0.802917,0,0,0,0,0,0
0.804479,0,0,0,0,0,0
0.806041,0,0,0,0,0,0
0.807602,0,0,0,0,0,0
0.809162,0,0,0,0,0,0
0.810725,0,0,0,0,0,0
0.812285,0,0,0,0,0,0
0.813735,0,0,0,0,0,0
0.815273,0,0,0,0,0,0
0.816833,0,0,0,0,0,0
0.818440,0,0,0,0,0,0
0.820001,0,0,0,0,0,0
0.821561,0,0,0,0,0,0
0.823207,0,0,0,0,0,0
0.824781,0,0,0,0,0,0
0.826343,0,0,0,0,0,0
0.827904,0,0,0,0,0,0
0.829464,0,0,0,0,0,0
0.831026,0,0,0,0,0,0
0.832587,0,0,0,0,0,0
0.834150,0,0,0,0,0,0
0.835771,0,0,0,0,0,0
0.837333,0,0,0,0,0,0
0.838893,0,0,0,0,0,0
0.840455,0,0,0,0,0,0
0.842018,0,0,0,0,0,0
0.843580,0,0,0,0,0,0
0.845140,0,0,0,0,0,0
0.846716,0,0,0,0,0,0
0.848278,0,0,0,0,0,0
0.849839,0,0,0,0,0,0
0.851407,0,0,0,0,0,0
0.852966,0,0,0,0,0,0
0.854530,0,0,0,0,0,0
0.856092,0,0,0,0,0,0
0.857668,0,0,0,0,0,0
0.859233,0,0,0,0,0,0
0.860792,0,0,0,0,0,0
0.862355,0,0,0,0,0,0
0.863918,0,0,0,0,0,0
0.865477,0,0,0,0,0,0
0.867081,0,0,0,0,0,0
0.868534,0,0,0,0,0,0
0.870070,0,0,0,0,0,0
0.871632,0,0,0,0,0,0
0.873192,0,0,0,0,0,0
0.874756,0,0,0,0,0,0
0.876318,0,0,0,0,0,0
0.877877,0,0,0,0,0,0
0.879312,0,0,0,0,0,0
0.880710,0,0,0,0,0,0
0.882106,0,0,0,0,0,0
0.883673,0,0,0,0,0,0
0.885231,0,0,0,0,0,0
0.886792,0,0,0,0,0,0
0.888352,0,0,0,0,0,0
0.889979,0,0,0,0,0,0
0.891573,0,0,0,0,0,0
0.893133,0,0,0,0,0,0
0.894694,0,0,0,0,0,0
0.896255,0,0,0,0,0,0
0.897814,0,0,0,0,0,0
0.899379,0,0,0,0,0,0
0.900951,0,0,0,0,0,0
0.902513,0,0,0,0,0,0
0.904072,0,0,0,0,0,0
0.905631,0,0,0,0,0,0
0.907195,0,0,0,0,0,0
0.908752,0,0,0,0,0,0
0.910313,0,0,0,0,0,0
0.911713,0,0,0,0,0,0
0.913248,0,0,0,0,0,0
0.914853,0,0,0,0,0,0
0.916412,0,0,0,0,0,0
0.917975,0,0,0,0,0,0
0.919535,0,0,0,0,0,0
0.921094,0,0,0,0,0,0
0.922547,0,0,0,0,0,0
0.924082,0,0,0,0,0,0
0.925645,0,0,0,0,0,0
0.927213,0,0,0,0,0,0
0.928776,0,0,0,0,0,0
0.930386,0,0,0,0,0,0
0.931951,0,0,0,0,0,0
0.933526,0,0,0,0,0,0
0.935091,0,0,0,0,0,0
0.936655,0,0,0,0,0,0
0.938220,0,0,0,0,0,0
0.939784,0,0,0,0,0,0
0.941346,0,0,0,0,0,0
0.942910,0,0,0,0,0,0
0.944485,0,0,0,0,0,0
0.946050,0,0,0,0,0,0
0.947658,0,0,0,0,0,0
0.949221,0,0,0,0,0,0
0.950783,0,0,0,0,0,0
0.952346,0,0,0,0,0,0
0.954013,0,0,0,0,0,0
0.955484,0,0,0,0,0,0
0.956888,0,0,0,0,0,0
0.958420,0,0,0,0,0,0
0.959981,0,0,0,0,0,0
0.961420,0,0,0,0,0,0
0.963002,0,0,0,0,0,0
0.964569,0,0,0,0,0,0
0.966151,0,0,0,0,0,0
0.967717,0,0,0,0,0,0
0.969281,0,0,0,0,0,0
0.970848,0,0,0,0,0,0
0.972414,0,0,0,0,0,0
0.973982,0,0,0,0,0,0
0.975548,0,0,0,0,0,0
0.977002,0,0,0,0,0,0
0.978584,0,0,0,0,0,0
0.980152,0,0,0,0,0,0
0.981716,0,0,0,0,0,0
0.983281,0,0,0,0,0,0
0.984838,0,0,0,0,0,0
0.986272,0,0,0,0,0,0
