elapsed_s,VFD_NEVER_COUNT,VFD_BUSY_CYCLES,VFD_STALL_CYCLES_UCHE,VFD_STALL_CYCLES_VPC_ALLOC,VFD_STALL_CYCLES_SP_INFO,VFD_STALL_CYCLES_SP_ATTR,VFD_STARVE_CYCLES_UCHE,VFD_RBUFFER_FULL
0.001089,0,0,0,0,0,0,0,0
0.002679,0,0,0,0,0,0,0,0
0.004113,0,0,0,0,0,0,0,0
0.005557,0,0,0,0,0,0,0,0
0.006913,0,0,0,0,0,0,0,0
0.008317,0,0,0,0,0,0,0,0
0.009696,0,0,0,0,0,0,0,0
0.011051,0,0,0,0,0,0,0,0
0.012454,0,0,0,0,0,0,0,0
0.013811,0,0,0,0,0,0,0,0
0.015166,0,0,0,0,0,0,0,0
0.016569,0,0,0,0,0,0,0,0
0.017926,0,0,0,0,0,0,0,0
0.019284,0,0,0,0,0,0,0,0
0.020692,0,0,0,0,0,0,0,0
0.022022,0,0,0,0,0,0,0,0
0.023351,0,0,0,0,0,0,0,0
0.024729,0,0,0,0,0,0,0,0
0.026059,0,0,0,0,0,0,0,0
0.027387,0,0,0,0,0,0,0,0
0.028764,0,0,0,0,0,0,0,0
0.030093,0,0,0,0,0,0,0,0
0.031429,0,0,0,0,0,0,0,0
0.032806,0,0,0,0,0,0,0,0
0.034134,0,0,0,0,0,0,0,0
0.035463,0,0,0,0,0,0,0,0
0.036838,0,0,0,0,0,0,0,0
0.038151,0,0,0,0,0,0,0,0
0.039465,0,0,0,0,0,0,0,0
0.040828,0,0,0,0,0,0,0,0
0.042151,0,0,0,0,0,0,0,0
0.043464,0,0,0,0,0,0,0,0
0.044827,0,0,0,0,0,0,0,0
0.046141,0,0,0,0,0,0,0,0
0.047454,0,0,0,0,0,0,0,0
0.048816,0,0,0,0,0,0,0,0
0.050128,0,0,0,0,0,0,0,0
0.051441,0,0,0,0,0,0,0,0
0.052799,0,0,0,0,0,0,0,0
0.054070,0,0,0,0,0,0,0,0
0.055341,0,0,0,0,0,0,0,0
0.056662,0,0,0,0,0,0,0,0
0.057934,0,0,0,0,0,0,0,0
0.059206,0,0,0,0,0,0,0,0
0.060527,0,0,0,0,0,0,0,0
0.061798,0,0,0,0,0,0,0,0
0.063129,0,0,0,0,0,0,0,0
0.064459,0,0,0,0,0,0,0,0
0.065731,0,0,0,0,0,0,0,0
0.067001,0,0,0,0,0,0,0,0
0.068298,0,0,0,0,0,0,0,0
0.069664,0,0,0,0,0,0,0,0
0.071027,0,0,0,0,0,0,0,0
0.072446,0,0,0,0,0,0,0,0
0.073880,0,0,0,0,0,0,0,0
0.075296,0,0,0,0,0,0,0,0
0.076681,0,936,0,0,0,0,0,0
0.078048,0,0,0,0,0,0,0,0
0.079424,0,0,0,0,0,0,0,0
0.080787,0,0,0,0,0,0,0,0
0.082151,0,0,0,0,0,0,0,0
0.083516,0,0,0,0,0,0,0,0
0.084966,0,0,0,0,0,0,0,0
0.086404,0,1452,0,0,0,0,0,0
0.087680,0,2742,0,0,0,0,0,0
0.089578,0,0,0,0,0,0,0,0
0.090990,0,0,0,0,0,0,0,0
0.092398,0,0,0,0,0,0,0,0
0.093807,0,0,0,0,0,0,0,0
0.095227,0,0,0,0,0,0,0,0
0.096635,0,0,0,0,0,0,0,0
0.098042,0,0,0,0,0,0,0,0
0.099441,0,0,0,0,0,0,0,0
0.100976,0,0,0,0,0,0,0,0
0.102378,0,0,0,0,0,0,0,0
0.103778,0,0,0,0,0,0,0,0
0.108191,0,0,0,0,0,0,0,0
0.109611,0,0,0,0,0,0,0,0
0.111014,0,0,0,0,0,0,0,0
0.112547,0,0,0,0,0,0,0,0
0.114807,0,0,0,0,0,0,0,0
0.116273,0,0,0,0,0,0,0,0
0.117681,0,0,0,0,0,0,0,0
0.119087,0,0,0,0,0,0,0,0
0.120541,0,0,0,0,0,0,0,0
0.121939,0,0,0,0,0,0,0,0
0.123303,0,0,0,0,0,0,0,0
0.124665,0,0,0,0,0,0,0,0
0.126027,0,0,0,0,0,0,0,0
0.127385,0,0,0,0,0,0,0,0
0.128745,0,0,0,0,0,0,0,0
0.130104,0,0,0,0,0,0,0,0
0.131475,0,0,0,0,0,0,0,0
0.132965,0,0,0,0,0,0,0,0
0.134548,0,0,0,0,0,0,0,0
0.136117,0,0,0,0,0,0,0,0
0.137741,0,0,0,0,0,0,0,0
0.139307,0,0,0,0,0,0,0,0
0.140763,0,0,0,0,0,0,0,0
0.142215,0,0,0,0,0,0,0,0
0.143631,0,0,0,0,0,0,0,0
0.145041,0,0,0,0,0,0,0,0
0.146449,0,0,0,0,0,0,0,0
0.147899,0,0,0,0,0,0,0,0
0.149309,0,0,0,0,0,0,0,0
0.150844,0,0,0,0,0,0,0,0
0.152430,0,0,0,0,0,0,0,0
0.153872,0,0,0,0,0,0,0,0
0.155289,0,0,0,0,0,0,0,0
0.156695,0,0,0,0,0,0,0,0
0.158104,0,0,0,0,0,0,0,0
0.159510,0,0,0,0,0,0,0,0
0.160919,0,0,0,0,0,0,0,0
0.162337,0,0,0,0,0,0,0,0
0.163916,0,0,0,0,0,0,0,0
0.165492,0,0,0,0,0,0,0,0
0.167061,0,0,0,0,0,0,0,0
0.168634,0,0,0,0,0,0,0,0
0.170205,0,0,0,0,0,0,0,0
0.171774,0,0,0,0,0,0,0,0
0.173428,0,0,0,0,0,0,0,0
0.174997,0,0,0,0,0,0,0,0
0.176569,0,0,0,0,0,0,0,0
0.178141,0,0,0,0,0,0,0,0
0.179710,0,0,0,0,0,0,0,0
0.181379,0,0,0,0,0,0,0,0
0.182949,0,0,0,0,0,0,0,0
0.184535,0,0,0,0,0,0,0,0
0.186106,0,0,0,0,0,0,0,0
0.187675,0,0,0,0,0,0,0,0
0.189247,0,0,0,0,0,0,0,0
0.190818,0,0,0,0,0,0,0,0
0.192390,0,0,0,0,0,0,0,0
0.193962,0,0,0,0,0,0,0,0
0.195544,0,0,0,0,0,0,0,0
0.197115,0,0,0,0,0,0,0,0
0.198686,0,0,0,0,0,0,0,0
0.200258,0,0,0,0,0,0,0,0
0.201828,0,0,0,0,0,0,0,0
0.203400,0,0,0,0,0,0,0,0
0.204972,0,0,0,0,0,0,0,0
0.206557,0,0,0,0,0,0,0,0
0.208192,0,0,0,0,0,0,0,0
0.209711,0,0,0,0,0,0,0,0
0.211257,0,0,0,0,0,0,0,0
0.212706,0,0,0,0,0,0,0,0
0.214249,0,0,0,0,0,0,0,0
0.215821,0,0,0,0,0,0,0,0
0.217336,0,0,0,0,0,0,0,0
0.218879,0,0,0,0,0,0,0,0
0.220454,0,0,0,0,0,0,0,0
0.222017,0,0,0,0,0,0,0,0
0.223578,0,0,0,0,0,0,0,0
0.225017,0,0,0,0,0,0,0,0
0.226560,0,0,0,0,0,0,0,0
0.228191,0,0,0,0,0,0,0,0
0.229764,0,0,0,0,0,0,0,0
0.231336,0,0,0,0,0,0,0,0
0.232909,0,0,0,0,0,0,0,0
0.234482,0,0,0,0,0,0,0,0
0.236054,0,0,0,0,0,0,0,0
0.237632,0,0,0,0,0,0,0,0
0.239216,0,0,0,0,0,0,0,0
0.240790,0,0,0,0,0,0,0,0
0.242408,0,0,0,0,0,0,0,0
0.244021,0,0,0,0,0,0,0,0
0.245599,0,0,0,0,0,0,0,0
0.247170,0,0,0,0,0,0,0,0
0.248744,0,0,0,0,0,0,0,0
0.250331,0,0,0,0,0,0,0,0
0.251902,0,0,0,0,0,0,0,0
0.253479,0,0,0,0,0,0,0,0
0.255049,0,0,0,0,0,0,0,0
0.256682,0,0,0,0,0,0,0,0
0.258260,0,0,0,0,0,0,0,0
0.259832,0,0,0,0,0,0,0,0
0.261495,0,0,0,0,0,0,0,0
0.263065,0,0,0,0,0,0,0,0
0.264640,0,0,0,0,0,0,0,0
0.266213,0,0,0,0,0,0,0,0
0.267784,0,0,0,0,0,0,0,0
0.269410,0,0,0,0,0,0,0,0
0.272419,0,0,0,0,0,0,0,0
0.274040,0,0,0,0,0,0,0,0
0.275464,0,0,0,0,0,0,0,0
0.276920,0,0,0,0,0,0,0,0
0.278331,0,0,0,0,0,0,0,0
0.279739,0,0,0,0,0,0,0,0
0.282100,0,0,0,0,0,0,0,0
0.283662,0,0,0,0,0,0,0,0
0.285087,0,0,0,0,0,0,0,0
0.286491,0,0,0,0,0,0,0,0
0.287892,0,0,0,0,0,0,0,0
0.289368,0,0,0,0,0,0,0,0
0.290776,0,0,0,0,0,0,0,0
0.292225,0,0,0,0,0,0,0,0
0.293754,0,0,0,0,0,0,0,0
0.295268,0,0,0,0,0,0,0,0
0.296677,0,0,0,0,0,0,0,0
0.298082,0,0,0,0,0,0,0,0
0.299485,0,0,0,0,0,0,0,0
0.300887,0,0,0,0,0,0,0,0
0.302289,0,0,0,0,0,0,0,0
0.303690,0,0,0,0,0,0,0,0
0.305091,0,0,0,0,0,0,0,0
0.306500,0,0,0,0,0,0,0,0
0.308267,0,0,0,0,0,0,0,0
0.309669,0,0,0,0,0,0,0,0
0.311068,0,0,0,0,0,0,0,0
0.312468,0,0,0,0,0,0,0,0
0.313868,0,0,0,0,0,0,0,0
0.315267,0,0,0,0,0,0,0,0
0.316675,0,0,0,0,0,0,0,0
0.318074,0,0,0,0,0,0,0,0
0.319472,0,0,0,0,0,0,0,0
0.320871,0,0,0,0,0,0,0,0
0.322270,0,0,0,0,0,0,0,0
0.323669,0,0,0,0,0,0,0,0
0.325108,0,0,0,0,0,0,0,0
0.326483,0,0,0,0,0,0,0,0
0.327863,0,0,0,0,0,0,0,0
0.329363,0,0,0,0,0,0,0,0
0.330736,0,0,0,0,0,0,0,0
0.332107,0,0,0,0,0,0,0,0
0.333502,0,0,0,0,0,0,0,0
0.334877,0,0,0,0,0,0,0,0
0.336278,0,0,0,0,0,0,0,0
0.337651,0,0,0,0,0,0,0,0
0.339033,0,0,0,0,0,0,0,0
0.340393,0,0,0,0,0,0,0,0
0.341819,0,0,0,0,0,0,0,0
0.343244,0,0,0,0,0,0,0,0
0.344669,0,0,0,0,0,0,0,0
0.346095,0,0,0,0,0,0,0,0
0.347521,0,0,0,0,0,0,0,0
0.348948,0,0,0,0,0,0,0,0
0.350380,0,0,0,0,0,0,0,0
0.351699,0,0,0,0,0,0,0,0
0.353124,0,0,0,0,0,0,0,0
0.354556,0,0,0,0,0,0,0,0
0.355900,0,0,0,0,0,0,0,0
0.357407,0,0,0,0,0,0,0,0
0.358790,0,0,0,0,0,0,0,0
0.360161,0,0,0,0,0,0,0,0
0.361556,0,0,0,0,0,0,0,0
0.362920,0,0,0,0,0,0,0,0
0.364279,0,0,0,0,0,0,0,0
0.365658,0,348,0,0,0,0,0,0
0.367141,0,0,0,0,0,0,0,0
0.368512,0,0,0,0,0,0,0,0
0.369874,0,0,0,0,0,0,0,0
0.371233,0,0,0,0,0,0,0,0
0.372617,0,0,0,0,0,0,0,0
0.374039,0,0,0,0,0,0,0,0
0.375533,0,1074,0,0,0,0,0,0
0.376926,0,3120,0,0,0,0,0,0
0.378353,0,0,0,0,0,0,0,0
0.379760,0,0,0,0,0,0,0,0
0.381167,0,0,0,0,0,0,0,0
0.382574,0,0,0,0,0,0,0,0
0.383991,0,0,0,0,0,0,0,0
0.385664,0,0,0,0,0,0,0,0
0.387845,0,0,0,0,0,0,0,0
0.389319,0,0,0,0,0,0,0,0
0.390868,0,0,0,0,0,0,0,0
0.392513,0,0,0,0,0,0,0,0
0.394179,0,0,0,0,0,0,0,0
0.395698,0,0,0,0,0,0,0,0
0.397426,0,0,0,0,0,0,0,0
0.398852,0,0,0,0,0,0,0,0
0.400415,0,0,0,0,0,0,0,0
0.402051,0,0,0,0,0,0,0,0
0.403862,0,0,0,0,0,0,0,0
0.405569,0,0,0,0,0,0,0,0
0.407189,0,0,0,0,0,0,0,0
0.408765,0,0,0,0,0,0,0,0
0.412433,0,0,0,0,0,0,0,0
0.414025,0,0,0,0,0,0,0,0
0.415573,0,0,0,0,0,0,0,0
0.417645,0,0,0,0,0,0,0,0
