elapsed_s,VFD_STALL_CYCLES_PRG_END_FE,VFD_STALL_CYCLES_CBSYNC,VFD_BOTTLENECK_CYCLES,VFD_WORKING_CYCLES
0.001098,0,0,0,0
0.002768,0,0,0,0
0.004166,0,0,0,0
0.005544,0,0,0,0
0.006997,0,0,0,0
0.008411,0,0,0,0
0.009798,0,0,0,0
0.011211,0,0,0,0
0.012556,0,0,0,0
0.013898,0,0,0,0
0.015292,0,0,0,0
0.016641,0,0,0,0
0.017989,0,0,0,0
0.019334,0,0,0,0
0.020674,0,0,0,0
0.022005,0,0,0,0
0.023385,0,0,0,0
0.024715,0,0,0,0
0.026045,0,0,0,0
0.027365,0,0,0,0
0.028654,0,0,0,0
0.029944,0,0,0,0
0.031289,0,0,0,0
0.032588,0,0,0,0
0.033878,0,0,0,0
0.035187,0,0,0,0
0.036526,0,0,0,0
0.037863,0,0,0,0
0.039205,0,0,0,0
0.040549,0,0,0,0
0.041913,0,0,0,0
0.043274,0,0,0,0
0.044722,0,0,0,0
0.046256,0,0,0,0
0.048725,0,0,0,0
0.050175,0,0,0,0
0.051631,0,0,0,0
0.053054,0,0,0,0
0.054442,0,0,0,0
0.055865,0,0,0,0
0.057327,0,0,0,0
0.059024,0,0,0,0
0.060407,0,0,0,0
0.061863,0,0,0,0
0.063257,0,0,0,0
0.064637,0,0,0,0
0.066017,0,0,0,0
0.067398,0,0,0,0
0.068781,0,0,0,0
0.070148,0,0,0,0
0.071525,0,0,0,0
0.072909,0,0,0,0
0.074306,0,0,0,0
0.075834,0,0,0,0
0.077217,0,0,0,0
0.078599,0,0,0,0
0.081290,0,0,0,0
0.082770,0,0,0,0
0.084155,0,0,0,0
0.085548,0,0,0,0
0.087054,0,0,0,0
0.088445,0,0,0,0
0.089788,0,0,0,0
0.091189,0,0,0,0
0.092566,0,0,0,0
0.093942,0,0,0,0
0.095320,0,0,0,0
0.096707,0,0,0,0
0.098083,0,0,0,0
0.099505,0,0,0,0
0.100866,0,0,0,0
0.102225,0,0,0,0
0.103588,0,0,0,0
0.104944,0,0,0,0
0.106298,0,0,0,0
0.107835,0,0,0,0
0.109341,0,0,0,0
0.110868,0,0,0,0
0.112420,0,0,0,0
0.113968,0,0,0,0
0.115517,0,0,0,0
0.117066,0,0,0,0
0.118692,0,0,0,0
0.120491,0,0,0,0
0.122876,0,0,0,0
0.124372,0,0,0,0
0.125768,0,0,0,0
0.127153,0,0,0,0
0.128949,0,0,0,0
0.130332,0,0,0,0
0.131844,0,0,0,0
0.133228,0,0,0,0
0.134611,0,0,0,0
0.136024,0,0,0,0
0.137407,0,0,0,0
0.138838,0,0,0,0
0.140223,0,0,0,0
0.141735,0,0,0,0
0.143287,0,0,0,0
0.144836,0,0,0,0
0.146426,0,0,0,0
0.147980,0,0,0,0
0.149540,0,0,0,0
0.151091,0,0,0,0
0.152640,0,0,0,0
0.154187,0,0,0,0
0.155738,0,0,0,0
0.157286,0,0,0,0
0.158854,0,0,0,0
0.160280,0,0,0,0
0.161798,0,0,0,0
0.163350,0,0,0,0
0.164900,0,0,0,0
0.166446,0,0,0,0
0.168024,0,0,0,0
0.169571,0,0,0,0
0.171176,0,0,0,0
0.172748,0,0,0,0
0.174283,0,0,0,0
0.175900,0,0,0,0
0.177449,0,0,0,0
0.179042,0,0,0,0
0.180591,0,0,0,0
0.182150,0,0,0,0
0.183700,0,0,0,0
0.185249,0,0,0,0
0.186841,0,0,0,0
0.188390,0,0,0,0
0.189937,0,0,0,0
0.191486,0,0,0,0
0.193049,0,0,0,0
0.194704,0,0,0,0
0.196335,0,0,0,0
0.197792,0,0,0,0
0.199324,0,0,0,0
0.200874,0,0,0,0
0.202464,0,0,0,0
0.203984,0,0,0,0
0.205375,0,0,0,0
0.206893,0,0,0,0
0.208322,0,0,0,0
0.209846,0,0,0,0
0.211398,0,0,0,0
0.212946,0,0,0,0
0.214507,0,0,0,0
0.216060,0,0,0,0
0.217607,0,0,0,0
0.219199,0,0,0,0
0.220748,0,0,0,0
0.222295,0,0,0,0
0.223797,0,0,0,0
0.225199,0,0,0,0
0.226630,0,0,0,0
0.228018,0,0,0,0
0.229402,0,0,0,0
0.230789,0,0,0,0
0.232173,0,0,0,0
0.233686,0,0,0,0
0.235237,0,0,0,0
0.236801,0,0,0,0
0.238347,0,0,0,0
0.239899,0,0,0,0
0.241446,0,0,0,0
0.243038,0,0,0,0
0.244587,0,0,0,0
0.246135,0,0,0,0
0.247696,0,0,0,0
0.249246,0,0,0,0
0.250839,0,0,0,0
0.252387,0,0,0,0
0.253935,0,0,0,0
0.255484,0,0,0,0
0.257033,0,0,0,0
0.258720,0,0,0,0
0.260255,0,0,0,0
0.261645,0,0,0,0
0.263163,0,0,0,0
0.264712,0,0,0,0
0.266258,0,0,0,0
0.267915,0,0,0,0
0.269475,0,0,0,0
0.271025,0,0,0,0
0.272574,0,0,0,0
0.274122,0,0,0,0
0.275728,0,0,0,0
0.277567,0,0,0,0
0.278963,0,0,0,0
0.280491,0,0,0,0
0.282040,0,0,0,0
0.283589,0,0,0,0
0.285139,0,0,0,0
0.286591,0,0,0,0
0.287987,0,0,0,0
0.289331,0,0,0,0
0.290720,0,0,0,0
0.292059,0,0,0,0
0.293395,0,0,0,0
0.294733,0,0,0,0
0.296138,0,0,0,0
0.297490,0,0,0,0
0.298892,0,0,0,0
0.300234,0,0,0,0
0.301556,0,0,0,0
0.302913,0,0,0,0
0.304220,0,0,0,0
0.305526,0,0,0,0
0.306878,0,0,0,0
0.308170,0,0,0,0
0.309462,0,0,0,0
0.310804,0,0,0,0
0.312103,0,0,0,0
0.313393,0,0,0,0
0.314732,0,0,0,0
0.316095,0,0,0,0
0.317455,0,0,0,0
0.318865,0,0,0,0
0.320224,0,0,0,0
0.321584,0,0,0,0
0.323044,0,0,0,0
0.324468,0,0,0,0
0.325870,0,0,0,0
0.327468,0,0,0,0
0.328858,0,0,0,0
0.330236,0,0,0,0
0.331707,0,0,0,0
0.333339,0,0,0,0
0.334926,0,0,0,0
0.336327,0,0,0,0
0.337712,0,0,0,0
0.339101,0,0,0,0
0.340485,0,0,0,0
0.341878,0,0,0,0
0.344842,0,0,0,0
0.346227,0,0,0,0
0.347654,0,0,0,0
0.349036,0,0,0,0
0.350417,0,0,0,0
0.351913,0,0,0,0
0.353341,0,0,0,0
0.354772,0,0,0,0
0.356158,0,0,0,0
0.357586,0,0,0,0
0.358970,0,0,0,0
0.360356,0,0,0,0
0.361740,0,0,0,0
0.363123,0,0,0,0
0.364519,0,0,0,0
0.365900,0,0,0,0
0.367277,0,0,0,0
