elapsed_s,SP_TTU_GPR_WR_REQ,SP_GPR_CACHE_SRC0_GPR_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC1_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC2_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,SP_UCHE_READ_BURST,SP_UCHE_WRITE_BURST,SP_LDST_GMEM_REQ_NUM
0.001071,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002679,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004257,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005850,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007712,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009517,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011153,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012753,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014310,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015857,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017510,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019040,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020570,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022113,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023643,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025163,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026763,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028387,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029764,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031169,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032576,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033889,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035292,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036708,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038049,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039397,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040785,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042184,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043594,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044980,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046462,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047883,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049284,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050704,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052105,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053511,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054908,0,0,0,0,0,0,0,0,0,0,0,0,0
0.056300,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057696,0,0,0,2187,0,0,0,0,0,0,0,0,0
0.058962,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060360,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061816,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063209,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064601,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066040,0,0,0,0,0,0,0,0,0,0,0,0,0
0.067432,57428,94321,0,329575,136521,167453,174863,512787,468444,594577,538219,24,24
0.068808,1857596,2681574,0,7410301,640790,3518341,2541181,9169685,7778925,9140577,7739740,0,0
0.070051,1870222,2699675,0,7429466,634204,3633561,2528553,9124470,7740578,9153532,7780392,0,0
0.071293,1865326,2693349,0,7454814,643489,3529154,2547621,9177416,7760792,9148027,7760407,0,0
0.072543,1874845,2699138,0,7450360,639870,3625660,2542691,9185521,7816697,9214710,7815943,0,0
0.073808,1907440,2761211,0,7623422,652395,3656323,2599099,9382873,7959497,9378267,7931233,0,0
0.075123,1959045,2829109,0,7787286,664605,3792931,2647406,9556575,8107708,9561544,8136183,0,0
0.076468,2046913,2954735,0,8179614,708720,3956631,2784346,10037820,8517326,10038289,8516160,0,0
0.077782,1941007,2793390,0,7700627,660177,3679776,2641059,9528357,8081836,9526829,8082754,0,0
0.079074,1932340,2798492,0,7737328,668283,3693141,2637625,9489173,8031787,9467097,8031737,0,0
0.080402,1996931,2883414,0,7961057,682310,3910559,2708100,9792320,8327753,9817521,8327049,0,0
0.081700,1861195,2675478,0,7320828,624780,3495154,2468821,8862258,7482813,8778261,7414339,0,0
0.083162,0,0,0,0,0,0,0,0,0,0,0,0,0
0.084712,0,0,0,0,0,0,0,0,0,0,0,0,0
0.086172,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087848,0,0,0,0,0,0,0,0,0,0,0,0,0
0.089287,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090729,0,0,0,0,0,0,0,0,0,0,0,0,0
0.092164,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093718,0,0,0,0,0,0,0,0,0,0,0,0,0
0.095153,0,0,0,0,0,0,0,0,0,0,0,0,0
0.097037,0,0,0,0,0,0,0,0,0,0,0,0,0
0.103867,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105366,0,0,0,0,0,0,0,0,0,0,0,0,0
0.106767,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108165,0,0,0,0,0,0,0,0,0,0,0,0,0
0.109677,0,0,0,0,0,0,0,0,0,0,0,0,0
0.111052,0,0,0,0,0,0,0,0,0,0,0,0,0
0.112414,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113789,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115178,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116649,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118077,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119506,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120975,0,0,0,0,0,0,0,0,0,0,0,0,0
0.122412,0,0,0,0,0,0,0,0,0,0,0,0,0
0.123848,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125256,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126664,0,0,0,0,0,0,0,0,0,0,0,0,0
0.128053,0,0,0,0,0,0,0,0,0,0,0,0,0
0.129627,0,0,0,0,0,0,0,0,0,0,0,0,0
0.131015,0,0,0,0,0,0,0,0,0,0,0,0,0
0.132400,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133788,0,0,0,0,0,0,0,0,0,0,0,0,0
0.135174,0,0,0,0,0,0,0,0,0,0,0,0,0
0.136562,0,0,0,0,0,0,0,0,0,0,0,0,0
0.137962,0,0,0,0,0,0,0,0,0,0,0,0,0
0.139348,0,0,0,0,0,0,0,0,0,0,0,0,0
0.140736,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142122,0,0,0,0,0,0,0,0,0,0,0,0,0
0.143508,0,0,0,0,0,0,0,0,0,0,0,0,0
0.145020,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146687,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148296,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149957,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151553,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153196,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154796,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156396,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157994,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159481,0,0,0,0,0,0,0,0,0,0,0,0,0
0.161096,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162694,0,0,0,0,0,0,0,0,0,0,0,0,0
0.164290,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165931,0,0,0,0,0,0,0,0,0,0,0,0,0
