elapsed_s,TSE_BE_EARLY_CULL_CLIPPED_PRIM,TSE_BE_BR_STALLS_DUETO_BV_CLIP,TSE_BE_BR_STALLS_DUETO_BV_POLY,TSE_BE_BV_STALLS_DUETO_BR_CLIP
0.001092,0,0,0,0
0.002624,0,0,0,0
0.004113,0,0,0,0
0.005529,0,0,0,0
0.006945,0,0,0,0
0.008359,0,0,0,0
0.009796,0,0,0,0
0.011274,0,0,0,0
0.012669,0,0,0,0
0.014060,0,0,0,0
0.015564,0,0,0,0
0.017003,0,0,0,0
0.018356,0,0,0,0
0.019941,0,0,0,0
0.021343,0,0,0,0
0.022915,0,0,0,0
0.024341,0,0,0,0
0.025728,0,0,0,0
0.027167,0,0,0,0
0.028517,0,0,0,0
0.029877,0,0,0,0
0.031273,0,0,0,0
0.032617,0,0,0,0
0.033964,0,0,0,0
0.035354,0,0,0,0
0.036681,0,0,0,0
0.038007,0,0,0,0
0.039386,0,0,0,0
0.040736,0,0,0,0
0.042070,0,0,0,0
0.043442,0,0,0,0
0.044745,0,0,0,0
0.046035,0,0,0,0
0.047375,0,0,0,0
0.048796,0,0,0,0
0.050085,0,0,0,0
0.051426,0,0,0,0
0.052787,0,0,0,0
0.054149,0,0,0,0
0.055560,0,0,0,0
0.056927,0,0,0,0
0.058288,0,0,0,0
0.059702,0,0,0,0
0.061126,0,0,0,0
0.062846,0,0,0,0
0.066345,0,0,0,0
0.067797,0,0,0,0
0.069188,0,0,0,0
0.070593,0,0,0,0
0.071952,0,0,0,0
0.073363,0,0,0,0
0.074787,0,0,0,0
0.076059,0,0,0,0
0.077422,0,0,0,0
0.078882,0,0,0,0
0.080304,0,0,0,0
0.081696,0,0,0,0
0.083129,0,0,0,0
0.084535,0,0,0,0
0.085969,0,0,0,0
0.087341,0,0,0,0
0.088582,0,0,0,0
0.089821,0,0,0,0
0.092338,0,0,0,0
0.093579,0,0,0,0
0.095951,0,0,0,0
0.097191,0,0,0,0
0.098429,0,0,0,0
0.099788,0,0,0,0
0.101148,0,0,0,0
0.102493,0,0,0,0
0.103882,0,0,0,0
0.105225,0,0,0,0
0.107018,0,0,0,0
0.108458,0,0,0,0
0.109862,0,0,0,0
0.111299,0,0,0,0
0.112692,0,0,0,0
0.114077,0,0,0,0
0.115465,0,0,0,0
0.116849,0,0,0,0
0.118229,0,0,0,0
0.123791,0,0,0,0
0.125170,0,0,0,0
0.126509,0,0,0,0
0.127856,0,0,0,0
0.129194,0,0,0,0
0.130537,0,0,0,0
0.131927,0,0,0,0
0.133310,0,0,0,0
0.134706,0,0,0,0
0.136087,0,0,0,0
0.137467,0,0,0,0
0.138954,0,0,0,0
0.140344,0,0,0,0
0.141730,0,0,0,0
0.143116,0,0,0,0
0.144503,0,0,0,0
0.145898,0,0,0,0
0.147319,0,0,0,0
0.148705,0,0,0,0
0.150092,0,0,0,0
0.151480,0,0,0,0
0.152867,0,0,0,0
0.154252,0,0,0,0
0.155723,0,0,0,0
0.157247,0,0,0,0
0.158796,0,0,0,0
0.160348,0,0,0,0
0.161897,0,0,0,0
0.163490,0,0,0,0
0.165041,0,0,0,0
0.166593,0,0,0,0
0.168034,0,0,0,0
0.169554,0,0,0,0
0.171150,0,0,0,0
0.172700,0,0,0,0
0.174249,0,0,0,0
0.175803,0,0,0,0
0.177352,0,0,0,0
0.178919,0,0,0,0
0.180470,0,0,0,0
0.182019,0,0,0,0
0.183569,0,0,0,0
0.185121,0,0,0,0
0.186672,0,0,0,0
0.188267,0,0,0,0
0.189830,0,0,0,0
0.191278,0,0,0,0
0.192800,0,0,0,0
0.194341,0,0,0,0
0.195852,0,0,0,0
0.197366,0,0,0,0
0.198784,0,0,0,0
0.200189,0,0,0,0
0.201577,0,0,0,0
0.203010,0,0,0,0
0.204397,0,0,0,0
0.205784,0,0,0,0
0.207172,0,0,0,0
0.208556,0,0,0,0
0.210068,0,0,0,0
0.211504,0,0,0,0
0.213023,0,0,0,0
0.214574,0,0,0,0
0.216121,0,0,0,0
0.217668,0,0,0,0
0.219262,0,0,0,0
0.220810,0,0,0,0
0.222370,0,0,0,0
0.223922,0,0,0,0
0.225469,0,0,0,0
0.227063,0,0,0,0
0.228612,0,0,0,0
0.230159,0,0,0,0
0.231707,0,0,0,0
0.233269,0,0,0,0
0.234820,0,0,0,0
0.236413,0,0,0,0
0.237960,0,0,0,0
0.239508,0,0,0,0
0.241056,0,0,0,0
0.242605,0,0,0,0
0.244208,0,0,0,0
0.245756,0,0,0,0
0.247306,0,0,0,0
0.248855,0,0,0,0
0.250402,0,0,0,0
0.251956,0,0,0,0
0.253504,0,0,0,0
0.255068,0,0,0,0
0.256617,0,0,0,0
0.258163,0,0,0,0
0.259624,0,0,0,0
0.261143,0,0,0,0
0.262693,0,0,0,0
0.264242,0,0,0,0
0.265804,0,0,0,0
0.267398,0,0,0,0
0.268947,0,0,0,0
0.270494,0,0,0,0
0.272089,0,0,0,0
0.273637,0,0,0,0
0.275230,0,0,0,0
0.276791,0,0,0,0
0.278339,0,0,0,0
0.279891,0,0,0,0
0.281439,0,0,0,0
0.283032,0,0,0,0
0.284579,0,0,0,0
0.286870,0,0,0,0
0.288288,0,0,0,0
0.289679,0,0,0,0
0.291113,0,0,0,0
0.292502,0,0,0,0
0.293887,0,0,0,0
0.295402,0,0,0,0
0.296953,0,0,0,0
0.298392,0,0,0,0
0.299912,0,0,0,0
0.301453,0,0,0,0
0.302970,0,0,0,0
0.304500,0,0,0,0
0.306048,0,0,0,0
0.307639,0,0,0,0
0.309200,0,0,0,0
0.310630,0,0,0,0
0.312156,0,0,0,0
0.313702,0,0,0,0
0.315295,0,0,0,0
0.316844,0,0,0,0
0.318392,0,0,0,0
0.319959,0,0,0,0
0.321507,0,0,0,0
0.323101,0,0,0,0
0.324649,0,0,0,0
0.326197,0,0,0,0
0.327806,0,0,0,0
0.329354,0,0,0,0
0.330917,0,0,0,0
0.332466,0,0,0,0
0.334013,0,0,0,0
0.335575,0,0,0,0
0.337023,0,0,0,0
0.338422,0,0,0,0
0.339945,0,0,0,0
0.341508,0,0,0,0
0.343061,0,0,0,0
0.344612,0,0,0,0
0.346162,0,0,0,0
0.347628,0,0,0,0
0.349147,0,0,0,0
0.350700,0,0,0,0
0.352265,0,0,0,0
0.353814,0,0,0,0
0.355409,0,0,0,0
0.356961,0,0,0,0
0.358510,0,0,0,0
0.360210,0,0,0,0
0.361759,0,0,0,0
0.363366,0,0,0,0
0.364965,0,0,0,0
0.366514,0,0,0,0
0.368209,0,0,0,0
0.369759,0,0,0,0
0.371354,0,0,0,0
0.372907,0,0,0,0
0.374471,0,0,0,0
0.376023,0,0,0,0
0.377572,0,0,0,0
0.379169,0,0,0,0
0.380720,0,0,0,0
0.382270,0,0,0,0
0.383825,0,0,0,0
0.385388,0,0,0,0
0.386984,0,0,0,0
0.388535,0,0,0,0
0.390085,0,0,0,0
0.391636,0,0,0,0
0.393187,0,0,0,0
0.394740,0,0,0,0
0.396307,0,0,0,0
0.397856,0,0,0,0
0.399407,0,0,0,0
0.400958,0,0,0,0
0.402508,0,0,0,0
0.403988,0,0,0,0
0.405374,0,0,0,0
0.406769,0,0,0,0
0.408284,0,0,0,0
0.409831,0,0,0,0
0.411424,0,0,0,0
0.412973,0,0,0,0
0.414588,0,0,0,0
0.416202,0,0,0,0
0.417761,0,0,0,0
0.419355,0,0,0,0
0.420905,0,0,0,0
0.422453,0,0,0,0
0.424007,0,0,0,0
0.425555,0,0,0,0
0.427150,0,0,0,0
0.428713,0,0,0,0
0.430261,0,0,0,0
0.431813,0,0,0,0
0.433361,0,0,0,0
0.434912,0,0,0,0
0.436462,0,0,0,0
0.438010,0,0,0,0
0.439573,0,0,0,0
0.441123,0,0,0,0
0.442675,0,0,0,0
0.444268,0,0,0,0
0.445815,0,0,0,0
0.447367,0,0,0,0
0.448916,0,0,0,0
0.450478,0,0,0,0
0.451966,0,0,0,0
0.453482,0,0,0,0
0.454905,0,0,0,0
0.456423,0,0,0,0
0.457970,0,0,0,0
0.459563,0,0,0,0
0.461127,0,0,0,0
0.462677,0,0,0,0
0.464226,0,0,0,0
0.465774,0,0,0,0
0.467367,0,0,0,0
0.468916,0,0,0,0
0.470464,0,0,0,0
0.472032,0,0,0,0
0.473579,0,0,0,0
0.475172,0,0,0,0
0.476722,0,0,0,0
0.478269,0,0,0,0
0.479821,0,0,0,0
0.481369,0,0,0,0
0.482976,0,0,0,0
0.484526,0,0,0,0
0.486074,0,0,0,0
0.487622,0,0,0,0
0.489171,0,0,0,0
0.490721,0,0,0,0
0.492312,0,0,0,0
0.493872,0,0,0,0
0.495421,0,0,0,0
0.496970,0,0,0,0
0.498598,0,0,0,0
0.500130,0,0,0,0
0.501520,0,0,0,0
0.503036,0,0,0,0
0.504597,0,0,0,0
0.506145,0,0,0,0
0.507736,0,0,0,0
0.509280,0,0,0,0
0.510697,0,0,0,0
0.512224,0,0,0,0
0.513772,0,0,0,0
0.515231,0,0,0,0
0.516814,0,0,0,0
0.518362,0,0,0,0
0.519954,0,0,0,0
0.521503,0,0,0,0
0.523097,0,0,0,0
0.524647,0,0,0,0
0.526209,0,0,0,0
0.527815,0,0,0,0
0.529364,0,0,0,0
0.530915,0,0,0,0
0.532464,0,0,0,0
0.534014,0,0,0,0
0.535563,0,0,0,0
0.537128,0,0,0,0
0.538678,0,0,0,0
0.540272,0,0,0,0
0.541820,0,0,0,0
0.543372,0,0,0,0
0.544922,0,0,0,0
0.546470,0,0,0,0
0.548037,0,0,0,0
0.549583,0,0,0,0
0.551134,0,0,0,0
0.552683,0,0,0,0
0.554232,0,0,0,0
0.555746,0,0,0,0
0.557264,0,0,0,0
0.558827,0,0,0,0
0.560378,0,0,0,0
0.561926,0,0,0,0
0.563520,0,0,0,0
0.565071,0,0,0,0
0.566868,0,0,0,0
0.568419,0,0,0,0
0.569981,0,0,0,0
0.571575,0,0,0,0
0.573125,0,0,0,0
0.574673,0,0,0,0
0.576228,0,0,0,0
0.577678,0,0,0,0
0.579109,0,0,0,0
0.580638,0,0,0,0
0.582188,0,0,0,0
0.583789,0,0,0,0
0.585340,0,0,0,0
0.586892,0,0,0,0
0.588442,0,0,0,0
0.589992,0,0,0,0
0.591556,0,0,0,0
0.593108,0,0,0,0
0.594660,0,0,0,0
0.596254,0,0,0,0
0.597802,0,0,0,0
0.599352,0,0,0,0
0.600903,0,0,0,0
0.602465,0,0,0,0
0.604020,0,0,0,0
0.605568,0,0,0,0
0.607122,0,0,0,0
0.608673,0,0,0,0
0.610223,0,0,0,0
0.611859,0,0,0,0
0.613413,0,0,0,0
0.614832,0,0,0,0
0.616352,0,0,0,0
0.617899,0,0,0,0
0.619490,0,0,0,0
0.621041,0,0,0,0
0.622592,0,0,0,0
0.624030,0,0,0,0
0.625550,0,0,0,0
0.627145,0,0,0,0
0.628695,0,0,0,0
0.630243,0,0,0,0
0.631795,0,0,0,0
0.633344,0,0,0,0
0.634909,0,0,0,0
0.636458,0,0,0,0
0.638005,0,0,0,0
0.639555,0,0,0,0
0.641105,0,0,0,0
0.642656,0,0,0,0
0.644248,0,0,0,0
0.645809,0,0,0,0
0.647360,0,0,0,0
0.648910,0,0,0,0
0.650457,0,0,0,0
0.652012,0,0,0,0
0.653559,0,0,0,0
0.655110,0,0,0,0
0.656673,0,0,0,0
0.658221,0,0,0,0
0.659858,0,0,0,0
0.661406,0,0,0,0
0.662957,0,0,0,0
0.664507,0,0,0,0
0.666054,0,0,0,0
0.667660,0,0,0,0
0.669210,0,0,0,0
0.670760,0,0,0,0
0.672306,0,0,0,0
0.673758,0,0,0,0
0.675259,0,0,0,0
0.676650,0,0,0,0
0.678049,0,0,0,0
0.679438,0,0,0,0
0.680824,0,0,0,0
0.682209,0,0,0,0
0.683753,0,0,0,0
0.685303,0,0,0,0
0.686853,0,0,0,0
0.688418,0,0,0,0
0.689966,0,0,0,0
0.691561,0,0,0,0
0.693111,0,0,0,0
0.694663,0,0,0,0
0.696213,0,0,0,0
0.697759,0,0,0,0
0.699367,0,0,0,0
0.700918,0,0,0,0
0.702466,0,0,0,0
0.704017,0,0,0,0
0.705565,0,0,0,0
0.707160,0,0,0,0
0.708708,0,0,0,0
0.710413,0,0,0,0
0.711832,0,0,0,0
0.713232,0,0,0,0
0.714751,0,0,0,0
0.716336,0,0,0,0
0.717877,0,0,0,0
0.719295,0,0,0,0
0.720824,0,0,0,0
0.722372,0,0,0,0
0.723926,0,0,0,0
0.725474,0,0,0,0
0.727025,0,0,0,0
0.728573,0,0,0,0
0.730121,0,0,0,0
0.731598,0,0,0,0
0.733005,0,0,0,0
0.734431,0,0,0,0
0.735785,0,0,0,0
0.737314,0,0,0,0
0.738728,0,0,0,0
0.740157,0,0,0,0
0.741553,0,0,0,0
0.742940,0,0,0,0
0.744325,0,0,0,0
0.745709,0,0,0,0
0.747127,0,0,0,0
0.748640,0,0,0,0
0.750187,0,0,0,0
0.751688,0,0,0,0
0.753207,0,0,0,0
0.754757,0,0,0,0
0.756366,0,0,0,0
0.757801,0,0,0,0
0.759201,0,0,0,0
0.760592,0,0,0,0
0.761993,0,0,0,0
0.763425,0,0,0,0
0.764813,0,0,0,0
0.766198,0,0,0,0
0.767713,0,0,0,0
0.769255,0,0,0,0
0.770818,0,0,0,0
0.772424,0,0,0,0
0.773879,0,0,0,0
0.775277,0,0,0,0
0.776670,0,0,0,0
0.778056,0,0,0,0
0.779492,0,0,0,0
0.780880,0,0,0,0
0.782361,0,0,0,0
0.783967,0,0,0,0
0.785516,0,0,0,0
0.787115,0,0,0,0
0.788667,0,0,0,0
0.790216,0,0,0,0
0.791715,0,0,0,0
0.793123,0,0,0,0
0.794720,0,0,0,0
0.796283,0,0,0,0
0.797983,0,0,0,0
0.799409,0,0,0,0
0.800943,0,0,0,0
0.802697,0,0,0,0
0.804184,0,0,0,0
0.805576,0,0,0,0
0.806956,0,0,0,0
0.808337,0,0,0,0
0.809714,0,0,0,0
0.811147,0,0,0,0
0.812502,0,0,0,0
0.813856,0,0,0,0
0.815220,0,0,0,0
0.816582,0,0,0,0
0.817935,0,0,0,0
0.819324,0,0,0,0
0.820663,0,0,0,0
0.822001,0,0,0,0
0.823340,0,0,0,0
0.824681,0,0,0,0
0.826022,0,0,0,0
0.827400,0,0,0,0
0.828761,0,0,0,0
0.830121,0,0,0,0
0.831482,0,0,0,0
0.832844,0,0,0,0
0.834300,0,0,0,0
0.835827,0,0,0,0
0.837378,0,0,0,0
0.838818,0,0,0,0
0.840225,0,0,0,0
0.841639,0,0,0,0
0.843239,0,0,0,0
0.844670,0,0,0,0
0.846057,0,0,0,0
0.847747,0,0,0,0
0.849311,0,0,0,0
0.850839,0,0,0,0
0.852279,0,0,0,0
0.854112,0,0,0,0
0.855578,0,0,0,0
0.857014,0,0,0,0
0.858401,0,0,0,0
0.859799,0,0,0,0
0.861181,0,0,0,0
0.862616,0,0,0,0
0.864010,0,0,0,0
0.865391,0,0,0,0
0.866807,0,0,0,0
0.868358,0,0,0,0
0.869905,0,0,0,0
0.871467,0,0,0,0
0.873015,0,0,0,0
0.874564,0,0,0,0
0.876111,0,0,0,0
0.877658,0,0,0,0
0.879207,0,0,0,0
0.880755,0,0,0,0
0.882316,0,0,0,0
0.883869,0,0,0,0
0.885415,0,0,0,0
0.886965,0,0,0,0
0.888513,0,0,0,0
0.890059,0,0,0,0
0.891650,0,0,0,0
0.893213,0,0,0,0
0.894762,0,0,0,0
0.896310,0,0,0,0
0.897856,0,0,0,0
0.899446,0,0,0,0
0.900994,0,0,0,0
0.902624,0,0,0,0
0.904128,0,0,0,0
0.905519,0,0,0,0
0.907079,0,0,0,0
0.908626,0,0,0,0
0.910173,0,0,0,0
0.911596,0,0,0,0
0.913114,0,0,0,0
0.914732,0,0,0,0
0.916317,0,0,0,0
0.917857,0,0,0,0
0.919277,0,0,0,0
0.920798,0,0,0,0
0.922345,0,0,0,0
0.923897,0,0,0,0
0.925450,0,0,0,0
0.926867,0,0,0,0
0.928385,0,0,0,0
0.929932,0,0,0,0
0.931524,0,0,0,0
0.933073,0,0,0,0
0.934622,0,0,0,0
0.936061,0,0,0,0
0.937582,0,0,0,0
0.939176,0,0,0,0
0.940725,0,0,0,0
0.942273,0,0,0,0
0.943823,0,0,0,0
0.945249,0,0,0,0
0.946799,0,0,0,0
0.948267,0,0,0,0
0.949700,0,0,0,0
0.951085,0,0,0,0
0.953842,0,0,0,0
0.955215,0,0,0,0
0.956588,0,0,0,0
0.957890,0,0,0,0
0.959207,0,0,0,0
0.960519,0,0,0,0
0.961831,0,0,0,0
0.963156,0,0,0,0
0.964552,0,0,0,0
0.965941,0,0,0,0
0.967331,0,0,0,0
0.968952,0,0,0,0
0.970972,0,0,0,0
0.972364,0,0,0,0
0.973756,0,0,0,0
0.975146,0,0,0,0
0.976534,0,0,0,0
0.977934,0,0,0,0
0.979371,0,0,0,0
0.980758,0,0,0,0
0.982273,0,0,0,0
0.983819,0,0,0,0
0.985349,0,0,0,0
0.986901,0,0,0,0
0.988364,0,0,0,0
0.989940,0,0,0,0
0.991386,0,0,0,0
0.992785,0,0,0,0
0.994169,0,0,0,0
0.995682,0,0,0,0
0.997508,0,0,0,0
0.998906,0,0,0,0
1.000432,0,0,0,0
1.001984,0,0,0,0
1.003414,0,0,0,0
1.004798,0,0,0,0
1.006180,0,0,0,0
1.007561,0,0,0,0
1.008943,0,0,0,0
1.010332,0,0,0,0
1.011855,0,0,0,0
1.013405,0,0,0,0
1.014959,0,0,0,0
1.016510,0,0,0,0
1.018059,0,0,0,0
1.019944,0,0,0,0
1.021499,0,0,0,0
1.022917,0,0,0,0
1.024429,0,0,0,0
1.025971,0,0,0,0
1.027389,0,0,0,0
1.028935,0,0,0,0
1.030476,0,0,0,0
1.031899,0,0,0,0
1.033422,0,0,0,0
1.035024,0,0,0,0
1.036578,0,0,0,0
1.038315,0,0,0,0
1.039866,0,0,0,0
1.041280,0,0,0,0
1.042690,0,0,0,0
1.044119,0,0,0,0
