elapsed_s,TSE_FE_BR_STALLS_DUETO_BV_CLIP,TSE_FE_BR_STALLS_DUETO_BV_POLY,TSE_FE_BV_STALLS_DUETO_BR_CLIP,TSE_FE_BV_STALLS_DUETO_BR_POLY
0.001091,0,0,0,0
0.002669,0,0,0,0
0.004088,0,0,0,0
0.005522,0,0,0,0
0.006985,0,0,0,0
0.008541,0,0,0,0
0.010132,0,0,0,0
0.011539,0,0,0,0
0.012921,0,0,0,0
0.014300,0,0,0,0
0.015679,0,0,0,0
0.017125,0,0,0,0
0.018636,0,0,0,0
0.020056,0,0,0,0
0.021475,0,0,0,0
0.022935,0,0,0,0
0.024353,0,0,0,0
0.025774,0,0,0,0
0.027190,0,0,0,0
0.028604,0,0,0,0
0.030030,0,0,0,0
0.031447,0,0,0,0
0.032861,0,0,0,0
0.034276,0,0,0,0
0.035692,0,0,0,0
0.037103,0,0,0,0
0.038697,0,0,0,0
0.040098,0,0,0,0
0.041489,0,0,0,0
0.042881,0,0,0,0
0.044272,0,0,0,0
0.045663,0,0,0,0
0.047055,0,0,0,0
0.048450,0,0,0,0
0.049843,0,0,0,0
0.051247,0,0,0,0
0.052664,0,0,0,0
0.054101,0,0,0,0
0.055481,0,0,0,0
0.056857,0,0,0,0
0.058234,0,0,0,0
0.059611,0,0,0,0
0.060987,0,0,0,0
0.062369,0,0,0,0
0.063745,0,0,0,0
0.065122,0,0,0,0
0.066598,0,0,0,0
0.067976,0,0,0,0
0.069354,0,0,0,0
0.070841,0,0,0,0
0.072182,0,0,0,0
0.073541,0,0,0,0
0.074840,0,0,0,0
0.076143,0,0,0,0
0.077545,0,0,0,0
0.078836,0,0,0,0
0.080126,0,0,0,0
0.081483,0,0,0,0
0.082793,0,0,0,0
0.084119,0,0,0,0
0.085379,0,0,0,0
0.086637,0,0,0,0
0.088003,0,0,0,0
0.089399,0,0,0,0
0.090717,0,0,0,0
0.092134,0,0,0,0
0.093439,0,0,0,0
0.094867,0,0,0,0
0.096289,0,0,0,0
0.097706,0,0,0,0
0.099045,0,0,0,0
0.100383,0,0,0,0
0.101724,0,0,0,0
0.103085,0,0,0,0
0.104426,0,0,0,0
0.105790,0,0,0,0
0.107206,0,0,0,0
0.108621,0,0,0,0
0.110408,0,0,0,0
0.111926,0,0,0,0
0.113458,0,0,0,0
0.114645,0,0,0,0
0.115884,0,0,0,0
0.117123,0,0,0,0
0.118371,0,0,0,0
0.119610,0,0,0,0
0.120849,0,0,0,0
0.122091,0,0,0,0
0.123336,0,0,0,0
0.124584,0,0,0,0
0.125949,0,0,0,0
0.127384,0,0,0,0
0.128753,0,0,0,0
0.130122,0,0,0,0
0.131496,0,0,0,0
0.132863,0,0,0,0
0.134301,0,0,0,0
0.135683,0,0,0,0
0.136957,0,0,0,0
0.138226,0,0,0,0
0.139494,0,0,0,0
0.140875,0,0,0,0
0.142257,0,0,0,0
0.143737,0,0,0,0
0.145116,0,0,0,0
0.146523,0,0,0,0
0.147923,0,0,0,0
0.149435,0,0,0,0
0.150757,0,0,0,0
0.152084,0,0,0,0
0.153412,0,0,0,0
0.154738,0,0,0,0
0.156064,0,0,0,0
0.157419,0,0,0,0
0.158865,0,0,0,0
0.160304,0,0,0,0
0.161743,0,0,0,0
0.163089,0,0,0,0
0.164420,0,0,0,0
0.165748,0,0,0,0
0.167127,0,0,0,0
0.168506,0,0,0,0
0.169908,0,0,0,0
0.171415,0,0,0,0
0.172957,0,0,0,0
0.174377,0,0,0,0
0.175897,0,0,0,0
0.177448,0,0,0,0
0.178998,0,0,0,0
0.180559,0,0,0,0
0.182154,0,0,0,0
0.183706,0,0,0,0
0.185255,0,0,0,0
0.186809,0,0,0,0
0.188357,0,0,0,0
