elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001099,0,0,0,0
0.002559,0,0,0,0
0.003977,0,0,0,0
0.005490,0,0,0,0
0.006906,0,0,0,0
0.008377,0,0,0,0
0.009803,0,0,0,0
0.011219,0,0,0,0
0.012635,0,0,0,0
0.014103,0,0,0,0
0.015529,0,0,0,0
0.016982,0,0,0,0
0.018454,0,0,0,0
0.019870,0,0,0,0
0.021300,0,0,0,0
0.022675,0,0,0,0
0.024038,0,0,0,0
0.025449,0,0,0,0
0.026813,0,0,0,0
0.028176,0,0,0,0
0.029636,0,0,0,0
0.030994,0,0,0,0
0.032344,0,0,0,0
0.033733,0,0,0,0
0.035079,0,0,0,0
0.036428,0,0,0,0
0.037774,0,0,0,0
0.039121,0,0,0,0
0.040469,0,0,0,0
0.041886,0,0,0,0
0.043248,0,0,0,0
0.044644,0,0,0,0
0.046032,0,0,0,0
0.047361,0,0,0,0
0.048738,0,0,0,0
0.050065,0,0,0,0
0.051394,0,0,0,0
0.052778,0,0,0,0
0.054109,0,0,0,0
0.055436,0,0,0,0
0.056812,0,0,0,0
0.058141,0,0,0,0
0.059467,0,0,0,0
0.060881,0,0,0,0
0.062283,0,0,0,0
0.063582,0,0,0,0
0.065031,0,0,0,0
0.066321,0,0,0,0
0.067610,0,0,0,0
0.068959,0,0,0,0
0.070251,0,0,0,0
0.071542,0,0,0,0
0.072877,0,0,0,0
0.074245,0,0,0,0
0.075555,0,0,0,0
0.076861,0,0,0,0
0.078115,0,0,0,0
0.079370,0,0,0,0
0.080696,0,0,0,0
0.082030,0,0,0,0
0.083364,0,0,0,0
0.084844,0,0,0,0
0.086252,0,0,0,0
0.087618,0,0,0,0
0.088845,0,0,0,0
0.090229,0,0,0,0
0.091605,0,0,0,0
0.093000,0,0,0,0
0.094440,0,0,0,0
0.095879,0,0,0,0
0.097298,0,0,0,0
0.098716,0,0,0,0
0.100136,0,0,0,0
0.101527,0,0,0,0
0.102767,0,0,0,0
0.104007,0,0,0,0
0.105246,0,0,0,0
0.106486,0,0,0,0
0.107726,0,0,0,0
0.110038,0,0,0,0
0.111295,0,0,0,0
0.112542,0,0,0,0
0.113765,0,0,0,0
0.115192,0,0,0,0
0.116502,0,0,0,0
0.117923,0,0,0,0
0.119344,0,0,0,0
0.120765,0,0,0,0
0.122186,0,0,0,0
0.123607,0,0,0,0
0.125051,0,0,0,0
0.126476,0,0,0,0
0.127897,0,0,0,0
0.129318,0,0,0,0
0.130747,0,0,0,0
0.132172,0,0,0,0
0.133595,0,0,0,0
0.135019,0,0,0,0
0.136447,0,0,0,0
