elapsed_s,LRZ_NEVER_COUNT,LRZ_BUSY_CYCLES,LRZ_STARVE_CYCLES_RAS
0.001102,0,0,1044455
0.002605,0,0,555304
0.004231,0,0,536761
0.005700,0,0,512749
0.007166,0,0,512332
0.008630,0,0,513006
0.010126,0,0,523412
0.011674,0,0,536431
0.013118,0,0,504729
0.014558,0,0,514700
0.016191,0,0,573493
0.017683,0,0,510730
0.019188,0,0,525094
0.020600,0,0,493013
0.021993,0,0,487450
0.023435,0,0,504715
0.024829,0,0,487538
0.026223,0,0,487449
0.027725,0,0,517162
0.029089,0,0,474397
0.030428,0,0,468470
0.031854,0,0,498499
0.033193,0,0,469132
0.034534,0,0,476129
0.035994,0,0,1186453
0.037351,0,0,1267308
0.038710,0,0,1266038
0.040067,0,0,1266833
0.041425,0,0,1266362
0.042836,0,0,1330503
0.044209,0,0,1267669
0.045568,0,0,1266394
0.047154,0,0,1450742
0.048575,0,0,1329622
0.049990,0,0,1292777
0.051425,0,0,1354039
0.053003,0,0,1179319
0.054364,0,0,1087333
0.055711,0,0,1087278
0.057058,0,0,1089121
0.058411,0,0,1079382
0.059813,0,0,1587984
0.061214,0,0,1683525
0.062665,0,0,1845904
0.064194,0,0,1761511
0.065581,0,0,1677695
0.066962,0,0,1671332
0.068388,0,0,1471157
0.069765,0,0,1467009
0.071181,0,0,1510184
0.072559,0,0,1469673
0.074005,0,806,1501785
0.076355,259607,260192,2314300
0.077591,141362,140676,1207802
0.078850,149651,150094,1253569
0.080251,178766,179707,1326997
0.081485,178718,176205,1175391
0.082718,167570,167016,1202675
0.083971,169009,169423,1185261
0.085206,172214,174872,1174953
0.086439,175031,168419,1184279
0.087675,166765,165917,1189221
0.088912,171575,170323,1183255
0.090150,179478,181178,1175505
0.091429,186390,179459,1218881
0.092668,182901,179753,1173275
0.093904,186977,183177,1169675
0.095143,179886,176515,1178479
0.096378,240643,241204,1565211
0.098033,172651,164517,1269011
0.099383,0,0,1869554
0.100893,0,0,1698231
0.102289,0,0,1682355
0.103675,0,0,1673269
0.105056,0,0,1670231
0.106435,0,0,1668537
0.107860,0,0,1728573
0.109238,0,0,1663821
0.110628,0,0,1844634
0.112136,0,0,1666136
0.113511,0,0,1665229
0.118955,0,0,6596127
0.120335,0,0,1669429
0.121718,0,0,1674582
0.123132,0,0,1746346
0.124557,0,0,1733149
0.125937,0,0,1681681
0.127317,0,0,1625321
0.128651,0,0,1606625
0.129977,0,0,1608656
0.131326,0,0,1638340
0.132725,0,0,1689734
0.134101,0,0,1664458
0.135476,0,0,1665917
0.136851,0,0,1664565
0.138225,0,0,1663643
0.139671,0,0,3608018
0.142580,0,0,1674403
0.143978,0,0,1686531
0.145353,0,0,1664123
0.146727,0,0,1698139
0.148166,0,0,1711460
0.149544,0,0,1699839
0.150952,0,0,1676663
0.152333,0,0,1671439
0.153713,0,0,1671317
0.155113,0,0,1695349
0.156493,0,0,1671984
0.157873,0,0,1671125
0.159255,0,0,1673044
0.160636,0,0,1672317
0.162016,0,0,1671101
0.163432,0,0,1814778
0.165023,0,0,1856612
0.166465,0,0,1807928
0.167927,0,0,1681099
0.169439,0,0,1858956
0.170986,0,0,1927605
0.172576,0,0,1871537
0.174121,0,0,1870984
0.175667,0,0,1872472
0.177226,0,0,1888247
0.178775,0,0,1876620
0.180323,0,0,1873862
0.181867,0,0,1868997
0.183413,0,0,1873496
0.184959,0,0,1872193
0.186504,0,0,1876059
0.188069,0,0,1889553
0.189613,0,0,1871301
0.191161,0,0,1874674
0.192708,0,0,1871227
0.194251,0,0,1869039
0.195841,0,0,1926772
0.197386,0,0,1870456
0.198948,0,0,1892314
0.200493,0,0,1870643
0.202037,0,0,1870036
0.203629,0,0,1928192
0.205175,0,0,1871924
0.206720,0,0,1855061
0.208128,0,0,1694625
0.209525,0,0,1687914
0.210989,0,0,1863492
0.212585,0,0,1872311
0.214129,0,0,1869971
0.215674,0,0,1871932
0.217221,0,0,1871790
0.218832,0,0,2078955
0.220496,0,0,1889042
0.222041,0,0,1869939
0.223485,0,0,1743775
0.225025,0,0,1868049
0.226568,0,0,1873424
0.228117,0,0,1872158
0.229661,0,0,1868627
0.231097,0,0,1714013
0.232613,0,0,1861921
0.234156,0,0,1868775
0.235745,0,0,1925017
0.237290,0,0,1869790
0.238835,0,0,1871659
0.240380,0,0,1870532
0.241937,0,0,1885490
0.243526,0,0,1924202
0.245068,0,0,1864996
0.246608,0,0,1872239
0.248156,0,0,1869660
0.249697,0,0,1866737
0.251287,0,0,1925022
0.252844,0,0,1885874
0.254386,0,0,1866867
0.255930,0,0,1871115
0.257474,0,0,1868508
0.259019,0,0,1925568
0.260608,0,0,1869454
0.262150,0,0,1867279
0.263708,0,0,1888152
0.265252,0,0,1870949
0.266799,0,0,1872842
0.268344,0,0,1870660
0.269887,0,0,1868583
0.271433,0,0,1873357
0.272978,0,0,1869165
0.274536,0,0,1891704
0.276085,0,0,1871675
0.277628,0,0,1868415
0.279174,0,0,1872860
0.280765,0,0,2280053
0.282526,0,0,1801555
0.283939,0,0,1660979
0.285337,0,0,1691665
0.286718,0,0,1675558
0.288103,0,0,1673896
0.289482,0,0,1748691
0.291476,0,0,2387103
0.292929,0,0,3022479
0.295457,0,0,1751865
0.296843,0,0,1670443
0.298218,0,0,1679098
0.299648,0,0,1718246
0.301153,0,0,1885956
0.302576,0,0,1667811
0.303922,0,0,1626579
0.305259,0,0,1618673
0.306609,0,0,1715773
0.308279,0,0,1945072
0.309663,0,0,1669267
0.311039,0,0,1665374
0.312415,0,0,1665118
0.313788,23,0,1664442
0.315201,0,0,1708649
0.316701,0,0,1847843
0.318250,0,0,1875653
0.319665,0,0,1691583
0.321179,0,0,1859100
0.322721,0,0,1888349
0.324280,0,0,1863418
0.325842,0,0,1893544
0.327261,0,0,1695187
0.328789,0,0,1876949
0.330333,0,0,1870312
0.331923,0,0,1925583
0.333469,0,0,1871502
0.335016,0,0,1867609
0.336552,0,0,1860467
0.338087,0,0,1859102
0.339516,0,0,1709818
0.341033,23,0,1862890
0.342577,0,0,1871096
0.344123,0,0,1872402
0.345668,0,0,1870514
0.347259,0,0,1926380
0.348804,0,0,1871976
0.350363,0,0,1886841
