elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001093,0,0,0,0,0,0
0.002599,0,0,0,0,0,0
0.004083,0,0,0,0,0,0
0.005518,0,0,0,0,0,0
0.006953,0,0,0,0,0,0
0.008385,0,0,0,0,0,0
0.009829,0,0,0,0,0,0
0.011263,0,0,0,0,0,0
0.012696,0,0,0,0,0,0
0.014129,0,0,0,0,0,0
0.015788,0,0,0,0,0,0
0.017247,0,0,0,0,0,0
0.018684,0,0,0,0,0,0
0.020081,0,0,0,0,0,0
0.021497,0,0,0,0,0,0
0.022864,0,0,0,0,0,0
0.024232,0,0,0,0,0,0
0.025596,0,0,0,0,0,0
0.027009,0,0,0,0,0,0
0.028385,0,0,0,0,0,0
0.029795,0,0,0,0,0,0
0.031170,0,0,0,0,0,0
0.032532,0,0,0,0,0,0
0.033947,0,0,0,0,0,0
0.035255,0,0,0,0,0,0
0.036560,0,0,0,0,0,0
0.037914,0,0,0,0,0,0
0.039219,0,0,0,0,0,0
0.040636,0,0,0,0,0,0
0.041944,0,0,0,0,0,0
0.043248,0,0,0,0,0,0
0.044552,0,0,0,0,0,0
0.045904,0,0,0,0,0,0
0.047167,0,0,0,0,0,0
0.048429,0,0,0,0,0,0
0.049707,0,0,0,0,0,0
0.050970,0,0,0,0,0,0
0.052284,0,0,0,0,0,0
0.053620,0,0,0,0,0,0
0.054972,0,0,0,0,0,0
0.056324,0,0,0,0,0,0
0.057731,0,0,0,0,0,0
0.059128,0,0,0,0,0,0
0.060492,0,0,0,0,0,0
0.061855,0,0,0,0,0,0
0.063372,0,0,0,0,0,0
0.064749,0,0,0,0,0,0
0.066182,0,0,0,0,0,0
0.067609,0,0,0,0,0,0
0.069030,0,0,0,0,0,0
0.070530,0,0,0,0,0,0
0.071932,0,0,0,0,0,0
0.073846,0,0,0,0,0,0
0.075248,0,0,0,0,0,0
0.076645,0,0,0,0,0,0
0.078044,0,0,0,0,0,0
0.079437,0,0,0,0,0,0
0.080834,0,0,0,0,0,0
0.083196,0,0,0,0,0,0
0.084446,0,0,0,0,0,0
0.087139,0,0,0,0,0,0
0.088490,0,0,0,0,0,0
0.089743,0,0,0,0,0,0
0.090995,0,0,0,0,0,0
0.092487,0,0,0,0,0,0
0.093748,0,0,0,0,0,0
0.095003,0,0,0,0,0,0
0.096256,0,0,0,0,0,0
0.097511,0,0,0,0,0,0
0.098765,0,0,0,0,0,0
0.100018,0,0,0,0,0,0
0.101334,0,0,0,0,0,0
0.102650,0,0,0,0,0,0
0.103905,0,0,0,0,0,0
0.105159,0,0,0,0,0,0
0.106415,0,0,0,0,0,0
0.107669,0,0,0,0,0,0
0.108923,0,0,0,0,0,0
0.110177,0,0,0,0,0,0
0.111430,0,0,0,0,0,0
0.112683,0,0,0,0,0,0
0.113974,0,0,0,0,0,0
0.115227,0,0,0,0,0,0
0.116480,0,0,0,0,0,0
0.117735,0,0,0,0,0,0
0.118985,0,0,0,0,0,0
0.120383,0,0,0,0,0,0
0.121864,0,0,0,0,0,0
0.123265,0,0,0,0,0,0
0.124774,0,0,0,0,0,0
0.126173,0,0,0,0,0,0
0.127570,0,0,0,0,0,0
0.128966,0,0,0,0,0,0
0.130497,0,0,0,0,0,0
0.131892,0,0,0,0,0,0
0.133390,0,0,0,0,0,0
0.136489,0,0,0,0,0,0
0.140826,0,0,0,0,0,0
0.143240,0,0,0,0,0,0
0.144633,0,0,0,0,0,0
0.146070,0,0,0,0,0,0
0.147462,0,0,0,0,0,0
0.148853,0,0,0,0,0,0
0.150247,0,0,0,0,0,0
0.151645,0,0,0,0,0,0
0.153060,0,0,0,0,0,0
0.154459,0,0,0,0,0,0
0.156047,0,0,0,0,0,0
0.157545,0,0,0,0,0,0
0.158951,0,0,0,0,0,0
0.160320,0,0,0,0,0,0
0.161697,0,0,0,0,0,0
0.163117,0,0,0,0,0,0
0.164514,0,0,0,0,0,0
0.165913,0,0,0,0,0,0
0.167439,0,0,0,0,0,0
0.168906,0,0,0,0,0,0
0.170464,0,0,0,0,0,0
0.172028,0,0,0,0,0,0
0.173482,0,0,0,0,0,0
0.175016,0,0,0,0,0,0
0.176577,0,0,0,0,0,0
0.178183,0,0,0,0,0,0
0.179746,0,0,0,0,0,0
0.181311,0,0,0,0,0,0
0.182874,0,0,0,0,0,0
0.184449,0,0,0,0,0,0
0.186013,0,0,0,0,0,0
0.187575,0,0,0,0,0,0
0.189136,0,0,0,0,0,0
0.190703,0,0,0,0,0,0
0.192265,0,0,0,0,0,0
0.193872,0,0,0,0,0,0
0.195447,0,0,0,0,0,0
0.197007,0,0,0,0,0,0
0.198572,0,0,0,0,0,0
0.200132,0,0,0,0,0,0
0.201695,0,0,0,0,0,0
0.203257,0,0,0,0,0,0
0.204818,0,0,0,0,0,0
0.206393,0,0,0,0,0,0
0.207955,0,0,0,0,0,0
0.209519,0,0,0,0,0,0
0.211127,0,0,0,0,0,0
0.212688,0,0,0,0,0,0
0.214249,0,0,0,0,0,0
0.215812,0,0,0,0,0,0
0.217390,0,0,0,0,0,0
0.218953,0,0,0,0,0,0
0.220513,0,0,0,0,0,0
0.222075,0,0,0,0,0,0
0.223637,0,0,0,0,0,0
0.225198,0,0,0,0,0,0
0.226766,0,0,0,0,0,0
0.228340,0,0,0,0,0,0
0.229904,0,0,0,0,0,0
0.231457,0,0,0,0,0,0
0.233010,0,0,0,0,0,0
0.234530,0,0,0,0,0,0
