
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       SP         gid=0x0a selector=5    SP_STALL_CYCLES_UCHE                         (A8XX_PERF_SP_STALL_CYCLES_UCHE)
       HLSQ       gid=0x04 selector=6    HLSQ_STALL_CYCLES_UCHE                       (A8XX_PERF_HLSQ_STALL_CYCLES_UCHE)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] SP_STALL_CYCLES_UCHE                         group=0xa selector=5 reg_low=0x298 reg_high=0x299
[GET] HLSQ_STALL_CYCLES_UCHE                       group=0x4 selector=6 reg_low=0x1fe reg_high=0x1ff
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,SP_STALL_CYCLES_UCHE,HLSQ_STALL_CYCLES_UCHE,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ
0.521427,72505663,44215531,0,0,4567204,551896
0.526751,70239309,42890093,0,0,4384563,534656
0.532011,69408125,42388642,0,0,4350505,528704
0.537232,68895754,42038837,0,0,4330637,524168
0.542397,68096889,41560564,0,0,4276450,518104
0.547760,70683933,43042624,0,0,4446934,536888
0.553333,73451148,44695569,0,0,4636231,557683
0.558572,69142924,42104633,0,0,4364694,525093
0.563832,69357019,42203940,0,0,4398748,526328
0.569097,69409063,42325892,0,0,4369279,527800
0.574326,68937876,41999407,0,0,4336861,524008
0.579547,68871167,42034760,0,0,4334926,524160
0.584748,68606823,41793971,0,0,4319124,521024
0.590010,69242417,42205951,0,0,4353302,526344
0.595252,69198155,42206225,0,0,4343921,526368
0.600488,69059180,42138135,0,0,4340825,525496
0.605719,68964734,42090174,0,0,4326782,524977
0.610964,69098422,42101462,0,0,4339523,525479
0.616234,69545978,42474579,0,0,4351321,529168
0.621455,68913749,42061257,0,0,4316850,524292
0.626681,68922696,42080322,0,0,4325817,524628
0.631904,68872549,42066262,0,0,4314746,524904
0.637151,69177977,42207710,0,0,4350295,526920
0.642371,68851152,42019697,0,0,4314185,523664
0.647598,68930652,42113820,0,0,4326287,525296
0.652838,69086109,42140065,0,0,4331490,525232
0.658061,68894529,42055167,0,0,4325042,524448
0.663287,68909214,42069996,0,0,4336203,524496
0.668682,70968165,43287671,0,0,4479649,540040
0.673905,69040933,42128818,0,0,4328387,524960
0.679138,68974543,42089566,0,0,4332019,525336
0.684389,69260750,42243028,0,0,4351260,526504
0.689626,69073948,42121357,0,0,4334794,525152
0.694857,68980777,42017640,0,0,4333772,524080
0.700083,68900884,42029750,0,0,4341597,524064
0.705309,68933331,42018402,0,0,4341342,524008
0.710551,69122350,42163669,0,0,4356662,526039
0.715778,68949232,42068512,0,0,4337216,524689
0.721026,69130271,42163697,0,0,4352123,525960
0.726268,69195482,42190211,0,0,4341394,525664
0.731488,68836873,42043363,0,0,4313171,524312
0.736711,68877163,42020370,0,0,4324648,524032
0.741929,68812492,41993805,0,0,4313821,523664
0.747150,68849121,42034207,0,0,4309004,524256
0.752370,68830686,42009885,0,0,4329278,523960
0.757597,68916166,42077866,0,0,4321643,524688
0.762705,67375468,41139191,0,0,4220343,513184
0.767808,67300322,41104517,0,0,4210141,512816
0.773022,68749310,41953251,0,0,4305878,522984
0.778243,68835581,42042534,0,0,4318966,524312
0.783464,68851080,42012299,0,0,4331813,523952
0.788712,69211511,42208932,0,0,4353183,526680
0.793935,68868676,42003480,0,0,4342316,523696
0.799156,68793822,41977169,0,0,4319382,523384
0.804463,70021504,42669678,0,0,4411355,531888
0.809987,72809882,44309464,0,0,4582136,552880
0.815269,69591821,42472721,0,0,4363164,529590
0.820538,69540633,42373197,0,0,4377010,528578
0.825758,68883748,42051843,0,0,4321608,524596
0.830976,68806951,41957373,0,0,4346978,522772
0.836219,68563975,41811417,0,0,4347105,525592
0.841458,69680058,42441756,0,0,4353856,525104
0.846690,68997566,42039791,0,0,4341026,524312
0.851909,68814226,42018713,0,0,4331099,524136
0.857019,67400061,41147124,0,0,4226900,512992
0.862285,69444691,42422670,0,0,4349181,528976
0.867556,69496492,42378022,0,0,4367040,528440
0.872795,69074802,42161410,0,0,4352188,526176
0.878021,68930679,42082840,0,0,4318795,524744
0.883244,68875835,42038186,0,0,4313125,524256
0.888531,69706928,42576681,0,0,4355083,530760
0.893762,68995600,42145040,0,0,4317184,525792
0.898978,68799899,41963367,0,0,4324439,523160
0.904266,69119700,42184392,0,0,4372792,530352
0.909502,69640682,42472910,0,0,4333855,525248
0.914729,68939984,42037867,0,0,4326047,524264
0.920005,58466168,35637300,0,0,3721760,462552
0.925321,0,0,0,0,0,0
0.930620,0,0,0,0,0,0
0.935981,0,0,0,0,0,0
0.941345,0,0,0,0,0,0
0.948981,0,0,0,0,0,0
0.954316,0,0,0,0,0,0
0.959861,0,0,0,0,0,0
0.965325,0,0,0,0,0,0
0.970601,0,0,0,0,0,0
0.976305,0,0,0,0,0,0
0.981643,0,0,0,0,0,0
0.987148,0,0,0,0,0,0
0.992385,0,0,0,0,0,0
0.997864,0,0,0,0,0,0
1.003105,0,0,0,0,0,0
1.008693,0,0,0,0,0,0
1.013989,0,0,0,0,0,0
1.019481,0,0,0,0,0,0
1.024718,0,0,0,0,0,0
1.030571,0,0,0,0,0,0
1.035840,0,0,0,0,0,0
1.041292,0,0,0,0,0,0
1.047194,0,0,0,0,0,0
1.053092,0,0,0,0,0,0
1.058321,0,0,0,0,0,0
1.063558,0,0,0,0,0,0
1.068834,0,0,0,0,0,0
1.075626,0,0,0,0,0,0
1.081825,0,0,0,0,0,0
1.087281,0,0,0,0,0,0
1.092639,0,0,0,0,0,0
1.097955,0,0,0,0,0,0
1.103210,0,0,0,0,0,0
1.109438,0,0,0,0,0,0
1.114902,0,0,0,0,0,0
1.120192,0,0,0,0,0,0
1.125650,0,0,0,0,0,0
1.130993,0,0,0,0,0,0
1.136366,0,0,0,0,0,0
1.141990,0,0,0,0,0,0
1.147573,0,0,0,0,0,0
1.152839,0,0,0,0,0,0
1.158091,0,0,0,0,0,0
1.163331,0,0,0,0,0,0
1.168669,0,0,0,0,0,0
1.173967,0,0,0,0,0,0
1.179418,0,0,0,0,0,0
1.185693,0,0,0,0,0,0
1.191012,0,0,0,0,0,0
1.196351,0,0,0,0,0,0
1.201590,0,0,0,0,0,0
1.206821,0,0,0,0,0,0
1.212114,0,0,0,0,0,0
1.217419,0,0,0,0,0,0
1.222683,0,0,0,0,0,0
1.228035,0,0,0,0,0,0
1.233635,0,0,0,0,0,0
1.238985,0,0,0,0,0,0
1.244267,0,0,0,0,0,0
1.249612,0,0,0,0,0,0
1.254963,0,0,0,0,0,0
1.260343,0,0,0,0,0,0
1.265880,0,0,0,0,0,0
