
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       SP         gid=0x0a selector=5    SP_STALL_CYCLES_UCHE                         (A8XX_PERF_SP_STALL_CYCLES_UCHE)
       HLSQ       gid=0x04 selector=6    HLSQ_STALL_CYCLES_UCHE                       (A8XX_PERF_HLSQ_STALL_CYCLES_UCHE)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] SP_STALL_CYCLES_UCHE                         group=0xa selector=5 reg_low=0x298 reg_high=0x299
[GET] HLSQ_STALL_CYCLES_UCHE                       group=0x4 selector=6 reg_low=0x1fe reg_high=0x1ff
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,SP_STALL_CYCLES_UCHE,HLSQ_STALL_CYCLES_UCHE,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ
0.005449,0,0,0,0,0,0
0.010873,0,0,0,0,0,0
0.016516,0,0,0,0,0,0
0.021866,0,0,0,0,0,0
0.032628,0,0,0,0,0,0
0.037913,0,0,0,0,0,0
0.043150,0,0,0,0,0,0
0.048968,0,0,0,0,0,0
0.054428,0,0,0,0,0,0
0.059767,0,0,0,0,0,0
0.067604,0,0,0,0,0,0
0.073613,0,0,0,0,0,0
0.078852,0,0,0,0,0,0
0.084183,0,0,0,0,0,0
0.089610,0,0,0,0,0,0
0.095223,0,0,0,0,0,0
0.101613,0,0,0,0,0,0
0.106880,0,0,0,0,0,0
0.112259,0,0,0,0,0,0
0.117602,0,0,0,0,0,0
0.123164,0,0,0,0,0,0
0.129102,0,0,0,0,0,0
0.134342,0,0,0,0,0,0
0.139607,0,0,0,0,0,0
0.145098,0,0,0,0,0,0
0.150466,0,0,0,0,0,0
0.155946,0,0,0,0,0,0
0.161478,0,0,0,0,0,0
0.166859,0,0,0,0,0,0
0.172376,0,0,0,0,0,0
0.179011,0,0,0,0,0,0
0.184996,0,0,0,0,0,0
0.190252,0,0,0,0,0,0
0.206773,0,0,0,0,0,0
0.212419,0,0,0,0,0,0
0.218758,0,0,0,0,0,0
0.226035,0,0,0,0,0,0
0.238427,0,0,0,0,0,0
0.243651,40551954,24453021,0,1,2239320,299262
0.248868,60117684,36735511,0,0,3514399,458048
0.254092,60531818,37132581,0,0,3554237,463008
0.259352,60967522,37379522,0,0,3588925,466296
0.264591,60749068,37246750,0,0,3589472,464304
0.269816,60632265,37116611,0,0,3717298,463224
0.275045,60591872,37046188,0,0,3736976,461800
0.280721,65767444,40213906,0,0,4029308,501176
0.285965,60850453,37219750,0,0,3732863,464496
0.291191,60585223,37038589,0,0,3715688,461720
0.296442,60844218,37180955,0,0,3754878,463848
0.303134,77485330,47342966,0,0,4794765,590232
0.308388,60971091,37230748,0,0,3769112,464512
0.313619,60662983,37028877,0,0,3779464,461584
0.318849,64246410,39037739,0,0,4011961,487040
0.324075,68925957,41769453,0,0,4356274,520824
0.329303,68914925,41546657,0,0,4371780,518208
0.334537,69039476,41634184,0,0,4380363,518964
0.339760,68879982,41748126,0,0,4369808,520788
0.345012,69125149,41839213,0,0,4379242,521928
0.350276,69531073,41960056,0,0,4408769,523176
0.355508,69008133,41078032,0,0,4371529,512272
0.360822,69952990,41987869,0,0,4436940,523384
0.366083,69427685,41980115,0,0,4405922,523608
0.371303,68886456,42007427,0,0,4339380,524008
0.376525,68886782,41868664,0,0,4339427,522136
0.381770,69130108,41723982,0,0,4375884,520320
0.387003,69044407,42031931,0,0,4362605,524168
0.392204,68537583,41699960,0,0,4336326,520104
0.397468,69341910,42130924,0,0,4382804,525344
0.402709,69218971,42184300,0,0,4368548,525896
0.407987,69129984,42120789,0,0,4376761,527480
0.413207,69322819,42187755,0,0,4346058,524144
0.418432,68902251,41946597,0,0,4342240,523072
0.423772,70389740,42550239,0,0,4453987,530440
0.429286,72600878,44005804,0,0,4593313,548888
0.434526,69233921,41927380,0,0,4383825,523016
0.441032,85724763,51889653,0,0,5419874,646980
0.446261,69036717,41974002,0,0,4361164,523492
0.451499,68964748,42029490,0,0,4343000,524088
0.456730,69048621,42023068,0,0,4351198,524368
0.461978,69220174,42238893,0,0,4354113,526608
0.467205,68967057,41997090,0,0,4353704,523600
0.473698,85568654,52145949,0,0,5394657,650400
0.478933,69090491,42147402,0,0,4340379,525352
0.484167,68866208,41983423,0,0,4337209,524544
0.489418,69387682,42275461,0,0,4355375,526437
0.494640,68885120,42076305,0,0,4325871,524819
0.499890,69187764,42257609,0,0,4324027,527192
0.505325,71631853,43702147,0,0,4482179,544600
0.510679,70603078,43105870,0,0,4436618,537816
0.515921,69206332,42250262,0,0,4362988,526448
