
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       SP         gid=0x0a selector=5    SP_STALL_CYCLES_UCHE                         (A8XX_PERF_SP_STALL_CYCLES_UCHE)
       HLSQ       gid=0x04 selector=6    HLSQ_STALL_CYCLES_UCHE                       (A8XX_PERF_HLSQ_STALL_CYCLES_UCHE)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] SP_STALL_CYCLES_UCHE                         group=0xa selector=5 reg_low=0x298 reg_high=0x299
[GET] HLSQ_STALL_CYCLES_UCHE                       group=0x4 selector=6 reg_low=0x1fe reg_high=0x1ff
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,SP_STALL_CYCLES_UCHE,HLSQ_STALL_CYCLES_UCHE,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ
0.005257,0,0,0,0,0,0
0.011327,0,0,0,0,0,0
0.016698,0,0,0,0,0,0
0.021964,0,0,0,0,0,0
0.027926,0,0,0,0,0,0
0.033483,0,0,0,0,0,0
0.038836,0,0,0,0,0,0
0.044234,0,0,0,0,0,0
0.049478,0,0,0,0,0,0
0.054745,0,0,0,0,0,0
0.060104,0,0,0,0,0,0
0.065357,0,0,0,0,0,0
0.070645,0,0,0,0,0,0
0.076261,0,0,0,0,0,0
0.081596,0,0,0,0,0,0
0.087382,0,0,0,0,0,0
0.092842,0,0,0,0,0,0
0.098180,0,0,0,0,0,0
0.108453,0,0,0,0,0,0
0.115688,0,0,0,0,0,0
0.122794,0,0,0,0,0,0
0.128202,0,0,0,0,0,0
0.133635,0,0,0,0,0,0
0.138974,0,0,0,0,0,0
0.144331,0,0,0,0,0,0
0.149711,0,0,0,0,0,0
0.155033,0,0,0,0,0,0
0.160296,0,0,0,0,0,0
0.165430,0,0,0,0,0,0
0.170720,0,0,0,0,0,0
0.176143,0,0,0,0,0,0
0.181636,0,0,0,0,0,0
0.187074,0,0,0,0,0,0
0.192449,0,0,0,0,0,0
0.197943,0,0,0,0,0,0
0.203278,0,0,0,0,0,0
0.208706,0,0,0,0,0,0
0.214137,0,0,0,0,0,0
0.219916,0,0,0,0,0,0
0.227830,0,0,0,0,0,0
0.233074,0,0,0,0,0,0
0.249622,0,0,0,0,0,0
0.256336,0,0,0,0,0,0
0.263763,0,0,0,0,0,0
0.269163,20574918,12727430,125,1,807313,129854
0.274411,60681549,37520738,82,0,2504325,320012
0.279641,60644608,37530858,0,0,2549574,272691
0.284864,60628740,37534526,0,0,2651157,273747
0.290078,60423353,37406970,0,0,2614789,271776
0.295310,60650175,37504665,0,0,2687548,272848
0.300530,60498868,37409202,0,0,2683292,272620
0.305793,61012305,37724302,0,0,2705625,274070
0.311028,60674728,37516128,0,0,2686875,272972
0.316292,61017588,37733605,0,0,2710195,274270
0.321485,60187636,37215666,0,0,2672015,270896
0.326842,62084969,38388651,0,0,2758629,279180
0.332085,60753518,37574811,0,0,2716703,273694
0.337339,60983196,37679298,0,0,2733011,274034
0.343360,69744330,43104910,0,0,3115669,313300
0.348603,60765506,37558296,0,0,2709696,273314
0.358390,113399458,70088105,0,0,5070135,509676
0.366621,106021758,65404284,0,0,4864924,476008
0.375322,114813443,70820361,0,0,5302418,515268
0.380559,69186265,42659336,0,0,3207814,310042
0.387172,87058192,53704870,0,0,3985849,391308
0.392517,70486201,43513705,0,0,3180755,316102
0.397759,69215227,42752702,0,0,3116513,311344
0.402990,68995865,42615349,0,0,3099940,309838
0.408227,69019633,42610354,0,0,3133816,309864
0.413459,69026213,42648738,0,0,3096065,310112
0.418793,70262391,43406671,0,0,3151724,316028
0.424043,62515433,38558163,14201,0,2763469,403534
0.429277,68908821,42546421,32,0,2939888,320888
0.434528,69217913,42761849,0,0,3104525,311144
0.439806,69594505,43004847,0,0,3119967,312514
0.445038,69034583,42642215,0,0,3084216,309890
0.450262,68893048,42556625,0,0,3101816,309482
0.455490,68933363,42541847,0,0,3157928,309478
0.460733,69149108,42667446,0,0,3185338,310474
0.465957,68887804,42505279,0,0,3156147,309414
0.471185,68920029,42524843,0,0,3162904,309354
0.476365,68338132,42173901,0,0,3122277,306472
0.481606,69076791,42627982,0,0,3164445,310136
0.486831,68926207,42533595,0,0,3163945,309490
0.492056,68892902,42514128,0,0,3158578,309240
0.497286,68953567,42555939,0,0,3160008,309468
0.502517,68979503,42569657,0,0,3153923,310108
0.507789,69535270,42913432,0,0,3187152,311777
0.513015,68859744,42499953,0,0,3149823,309405
0.518239,68889845,42525122,0,0,3159142,309382
0.523469,69013736,42581814,0,0,3157258,309400
0.528700,68985945,42574068,0,0,3155900,310074
0.533923,68863201,42518079,0,0,3140984,309304
0.539172,69187415,42702923,0,0,3169648,310604
0.544477,69873925,43114129,0,0,3200500,313584
0.549715,69176346,42691362,0,0,3161451,310706
0.554919,68621349,42347571,0,0,3145933,308210
0.560335,71431583,44085407,0,0,3274548,320154
0.565601,69460679,42875148,0,0,3167885,312250
0.571131,72914774,45005181,0,0,3342125,327588
0.576365,69008431,42595846,0,0,3152990,309380
0.581601,69069239,42632255,0,0,3156165,309998
0.586824,68871032,42513572,0,0,3148040,309382
0.592053,68937303,42542732,0,0,3159420,309530
0.597312,69368392,42811132,0,0,3177124,311652
0.602548,69012511,42588518,0,0,3171450,309866
0.608456,77937849,48091736,0,0,3580330,349838
0.613697,69124378,42652534,0,0,3168561,310468
0.618921,68892055,42513967,0,0,3162939,308992
0.624076,67438575,41677061,0,0,3097437,305128
0.629307,69517579,42846411,0,0,3171266,309940
0.634545,69057876,42624196,0,0,3166112,310004
0.639783,69059013,42610557,0,0,3170564,309966
0.645020,69084078,42638549,0,0,3169435,310050
0.650253,69000162,42584399,0,0,3161272,309980
0.655492,69098413,42646386,0,0,3162997,310016
0.660772,69628197,42978023,0,0,3174355,312632
0.666005,68986604,42581723,0,0,3156171,309854
0.671226,68858305,42505301,0,0,3146011,309394
0.676453,68928834,42545445,0,0,3155444,309638
0.681688,69029873,42611199,0,0,3154861,309878
0.686940,69243865,42744775,0,0,3169157,310642
0.692180,69105755,42653776,0,0,3153916,310560
0.697412,68919474,42542401,0,0,3152619,309404
0.702794,70864055,43741286,0,0,3236916,317794
0.708082,69787221,43075307,0,0,3190318,313604
0.713373,69764632,43057155,0,0,3192854,313476
0.719688,83300318,51408930,0,0,3822144,373976
0.724914,68991033,42568237,0,0,3171330,309440
0.730148,68949472,42570606,0,0,3153970,309992
0.736260,80601129,49721804,0,0,3700973,361494
0.741493,69062798,42623606,0,0,3161142,310276
0.746736,69110751,42651475,0,0,3163870,310378
0.751973,69108232,42645108,0,0,3163335,309840
0.757200,68910392,42530165,0,0,3156022,309562
0.762489,69707664,43021691,0,0,3199391,312926
0.767726,69093129,42647587,0,0,3161749,310038
0.772949,68843461,42491760,0,0,3149566,309424
0.778168,68824519,42490093,0,0,3149841,308808
0.783389,68834363,42484440,0,0,3145422,309416
0.788618,68916188,42549906,0,0,3155642,309482
0.793838,68933647,42539763,0,0,3152417,309308
0.799065,68923405,42540524,0,0,3150520,309462
0.804304,69081358,42642712,0,0,3162622,309932
0.809544,69108070,42660532,0,0,3161669,310618
0.814776,68963761,42566307,0,0,3158394,309492
0.819999,68874694,42517205,0,0,3150096,309442
0.825236,69069067,42626287,0,0,3153477,309954
0.830467,68902636,42524116,0,0,3156816,309428
0.835691,68952918,42551226,0,0,3159295,309492
0.840954,69422155,42841243,0,0,3176983,311764
0.846192,69074298,42619792,0,0,3164727,310102
0.851510,70104047,43257816,0,0,3215168,314748
0.857636,80689887,49783309,0,0,3691320,362030
0.863215,73561103,45392206,0,0,3369740,330426
0.868442,69005020,42583539,0,0,3162262,309770
0.873690,69191141,42698211,0,0,3169607,310582
0.878948,69344821,42793923,0,0,3177612,310670
0.884283,70361946,43419829,0,0,3220148,316182
0.889515,68995006,42577521,0,0,3160577,309800
0.895921,84362488,52068099,0,0,3870662,378880
0.901249,70318278,43401936,0,0,3214687,315728
0.906516,69485029,42893832,0,0,3174137,311914
0.911775,69296237,42779984,0,0,3163922,311158
0.917011,69022824,42598097,0,0,3160595,310062
0.922231,68895818,42533956,0,0,3148655,309742
0.927449,68829841,42478734,0,0,3144092,308988
0.932688,69096428,42652023,0,0,3160868,310204
0.937940,69182113,42725111,0,0,3166684,310566
0.943192,29602939,18212130,0,0,1381683,147626
0.948507,0,0,0,0,0,0
0.953732,0,0,0,0,0,0
0.959237,0,0,0,0,0,0
0.964758,0,0,0,0,0,0
0.970369,0,0,0,0,0,0
0.975826,0,0,0,0,0,0
0.981068,0,0,0,0,0,0
0.986389,0,0,0,0,0,0
0.991629,0,0,0,0,0,0
0.996884,0,0,0,0,0,0
1.002162,0,0,0,0,0,0
1.007922,0,0,0,0,0,0
1.013320,0,0,0,0,0,0
1.018907,0,0,0,0,0,0
1.024172,0,0,0,0,0,0
1.029720,0,0,0,0,0,0
1.034975,0,0,0,0,0,0
1.040658,0,0,0,0,0,0
1.046052,0,0,0,0,0,0
1.051649,0,0,0,0,0,0
1.057125,0,0,0,0,0,0
1.062833,0,0,0,0,0,0
1.068733,0,0,0,0,0,0
1.074526,0,0,0,0,0,0
1.079902,0,0,0,0,0,0
1.088530,0,0,0,0,0,0
1.094513,0,0,0,0,0,0
1.099923,0,0,0,0,0,0
1.105323,0,0,0,0,0,0
1.110763,0,0,0,0,0,0
1.116114,0,0,0,0,0,0
1.121551,0,0,0,0,0,0
1.126815,0,0,0,0,0,0
1.132270,0,0,0,0,0,0
1.137642,0,0,0,0,0,0
1.143112,0,0,0,0,0,0
1.148384,0,0,0,0,0,0
1.153837,0,0,0,0,0,0
1.159270,0,0,0,0,0,0
1.164763,0,0,0,0,0,0
1.170089,0,0,0,0,0,0
1.175435,0,0,0,0,0,0
1.180648,0,0,0,0,0,0
1.186147,0,0,0,0,0,0
1.191586,0,0,0,0,0,0
1.197040,0,0,0,0,0,0
1.202357,0,0,0,0,0,0
1.207955,0,0,0,0,0,0
1.213302,0,0,0,0,0,0
1.218733,0,0,0,0,0,0
1.224088,0,0,0,0,0,0
1.229469,0,0,0,0,0,0
1.235129,0,0,0,0,0,0
1.240366,0,0,0,0,0,0
