elapsed_s,PC_US_MESH_DRAWS,PC_US_MESH_DEAD_DRAWS,PC_US_MESH_MVIS_EN_DRAWS,PC_US_MESH_DEAD_PRIM,PC_US_MESH_LIVE_PRIM,PC_US_MESH_PA_EN_PRIM,PC_US_STARVE_CYCLES_FOR_MVIS_STREAM,PC_US_STARVE_CYCLES_PREDRAW
0.001582,0,0,0,0,0,0,0,0
0.003066,0,0,0,0,0,0,0,0
0.004522,0,0,0,0,0,0,0,0
0.005975,0,0,0,0,0,0,0,0
0.007476,0,0,0,0,0,0,0,0
0.008927,0,0,0,0,0,0,0,0
0.010389,0,0,0,0,0,0,0,0
0.011841,0,0,0,0,0,0,0,0
0.013293,0,0,0,0,0,0,0,0
0.014743,0,0,0,0,0,0,0,0
0.016227,0,0,0,0,0,0,0,0
0.017842,0,0,0,0,0,0,0,0
0.019385,0,0,0,0,0,0,0,0
0.020868,0,0,0,0,0,0,0,0
0.022284,0,0,0,0,0,0,0,0
0.023749,0,0,0,0,0,0,0,0
0.025157,0,0,0,0,0,0,0,0
0.026560,0,0,0,0,0,0,0,0
0.028015,0,0,0,0,0,0,0,0
0.029437,0,0,0,0,0,0,0,0
0.030909,0,0,0,0,0,0,0,0
0.032341,0,0,0,0,0,0,0,0
0.033755,0,0,0,0,0,0,0,0
0.035163,0,0,0,0,0,0,0,0
0.036571,0,0,0,0,0,0,0,0
0.037977,0,0,0,0,0,0,0,0
0.039439,0,0,0,0,0,0,0,0
0.040822,0,0,0,0,0,0,0,0
0.042214,0,0,0,0,0,0,0,0
0.043597,0,0,0,0,0,0,0,0
0.044980,0,0,0,0,0,0,0,0
0.046363,0,0,0,0,0,0,0,0
0.047793,0,0,0,0,0,0,0,0
0.049178,0,0,0,0,0,0,0,0
0.050561,0,0,0,0,0,0,0,0
0.051944,0,0,0,0,0,0,0,0
0.053393,0,0,0,0,0,0,0,0
0.054799,0,0,0,0,0,0,0,0
0.056197,0,0,0,0,0,0,0,0
0.057519,0,0,0,0,0,0,0,0
0.058841,0,0,0,0,0,0,0,0
0.060195,0,0,0,0,0,0,0,0
0.061516,0,0,0,0,0,0,0,0
0.062837,0,0,0,0,0,0,0,0
0.064216,0,0,0,0,0,0,0,0
0.065489,0,0,0,0,0,0,0,0
0.066763,0,0,0,0,0,0,0,0
0.068044,0,0,0,0,0,0,0,0
0.069325,0,0,0,0,0,0,0,0
0.070599,0,0,0,0,0,0,0,0
0.071954,0,0,0,0,0,0,0,0
0.073325,0,0,0,0,0,0,0,0
0.074717,0,0,0,0,0,0,0,0
0.076094,0,0,0,0,0,0,0,0
0.077468,0,0,0,0,0,0,0,0
0.078841,0,0,0,0,0,0,0,0
0.080217,0,0,0,0,0,0,0,0
0.081581,0,0,0,0,0,0,0,0
0.082948,0,0,0,0,0,0,0,0
0.084319,0,0,0,0,0,0,0,0
0.085702,0,0,0,0,0,0,0,0
0.086987,0,0,0,0,0,0,0,0
0.088373,0,0,0,0,0,0,0,0
0.089810,0,0,0,0,0,0,0,0
0.091220,0,0,0,0,0,0,0,0
0.092631,0,0,0,0,0,0,0,0
0.094042,0,0,0,0,0,0,0,0
0.095472,0,0,0,0,0,0,0,0
0.096930,0,0,0,0,0,0,0,0
0.098192,0,0,0,0,0,0,0,0
0.101463,0,0,0,0,0,0,0,0
0.102727,0,0,0,0,0,0,0,0
0.104310,0,0,0,0,0,0,0,0
0.105572,0,0,0,0,0,0,0,0
0.106833,0,0,0,0,0,0,0,0
0.108156,0,0,0,0,0,0,0,0
0.109417,0,0,0,0,0,0,0,0
0.110677,0,0,0,0,0,0,0,0
0.111943,0,0,0,0,0,0,0,0
0.113210,0,0,0,0,0,0,0,0
0.114538,0,0,0,0,0,0,0,0
0.116052,0,0,0,0,0,0,0,0
0.117432,0,0,0,0,0,0,0,0
0.118810,0,0,0,0,0,0,0,0
0.120207,0,0,0,0,0,0,0,0
0.121558,0,0,0,0,0,0,0,0
0.122900,0,0,0,0,0,0,0,0
0.124408,0,0,0,0,0,0,0,0
0.125759,0,0,0,0,0,0,0,0
0.127101,0,0,0,0,0,0,0,0
0.128443,0,0,0,0,0,0,0,0
0.129792,0,0,0,0,0,0,0,0
0.131136,0,0,0,0,0,0,0,0
0.132488,0,0,0,0,0,0,0,0
0.133811,0,0,0,0,0,0,0,0
0.135901,0,0,0,0,0,0,0,0
0.137429,0,0,0,0,0,0,0,0
0.138850,0,0,0,0,0,0,0,0
0.141274,0,0,0,0,0,0,0,0
0.142613,0,0,0,0,0,0,0,0
0.144102,0,0,0,0,0,0,0,0
0.145440,0,0,0,0,0,0,0,0
0.146892,0,0,0,0,0,0,0,0
0.148322,0,0,0,0,0,0,0,0
0.149830,0,0,0,0,0,0,0,0
0.151199,0,0,0,0,0,0,0,0
0.152556,0,0,0,0,0,0,0,0
0.153915,0,0,0,0,0,0,0,0
0.155276,0,0,0,0,0,0,0,0
0.156636,0,0,0,0,0,0,0,0
0.157995,0,0,0,0,0,0,0,0
0.159369,0,0,0,0,0,0,0,0
0.160732,0,0,0,0,0,0,0,0
0.162095,0,0,0,0,0,0,0,0
0.163460,0,0,0,0,0,0,0,0
0.164824,0,0,0,0,0,0,0,0
0.166186,0,0,0,0,0,0,0,0
0.167586,0,0,0,0,0,0,0,0
0.168995,0,0,0,0,0,0,0,0
0.170413,0,0,0,0,0,0,0,0
0.171819,0,0,0,0,0,0,0,0
0.173223,0,0,0,0,0,0,0,0
0.174624,0,0,0,0,0,0,0,0
0.176258,0,0,0,0,0,0,0,0
0.177680,0,0,0,0,0,0,0,0
0.179092,0,0,0,0,0,0,0,0
0.180515,0,0,0,0,0,0,0,0
