elapsed_s,PC_US_STARVE_CYCLES_DI,PC_US_VIS_STREAMS_LOADED,PC_US_INSTANCES,PC_US_DEAD_PRIM,PC_US_SLICE_LIVE_PRIM,PC_US_3D_DRAWCALLS,PC_US_2D_DRAWCALLS,PC_US_NON_DRAWCALL_GLOBAL_EVENTS
0.001236,0,0,0,0,0,0,0,0
0.002715,0,0,0,0,0,0,0,0
0.004170,0,0,0,0,0,0,0,0
0.005603,0,0,0,0,0,0,0,0
0.007064,0,0,0,0,0,0,0,0
0.008515,0,0,0,0,0,0,0,0
0.009968,0,0,0,0,0,0,0,0
0.011417,0,0,0,0,0,0,0,0
0.013031,0,0,0,0,0,0,0,0
0.014671,0,0,0,0,0,0,0,0
0.016160,0,0,0,0,0,0,0,0
0.017661,0,0,0,0,0,0,0,0
0.019079,0,0,0,0,0,0,0,0
0.020535,0,0,0,0,0,0,0,0
0.022011,0,0,0,0,0,0,0,0
0.023447,0,0,0,0,0,0,0,0
0.024861,0,0,0,0,0,0,0,0
0.026274,0,0,0,0,0,0,0,0
0.027718,0,0,0,0,0,0,0,0
0.029193,0,0,0,0,0,0,0,0
0.030580,0,0,0,0,0,0,0,0
0.031962,0,0,0,0,0,0,0,0
0.033438,0,0,0,0,0,0,0,0
0.034819,0,0,0,0,0,0,0,0
0.036199,0,0,0,0,0,0,0,0
0.037715,0,0,0,0,0,0,0,0
0.039133,0,0,0,0,0,0,0,0
0.040518,0,0,0,0,0,0,0,0
0.041902,0,0,0,0,0,0,0,0
0.043286,0,0,0,0,0,0,0,0
0.044767,0,0,0,0,0,0,0,0
0.046094,0,0,0,0,0,0,0,0
0.047416,0,0,0,0,0,0,0,0
0.048737,0,0,0,0,0,0,0,0
0.050061,0,0,0,0,0,0,0,0
0.051391,0,0,0,0,0,0,0,0
0.052758,0,0,0,0,0,0,0,0
0.054032,0,0,0,0,0,0,0,0
0.055305,0,0,0,0,0,0,0,0
0.056737,0,0,0,0,0,0,0,0
0.058120,0,0,0,0,0,0,0,0
0.059394,0,0,0,0,0,0,0,0
0.060795,0,0,0,0,0,0,0,0
0.062087,0,0,0,0,0,0,0,0
0.063450,0,0,0,0,0,0,0,0
0.064832,0,0,0,0,0,0,0,0
0.066211,0,0,0,0,0,0,0,0
0.067577,0,0,0,0,0,0,0,0
0.068971,0,0,0,0,0,0,0,0
0.070340,0,0,0,0,0,0,0,0
0.071715,0,0,0,0,0,0,0,0
0.073080,0,0,0,0,0,0,0,0
0.074451,0,0,0,0,0,0,0,0
0.075813,0,0,0,0,0,0,0,22
0.077419,0,0,0,0,0,0,0,0
0.078863,0,0,0,0,0,0,0,0
0.080354,0,0,0,0,0,0,0,0
0.081776,0,0,0,0,0,0,0,0
0.083188,0,0,0,0,0,0,0,0
0.084787,0,0,0,0,0,0,0,0
0.086326,0,0,0,0,0,0,0,0
0.087738,0,0,0,0,0,0,0,33
0.089001,0,0,0,0,0,0,0,90
0.090264,0,0,0,0,0,0,0,95
0.091525,0,0,0,0,0,0,0,95
0.095747,0,0,0,0,0,0,0,310
0.097016,0,0,0,0,0,0,0,95
0.098283,0,0,0,0,0,0,0,95
0.099548,0,0,0,0,0,0,0,95
0.100816,0,0,0,0,0,0,0,95
0.102082,0,0,0,0,0,0,0,90
0.103347,0,0,0,0,0,0,0,95
0.104614,0,0,0,0,0,0,0,95
0.105856,0,0,0,0,0,0,0,25
0.107287,0,0,0,0,0,0,0,0
0.108605,0,0,0,0,0,0,0,0
0.109972,0,0,0,0,0,0,0,0
0.111334,0,0,0,0,0,0,0,0
0.112696,0,0,0,0,0,0,0,0
0.114056,0,0,0,0,0,0,0,0
0.115415,0,0,0,0,0,0,0,0
0.116789,0,0,0,0,0,0,0,0
0.118151,0,0,0,0,0,0,0,0
0.119510,0,0,0,0,0,0,0,0
0.120948,0,0,0,0,0,0,0,0
0.122296,0,0,0,0,0,0,0,0
0.123614,0,0,0,0,0,0,0,0
0.124942,0,0,0,0,0,0,0,0
0.126379,0,0,0,0,0,0,0,0
0.127811,0,0,0,0,0,0,0,0
0.129236,0,0,0,0,0,0,0,0
0.130662,0,0,0,0,0,0,0,0
0.132108,0,0,0,0,0,0,0,0
0.133501,0,0,0,0,0,0,0,0
0.134927,0,0,0,0,0,0,0,0
0.136359,0,0,0,0,0,0,0,0
0.137786,0,0,0,0,0,0,0,0
0.139217,0,0,0,0,0,0,0,0
0.140644,0,0,0,0,0,0,0,0
0.142005,0,0,0,0,0,0,0,0
0.143368,0,0,0,0,0,0,0,0
0.144733,0,0,0,0,0,0,0,0
0.146092,0,0,0,0,0,0,0,0
0.147451,0,0,0,0,0,0,0,0
0.148809,0,0,0,0,0,0,0,0
0.150180,0,0,0,0,0,0,0,0
0.151540,0,0,0,0,0,0,0,0
0.152900,0,0,0,0,0,0,0,0
0.154264,0,0,0,0,0,0,0,0
0.155626,0,0,0,0,0,0,0,0
0.157026,0,0,0,0,0,0,0,0
0.158434,0,0,0,0,0,0,0,0
0.159840,0,0,0,0,0,0,0,0
0.161263,0,0,0,0,0,0,0,0
0.162674,0,0,0,0,0,0,0,0
0.164080,0,0,0,0,0,0,0,0
0.165488,0,0,0,0,0,0,0,0
0.166895,0,0,0,0,0,0,0,0
0.168303,0,0,0,0,0,0,0,0
0.169708,0,0,0,0,0,0,0,0
0.171242,0,0,0,0,0,0,0,0
0.172879,0,0,0,0,0,0,0,0
0.174450,0,0,0,0,0,0,0,0
0.176019,0,0,0,0,0,0,0,0
0.177593,0,0,0,0,0,0,0,0
0.179162,0,0,0,0,0,0,0,0
0.181866,0,0,0,0,0,0,0,0
0.183329,0,0,0,0,0,0,0,0
0.184746,0,0,0,0,0,0,0,0
0.186156,0,0,0,0,0,0,0,0
0.187562,0,0,0,0,0,0,0,0
0.189015,0,0,0,0,0,0,0,0
0.190423,0,0,0,0,0,0,0,0
0.191957,0,0,0,0,0,0,0,0
0.193472,0,0,0,0,0,0,0,0
0.194886,0,0,0,0,0,0,0,0
0.196298,0,0,0,0,0,0,0,0
0.197707,0,0,0,0,0,0,0,0
0.199113,0,0,0,0,0,0,0,0
0.200522,0,0,0,0,0,0,0,0
0.202057,0,0,0,0,0,0,0,0
0.203513,0,0,0,0,0,0,0,0
0.204973,0,0,0,0,0,0,0,0
0.206384,0,0,0,0,0,0,0,0
0.207790,0,0,0,0,0,0,0,0
0.209199,0,0,0,0,0,0,0,0
0.210606,0,0,0,0,0,0,0,0
0.212140,0,0,0,0,0,0,0,0
0.213728,0,0,0,0,0,0,0,0
0.215298,0,0,0,0,0,0,0,0
0.216870,0,0,0,0,0,0,0,0
0.218441,0,0,0,0,0,0,0,0
0.220010,0,0,0,0,0,0,0,0
0.221586,0,0,0,0,0,0,0,0
0.223156,0,0,0,0,0,0,0,0
0.224740,0,0,0,0,0,0,0,0
0.226312,0,0,0,0,0,0,0,0
0.227880,0,0,0,0,0,0,0,0
0.229451,0,0,0,0,0,0,0,0
0.231021,0,0,0,0,0,0,0,0
0.232593,0,0,0,0,0,0,0,0
0.234462,0,0,0,0,0,0,0,0
0.236049,0,0,0,0,0,0,0,0
0.237623,0,0,0,0,0,0,0,0
0.239230,0,0,0,0,0,0,0,0
0.240713,0,0,0,0,0,0,0,0
0.242258,0,0,0,0,0,0,0,0
0.243828,0,0,0,0,0,0,0,0
0.245400,0,0,0,0,0,0,0,0
0.246983,0,0,0,0,0,0,0,0
0.248557,0,0,0,0,0,0,0,0
0.250141,0,0,0,0,0,0,0,0
0.251591,0,0,0,0,0,0,0,0
0.253052,0,0,0,0,0,0,0,0
0.254462,0,0,0,0,0,0,0,0
0.255869,0,0,0,0,0,0,0,0
0.257291,0,0,0,0,0,0,0,0
0.258650,0,0,0,0,0,0,0,0
0.260185,0,0,0,0,0,0,0,0
0.261758,0,0,0,0,0,0,0,0
0.263352,0,0,0,0,0,0,0,0
0.264821,0,0,0,0,0,0,0,0
0.266388,0,0,0,0,0,0,0,0
0.267970,0,0,0,0,0,0,0,0
0.269595,0,0,0,0,0,0,0,0
0.271164,0,0,0,0,0,0,0,0
0.272738,0,0,0,0,0,0,0,0
0.274310,0,0,0,0,0,0,0,0
0.275880,0,0,0,0,0,0,0,0
0.277450,0,0,0,0,0,0,0,0
0.279036,0,0,0,0,0,0,0,0
0.280610,0,0,0,0,0,0,0,0
0.282181,0,0,0,0,0,0,0,0
0.283751,0,0,0,0,0,0,0,0
0.285366,0,0,0,0,0,0,0,0
