elapsed_s,PC_NEVER_COUNT,PC_US_BUSY_CYCLES,PC_US_WORKING_CYCLES,PC_US_UCHE_OUTSTANDING_TRANS,PC_US_PASS1_TF_STALL_CYCLES,PC_US_STARVE_CYCLES_FOR_INDEX,PC_US_STARVE_CYCLES_FOR_TF,PC_US_STARVE_CYCLES_FOR_VIZ_STREAM
0.001145,0,0,0,0,0,0,0,0
0.002624,0,0,0,0,0,0,0,0
0.004079,0,0,0,0,0,0,0,0
0.005590,0,0,0,0,0,0,0,0
0.007048,0,0,0,0,0,0,0,0
0.008464,0,0,0,0,0,0,0,0
0.010042,0,0,0,0,0,0,0,0
0.011453,0,0,0,0,0,0,0,0
0.012863,0,0,0,0,0,0,0,0
0.014273,0,0,0,0,0,0,0,0
0.015682,0,0,0,0,0,0,0,0
0.017096,0,0,0,0,0,0,0,0
0.018609,0,0,0,0,0,0,0,0
0.020093,0,0,0,0,0,0,0,0
0.021620,0,0,0,0,0,0,0,0
0.023049,0,0,0,0,0,0,0,0
0.024477,0,0,0,0,0,0,0,0
0.025965,0,0,0,0,0,0,0,0
0.027393,0,0,0,0,0,0,0,0
0.028977,0,0,0,0,0,0,0,0
0.030413,0,0,0,0,0,0,0,0
0.031839,0,0,0,0,0,0,0,0
0.033266,0,0,0,0,0,0,0,0
0.034690,0,0,0,0,0,0,0,0
0.036121,0,0,0,0,0,0,0,0
0.037590,0,0,0,0,0,0,0,0
0.039002,0,0,0,0,0,0,0,0
0.040419,0,0,0,0,0,0,0,0
0.041831,0,0,0,0,0,0,0,0
0.043247,0,0,0,0,0,0,0,0
0.044660,0,0,0,0,0,0,0,0
0.046119,0,0,0,0,0,0,0,0
0.047530,0,0,0,0,0,0,0,0
0.049084,0,0,0,0,0,0,0,0
0.050502,0,0,0,0,0,0,0,0
0.051910,0,0,0,0,0,0,0,0
0.053357,0,0,0,0,0,0,0,0
0.054728,0,0,0,0,0,0,0,0
0.056095,0,0,0,0,0,0,0,0
0.057465,0,0,0,0,0,0,0,0
0.058835,0,0,0,0,0,0,0,0
0.060205,0,0,0,0,0,0,0,0
0.061577,0,0,0,0,0,0,0,0
0.062901,0,0,0,0,0,0,0,0
0.064224,0,0,0,0,0,0,0,0
0.065557,0,0,0,0,0,0,0,0
0.066879,0,0,0,0,0,0,0,0
0.068203,0,0,0,0,0,0,0,0
0.069553,0,0,0,0,0,0,0,0
0.070970,0,0,0,0,0,0,0,0
0.072396,0,0,0,0,0,0,0,0
0.073952,0,0,0,0,0,0,0,0
0.075410,0,0,0,0,0,0,0,0
0.076794,0,0,0,0,0,0,0,0
0.078167,0,0,0,0,0,0,0,0
0.079539,0,0,0,0,0,0,0,0
0.080910,0,103,152,0,0,0,0,0
0.082203,0,0,0,0,0,0,0,0
0.083657,0,0,0,0,0,0,0,0
0.085028,0,0,0,0,0,0,0,0
0.086466,0,0,0,0,0,0,0,0
0.087875,0,0,0,0,0,0,0,0
0.090103,0,0,0,0,0,0,0,0
0.091515,0,0,0,0,0,0,0,0
0.094427,0,1389574,2924,0,0,0,0,0
0.095691,0,975046,1721,0,0,0,0,0
0.097139,0,1093139,2039,0,0,0,0,0
0.098401,0,959207,1723,0,0,0,0,0
0.099662,0,972085,1784,0,0,0,0,0
0.100924,0,952654,1757,0,0,0,0,0
0.102188,0,963145,1786,0,0,0,0,0
0.103454,0,960799,1723,0,0,0,0,0
0.104714,0,974987,1784,0,0,0,0,0
0.105985,0,957178,1757,0,0,0,0,0
0.107247,0,955503,1786,0,0,0,0,0
0.108510,0,961023,1781,0,0,0,0,0
0.109775,0,975077,1686,0,0,0,0,0
0.111026,0,51426,231,0,0,0,0,0
0.112459,0,0,0,0,0,0,0,0
0.113906,0,0,0,0,0,0,0,0
0.115337,0,0,0,0,0,0,0,0
0.116912,0,0,0,0,0,0,0,0
0.118240,0,0,0,0,0,0,0,0
0.119579,0,0,0,0,0,0,0,0
0.120918,0,0,0,0,0,0,0,0
0.122258,0,0,0,0,0,0,0,0
0.123707,0,0,0,0,0,0,0,0
0.125047,0,0,0,0,0,0,0,0
0.126384,0,0,0,0,0,0,0,0
0.127736,0,0,0,0,0,0,0,0
0.130519,0,0,0,0,0,0,0,0
0.131859,0,0,0,0,0,0,0,0
0.133335,0,0,0,0,0,0,0,0
0.134678,0,0,0,0,0,0,0,0
0.136025,0,0,0,0,0,0,0,0
0.137369,0,0,0,0,0,0,0,0
0.138710,0,0,0,0,0,0,0,0
0.140053,0,0,0,0,0,0,0,0
0.141394,0,0,0,0,0,0,0,0
0.142809,0,0,0,0,0,0,0,0
0.144134,0,0,0,0,0,0,0,0
0.145433,0,0,0,0,0,0,0,0
0.146730,0,0,0,0,0,0,0,0
0.148027,0,0,0,0,0,0,0,0
0.149333,0,0,0,0,0,0,0,0
0.150883,0,0,0,0,0,0,0,0
0.153250,0,0,0,0,0,0,0,0
0.154680,0,0,0,0,0,0,0,0
0.156104,0,0,0,0,0,0,0,0
0.157507,0,0,0,0,0,0,0,0
0.158910,0,0,0,0,0,0,0,0
0.160357,0,0,0,0,0,0,0,0
0.161760,0,0,0,0,0,0,0,0
0.163165,0,0,0,0,0,0,0,0
0.164693,0,0,0,0,0,0,0,0
0.166206,0,0,0,0,0,0,0,0
0.167615,0,0,0,0,0,0,0,0
0.169018,0,0,0,0,0,0,0,0
0.170423,0,0,0,0,0,0,0,0
0.171825,0,0,0,0,0,0,0,0
0.173230,0,0,0,0,0,0,0,0
0.174766,0,0,0,0,0,0,0,0
0.176226,0,0,0,0,0,0,0,0
0.177646,0,0,0,0,0,0,0,0
0.179057,0,0,0,0,0,0,0,0
0.180465,0,0,0,0,0,0,0,0
0.181990,0,0,0,0,0,0,0,0
0.183399,0,0,0,0,0,0,0,0
0.184937,0,0,0,0,0,0,0,0
0.186392,0,0,0,0,0,0,0,0
0.187800,0,0,0,0,0,0,0,0
0.189288,0,0,0,0,0,0,0,0
0.190927,0,0,0,0,0,0,0,0
0.192573,0,0,0,0,0,0,0,0
0.193990,0,0,0,0,0,0,0,0
0.195607,0,0,0,0,0,0,0,0
0.197033,0,0,0,0,0,0,0,0
0.199561,0,0,0,0,0,0,0,0
0.200967,0,0,0,0,0,0,0,0
0.202375,0,0,0,0,0,0,0,0
0.203783,0,0,0,0,0,0,0,0
0.205194,0,0,0,0,0,0,0,0
0.206601,0,0,0,0,0,0,0,0
0.208017,0,0,0,0,0,0,0,0
0.209427,0,0,0,0,0,0,0,0
0.210835,0,0,0,0,0,0,0,0
0.212242,0,0,0,0,0,0,0,0
0.213687,0,0,0,0,0,0,0,0
0.215096,0,0,0,0,0,0,0,0
0.216631,0,0,0,0,0,0,0,0
0.218219,0,0,0,0,0,0,0,0
0.219786,0,0,0,0,0,0,0,0
0.221356,0,0,0,0,0,0,0,0
0.222927,0,0,0,0,0,0,0,0
0.224496,0,0,0,0,0,0,0,0
0.226071,0,0,0,0,0,0,0,0
0.227641,0,0,0,0,0,0,0,0
0.229270,0,0,0,0,0,0,0,0
0.230842,0,0,0,0,0,0,0,0
0.232413,0,0,0,0,0,0,0,0
0.233997,0,0,0,0,0,0,0,0
0.235538,0,0,0,0,0,0,0,0
0.237111,0,0,0,0,0,0,0,0
0.238682,0,0,0,0,0,0,0,0
0.240264,0,0,0,0,0,0,0,0
0.241834,0,0,0,0,0,0,0,0
0.243406,0,0,0,0,0,0,0,0
0.244979,0,0,0,0,0,0,0,0
0.246594,0,0,0,0,0,0,0,0
0.248163,0,0,0,0,0,0,0,0
0.249733,0,0,0,0,0,0,0,0
0.251317,0,0,0,0,0,0,0,0
0.252890,0,0,0,0,0,0,0,0
0.254462,0,0,0,0,0,0,0,0
0.256032,0,0,0,0,0,0,0,0
0.257605,0,0,0,0,0,0,0,0
0.259169,0,0,0,0,0,0,0,0
0.260730,0,0,0,0,0,0,0,0
0.262224,0,0,0,0,0,0,0,0
0.263636,0,0,0,0,0,0,0,0
0.265175,0,0,0,0,0,0,0,0
0.266745,0,0,0,0,0,0,0,0
0.268313,0,0,0,0,0,0,0,0
0.269883,0,0,0,0,0,0,0,0
0.271454,0,0,0,0,0,0,0,0
0.273039,0,0,0,0,0,0,0,0
0.274609,0,0,0,0,0,0,0,0
0.276177,0,0,0,0,0,0,0,0
0.277791,0,0,0,0,0,0,0,0
0.279363,0,0,0,0,0,0,0,0
0.280935,0,0,0,0,0,0,0,0
0.282505,0,0,0,0,0,0,0,0
0.284086,0,0,0,0,0,0,0,0
0.285657,0,0,0,0,0,0,0,0
0.287227,0,0,0,0,0,0,0,0
0.288799,0,0,0,0,0,0,0,0
0.290370,0,0,0,0,0,0,0,0
