elapsed_s,SP_TTU_GPR_WR_REQ,SP_GPR_CACHE_SRC0_GPR_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC1_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC2_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,SP_UCHE_READ_BURST,SP_UCHE_WRITE_BURST,SP_LDST_GMEM_REQ_NUM
0.001107,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003029,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004839,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006444,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008138,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009875,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011460,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013103,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014659,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016401,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018001,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019555,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021178,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022780,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024386,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026024,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027664,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029275,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030741,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032219,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033684,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035166,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036645,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038101,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039504,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040898,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042307,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043755,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045154,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046611,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048045,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049449,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050854,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052259,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053685,0,0,0,1869,0,0,0,0,0,0,0,0,0
0.055210,0,0,0,0,0,0,0,0,0,0,0,0,0
0.056608,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058016,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059414,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060855,0,0,0,0,0,0,0,0,0,0,0,0,0
0.062350,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063839,0,0,0,1446,0,9878,30226,102502,122193,173085,169822,24,24
0.065244,162108,205151,0,652274,77898,530479,214886,606742,506780,536135,459139,0,0
0.066637,0,0,0,0,0,0,0,0,0,0,0,0,0
0.068075,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069543,0,0,0,0,0,0,0,0,0,0,0,0,0
0.070986,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072424,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073973,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075411,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076902,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078340,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079773,0,0,0,0,0,0,0,0,0,0,0,0,0
0.084589,0,0,0,0,0,0,0,0,0,0,0,0,0
0.086142,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087552,0,0,0,0,0,0,0,0,0,0,0,0,0
0.089001,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090431,0,0,0,0,0,0,0,0,0,0,0,0,0
0.091903,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093334,0,0,0,0,0,0,0,0,0,0,0,0,0
0.094822,0,0,0,0,0,0,0,0,0,0,0,0,0
0.096266,0,0,0,0,0,0,0,0,0,0,0,0,0
0.097700,0,0,0,0,0,0,0,0,0,0,0,0,0
0.099129,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100593,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102172,0,0,0,0,0,0,0,0,0,0,0,0,0
0.103610,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105044,0,0,0,0,0,0,0,0,0,0,0,0,0
