elapsed_s,TSE_FE_STARVE_CYCLES_PC,TSE_FE_INPUT_PRIM,TSE_FE_INPUT_NULL_PRIM,TSE_FE_TRIVAL_REJ_PRIM
0.001094,0,0,0,0
0.002515,0,0,0,0
0.004028,0,0,0,0
0.005494,0,0,0,0
0.006909,0,0,0,0
0.008323,0,0,0,0
0.009748,0,0,0,0
0.011161,0,0,0,0
0.012736,0,0,0,0
0.014378,0,0,0,0
0.015809,0,0,0,0
0.017261,0,0,0,0
0.018679,0,0,0,0
0.020202,0,0,0,0
0.021552,0,0,0,0
0.022899,0,0,0,0
0.024247,0,0,0,0
0.025594,0,0,0,0
0.026941,0,0,0,0
0.028335,0,0,0,0
0.029681,0,0,0,0
0.031036,0,0,0,0
0.032430,0,0,0,0
0.033776,0,0,0,0
0.035165,0,0,0,0
0.036563,0,0,0,0
0.037903,0,0,0,0
0.039193,0,0,0,0
0.040487,0,0,0,0
0.041782,0,0,0,0
0.043121,0,0,0,0
0.044460,0,0,0,0
0.045751,0,0,0,0
0.047041,0,0,0,0
0.048332,0,0,0,0
0.049622,0,0,0,0
0.050912,0,0,0,0
0.052280,0,0,0,0
0.053570,0,0,0,0
0.054860,0,0,0,0
0.056172,0,0,0,0
0.057510,0,0,0,0
0.058849,0,0,0,0
0.060185,0,0,0,0
0.061527,0,0,0,0
0.062919,0,0,0,0
0.064263,0,0,0,0
0.065601,0,0,0,0
0.066943,0,0,0,0
0.068300,0,0,0,0
0.069722,525,0,0,0
0.071201,0,0,0,0
0.072631,0,0,0,0
0.074027,0,0,0,0
0.075406,0,0,0,0
0.076788,0,0,0,0
0.078175,0,0,0,0
0.079559,0,0,0,0
0.080949,1476,0,0,0
0.082189,2973,0,0,0
0.083428,2973,0,0,0
0.084667,2843,0,0,0
0.085905,2951,0,0,0
0.087145,2932,0,0,0
0.089723,6041,0,0,0
0.090966,2952,0,0,0
0.092207,2842,0,0,0
0.093449,2830,0,0,0
0.094691,2992,0,0,0
0.095936,2946,0,0,0
0.097177,2846,0,0,0
0.098417,2850,0,0,0
0.099658,2942,0,0,0
0.100952,3060,0,0,0
0.102194,2857,0,0,0
0.103435,2959,0,0,0
0.104765,2217,0,0,0
0.106307,0,0,0,0
0.107908,0,0,0,0
0.109539,0,0,0,0
0.110931,0,0,0,0
0.112320,0,0,0,0
0.113707,0,0,0,0
0.115091,0,0,0,0
0.116538,0,0,0,0
0.117924,0,0,0,0
0.119305,0,0,0,0
0.120684,0,0,0,0
0.122063,0,0,0,0
0.123443,0,0,0,0
0.124973,0,0,0,0
0.126352,0,0,0,0
0.127858,0,0,0,0
0.132945,0,0,0,0
