elapsed_s,TSE_SETUP_FMUL_3_WORKING_CYCLE_L3,TSE_SETUP_FMUL_4_WORKING_CYCLE_L3,TSE_SETUP_FMUL_5_WORKING_CYCLE_L3,TSE_EDGE_SETUP_WORKING_CYCLE_L1
0.001115,0,0,0,0
0.002606,0,0,0,0
0.004027,0,0,0,0
0.005445,0,0,0,0
0.006859,0,0,0,0
0.008378,0,0,0,0
0.009793,0,0,0,0
0.011262,0,0,0,0
0.012686,0,0,0,0
0.014798,0,0,0,0
0.016805,0,0,0,0
0.018235,0,0,0,0
0.019674,0,0,0,0
0.021071,0,0,0,0
0.022463,0,0,0,0
0.023874,0,0,0,0
0.025268,0,0,0,0
0.026660,0,0,0,0
0.028052,0,0,0,0
0.029444,0,0,0,0
0.030842,0,0,0,0
0.032303,0,0,0,0
0.033693,0,0,0,0
0.035083,0,0,0,0
0.036594,0,0,0,0
0.037938,0,0,0,0
0.039285,0,0,0,0
0.040585,0,0,0,0
0.041881,0,0,0,0
0.043233,0,0,0,0
0.044573,0,0,0,0
0.045923,0,0,0,0
0.047278,0,0,0,0
0.048549,0,0,0,0
0.049806,0,0,0,0
0.051063,0,0,0,0
0.052414,0,0,0,0
0.053678,0,0,0,0
0.055043,0,0,0,0
0.056357,0,0,0,0
0.057663,0,0,0,0
0.059021,0,0,0,0
0.060374,0,0,0,0
0.061718,0,0,0,0
0.063070,0,0,0,0
0.064377,0,0,0,0
0.065682,0,0,0,0
0.066950,0,0,0,0
0.068277,0,0,0,0
0.069541,0,0,0,0
0.070800,0,0,0,0
0.072074,0,0,0,0
0.073405,105,105,96,0
0.074729,0,0,0,0
0.076070,0,0,0,0
0.077392,0,0,0,0
0.078679,0,0,0,0
0.080003,0,0,0,0
0.081298,0,0,0,0
0.082587,0,0,0,0
0.083916,0,0,0,0
0.085237,756,756,897,0
0.086477,819,819,1185,0
0.087687,819,819,1170,0
0.088889,819,819,1155,0
0.090128,819,819,1185,0
0.091331,819,819,1170,0
0.092478,756,756,1080,0
0.093717,819,882,1245,0
0.094922,819,756,1095,0
0.096116,819,819,1170,0
0.097311,819,819,1170,0
0.098505,819,819,1155,0
0.099737,882,882,1275,0
0.101206,945,945,1350,0
0.102610,945,945,1350,0
0.103894,819,819,1245,0
0.105143,882,882,1185,0
0.106388,819,819,1170,0
0.107634,819,819,1245,0
0.109006,798,798,1005,0
0.110379,0,0,0,0
0.111769,0,0,0,0
0.113150,0,0,0,0
0.114531,0,0,0,0
0.115951,0,0,0,0
0.117331,0,0,0,0
0.118709,0,0,0,0
0.120101,0,0,0,0
0.121482,0,0,0,0
0.122861,0,0,0,0
0.124316,0,0,0,0
0.125694,0,0,0,0
0.127074,0,0,0,0
0.128498,0,0,0,0
0.129878,0,0,0,0
0.131266,0,0,0,0
0.132687,0,0,0,0
0.134043,0,0,0,0
0.135639,0,0,0,0
0.136995,0,0,0,0
0.138351,0,0,0,0
0.139724,0,0,0,0
0.141071,0,0,0,0
0.142409,0,0,0,0
0.143788,0,0,0,0
0.145142,0,0,0,0
0.146459,0,0,0,0
0.147819,0,0,0,0
0.149100,0,0,0,0
0.150378,0,0,0,0
0.151705,0,0,0,0
0.152994,0,0,0,0
0.154271,0,0,0,0
0.155556,0,0,0,0
0.156887,0,0,0,0
0.158213,0,0,0,0
0.159849,0,0,0,0
0.161175,0,0,0,0
0.162500,0,0,0,0
0.164026,0,0,0,0
0.165446,0,0,0,0
0.166885,0,0,0,0
0.168313,0,0,0,0
0.169662,0,0,0,0
0.171008,0,0,0,0
0.172400,0,0,0,0
0.173741,0,0,0,0
0.175089,0,0,0,0
0.176534,0,0,0,0
0.177875,0,0,0,0
0.179217,0,0,0,0
0.180602,0,0,0,0
0.181989,0,0,0,0
0.183377,0,0,0,0
0.184763,0,0,0,0
0.186285,0,0,0,0
0.187838,0,0,0,0
0.189390,0,0,0,0
0.190940,0,0,0,0
0.192496,0,0,0,0
0.194046,0,0,0,0
0.195642,0,0,0,0
0.197209,0,0,0,0
0.198759,0,0,0,0
0.200311,0,0,0,0
0.201862,0,0,0,0
0.203413,0,0,0,0
0.204963,0,0,0,0
0.206511,0,0,0,0
0.208073,0,0,0,0
0.209624,0,0,0,0
0.211175,0,0,0,0
0.212727,0,0,0,0
0.214276,0,0,0,0
0.215828,0,0,0,0
0.217380,0,0,0,0
0.218943,0,0,0,0
0.220498,0,0,0,0
0.222047,0,0,0,0
0.223599,0,0,0,0
0.225150,0,0,0,0
0.226700,0,0,0,0
0.228294,0,0,0,0
0.229860,0,0,0,0
0.231412,0,0,0,0
0.232964,0,0,0,0
0.234514,0,0,0,0
0.236066,0,0,0,0
0.237618,0,0,0,0
0.239169,0,0,0,0
0.240735,0,0,0,0
0.242285,0,0,0,0
0.243735,0,0,0,0
0.245288,0,0,0,0
0.246837,0,0,0,0
0.248337,0,0,0,0
0.249857,0,0,0,0
0.251422,0,0,0,0
0.252974,0,0,0,0
0.254524,0,0,0,0
0.256075,0,0,0,0
0.257617,0,0,0,0
0.259210,0,0,0,0
0.260759,0,0,0,0
0.262667,0,0,0,0
0.264118,0,0,0,0
0.265513,0,0,0,0
0.266900,0,0,0,0
0.268292,0,0,0,0
0.269679,0,0,0,0
0.271064,0,0,0,0
0.272602,0,0,0,0
0.274152,0,0,0,0
