elapsed_s,TSE_FE_OUTPUT_VISIBLE_PRIM,TSE_FE_CINVOCATION,TSE_FE_CPRIMITIVES,TSE_FE_CLIP_PLANES
0.001096,0,0,0,0
0.002556,0,0,0,0
0.003976,0,0,0,0
0.005393,0,0,0,0
0.006808,0,0,0,0
0.008270,0,0,0,0
0.009702,0,0,0,0
0.011124,0,0,0,0
0.012539,0,0,0,0
0.013953,0,0,0,0
0.015372,0,0,0,0
0.016796,0,0,0,0
0.018297,0,0,0,0
0.019748,0,0,0,0
0.021121,0,0,0,0
0.022569,0,0,0,0
0.023958,0,0,0,0
0.025330,0,0,0,0
0.026704,0,0,0,0
0.028077,0,0,0,0
0.029448,0,0,0,0
0.030878,0,0,0,0
0.032251,0,0,0,0
0.033623,0,0,0,0
0.034995,0,0,0,0
0.036359,0,0,0,0
0.037723,0,0,0,0
0.039131,0,0,0,0
0.040478,0,0,0,0
0.041833,0,0,0,0
0.043226,0,0,0,0
0.044569,0,0,0,0
0.045913,0,0,0,0
0.047307,0,0,0,0
0.048656,0,0,0,0
0.050005,0,0,0,0
0.051400,0,0,0,0
0.052760,0,0,0,0
0.054110,0,0,0,0
0.055508,0,0,0,0
0.056802,0,0,0,0
0.058091,0,0,0,0
0.059430,0,0,0,0
0.060720,0,0,0,0
0.062010,0,0,0,0
0.063301,0,0,0,0
0.064669,0,0,0,0
0.065925,0,0,0,0
0.067230,0,0,0,0
0.068486,0,0,0,0
0.069744,0,0,0,0
0.071049,0,0,0,0
0.072387,0,0,0,0
0.073750,0,0,0,0
0.075093,0,0,0,0
0.076428,0,0,0,0
0.077769,0,0,0,0
0.079111,0,0,0,0
0.080510,0,0,0,0
0.081856,0,0,0,0
0.083199,0,0,0,0
0.084556,0,0,0,0
0.085905,0,0,0,0
0.088277,0,0,0,0
0.089787,0,0,0,0
0.091191,0,0,0,0
0.092579,0,0,0,0
0.093963,0,0,0,0
0.096622,0,0,0,0
0.098050,0,0,0,0
0.100197,0,0,0,0
0.101437,0,0,0,0
0.102680,0,0,0,0
0.103979,0,0,0,0
0.105222,0,0,0,0
0.106465,0,0,0,0
0.107712,0,0,0,0
0.108959,0,0,0,0
0.110201,0,0,0,0
0.111447,0,0,0,0
0.112686,0,0,0,0
0.113924,0,0,0,0
0.115167,0,0,0,0
0.116409,0,0,0,0
0.117651,0,0,0,0
0.118940,0,0,0,0
0.120416,0,0,0,0
0.121693,0,0,0,0
0.123078,0,0,0,0
0.124496,0,0,0,0
0.126038,0,0,0,0
0.127587,0,0,0,0
0.129015,0,0,0,0
0.130575,0,0,0,0
0.132030,0,0,0,0
0.134606,0,0,0,0
0.136055,0,0,0,0
0.137416,0,0,0,0
0.138772,0,0,0,0
0.140128,0,0,0,0
0.141482,0,0,0,0
0.142848,0,0,0,0
0.144214,0,0,0,0
0.145570,0,0,0,0
0.146925,0,0,0,0
0.148281,0,0,0,0
0.149636,0,0,0,0
0.151085,0,0,0,0
0.152410,0,0,0,0
0.153735,0,0,0,0
0.155064,0,0,0,0
0.156389,0,0,0,0
0.157714,0,0,0,0
0.159160,0,0,0,0
0.160485,0,0,0,0
0.161808,0,0,0,0
0.163133,0,0,0,0
0.164459,0,0,0,0
0.165788,0,0,0,0
0.167489,0,0,0,0
0.168821,0,0,0,0
0.170153,0,0,0,0
0.171485,0,0,0,0
0.172817,0,0,0,0
0.174148,0,0,0,0
0.175480,0,0,0,0
0.176819,0,0,0,0
0.178151,0,0,0,0
0.179484,0,0,0,0
0.180816,0,0,0,0
0.182148,0,0,0,0
0.183513,0,0,0,0
0.184898,0,0,0,0
0.186410,0,0,0,0
0.187977,0,0,0,0
0.189526,0,0,0,0
0.191077,0,0,0,0
0.192625,0,0,0,0
0.194173,0,0,0,0
0.195672,0,0,0,0
0.197192,0,0,0,0
0.198753,0,0,0,0
0.200347,0,0,0,0
0.201894,0,0,0,0
0.203443,0,0,0,0
0.204993,0,0,0,0
0.206543,0,0,0,0
0.208090,0,0,0,0
0.209731,0,0,0,0
0.211145,0,0,0,0
0.212665,0,0,0,0
0.214213,0,0,0,0
0.215813,0,0,0,0
0.217353,0,0,0,0
0.218773,0,0,0,0
0.220306,0,0,0,0
0.221852,0,0,0,0
0.223399,0,0,0,0
0.224948,0,0,0,0
0.226561,0,0,0,0
0.228191,0,0,0,0
0.229738,0,0,0,0
0.231342,0,0,0,0
0.232783,0,0,0,0
0.234300,0,0,0,0
0.235770,0,0,0,0
0.237287,0,0,0,0
0.238835,0,0,0,0
0.240741,0,0,0,0
0.242197,0,0,0,0
0.243749,0,0,0,0
0.245266,0,0,0,0
0.246818,0,0,0,0
0.248414,0,0,0,0
0.249962,0,0,0,0
0.251511,0,0,0,0
0.253075,0,0,0,0
0.254627,0,0,0,0
0.256177,0,0,0,0
0.257725,0,0,0,0
0.259276,0,0,0,0
0.260826,0,0,0,0
0.262374,0,0,0,0
0.263942,0,0,0,0
0.265490,0,0,0,0
0.267042,0,0,0,0
0.268592,0,0,0,0
0.270141,0,0,0,0
0.271563,0,0,0,0
0.273083,0,0,0,0
0.274647,0,0,0,0
0.276196,0,0,0,0
0.277745,0,0,0,0
0.279339,0,0,0,0
0.280890,0,0,0,0
0.282438,0,0,0,0
0.283993,0,0,0,0
0.285553,0,0,0,0
0.287105,0,0,0,0
0.288655,0,0,0,0
0.290203,0,0,0,0
0.291714,0,0,0,0
0.293233,0,0,0,0
0.294784,0,0,0,0
0.296391,0,0,0,0
0.297940,0,0,0,0
0.299490,0,0,0,0
0.301040,0,0,0,0
0.302592,0,0,0,0
0.304142,0,0,0,0
0.305690,0,0,0,0
0.307254,0,0,0,0
0.308805,0,0,0,0
0.310353,0,0,0,0
0.311909,0,0,0,0
0.313457,0,0,0,0
0.315008,0,0,0,0
0.316558,0,0,0,0
0.318119,0,0,0,0
0.319668,0,0,0,0
0.321208,0,0,0,0
0.322742,0,0,0,0
0.324278,0,0,0,0
0.325784,0,0,0,0
0.327245,0,0,0,0
0.328777,0,0,0,0
0.330326,0,0,0,0
0.331875,0,0,0,0
0.333425,0,0,0,0
0.334976,0,0,0,0
0.336526,0,0,0,0
0.338074,0,0,0,0
0.339636,0,0,0,0
0.341186,0,0,0,0
0.342738,0,0,0,0
0.344333,0,0,0,0
0.345882,0,0,0,0
0.347431,0,0,0,0
0.348982,0,0,0,0
0.350547,0,0,0,0
0.352098,0,0,0,0
0.353690,0,0,0,0
0.355242,0,0,0,0
0.356784,0,0,0,0
0.358324,0,0,0,0
0.359864,0,0,0,0
0.361424,0,0,0,0
0.362973,0,0,0,0
0.364521,0,0,0,0
0.366066,0,0,0,0
0.367615,0,0,0,0
0.369163,0,0,0,0
0.370712,0,0,0,0
0.372149,0,0,0,0
0.373667,0,0,0,0
0.375261,0,0,0,0
0.376811,0,0,0,0
0.378357,0,0,0,0
0.379910,0,0,0,0
0.381456,0,0,0,0
0.383021,0,0,0,0
0.384570,0,0,0,0
0.386117,0,0,0,0
0.387665,0,0,0,0
0.389214,0,0,0,0
0.390764,0,0,0,0
0.392356,0,0,0,0
0.393934,0,0,0,0
0.395486,0,0,0,0
0.397034,0,0,0,0
0.398584,0,0,0,0
0.400132,0,0,0,0
0.401680,0,0,0,0
0.403228,0,0,0,0
0.404789,0,0,0,0
0.406337,0,0,0,0
0.407831,0,0,0,0
0.409220,0,0,0,0
0.410612,0,0,0,0
0.412133,0,0,0,0
0.413682,0,0,0,0
0.415247,0,0,0,0
0.416797,0,0,0,0
0.418345,0,0,0,0
0.419942,0,0,0,0
0.421482,0,0,0,0
0.422940,0,0,0,0
0.424334,0,0,0,0
0.425865,0,0,0,0
0.427413,0,0,0,0
0.428963,0,0,0,0
0.430565,0,0,0,0
0.432112,0,0,0,0
0.433659,0,0,0,0
0.435208,0,0,0,0
0.436769,0,0,0,0
0.438316,0,0,0,0
0.439870,0,0,0,0
0.441417,0,0,0,0
0.442967,0,0,0,0
0.444516,0,0,0,0
0.446064,0,0,0,0
0.447502,0,0,0,0
0.449025,0,0,0,0
0.450697,0,0,0,0
0.452128,0,0,0,0
0.453518,0,0,0,0
0.454947,0,0,0,0
0.456333,0,0,0,0
0.457730,0,0,0,0
0.459118,0,0,0,0
0.460502,0,0,0,0
0.462013,0,0,0,0
0.463561,0,0,0,0
0.465110,0,0,0,0
0.466673,0,0,0,0
0.468186,0,0,0,0
0.469608,0,0,0,0
0.471040,0,0,0,0
0.472426,0,0,0,0
0.473811,0,0,0,0
0.476873,0,0,0,0
0.478309,0,0,0,0
0.479796,0,0,0,0
0.481180,0,0,0,0
0.482662,0,0,0,0
0.484043,0,0,0,0
0.485422,0,0,0,0
0.486812,0,0,0,0
0.488228,0,0,0,0
0.489745,0,0,0,0
0.491162,0,0,0,0
0.492686,0,0,0,0
0.494238,0,0,0,0
0.495773,0,0,0,0
0.497285,0,0,0,0
0.498702,0,0,0,0
0.500235,0,0,0,0
0.501784,0,0,0,0
0.503380,0,0,0,0
0.504932,0,0,0,0
0.506481,0,0,0,0
0.508086,0,0,0,0
0.509634,0,0,0,0
0.511199,0,0,0,0
0.512750,0,0,0,0
0.514299,0,0,0,0
0.515849,0,0,0,0
0.517389,0,0,0,0
0.518807,0,0,0,0
0.520366,0,0,0,0
0.521927,0,0,0,0
0.523475,0,0,0,0
0.525017,0,0,0,0
0.526613,0,0,0,0
0.528168,0,0,0,0
0.529717,0,0,0,0
0.531269,0,0,0,0
0.532831,0,0,0,0
0.534381,0,0,0,0
0.535937,0,0,0,0
0.537485,0,0,0,0
0.539038,0,0,0,0
0.540588,0,0,0,0
0.542136,0,0,0,0
0.543574,0,0,0,0
0.545096,0,0,0,0
0.546648,0,0,0,0
0.548190,0,0,0,0
0.549730,0,0,0,0
0.551197,0,0,0,0
0.552715,0,0,0,0
0.554268,0,0,0,0
0.555874,0,0,0,0
0.557420,0,0,0,0
0.558970,0,0,0,0
0.560519,0,0,0,0
0.562065,0,0,0,0
0.563613,0,0,0,0
0.565174,0,0,0,0
0.566723,0,0,0,0
0.568274,0,0,0,0
0.569820,0,0,0,0
0.571369,0,0,0,0
0.572917,0,0,0,0
0.574464,0,0,0,0
0.576069,0,0,0,0
0.577616,0,0,0,0
0.579166,0,0,0,0
0.580714,0,0,0,0
0.582260,0,0,0,0
0.583814,0,0,0,0
0.585362,0,0,0,0
0.586925,0,0,0,0
0.588473,0,0,0,0
0.590021,0,0,0,0
0.591569,0,0,0,0
0.593117,0,0,0,0
0.594666,0,0,0,0
0.596216,0,0,0,0
0.597775,0,0,0,0
0.599370,0,0,0,0
0.600919,0,0,0,0
0.602465,0,0,0,0
0.604056,0,0,0,0
0.605448,0,0,0,0
0.606837,0,0,0,0
0.608231,0,0,0,0
0.609614,0,0,0,0
0.611007,0,0,0,0
0.612587,0,0,0,0
0.614135,0,0,0,0
0.615728,0,0,0,0
0.617278,0,0,0,0
0.618843,0,0,0,0
0.620393,0,0,0,0
0.621941,0,0,0,0
0.623490,0,0,0,0
0.625039,0,0,0,0
0.626590,0,0,0,0
0.628336,0,0,0,0
0.629898,0,0,0,0
0.631490,0,0,0,0
0.633039,0,0,0,0
0.634589,0,0,0,0
0.636138,0,0,0,0
0.637686,0,0,0,0
0.639236,0,0,0,0
0.640799,0,0,0,0
0.642347,0,0,0,0
0.643836,0,0,0,0
0.645355,0,0,0,0
0.646949,0,0,0,0
0.648501,0,0,0,0
0.650048,0,0,0,0
0.651611,0,0,0,0
0.653160,0,0,0,0
0.654709,0,0,0,0
0.656258,0,0,0,0
0.657806,0,0,0,0
0.659358,0,0,0,0
0.660906,0,0,0,0
0.662465,0,0,0,0
0.664060,0,0,0,0
0.665607,0,0,0,0
0.667159,0,0,0,0
0.668707,0,0,0,0
0.670256,0,0,0,0
0.671809,0,0,0,0
0.673370,0,0,0,0
0.674921,0,0,0,0
