elapsed_s,TSE_DET_WORKING_CYCLE_L1,TSE_BBOX_WORKING_CYCLE_L1,TSE_CULLING_WORKING_CYCLE_L1,TSE_SETUP_WORKING_CYCLE_L1
0.001099,0,0,0,0
0.002513,0,0,0,0
0.004133,0,0,0,0
0.005568,0,0,0,0
0.006951,0,0,0,0
0.008373,0,0,0,0
0.009760,0,0,0,0
0.011127,0,0,0,0
0.012613,0,0,0,0
0.013959,0,0,0,0
0.015301,0,0,0,0
0.016660,0,0,0,0
0.018152,0,0,0,0
0.019577,0,0,0,0
0.021026,0,0,0,0
0.022418,0,0,0,0
0.023858,0,0,0,0
0.025252,0,0,0,0
0.026643,0,0,0,0
0.028423,0,0,0,0
0.029878,0,0,0,0
0.031366,0,0,0,0
0.032708,0,0,0,0
0.034047,0,0,0,0
0.035388,0,0,0,0
0.036851,0,0,0,0
0.038155,0,0,0,0
0.039458,0,0,0,0
0.040774,0,0,0,0
0.042142,0,0,0,0
0.043501,0,0,0,0
0.045267,0,0,0,0
0.046656,0,0,0,0
0.048038,0,0,0,0
0.049505,0,0,0,0
0.050894,0,0,0,0
0.052326,0,0,0,0
0.053758,0,0,0,0
0.055154,0,0,0,0
0.056544,0,0,0,0
0.057934,0,0,0,0
0.059317,0,0,0,0
0.060714,0,0,171,171
0.062233,0,0,0,0
0.063636,0,0,0,0
0.065320,0,0,0,0
0.066703,0,0,0,0
0.068084,0,0,0,0
0.069502,0,0,0,0
0.070939,0,0,639,639
0.072993,0,0,2835,2835
0.074233,0,0,1755,1755
0.075472,0,0,1875,1875
0.076713,0,0,1770,1770
0.077953,0,0,1755,1755
0.079192,0,0,1755,1755
0.080434,0,0,1875,1890
0.081677,0,0,1770,1755
0.082918,0,0,1755,1755
0.084416,0,0,2160,2280
0.085659,0,0,1875,1770
0.086900,0,0,1770,1755
0.088230,0,0,1890,1890
0.089481,0,0,1875,1875
0.090724,0,0,1770,1770
0.091968,0,0,1755,1755
0.093247,0,0,1890,1890
0.094803,0,0,2160,2280
0.096050,0,0,435,315
0.097457,0,0,0,0
0.098849,0,0,0,0
0.100405,0,0,0,0
0.101886,0,0,0,0
0.103335,0,0,0,0
0.104727,0,0,0,0
0.106123,0,0,0,0
0.107512,0,0,0,0
0.109028,0,0,0,0
0.110413,0,0,0,0
0.111802,0,0,0,0
0.113248,0,0,0,0
0.114627,0,0,0,0
0.119948,0,0,0,0
0.121390,0,0,0,0
0.122777,0,0,0,0
0.124262,0,0,0,0
0.125647,0,0,0,0
0.127027,0,0,0,0
0.128408,0,0,0,0
0.129788,0,0,0,0
0.131167,0,0,0,0
0.132599,0,0,0,0
0.133980,0,0,0,0
0.135360,0,0,0,0
0.136739,0,0,0,0
0.138119,0,0,0,0
0.139498,0,0,0,0
0.141009,0,0,0,0
0.142394,0,0,0,0
0.143832,0,0,0,0
0.145314,0,0,0,0
0.146699,0,0,0,0
0.148085,0,0,0,0
0.149631,0,0,0,0
0.151181,0,0,0,0
0.152731,0,0,0,0
0.154295,0,0,0,0
0.155846,0,0,0,0
0.157396,0,0,0,0
0.158945,0,0,0,0
0.160495,0,0,0,0
0.162045,0,0,0,0
0.163592,0,0,0,0
0.165036,0,0,0,0
0.166555,0,0,0,0
0.168105,0,0,0,0
0.169655,0,0,0,0
0.171205,0,0,0,0
0.172797,0,0,0,0
0.174346,0,0,0,0
0.175910,0,0,0,0
0.177339,0,0,0,0
0.178860,0,0,0,0
0.180454,0,0,0,0
0.182006,0,0,0,0
0.183698,0,0,0,0
0.185251,0,0,0,0
0.186814,0,0,0,0
0.188409,0,0,0,0
0.189959,0,0,0,0
0.191508,0,0,0,0
0.193061,0,0,0,0
0.194610,0,0,0,0
0.196161,0,0,0,0
0.197726,0,0,0,0
0.199275,0,0,0,0
0.200826,0,0,0,0
0.202376,0,0,0,0
0.203928,0,0,0,0
0.205522,0,0,0,0
0.207071,0,0,0,0
0.208635,0,0,0,0
