elapsed_s,TSE_FE_BV_STALLS_DUETO_BR,TSE_BE_STALL_CYCLES_LRZ_PRIM,TSE_FE_EARLY_BFCULL_GBCLIPPED_PRIM,TSE_REG_PROGRAMMING_WORKING_CYCLE_L1
0.001095,0,0,0,0
0.002549,0,0,0,0
0.004056,0,0,0,0
0.005474,0,0,0,0
0.006936,0,0,0,0
0.008352,0,0,0,0
0.009777,0,0,0,0
0.011191,0,0,0,0
0.012573,0,0,0,0
0.013991,0,0,0,0
0.015474,0,0,0,0
0.016921,0,0,0,0
0.018300,0,0,0,0
0.019698,0,0,0,0
0.021067,0,0,0,0
0.022412,0,0,0,0
0.023802,0,0,0,0
0.025152,0,0,0,0
0.026494,0,0,0,0
0.027892,0,0,0,0
0.029240,0,0,0,0
0.030587,0,0,0,0
0.032003,0,0,0,0
0.033298,0,0,0,0
0.034587,0,0,0,0
0.035928,0,0,0,0
0.037217,0,0,0,0
0.038507,0,0,0,0
0.039797,0,0,0,0
0.041086,0,0,0,0
0.042380,0,0,0,0
0.043718,0,0,0,0
0.045009,0,0,0,0
0.046301,0,0,0,0
0.047612,0,0,0,0
0.048913,0,0,0,0
0.050202,0,0,0,0
0.051512,0,0,0,0
0.052864,0,0,0,0
0.054200,0,0,0,0
0.055538,0,0,0,0
0.056936,0,0,0,0
0.058299,0,0,0,0
0.059732,0,0,0,0
0.061142,0,0,0,0
0.062532,0,0,0,0
0.064018,0,0,0,0
0.065410,0,0,0,0
0.066830,0,0,222,216
0.068347,0,0,0,0
0.069734,0,0,0,0
0.071242,0,0,0,0
0.072628,0,0,0,0
0.074022,0,0,0,0
0.075406,0,0,0,0
0.076790,0,0,0,0
0.078189,0,0,1860,1789
0.079469,0,0,1620,1515
0.080709,0,0,1701,1614
0.081947,0,0,1599,1526
0.084499,0,0,3342,3151
0.085739,0,0,1701,1627
0.088524,0,0,3690,3474
0.089770,0,0,1599,1514
0.091014,0,0,1599,1509
0.092257,0,0,1620,1529
0.093501,0,0,1701,1612
0.094742,0,0,1599,1515
0.096036,0,0,1722,1615
0.097279,0,0,1599,1513
0.098522,0,0,1989,1870
0.100051,0,0,1701,1623
0.101295,0,0,1695,1584
0.102626,0,0,0,0
0.104015,0,0,0,0
0.105415,0,0,0,0
0.106877,0,0,0,0
0.108260,0,0,0,0
0.109641,0,0,0,0
0.111274,0,0,0,0
0.112680,0,0,0,0
