elapsed_s,TSE_CLIP_VP_FMUL_4_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_5_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_WORKING_CYCLE_L2,TSE_CLIP_VP_FADD_0_WORKING_CYCLE_L3
0.001094,0,0,0,0
0.002541,0,0,0,0
0.003990,0,0,0,0
0.005409,0,0,0,0
0.006824,0,0,0,0
0.008240,0,0,0,0
0.009680,0,0,0,0
0.011159,0,0,0,0
0.012802,0,0,0,0
0.014202,0,0,0,0
0.015618,0,0,0,0
0.017048,0,0,0,0
0.018401,0,0,0,0
0.019985,0,0,0,0
0.021349,0,0,0,0
0.022747,0,0,0,0
0.024099,0,0,0,0
0.025448,0,0,0,0
0.026794,0,0,0,0
0.028174,0,0,0,0
0.029477,0,0,0,0
0.030836,0,0,0,0
0.032094,0,0,0,0
0.033352,0,0,0,0
0.034765,0,0,0,0
0.036034,0,0,0,0
0.037290,0,0,0,0
0.038611,0,0,0,0
0.039949,0,0,0,0
0.041313,0,0,0,0
0.042655,0,0,0,0
0.044019,0,0,0,0
0.045441,0,0,0,0
0.046834,0,0,0,0
0.048216,0,0,0,0
0.049609,0,0,0,0
0.052559,0,0,0,0
0.053971,0,0,0,0
0.055363,0,0,0,0
0.056752,0,0,0,0
0.058177,0,0,0,0
0.059693,0,0,0,0
0.061112,0,0,0,0
0.062468,0,0,0,0
0.063823,0,0,0,0
0.065187,0,0,0,0
0.066529,0,0,0,0
0.069062,0,0,0,0
0.070719,0,0,0,0
0.072089,0,0,0,0
0.073329,0,0,0,0
0.074568,0,0,0,0
0.075867,0,0,0,0
0.077275,0,0,0,0
0.078516,0,0,0,0
0.079832,0,0,0,0
0.081116,0,0,0,0
0.082355,0,0,0,0
0.083634,0,0,0,0
0.085248,0,0,0,0
0.086491,0,0,0,0
0.087751,0,0,0,0
0.088995,0,0,0,0
0.090237,0,0,0,0
0.091521,0,0,0,0
0.092763,0,0,0,0
0.094005,0,0,0,0
0.095247,0,0,0,0
0.096647,0,0,0,0
0.098157,0,0,0,0
0.099593,0,0,0,0
0.100980,0,0,0,0
0.102365,0,0,0,0
0.103840,0,0,0,0
0.106462,0,0,0,0
0.107862,0,0,0,0
0.109294,0,0,0,0
0.110690,0,0,0,0
0.114684,0,0,0,0
0.116027,0,0,0,0
0.117381,0,0,0,0
0.118819,0,0,0,0
0.120209,0,0,0,0
0.121565,0,0,0,0
0.122917,0,0,0,0
0.124325,0,0,0,0
0.125712,0,0,0,0
0.127096,0,0,0,0
0.128476,0,0,0,0
0.129865,0,0,0,0
0.131278,0,0,0,0
0.132657,0,0,0,0
0.134033,0,0,0,0
0.135415,0,0,0,0
0.136802,0,0,0,0
0.138186,0,0,0,0
0.139745,0,0,0,0
0.141310,0,0,0,0
0.142862,0,0,0,0
0.144413,0,0,0,0
0.145962,0,0,0,0
0.147558,0,0,0,0
0.149109,0,0,0,0
0.150661,0,0,0,0
0.152216,0,0,0,0
0.153756,0,0,0,0
0.155217,0,0,0,0
0.156735,0,0,0,0
0.158283,0,0,0,0
0.159773,0,0,0,0
0.161291,0,0,0,0
0.162732,0,0,0,0
0.164295,0,0,0,0
0.165858,0,0,0,0
0.168384,0,0,0,0
0.169786,0,0,0,0
0.171214,0,0,0,0
0.172603,0,0,0,0
0.174135,0,0,0,0
0.175574,0,0,0,0
0.176923,0,0,0,0
0.178260,0,0,0,0
0.179597,0,0,0,0
0.181036,0,0,0,0
0.182461,0,0,0,0
0.183866,0,0,0,0
0.185255,0,0,0,0
0.186675,0,0,0,0
0.188057,0,0,0,0
0.189438,0,0,0,0
0.190819,0,0,0,0
0.192331,0,0,0,0
0.193879,0,0,0,0
0.195484,0,0,0,0
0.197035,0,0,0,0
0.198665,0,0,0,0
0.200204,0,0,0,0
0.201594,0,0,0,0
0.203156,0,0,0,0
0.204705,0,0,0,0
0.206265,0,0,0,0
0.207874,0,0,0,0
0.209421,0,0,0,0
0.211040,0,0,0,0
0.212587,0,0,0,0
0.214022,0,0,0,0
0.215418,0,0,0,0
0.216817,0,0,0,0
0.218203,0,0,0,0
0.223768,0,0,0,0
0.225222,0,0,0,0
0.226618,0,0,0,0
0.228040,0,0,0,0
0.229422,0,0,0,0
0.230942,0,0,0,0
0.232370,0,0,0,0
0.233723,0,0,0,0
0.235080,0,0,0,0
0.236598,0,0,0,0
0.238029,0,0,0,0
0.239438,0,0,0,0
0.240820,0,0,0,0
0.242201,0,0,0,0
0.243617,0,0,0,0
0.244998,0,0,0,0
0.246378,0,0,0,0
0.247788,0,0,0,0
0.249293,0,0,0,0
0.250767,0,0,0,0
0.252333,0,0,0,0
0.253882,0,0,0,0
0.255432,0,0,0,0
0.256982,0,0,0,0
0.258899,0,0,0,0
0.260369,0,0,0,0
0.261773,0,0,0,0
0.263166,0,0,0,0
0.264552,0,0,0,0
0.265939,0,0,0,0
0.267364,0,0,0,0
0.268878,0,0,0,0
0.270427,0,0,0,0
0.272003,0,0,0,0
0.273551,0,0,0,0
0.275149,0,0,0,0
0.276699,0,0,0,0
0.278247,0,0,0,0
0.279749,0,0,0,0
0.281268,0,0,0,0
0.282833,0,0,0,0
0.284420,0,0,0,0
0.285960,0,0,0,0
0.287379,0,0,0,0
0.288898,0,0,0,0
0.290448,0,0,0,0
0.292004,0,0,0,0
0.293443,0,0,0,0
0.294967,0,0,0,0
0.296517,0,0,0,0
0.298065,0,0,0,0
0.299661,0,0,0,0
0.301212,0,0,0,0
0.302764,0,0,0,0
0.304320,0,0,0,0
0.305860,0,0,0,0
0.307320,0,0,0,0
0.308838,0,0,0,0
0.310384,0,0,0,0
0.311937,0,0,0,0
0.313484,0,0,0,0
0.315092,0,0,0,0
0.316640,0,0,0,0
0.318186,0,0,0,0
0.319735,0,0,0,0
0.321283,0,0,0,0
0.322833,0,0,0,0
0.324426,0,0,0,0
0.325987,0,0,0,0
0.327535,0,0,0,0
0.329084,0,0,0,0
0.330634,0,0,0,0
0.332183,0,0,0,0
0.333731,0,0,0,0
0.335281,0,0,0,0
0.336844,0,0,0,0
0.338391,0,0,0,0
0.339944,0,0,0,0
0.341489,0,0,0,0
0.342996,0,0,0,0
0.344518,0,0,0,0
0.346068,0,0,0,0
0.347672,0,0,0,0
0.349235,0,0,0,0
0.350792,0,0,0,0
0.352341,0,0,0,0
0.353888,0,0,0,0
0.355482,0,0,0,0
0.357033,0,0,0,0
0.358662,0,0,0,0
0.360274,0,0,0,0
0.361822,0,0,0,0
0.363461,0,0,0,0
0.365013,0,0,0,0
0.366562,0,0,0,0
0.368144,0,0,0,0
0.369696,0,0,0,0
0.371157,0,0,0,0
0.372675,0,0,0,0
0.374222,0,0,0,0
0.375770,0,0,0,0
0.377319,0,0,0,0
0.378869,0,0,0,0
0.380473,0,0,0,0
0.382021,0,0,0,0
0.383568,0,0,0,0
0.385116,0,0,0,0
0.386667,0,0,0,0
0.388215,0,0,0,0
0.389763,0,0,0,0
0.391326,0,0,0,0
0.392875,0,0,0,0
0.394422,0,0,0,0
0.395919,0,0,0,0
0.397310,0,0,0,0
0.398825,0,0,0,0
0.400374,0,0,0,0
0.401934,0,0,0,0
0.403525,0,0,0,0
0.405075,0,0,0,0
0.406625,0,0,0,0
0.408174,0,0,0,0
0.409722,0,0,0,0
0.411315,0,0,0,0
0.412876,0,0,0,0
0.414302,0,0,0,0
0.415890,0,0,0,0
0.417439,0,0,0,0
0.419035,0,0,0,0
0.420587,0,0,0,0
0.422137,0,0,0,0
0.423573,0,0,0,0
0.425094,0,0,0,0
0.426646,0,0,0,0
0.428197,0,0,0,0
0.429746,0,0,0,0
0.431298,0,0,0,0
0.432848,0,0,0,0
0.434410,0,0,0,0
0.435964,0,0,0,0
0.437512,0,0,0,0
0.439065,0,0,0,0
0.440615,0,0,0,0
0.442163,0,0,0,0
0.443758,0,0,0,0
0.445321,0,0,0,0
0.446875,0,0,0,0
0.448425,0,0,0,0
0.449974,0,0,0,0
0.451567,0,0,0,0
0.453118,0,0,0,0
0.454670,0,0,0,0
0.456233,0,0,0,0
0.457782,0,0,0,0
0.459377,0,0,0,0
0.460928,0,0,0,0
0.462477,0,0,0,0
0.464032,0,0,0,0
0.465580,0,0,0,0
0.467189,0,0,0,0
0.468740,0,0,0,0
0.470289,0,0,0,0
0.471927,0,0,0,0
0.473476,0,0,0,0
0.475073,0,0,0,0
0.476623,0,0,0,0
0.478186,0,0,0,0
0.479736,0,0,0,0
0.481286,0,0,0,0
0.482838,0,0,0,0
0.484434,0,0,0,0
0.485982,0,0,0,0
0.487532,0,0,0,0
0.489096,0,0,0,0
0.490649,0,0,0,0
0.492200,0,0,0,0
0.493749,0,0,0,0
0.495300,0,0,0,0
0.496842,0,0,0,0
0.498382,0,0,0,0
0.500024,0,0,0,0
0.501608,0,0,0,0
0.503160,0,0,0,0
0.504710,0,0,0,0
0.506259,0,0,0,0
0.507871,0,0,0,0
0.509419,0,0,0,0
0.510985,0,0,0,0
0.512536,0,0,0,0
0.514084,0,0,0,0
0.515676,0,0,0,0
0.517228,0,0,0,0
0.518780,0,0,0,0
0.520330,0,0,0,0
0.521893,0,0,0,0
0.523489,0,0,0,0
0.525040,0,0,0,0
0.526667,0,0,0,0
0.528064,0,0,0,0
0.529454,0,0,0,0
0.530972,0,0,0,0
0.532537,0,0,0,0
0.534085,0,0,0,0
0.535634,0,0,0,0
0.537185,0,0,0,0
0.538736,0,0,0,0
0.540328,0,0,0,0
0.541749,0,0,0,0
0.543153,0,0,0,0
0.544539,0,0,0,0
0.545924,0,0,0,0
0.547350,0,0,0,0
0.548738,0,0,0,0
0.550124,0,0,0,0
0.551513,0,0,0,0
0.552899,0,0,0,0
0.554294,0,0,0,0
0.555867,0,0,0,0
0.557415,0,0,0,0
0.558968,0,0,0,0
0.560510,0,0,0,0
0.562050,0,0,0,0
0.563511,0,0,0,0
0.565047,0,0,0,0
0.566664,0,0,0,0
0.568060,0,0,0,0
0.569450,0,0,0,0
0.570967,0,0,0,0
0.572515,0,0,0,0
0.574062,0,0,0,0
0.575624,0,0,0,0
0.577176,0,0,0,0
0.578726,0,0,0,0
0.580319,0,0,0,0
0.581866,0,0,0,0
0.583416,0,0,0,0
0.584965,0,0,0,0
0.586526,0,0,0,0
0.588080,0,0,0,0
0.589627,0,0,0,0
0.591177,0,0,0,0
0.592725,0,0,0,0
0.594273,0,0,0,0
0.595887,0,0,0,0
0.597447,0,0,0,0
0.598997,0,0,0,0
0.600545,0,0,0,0
0.602092,0,0,0,0
0.603686,0,0,0,0
0.605236,0,0,0,0
0.606785,0,0,0,0
0.608348,0,0,0,0
0.609895,0,0,0,0
0.611488,0,0,0,0
0.613034,0,0,0,0
0.615512,0,0,0,0
0.616905,0,0,0,0
0.618305,0,0,0,0
0.619781,0,0,0,0
0.621164,0,0,0,0
0.622543,0,0,0,0
0.623930,0,0,0,0
0.625315,0,0,0,0
0.626702,0,0,0,0
0.628120,0,0,0,0
0.629520,0,0,0,0
0.630913,0,0,0,0
0.632299,0,0,0,0
0.633813,0,0,0,0
0.635410,0,0,0,0
0.636960,0,0,0,0
0.638508,0,0,0,0
0.640078,0,0,0,0
0.641627,0,0,0,0
0.643223,0,0,0,0
0.644775,0,0,0,0
0.646324,0,0,0,0
0.647879,0,0,0,0
0.649427,0,0,0,0
0.651037,0,0,0,0
0.652588,0,0,0,0
0.654136,0,0,0,0
0.655687,0,0,0,0
0.657238,0,0,0,0
0.658790,0,0,0,0
0.660383,0,0,0,0
0.661948,0,0,0,0
0.663498,0,0,0,0
0.665048,0,0,0,0
0.666679,0,0,0,0
0.668266,0,0,0,0
0.669658,0,0,0,0
0.671176,0,0,0,0
0.672740,0,0,0,0
0.674288,0,0,0,0
0.675929,0,0,0,0
0.677477,0,0,0,0
0.679029,0,0,0,0
0.680580,0,0,0,0
0.682130,0,0,0,0
0.683608,0,0,0,0
0.685131,0,0,0,0
0.686683,0,0,0,0
0.688235,0,0,0,0
0.689783,0,0,0,0
0.691379,0,0,0,0
0.692931,0,0,0,0
0.694493,0,0,0,0
0.696049,0,0,0,0
0.697597,0,0,0,0
0.699193,0,0,0,0
0.700743,0,0,0,0
0.702292,0,0,0,0
0.703931,0,0,0,0
0.705492,0,0,0,0
0.707088,0,0,0,0
0.708637,0,0,0,0
0.710185,0,0,0,0
0.711780,0,0,0,0
0.713223,0,0,0,0
0.714631,0,0,0,0
0.716035,0,0,0,0
0.717423,0,0,0,0
0.718812,0,0,0,0
0.720199,0,0,0,0
0.721670,0,0,0,0
0.723266,0,0,0,0
0.724819,0,0,0,0
0.726381,0,0,0,0
0.727936,0,0,0,0
0.729485,0,0,0,0
0.731080,0,0,0,0
0.732630,0,0,0,0
0.734215,0,0,0,0
0.735766,0,0,0,0
0.737330,0,0,0,0
0.738880,0,0,0,0
0.740474,0,0,0,0
0.742022,0,0,0,0
0.743570,0,0,0,0
0.745119,0,0,0,0
0.746670,0,0,0,0
0.748273,0,0,0,0
0.749821,0,0,0,0
0.751372,0,0,0,0
0.752920,0,0,0,0
0.754466,0,0,0,0
0.756021,0,0,0,0
0.757569,0,0,0,0
0.759132,0,0,0,0
0.760681,0,0,0,0
0.762227,0,0,0,0
0.763690,0,0,0,0
0.765209,0,0,0,0
0.766760,0,0,0,0
0.768308,0,0,0,0
0.769869,0,0,0,0
0.771462,0,0,0,0
0.773010,0,0,0,0
0.774558,0,0,0,0
0.776150,0,0,0,0
0.777698,0,0,0,0
0.779292,0,0,0,0
0.780854,0,0,0,0
0.782402,0,0,0,0
0.783953,0,0,0,0
0.785502,0,0,0,0
0.787095,0,0,0,0
0.788644,0,0,0,0
0.790192,0,0,0,0
0.791627,0,0,0,0
0.793146,0,0,0,0
0.794696,0,0,0,0
0.796287,0,0,0,0
0.797835,0,0,0,0
0.799384,0,0,0,0
0.800932,0,0,0,0
0.802493,0,0,0,0
0.804047,0,0,0,0
0.805594,0,0,0,0
0.807145,0,0,0,0
0.808694,0,0,0,0
0.810241,0,0,0,0
0.811740,0,0,0,0
0.813265,0,0,0,0
0.814794,0,0,0,0
0.816331,0,0,0,0
0.818512,0,0,0,0
0.819951,0,0,0,0
0.821340,0,0,0,0
0.822729,0,0,0,0
0.824129,0,0,0,0
0.825515,0,0,0,0
0.826904,0,0,0,0
0.828370,0,0,0,0
0.829803,0,0,0,0
0.831192,0,0,0,0
0.832579,0,0,0,0
0.833965,0,0,0,0
0.835396,0,0,0,0
0.836783,0,0,0,0
0.838280,0,0,0,0
0.839892,0,0,0,0
0.841441,0,0,0,0
0.843037,0,0,0,0
0.844587,0,0,0,0
0.846149,0,0,0,0
0.847571,0,0,0,0
0.849092,0,0,0,0
0.850643,0,0,0,0
0.852195,0,0,0,0
0.853743,0,0,0,0
0.855295,0,0,0,0
0.856859,0,0,0,0
0.858407,0,0,0,0
0.859960,0,0,0,0
0.861510,0,0,0,0
0.863061,0,0,0,0
0.864612,0,0,0,0
0.866161,0,0,0,0
0.867769,0,0,0,0
0.869320,0,0,0,0
0.870872,0,0,0,0
0.872424,0,0,0,0
0.873972,0,0,0,0
0.875566,0,0,0,0
0.877109,0,0,0,0
0.878716,0,0,0,0
0.880190,0,0,0,0
0.881575,0,0,0,0
0.882960,0,0,0,0
0.884476,0,0,0,0
0.886025,0,0,0,0
0.887576,0,0,0,0
0.889140,0,0,0,0
0.890692,0,0,0,0
0.892287,0,0,0,0
0.893835,0,0,0,0
0.895281,0,0,0,0
0.896828,0,0,0,0
0.898377,0,0,0,0
0.899945,0,0,0,0
0.901494,0,0,0,0
0.903046,0,0,0,0
0.904597,0,0,0,0
0.906145,0,0,0,0
0.907739,0,0,0,0
0.909290,0,0,0,0
0.910855,0,0,0,0
0.912406,0,0,0,0
0.913955,0,0,0,0
0.915549,0,0,0,0
0.917099,0,0,0,0
0.918651,0,0,0,0
0.920202,0,0,0,0
0.921764,0,0,0,0
0.923360,0,0,0,0
0.924911,0,0,0,0
0.926459,0,0,0,0
0.928014,0,0,0,0
0.929563,0,0,0,0
0.931159,0,0,0,0
0.932724,0,0,0,0
0.934273,0,0,0,0
0.935804,0,0,0,0
0.937324,0,0,0,0
0.938877,0,0,0,0
0.940472,0,0,0,0
0.942021,0,0,0,0
0.943459,0,0,0,0
0.944981,0,0,0,0
0.946530,0,0,0,0
0.948085,0,0,0,0
0.949635,0,0,0,0
0.951187,0,0,0,0
0.952738,0,0,0,0
0.954307,0,0,0,0
0.955864,0,0,0,0
0.957413,0,0,0,0
0.958965,0,0,0,0
0.960516,0,0,0,0
0.962065,0,0,0,0
0.963659,0,0,0,0
0.965223,0,0,0,0
0.966775,0,0,0,0
0.968327,0,0,0,0
0.969877,0,0,0,0
0.971473,0,0,0,0
0.973024,0,0,0,0
0.974573,0,0,0,0
0.976068,0,0,0,0
0.977590,0,0,0,0
0.979186,0,0,0,0
0.980668,0,0,0,0
0.982218,0,0,0,0
0.983771,0,0,0,0
0.985322,0,0,0,0
0.986889,0,0,0,0
0.988490,0,0,0,0
0.990039,0,0,0,0
0.991591,0,0,0,0
0.993144,0,0,0,0
0.994695,0,0,0,0
0.996291,0,0,0,0
0.997855,0,0,0,0
0.999406,0,0,0,0
1.000958,0,0,0,0
1.002509,0,0,0,0
1.004067,0,0,0,0
1.005617,0,0,0,0
1.007170,0,0,0,0
1.008727,0,0,0,0
1.010268,0,0,0,0
1.011775,0,0,0,0
1.013326,0,0,0,0
1.014968,0,0,0,0
1.016494,0,0,0,0
1.018045,0,0,0,0
1.019654,0,0,0,0
1.021207,0,0,0,0
1.022761,0,0,0,0
1.024314,0,0,0,0
1.025865,0,0,0,0
1.027462,0,0,0,0
1.029014,0,0,0,0
1.030456,0,0,0,0
1.031987,0,0,0,0
1.033540,0,0,0,0
1.035141,0,0,0,0
1.036695,0,0,0,0
1.038250,0,0,0,0
1.039865,0,0,0,0
1.041433,0,0,0,0
1.043034,0,0,0,0
1.044590,0,0,0,0
1.046143,0,0,0,0
1.047698,0,0,0,0
1.049254,0,0,0,0
1.050810,0,0,0,0
1.052381,0,0,0,0
1.053935,0,0,0,0
1.055489,0,0,0,0
1.057045,0,0,0,0
1.058689,0,0,0,0
1.060227,0,0,0,0
1.061616,0,0,0,0
1.063014,0,0,0,0
1.064534,0,0,0,0
1.066088,0,0,0,0
1.067687,0,0,0,0
1.069242,0,0,0,0
1.070800,0,0,0,0
1.072346,0,0,0,0
1.073904,0,0,0,0
1.075330,0,0,0,0
1.076865,0,0,0,0
1.078427,0,0,0,0
1.079827,0,0,0,0
1.081218,0,0,0,0
1.082610,0,0,0,0
1.084020,0,0,0,0
1.085409,0,0,0,0
1.086931,0,0,0,0
1.088487,0,0,0,0
1.090041,0,0,0,0
1.091638,0,0,0,0
1.093193,0,0,0,0
1.094762,0,0,0,0
1.096317,0,0,0,0
1.097924,0,0,0,0
1.099464,0,0,0,0
1.100916,0,0,0,0
1.102307,0,0,0,0
1.103777,0,0,0,0
1.105211,0,0,0,0
1.106603,0,0,0,0
1.108026,0,0,0,0
1.109545,0,0,0,0
1.111097,0,0,0,0
1.112650,0,0,0,0
1.114201,0,0,0,0
1.115690,0,0,0,0
1.117214,0,0,0,0
1.118765,0,0,0,0
1.120318,0,0,0,0
1.121870,0,0,0,0
1.123470,0,0,0,0
1.125023,0,0,0,0
1.126655,0,0,0,0
1.128273,0,0,0,0
1.129825,0,0,0,0
1.131425,0,0,0,0
1.132981,0,0,0,0
1.134535,0,0,0,0
1.136088,0,0,0,0
1.137655,0,0,0,0
1.139254,0,0,0,0
1.140808,0,0,0,0
1.142359,0,0,0,0
1.143917,0,0,0,0
1.145470,0,0,0,0
1.147070,0,0,0,0
1.148637,0,0,0,0
1.150188,0,0,0,0
1.151742,0,0,0,0
1.153296,0,0,0,0
1.154851,0,0,0,0
1.156450,0,0,0,0
1.158003,0,0,0,0
1.159571,0,0,0,0
1.161126,0,0,0,0
