elapsed_s,TSE_EDGE_SETUP_IMUL_WORKING_CYCLE_L2,TSE_RAS_INTF_WORKING_CYCLE_L1,TSE_LRZ_Z_INTF_WORKING_CYCLE_L1,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1
0.001093,0,0,0,0
0.002540,0,0,0,0
0.003981,0,0,0,0
0.005397,0,0,0,0
0.007131,0,0,0,0
0.008523,0,0,0,0
0.009949,0,0,0,0
0.011458,0,0,0,0
0.012878,0,0,0,0
0.014295,0,0,0,0
0.015790,0,0,0,0
0.017240,0,0,0,0
0.018743,0,0,0,0
0.020196,0,0,0,0
0.021564,0,0,0,0
0.023004,0,0,0,0
0.024426,0,0,0,0
0.025808,0,0,0,0
0.027240,0,0,0,0
0.028615,0,0,0,0
0.029989,0,0,0,0
0.031378,0,0,0,0
0.032751,0,0,0,0
0.034123,0,0,0,0
0.035494,0,0,0,0
0.036866,0,0,0,0
0.038238,0,0,0,0
0.039656,0,0,0,0
0.041036,0,0,0,0
0.042420,0,0,0,0
0.043857,0,0,0,0
0.045201,0,0,0,0
0.046544,0,0,0,0
0.048157,0,0,0,0
0.049534,0,0,0,0
0.050888,0,0,0,0
0.052238,0,0,0,0
0.053604,0,0,0,0
0.055018,0,0,0,0
0.056439,0,0,0,0
0.057853,0,0,0,0
0.059334,0,0,0,0
0.060731,0,0,0,0
0.062126,0,0,0,0
0.063521,0,0,0,0
0.064950,0,0,0,0
0.066343,0,0,0,0
0.067795,0,0,0,0
0.069195,0,0,0,0
0.070589,0,0,0,0
0.072010,0,0,0,0
0.073407,0,0,0,0
0.074803,0,0,0,0
0.076263,0,0,0,0
0.077625,0,0,0,0
0.078994,0,0,0,0
0.080304,0,0,0,0
0.081710,0,0,0,0
0.083123,0,0,0,0
0.084525,0,0,0,0
0.085928,0,0,0,0
0.087335,0,0,0,0
0.088628,0,0,0,0
0.090097,0,0,0,0
0.091554,0,0,0,0
0.092962,0,0,0,0
0.094378,0,0,0,0
0.095851,0,0,0,0
0.097189,0,0,0,0
0.098562,0,0,0,0
0.100022,0,0,0,0
0.101413,0,0,0,0
0.102875,24,0,0,684
0.104133,0,0,0,0
0.105522,0,0,0,0
0.107041,0,0,0,0
0.108428,0,0,0,0
0.109827,0,0,0,0
0.111215,0,0,0,0
0.112599,0,0,0,0
0.113999,0,0,0,1044
0.115411,330,0,0,7174
0.116651,291,0,0,6955
0.117891,276,0,0,6446
0.120599,609,0,0,14416
0.121840,273,0,0,6459
0.123133,294,0,0,6950
0.124381,291,0,0,6786
0.125624,273,0,0,6643
0.126897,276,0,0,6761
0.128141,291,0,0,6642
0.129385,276,0,0,6468
0.130631,273,0,0,6449
0.131874,291,0,0,6750
0.133118,276,0,0,6647
0.134360,273,0,0,6440
0.135604,273,0,0,6776
0.136848,291,0,0,6471
0.138140,303,0,0,7328
0.139548,0,0,0,0
0.140926,0,0,0,0
0.142307,0,0,0,0
0.143687,0,0,0,0
0.145067,0,0,0,0
0.146445,0,0,0,0
0.147797,0,0,0,0
0.149368,0,0,0,0
0.151075,0,0,0,0
0.152462,0,0,0,0
0.153848,0,0,0,0
0.155276,0,0,0,0
0.156633,0,0,0,0
0.157988,0,0,0,0
0.159527,0,0,0,0
0.160885,0,0,0,0
0.162248,0,0,0,0
0.163603,0,0,0,0
0.164958,0,0,0,0
0.166313,0,0,0,0
0.167669,0,0,0,0
0.169025,0,0,0,0
0.170380,0,0,0,0
0.171801,0,0,0,0
0.173245,0,0,0,0
0.174571,0,0,0,0
0.175923,0,0,0,0
0.177249,0,0,0,0
0.178578,0,0,0,0
0.179916,0,0,0,0
0.181242,0,0,0,0
0.182567,0,0,0,0
0.184852,0,0,0,0
0.186177,0,0,0,0
0.187527,0,0,0,0
0.188869,0,0,0,0
0.190210,0,0,0,0
0.191551,0,0,0,0
0.192892,0,0,0,0
0.194233,0,0,0,0
0.195585,0,0,0,0
0.196926,0,0,0,0
0.198267,0,0,0,0
0.199607,0,0,0,0
0.200948,0,0,0,0
0.202289,0,0,0,0
0.203663,0,0,0,0
0.205045,0,0,0,0
0.206438,0,0,0,0
0.207876,0,0,0,0
0.209255,0,0,0,0
0.210698,0,0,0,0
0.212076,0,0,0,0
0.213467,0,0,0,0
0.214856,0,0,0,0
0.216243,0,0,0,0
0.217638,0,0,0,0
0.219061,0,0,0,0
0.220447,0,0,0,0
0.221960,0,0,0,0
0.223513,0,0,0,0
0.225065,0,0,0,0
0.226615,0,0,0,0
0.228327,0,0,0,0
0.229877,0,0,0,0
0.231432,0,0,0,0
0.232983,0,0,0,0
0.234532,0,0,0,0
0.236088,0,0,0,0
0.237638,0,0,0,0
0.239205,0,0,0,0
0.240757,0,0,0,0
0.242306,0,0,0,0
0.243806,0,0,0,0
0.245325,0,0,0,0
0.246878,0,0,0,0
0.248420,0,0,0,0
0.249973,0,0,0,0
0.251437,0,0,0,0
0.252958,0,0,0,0
0.254508,0,0,0,0
0.256064,0,0,0,0
0.257613,0,0,0,0
0.259166,0,0,0,0
0.260608,0,0,0,0
0.262129,0,0,0,0
0.263681,0,0,0,0
0.265232,0,0,0,0
0.266786,0,0,0,0
0.268382,0,0,0,0
0.269932,0,0,0,0
0.271498,0,0,0,0
0.273050,0,0,0,0
0.274600,0,0,0,0
0.276172,0,0,0,0
0.277722,0,0,0,0
0.279275,0,0,0,0
0.280826,0,0,0,0
0.282390,0,0,0,0
0.283947,0,0,0,0
0.285496,0,0,0,0
0.287050,0,0,0,0
0.288601,0,0,0,0
0.290150,0,0,0,0
0.291702,0,0,0,0
0.293268,0,0,0,0
0.294821,0,0,0,0
0.296373,0,0,0,0
0.297923,0,0,0,0
0.299520,0,0,0,0
0.301072,0,0,0,0
0.304129,0,0,0,0
0.305657,0,0,0,0
0.307210,0,0,0,0
0.308761,0,0,0,0
0.310311,0,0,0,0
0.311912,0,0,0,0
0.313452,0,0,0,0
0.314886,0,0,0,0
0.316452,0,0,0,0
0.318002,0,0,0,0
0.319554,0,0,0,0
0.321105,0,0,0,0
0.322658,0,0,0,0
0.324209,0,0,0,0
0.325772,0,0,0,0
0.327325,0,0,0,0
0.328876,0,0,0,0
0.330425,0,0,0,0
0.331981,0,0,0,0
0.333531,0,0,0,0
0.335084,0,0,0,0
0.336650,0,0,0,0
0.338198,0,0,0,0
0.339749,0,0,0,0
0.341298,0,0,0,0
0.342850,0,0,0,0
0.344442,0,0,0,0
0.345991,0,0,0,0
0.347596,0,0,0,0
0.349146,0,0,0,0
0.350699,0,0,0,0
0.352249,0,0,0,0
0.353796,0,0,0,0
0.355348,0,0,0,0
0.356898,0,0,0,0
0.358461,0,0,0,0
0.359980,0,0,0,0
0.361371,0,0,0,0
