elapsed_s,TSE_CLIP_VP_FMUL_0_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_2_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_3_WORKING_CYCLE_L3
0.001249,0,0,0,0
0.002725,0,0,0,0
0.004110,0,0,0,0
0.005488,0,0,0,0
0.006862,0,0,0,0
0.008233,0,0,0,0
0.009703,0,0,0,0
0.011101,0,0,0,0
0.012494,0,0,0,0
0.013887,0,0,0,0
0.015305,0,0,0,0
0.016724,0,0,0,0
0.018071,0,0,0,0
0.019414,0,0,0,0
0.020770,0,0,0,0
0.022105,0,0,0,0
0.023437,0,0,0,0
0.024815,0,0,0,0
0.026129,0,0,0,0
0.027418,0,0,0,0
0.028755,0,0,0,0
0.030121,0,0,0,0
0.031383,0,0,0,0
0.032763,0,0,0,0
0.034019,0,0,0,0
0.035274,0,0,0,0
0.036604,0,0,0,0
0.037943,0,0,0,0
0.039282,0,0,0,0
0.040643,0,0,0,0
0.042227,0,0,0,0
0.043625,0,0,0,0
0.046016,0,0,0,0
0.047455,0,0,0,0
0.049012,0,0,0,0
0.050485,0,0,0,0
0.051884,0,0,0,0
0.053279,0,0,0,0
0.054668,0,0,0,0
0.056101,0,0,0,0
0.057515,0,0,0,0
0.058900,0,0,0,0
0.060294,0,0,0,0
0.062133,0,0,0,0
0.063524,0,0,0,0
0.064906,0,0,0,0
0.066290,0,0,0,0
0.067674,0,0,0,0
0.071121,0,0,0,0
0.073802,0,0,0,0
0.075042,0,0,0,0
0.076432,0,0,0,0
0.077678,0,0,0,0
0.078880,0,0,0,0
0.080078,0,0,0,0
0.081334,0,0,0,0
0.082559,0,0,0,0
0.083810,0,0,0,0
0.085055,0,0,0,0
0.086299,0,0,0,0
0.087541,0,0,0,0
0.088825,0,0,0,0
0.090068,0,0,0,0
0.091310,0,0,0,0
0.092567,0,0,0,0
0.093981,0,0,0,0
0.095367,0,0,0,0
0.096805,0,0,0,0
0.098191,0,0,0,0
0.099576,0,0,0,0
0.100963,0,0,0,0
0.102356,0,0,0,0
0.103754,0,0,0,0
0.105234,0,0,0,0
0.106642,0,0,0,0
0.108022,0,0,0,0
0.109559,0,0,0,0
0.113361,0,0,0,0
0.114773,0,0,0,0
0.116170,0,0,0,0
0.117523,0,0,0,0
0.118862,0,0,0,0
0.120383,0,0,0,0
0.121806,0,0,0,0
0.123186,0,0,0,0
0.124565,0,0,0,0
0.125955,0,0,0,0
0.127334,0,0,0,0
0.128747,0,0,0,0
0.130127,0,0,0,0
0.131634,0,0,0,0
0.133053,0,0,0,0
0.134573,0,0,0,0
0.136137,0,0,0,0
0.137687,0,0,0,0
0.139235,0,0,0,0
