elapsed_s,TSE_MVC_STALL_VPC,TSE_VPC_STARVE_TSE,TSE_WORKING_CYCLE_L0
0.001187,0,0,0
0.002629,0,0,0
0.004037,0,0,0
0.005542,0,0,0
0.006948,0,0,0
0.008352,0,0,0
0.009770,0,0,0
0.011178,0,0,0
0.012585,0,0,0
0.013990,0,0,0
0.015394,0,0,0
0.016870,0,0,0
0.018286,0,0,0
0.019646,0,0,0
0.021051,0,0,0
0.022474,0,0,0
0.023833,0,0,0
0.025238,0,0,0
0.026591,0,0,0
0.027924,0,0,0
0.029343,0,0,0
0.030683,0,0,0
0.032032,0,0,0
0.033358,0,0,0
0.034640,0,0,0
0.035922,0,0,0
0.037282,0,0,0
0.038573,0,0,0
0.039855,0,0,0
0.041137,0,0,0
0.042533,0,0,0
0.043819,0,0,0
0.045102,0,0,0
0.046434,0,0,0
0.047717,0,0,0
0.049023,0,0,0
0.050304,0,0,0
0.051586,0,0,0
0.052942,0,0,0
0.054276,0,0,0
0.055608,0,0,0
0.056998,0,0,0
0.058335,0,0,0
0.059678,0,0,0
0.061020,0,0,0
0.062360,0,0,0
0.063705,0,0,0
0.066253,0,0,0
0.067677,177,681,0
0.069135,0,0,0
0.070522,0,0,0
0.071904,0,0,0
0.073352,0,0,0
0.074739,0,0,0
0.076116,0,0,0
0.077462,0,0,0
0.078854,5270,6733,0
0.080089,5721,6438,0
0.081325,5735,6451,0
0.082560,5959,6757,0
0.083794,5946,6637,0
0.085508,7933,8927,0
0.086743,5954,6754,0
0.087978,5955,6644,0
0.089329,6144,6920,0
0.090568,5961,6758,0
0.091805,5751,6466,0
0.093043,5944,6634,0
0.094280,5752,6466,0
0.095646,6622,7451,0
0.096981,6171,6942,0
0.098225,5732,6451,0
0.099464,5955,6753,0
0.100725,5945,6636,0
0.101964,5464,6601,0
0.103320,0,0,0
0.104769,0,0,0
0.106255,0,0,0
0.107636,0,0,0
0.109015,0,0,0
0.110394,0,0,0
0.111772,0,0,0
0.113194,0,0,0
0.114589,0,0,0
0.115973,0,0,0
0.117374,0,0,0
0.118758,0,0,0
0.120196,0,0,0
0.121601,0,0,0
0.122977,0,0,0
0.124354,0,0,0
0.125741,0,0,0
0.127116,0,0,0
0.131502,0,0,0
0.132878,0,0,0
0.134251,0,0,0
0.135624,0,0,0
0.138888,0,0,0
0.140315,0,0,0
0.141694,0,0,0
0.143070,0,0,0
0.145044,0,0,0
0.146422,0,0,0
0.147793,0,0,0
0.149134,0,0,0
0.150470,0,0,0
0.151804,0,0,0
0.153138,0,0,0
0.154471,0,0,0
0.155808,0,0,0
0.157142,0,0,0
0.158487,0,0,0
0.159819,0,0,0
0.161282,0,0,0
0.162840,0,0,0
0.165607,0,0,0
0.167855,0,0,0
0.169429,0,0,0
0.171146,0,0,0
0.172528,0,0,0
0.173906,0,0,0
0.175319,0,0,0
0.176737,0,0,0
0.178113,0,0,0
0.179506,0,0,0
0.180881,0,0,0
0.182256,0,0,0
0.183630,0,0,0
0.185008,0,0,0
0.186389,0,0,0
0.187769,0,0,0
0.189149,0,0,0
0.190547,0,0,0
0.191927,0,0,0
0.193345,0,0,0
0.194726,0,0,0
0.196106,0,0,0
0.197489,0,0,0
0.198869,0,0,0
0.200251,0,0,0
0.201646,0,0,0
0.203030,0,0,0
0.204546,0,0,0
0.206091,0,0,0
0.207636,0,0,0
0.209225,0,0,0
0.210761,0,0,0
0.212318,0,0,0
0.213814,0,0,0
0.215396,0,0,0
0.216785,0,0,0
0.218168,0,0,0
0.219550,0,0,0
0.220933,0,0,0
0.222326,0,0,0
0.223706,0,0,0
0.225259,0,0,0
0.226804,0,0,0
0.228352,0,0,0
0.229896,0,0,0
0.231440,0,0,0
0.232999,0,0,0
0.234545,0,0,0
0.236088,0,0,0
0.237634,0,0,0
0.239178,0,0,0
0.240767,0,0,0
0.242313,0,0,0
0.243869,0,0,0
0.245418,0,0,0
0.246961,0,0,0
0.248508,0,0,0
0.250053,0,0,0
0.251596,0,0,0
0.253140,0,0,0
0.254698,0,0,0
0.256245,0,0,0
0.257833,0,0,0
0.259376,0,0,0
0.260923,0,0,0
0.262469,0,0,0
0.264013,0,0,0
0.265577,0,0,0
0.267121,0,0,0
0.268667,0,0,0
0.270213,0,0,0
0.271757,0,0,0
0.273344,0,0,0
0.274890,0,0,0
0.276451,0,0,0
0.277996,0,0,0
0.279540,0,0,0
0.281084,0,0,0
0.282629,0,0,0
0.284175,0,0,0
0.285720,0,0,0
0.287276,0,0,0
0.288867,0,0,0
0.290413,0,0,0
0.291957,0,0,0
0.293506,0,0,0
0.295050,0,0,0
0.296597,0,0,0
0.298033,0,0,0
0.299547,0,0,0
0.301092,0,0,0
0.302629,0,0,0
0.304247,0,0,0
0.305711,0,0,0
0.307102,0,0,0
0.308496,0,0,0
0.310005,0,0,0
0.311547,0,0,0
0.313090,0,0,0
0.314665,0,0,0
0.316188,0,0,0
0.317734,0,0,0
0.319290,0,0,0
0.320881,0,0,0
0.322426,0,0,0
0.323970,0,0,0
0.325541,0,0,0
0.327085,0,0,0
0.328631,0,0,0
0.330188,0,0,0
