elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001106,0,0,0,0
0.002548,0,0,0,0
0.003967,0,0,0,0
0.005424,0,0,0,0
0.006841,0,0,0,0
0.008254,0,0,0,0
0.009669,0,0,0,0
0.011096,0,0,0,0
0.012509,0,0,0,0
0.013988,0,0,0,0
0.015383,0,0,0,0
0.016803,0,0,0,0
0.018227,0,0,0,0
0.019577,0,0,0,0
0.020922,0,0,0,0
0.022336,0,0,0,0
0.023689,0,0,0,0
0.025032,0,0,0,0
0.026430,0,0,0,0
0.027776,0,0,0,0
0.029123,0,0,0,0
0.030599,0,0,0,0
0.031932,0,0,0,0
0.033271,0,0,0,0
0.034607,0,0,0,0
0.035934,0,0,0,0
0.037437,0,0,0,0
0.038782,0,0,0,0
0.040124,0,0,0,0
0.041505,0,0,0,0
0.042835,0,0,0,0
0.044173,0,0,0,0
0.045576,0,0,0,0
0.046958,0,0,0,0
0.048248,0,0,0,0
0.049589,0,0,0,0
0.050879,0,0,0,0
0.052170,0,0,0,0
0.053459,0,0,0,0
0.054759,0,0,0,0
0.056049,0,0,0,0
0.057339,0,0,0,0
0.058635,0,0,0,0
0.059925,0,0,0,0
0.061216,0,0,0,0
0.062543,0,0,0,0
0.063894,0,0,0,0
0.065249,0,0,0,0
0.066597,0,0,0,0
0.067979,0,0,0,0
0.069353,0,0,0,0
0.070703,0,0,0,0
0.072042,0,0,0,0
0.073438,0,0,0,0
0.074774,0,0,0,0
0.076182,0,0,0,0
0.077554,0,0,0,0
0.079058,0,0,0,0
0.080501,0,0,0,0
0.081887,0,0,0,0
0.083271,0,0,0,0
0.084654,0,0,0,0
0.086075,0,0,0,0
0.087445,0,0,0,0
0.088684,0,0,0,0
0.090346,0,0,0,0
0.091586,0,0,0,0
0.092824,0,0,0,0
0.094672,0,0,0,0
0.095913,0,0,0,0
0.097152,0,0,0,0
0.098493,0,0,0,0
0.099735,0,0,0,0
0.100977,0,0,0,0
0.102222,0,0,0,0
0.103464,0,0,0,0
0.104705,0,0,0,0
0.105947,0,0,0,0
0.107188,0,0,0,0
0.108428,0,0,0,0
0.109775,0,0,0,0
0.111028,0,0,0,0
0.112414,0,0,0,0
0.113811,0,0,0,0
0.115192,0,0,0,0
0.116572,0,0,0,0
0.117952,0,0,0,0
0.119331,0,0,0,0
0.120711,0,0,0,0
0.122101,0,0,0,0
0.123481,0,0,0,0
0.124860,0,0,0,0
0.126290,0,0,0,0
0.127647,0,0,0,0
0.129002,0,0,0,0
0.130409,0,0,0,0
0.131765,0,0,0,0
0.133127,0,0,0,0
0.134586,0,0,0,0
0.135942,0,0,0,0
0.137309,0,0,0,0
0.138661,0,0,0,0
0.139984,0,0,0,0
0.141300,0,0,0,0
0.142628,0,0,0,0
0.143950,0,0,0,0
0.145249,0,0,0,0
0.146552,0,0,0,0
0.147848,0,0,0,0
0.149144,0,0,0,0
0.150446,0,0,0,0
0.151740,0,0,0,0
0.153034,0,0,0,0
0.154424,0,0,0,0
0.155774,0,0,0,0
0.157118,0,0,0,0
0.158490,0,0,0,0
0.159951,0,0,0,0
0.161345,0,0,0,0
0.163462,0,0,0,0
0.164808,0,0,0,0
0.166149,0,0,0,0
0.167575,0,0,0,0
0.169013,0,0,0,0
0.170476,0,0,0,0
0.171825,0,0,0,0
0.173171,0,0,0,0
0.174568,0,0,0,0
0.175962,0,0,0,0
0.177419,0,0,0,0
0.178797,0,0,0,0
0.180303,0,0,0,0
0.181725,0,0,0,0
0.183245,0,0,0,0
0.184796,0,0,0,0
0.186362,0,0,0,0
0.187914,0,0,0,0
0.189468,0,0,0,0
0.191065,0,0,0,0
0.192616,0,0,0,0
0.194168,0,0,0,0
0.195721,0,0,0,0
0.197384,0,0,0,0
0.198791,0,0,0,0
0.200311,0,0,0,0
0.201865,0,0,0,0
0.203418,0,0,0,0
0.204969,0,0,0,0
0.206576,0,0,0,0
0.208140,0,0,0,0
0.209693,0,0,0,0
0.211244,0,0,0,0
0.212795,0,0,0,0
0.214346,0,0,0,0
0.215899,0,0,0,0
0.217454,0,0,0,0
0.219019,0,0,0,0
0.220569,0,0,0,0
0.222166,0,0,0,0
0.223718,0,0,0,0
0.225268,0,0,0,0
0.226863,0,0,0,0
0.228413,0,0,0,0
0.229980,0,0,0,0
0.231532,0,0,0,0
0.233081,0,0,0,0
0.234634,0,0,0,0
0.236182,0,0,0,0
0.237779,0,0,0,0
0.239329,0,0,0,0
0.240892,0,0,0,0
0.242442,0,0,0,0
0.243993,0,0,0,0
0.245546,0,0,0,0
0.247095,0,0,0,0
0.248642,0,0,0,0
0.250192,0,0,0,0
0.251754,0,0,0,0
0.253407,0,0,0,0
0.254802,0,0,0,0
