elapsed_s,TSE_BE_STALL_CYCLES_LRZ_BARYPLANE,TSE_BE_STALL_CYCLES_LRZ_ZPLANE,TSE_BE_STARVE_CYCLES_PC,TSE_BE_INPUT_PRIM
0.001221,0,0,0,0
0.002705,0,0,0,0
0.004100,0,0,0,0
0.005519,0,0,0,0
0.006935,0,0,0,0
0.008350,0,0,0,0
0.009824,0,0,0,0
0.011238,0,0,0,0
0.012653,0,0,0,0
0.014722,0,0,0,0
0.016452,0,0,0,0
0.017909,0,0,0,0
0.024633,0,0,0,0
0.026087,0,0,0,0
0.027501,0,0,0,0
0.028918,0,0,0,0
0.030332,0,0,0,0
0.031761,0,0,0,0
0.033212,0,0,0,0
0.034630,0,0,0,0
0.036112,0,0,0,0
0.037531,0,0,0,0
0.038954,0,0,0,0
0.040519,0,0,0,0
0.041957,0,0,0,0
0.043347,0,0,0,0
0.044740,0,0,0,0
0.046134,0,0,0,0
0.047526,0,0,0,0
0.048920,0,0,0,0
0.050314,0,0,0,0
0.051705,0,0,0,0
0.053237,0,0,0,0
0.054633,0,0,0,0
0.056088,0,0,0,0
0.057473,0,0,0,0
0.058812,0,0,0,0
0.060167,0,0,0,0
0.061505,0,0,0,0
0.062857,0,0,0,0
0.064198,0,0,0,0
0.065505,0,0,0,0
0.066812,0,0,0,0
0.068118,0,0,0,0
0.069424,0,0,0,0
0.070740,0,0,0,0
0.072047,0,0,0,0
0.073395,0,0,0,0
0.074779,0,0,0,0
0.076145,0,0,0,0
0.077495,0,0,0,0
0.078843,0,0,0,0
0.080193,0,0,0,0
0.081543,0,0,0,0
0.082883,0,0,0,0
0.084229,0,0,0,0
0.085628,0,0,0,0
0.086971,0,0,0,0
0.088386,0,0,693,0
0.089815,0,0,0,0
0.091209,0,0,0,0
0.092905,0,0,0,0
0.094291,0,0,0,0
0.095701,0,0,0,0
0.097088,0,0,0,0
0.098473,0,0,0,0
0.099857,0,0,1356,0
0.101210,0,0,3330,0
0.102450,0,0,2886,0
0.103693,0,0,2997,0
0.106508,0,0,6771,0
0.107750,0,0,2886,0
0.108988,0,0,2886,0
0.110354,0,0,3330,0
0.111753,0,0,3330,0
0.113032,0,0,3108,0
0.114415,0,0,3321,0
0.115944,0,0,3546,0
0.117353,0,0,3330,0
0.118757,0,0,3330,0
0.120040,0,0,2997,0
0.121346,0,0,3108,0
0.122592,0,0,2991,0
0.123842,0,0,1944,0
0.125868,0,0,0,0
0.127259,0,0,0,0
0.128647,0,0,0,0
0.130029,0,0,0,0
0.131408,0,0,0,0
0.132787,0,0,0,0
0.134167,0,0,0,0
0.135558,0,0,0,0
0.136978,0,0,0,0
0.138359,0,0,0,0
0.139738,0,0,0,0
0.141220,0,0,0,0
0.142601,0,0,0,0
0.143980,0,0,0,0
0.145337,0,0,0,0
0.146725,0,0,0,0
0.148108,0,0,0,0
0.149495,0,0,0,0
0.150860,0,0,0,0
0.152250,0,0,0,0
0.153628,0,0,0,0
0.154951,0,0,0,0
0.156264,0,0,0,0
0.157591,0,0,0,0
0.158900,0,0,0,0
0.160256,0,0,0,0
0.161569,0,0,0,0
0.162881,0,0,0,0
0.164267,0,0,0,0
0.165611,0,0,0,0
0.166923,0,0,0,0
0.168293,0,0,0,0
0.169631,0,0,0,0
0.170908,0,0,0,0
0.172231,0,0,0,0
0.173506,0,0,0,0
0.174792,0,0,0,0
0.176163,0,0,0,0
0.177779,0,0,0,0
0.179109,0,0,0,0
0.180550,0,0,0,0
0.181876,0,0,0,0
0.183201,0,0,0,0
0.184661,0,0,0,0
0.186199,0,0,0,0
0.187637,0,0,0,0
0.189002,0,0,0,0
0.190357,0,0,0,0
0.191704,0,0,0,0
0.193048,0,0,0,0
